"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00415056","1891-01","27.50361","-99.51167","121.0","LAREDO, TX US","2",",6","2",",6","1",",6","","","","","","","","","18910109",",,6","","","31.8",",,6,09,","38.2",",,,6","",""
"USC00415056","1891-02","27.50361","-99.51167","121.0","LAREDO, TX US","0",",6","0",",6","0",",6","","","","","","","","","18910228","+,,6","","","0.0",",,6,28,+","0.0",",,,6","",""
"USC00415056","1892-12","27.50361","-99.51167","121.0","LAREDO, TX US","2",",6","1",",6","0",",6","","","9","","","","","","18921218",",,6","","","5.1",",,6,18,","6.1",",,,6","",""
"USC00415056","1893-01","27.50361","-99.51167","121.0","LAREDO, TX US","4",",6","3",",6","0",",6","","","8","","","","","","18930124",",,6","","","24.1",",,6,24,","51.5",",,,6","",""
"USC00415056","1893-02","27.50361","-99.51167","121.0","LAREDO, TX US","7",",6","2",",6","0",",6","","","5","","","","","","18930208",",,6","","","3.8",",,6,08,","11.7",",,,6","",""
"USC00415056","1893-03","27.50361","-99.51167","121.0","LAREDO, TX US","0",",6","0",",6","0",",6","","","1","","","","","","18930331","+,,6","","","0.0",",,6,31,+","0.0",",,,6","",""
"USC00415056","1893-04","27.50361","-99.51167","121.0","LAREDO, TX US","0",",6","0",",6","0",",6","","","","","","","","","18930430","+,,6","","","0.0",",T,6,30,+","0.0",",T,,6","",""
"USC00415056","1893-05","27.50361","-99.51167","121.0","LAREDO, TX US","5",",6","4",",6","0",",6","","","","","","","","","18930514","+,,6","","","14.7",",,6,14,+","42.8",",,,6","",""
"USC00415056","1893-06","27.50361","-99.51167","121.0","LAREDO, TX US","2",",6","1",",6","0",",6","","","","","","","","","18930616",",,6","","","24.4",",,6,16,","25.9",",,,6","",""
"USC00415056","1893-07","27.50361","-99.51167","121.0","LAREDO, TX US","4",",6","1",",6","0",",6","","","","","","","","","18930729",",,6","","","21.8",",,6,29,","23.8",",,,6","",""
"USC00415056","1893-08","27.50361","-99.51167","121.0","LAREDO, TX US","2",",6","1",",6","1",",6","","","","","","","","","18930809",",,6","","","162.1",",,6,09,","162.9",",,,6","",""
"USC00415056","1893-09","27.50361","-99.51167","121.0","LAREDO, TX US","5",",6","2",",6","0",",6","","","","","","","","","18930924",",,6","","","8.1",",,6,24,","15.8",",,,6","",""
"USC00415056","1893-10","27.50361","-99.51167","121.0","LAREDO, TX US","1",",6","0",",6","0",",6","","","","","","","","","18931003",",,6","","","1.3",",,6,03,","1.3",",,,6","",""
"USC00415056","1893-11","27.50361","-99.51167","121.0","LAREDO, TX US","8",",6","2",",6","0",",6","","","7","","","","","","18931112",",,6","","","8.9",",,6,12,","18.9",",,,6","",""
"USC00415056","1893-12","27.50361","-99.51167","121.0","LAREDO, TX US","4",",6","1",",6","0",",6","","","5","","","","","","18931227",",,6","","","2.8",",,6,27,","4.9",",,,6","",""
"USC00415056","1894-01","27.50361","-99.51167","121.0","LAREDO, TX US","3",",6","0",",6","0",",6","","","5","","","","","","18940118",",,6","","","1.8",",,6,18,","4.1",",,,6","",""
"USC00415056","1912-11","27.50361","-99.51167","121.0","LAREDO, TX US","5",",6","1",",6","0",",6","","","","","","","","","19121118",",,6","","","4.1",",,6,18,","7.4",",,,6","",""
"USC00415056","1912-12","27.50361","-99.51167","121.0","LAREDO, TX US","","","","","","","","","1","","","","","","","","","","","","","","",""
"USC00415056","1913-02","27.50361","-99.51167","121.0","LAREDO, TX US","8",",6","4",",6","0",",6","","","","","","","","","19130209",",,6","","","9.9",",,6,09,","27.7",",,,6","",""
"USC00415056","1913-03","27.50361","-99.51167","121.0","LAREDO, TX US","5",",6","0",",6","0",",6","","","","","","","","","19130312",",,6","","","2.3",",,6,12,","6.4",",,,6","",""
"USC00415056","1913-04","27.50361","-99.51167","121.0","LAREDO, TX US","1",",6","0",",6","0",",6","","","","","","","","","19130406",",,6","","","0.3",",,6,06,","0.3",",,,6","",""
"USC00415056","1913-05","27.50361","-99.51167","121.0","LAREDO, TX US","4",",6","4",",6","0",",6","","","","","","","","","19130516",",,6","","","21.6",",,6,16,","58.2",",,,6","",""
"USC00415056","1913-06","27.50361","-99.51167","121.0","LAREDO, TX US","12",",6","8",",6","1",",6","","","","","","","","","19130619",",,6","","","33.0",",,6,19,","131.7",",,,6","",""
