"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00235572","1893-11","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","0.0","5,6","5",",6","5",",6","0",",6","","","0","3,6","13","3,6","0","2,6","3","2,6","0","2,6","18931125","+,3,6","","","","","18931127",",,6","18931111",",2,6","-6.7","3,6,25,+","","","19.6",",,6,27,","23.9","2,6,11,","462.0","6","284.7","2,6","46.5",",,,6","","","6.80","5,6","12.96","2,,,6","0.63","3,,,6"
"USC00235572","1893-12","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","","","5","1,6","3","1,6","0","1,6","0",",6","0","3,6","21","3,6","3","3,6","0","3,6","0","3,6","18931204",",3,6","18931203",",,6","1","","18931215",",1,6","18931225",",3,6","-14.4","3,6,04,","13",",,6,03,","14.2","1,,6,15,","20.0","3,6,25,","","","","","25.5","1,,,6","13",",,,6","3.38","6,6","9.52","3,,,6","-2.76","3,,,6"
"USC00235572","1894-01","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","6","0.0","4,6","7","1,6","6","1,6","0","1,6","1",",6","2","2,6","19","2,6","1","2,6","1","2,6","0","2,6","18940125",",2,6","18940124",",,6","1","","18940120",",1,6","18940117",",2,6","-23.9","2,6,25,","76",",,6,24,","19.8","1,,6,20,","21.7","2,6,17,","","","400.8","2,6","54.8","1,,,6","76",",,,6","3.10","4,6","9.23","2,,,6","-3.03","2,,,6"
"USC00235572","1894-02","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","6","0.0","3,6","6","1,6","5","1,6","2","1,6","2",",6","0","2,6","21","2,6","7","1,6","0","1,6","0","1,6","18940215",",2,6","18940203",",,6","","","18940208",",1,6","18940228",",1,6","-12.2","2,6,15,","89",",,6,03,","33.8","1,,6,08,","17.8","1,6,28,","","","415.9","1,6","85.8","1,,,6","127",",,,6","1.26","3,6","6.54","1,,,6","-4.02","2,,,6"
"USC00235572","1894-03","37.6167","-90.2833",,"MINE LA MOTTE, MO US","5.1","6","5.1",",6","8","1,6","5","1,6","2","1,6","0",",6","0",",6","8",",6","1",",6","9",",6","0",",6","18940327","+,,6","18940328",",,6","6","","18940322",",1,6","18940321",",,6","-9.4",",6,27,+","0",",T,6,28,","36.8","1,,6,22,","27.8",",6,21,","","","245.8",",6","105.7","1,,,6","0",",T,,6","10.57",",6","16.89",",,,6","4.25",",,,6"
"USC00235572","1894-04","37.6167","-90.2833",,"MINE LA MOTTE, MO US","28.8","6","23.7","2,6","9",",6","8",",6","0",",6","","","0","1,6","3","1,6","0","1,6","9","1,6","0","1,6","18940406",",1,6","","","1","","18940409",",,6","18940429","+,1,6","-2.2","1,6,06,","","","23.4",",,6,09,","30.6","1,6,29,+","","","151.1","1,6","79.1",",,,6","","","13.79","2,6","20.21","1,,,6","7.37","1,,,6"
"USC00235572","1894-05","37.6167","-90.2833",,"MINE LA MOTTE, MO US","65.8","6","37.0","2,6","","","","","","","","","0","1,6","0","1,6","0","1,6","17","1,6","0","1,6","18940520","+,1,6","","","10","","","","18940517","+,1,6","3.3","1,6,20,+","","","","","29.4","1,6,17,+","","","71.2","1,6","","","","","17.21","2,6","22.59","1,,,6","11.83","1,,,6"
"USC00235572","1894-06","37.6167","-90.2833",,"MINE LA MOTTE, MO US","198.2","6","132.4","1,6","7",",6","6",",6","0",",6","","","0",",6","0",",6","0","1,6","28","1,6","3","1,6","18940601",",,6","","","7","","18940625",",,6","18940629",",1,6","5.0",",6,01,","","","16.8",",,6,25,","33.9","1,6,29,","","","16.0","1,6","64.0",",,,6","","","22.41","1,6","28.88","1,,,6","15.93",",,,6"
"USC00235572","1894-07","37.6167","-90.2833",,"MINE LA MOTTE, MO US","340.2","6","142.0",",6","10",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","5",",6","18940723",",,6","","","8","","18940704",",,6","18940725",",,6","10.0",",6,23,","","","36.8",",,6,04,","34.4",",6,25,","0.0","6","0.0",",6","88.2",",,,6","","","22.91",",6","28.90",",,,6","16.93",",,,6"
"USC00235572","1894-08","37.6167","-90.2833",,"MINE LA MOTTE, MO US","506.5","6","166.3",",6","5",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","11",",6","18940806","+,,6","","","7","","18940810",",,6","18940815","+,,6","8.3",",6,06,+","","","17.0",",,6,10,","36.1",",6,15,+","2.0","6","2.0",",6","23.4",",,,6","","","23.64",",6","30.26",",,,6","17.01",",,,6"
"USC00235572","1894-09","37.6167","-90.2833",,"MINE LA MOTTE, MO US","582.0","6","75.5",",6","9",",6","9",",6","4",",6","","","0",",6","0",",6","0",",6","25",",6","0",",6","18940926",",,6","","","5","","18940905",",,6","18940901",",,6","5.6",",6,26,","","","55.6",",,6,05,","31.7",",6,01,","31.4","6","29.4",",6","173.8",",,,6","","","19.87",",6","24.78",",,,6","14.96",",,,6"
"USC00235572","1894-10","37.6167","-90.2833",,"MINE LA MOTTE, MO US","585.9","6","3.9","3,6","6",",6","3",",6","1",",6","","","0","3,6","2","3,6","0",",6","15",",6","0",",6","18941014",",3,6","","","5","","18941002",",,6","18941023",",,6","-1.1","3,6,14,","","","26.7",",,6,02,","28.3",",6,23,","154.0","6","122.6",",6","52.2",",,,6","","","13.65","3,6","19.69",",,,6","7.61","3,,,6"
"USC00235572","1894-11","37.6167","-90.2833",,"MINE LA MOTTE, MO US","585.9","6","0.0","2,6","4",",6","3",",6","0",",6","","","0","1,6","16","1,6","0","1,6","0","1,6","0","1,6","18941118","+,1,6","","","","","18941130",",,6","18941101",",1,6","-7.8","1,6,18,+","","","15.5",",,6,30,","20.6","1,6,01,","495.5","6","341.5","1,6","23.6",",,,6","","","6.13","2,6","12.80","1,,,6","-0.53","1,,,6"
"USC00235572","1894-12","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","","","6","1,6","4","1,6","1","1,6","1",",6","1","5,6","16","5,6","4","5,6","0","5,6","0","5,6","18941228",",5,6","18941226",",,6","1","","18941201",",1,6","18941221",",5,6","-18.9","5,6,28,","25",",,6,26,","76.5","1,,6,01,","19.4","5,6,21,","","","","","111.5","1,,,6","33",",,,6","3.38","9,6","8.87","5,,,6","-2.11","5,,,6"
"USC00235572","1895-01","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","6","0.0","5,6","6",",6","5",",6","0",",6","3",",6","2","3,6","25","3,6","5","3,6","0","3,6","0","3,6","18950112",",3,6","18950128",",,6","2","","18950125",",,6","18950118",",3,6","-20.0","3,6,12,","127",",,6,28,","23.6",",,6,25,","17.2","3,6,18,","","","521.5","3,6","57.4",",,,6","267",",,,6","-1.72","5,6","4.37","3,,,6","-7.80","3,,,6"
"USC00235572","1895-02","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","6","0.0","1,6","5",",6","0",",6","0",",6","","","8","1,6","23","1,6","13",",6","1",",6","0",",6","18950208",",1,6","","","","","18950201",",,6","18950228",",,6","-24.4","1,6,08,","","","2.0",",,6,01,","23.9",",6,28,","","","606.2",",6","5.5",",,,6","","","-3.73","1,6","2.90",",,,6","-10.36","1,,,6"
"USC00235572","1895-03","37.6167","-90.2833",,"MINE LA MOTTE, MO US","6.7","6","6.7","3,6","11",",6","7",",6","0",",6","1",",6","0","1,6","14","1,6","1","2,6","6","2,6","0","2,6","18950317","+,1,6","18950320",",,6","","","18950301",",,6","18950329",",2,6","-8.3","1,6,17,+","64",",,6,20,","21.3",",,6,01,","27.2","2,6,29,","","","307.7","2,6","75.7",",,,6","64",",,,6","7.31","3,6","13.43","2,,,6","1.19","1,,,6"
"USC00235572","1895-04","37.6167","-90.2833",,"MINE LA MOTTE, MO US","12.3","6","5.6","3,6","7",",6","4",",6","0",",6","","","0","2,6","3","2,6","0","1,6","17","1,6","0","1,6","18950403",",2,6","","","3","","18950416",",,6","18950430",",1,6","-1.7","2,6,03,","","","17.3",",,6,16,","29.4","1,6,30,","","","112.2","1,6","42.7",",,,6","","","14.33","3,6","21.19","1,,,6","7.48","2,,,6"
"USC00235572","1895-05","37.6167","-90.2833",,"MINE LA MOTTE, MO US","77.3","6","65.0",",6","5",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","20",",6","0",",6","18950514",",,6","","","6","","18950515",",,6","18950531","+,,6","0.6",",6,14,","","","18.3",",,6,15,","31.1",",6,31,+","","","99.2",",6","55.7",",,,6","","","17.23",",6","22.76",",,,6","11.69",",,,6"
"USC00235572","1895-06","37.6167","-90.2833",,"MINE LA MOTTE, MO US","197.5","6","120.2",",6","11",",6","9",",6","2",",6","","","0",",6","0",",6","0",",6","30",",6","2",",6","18950606",",,6","","","6","","18950615",",,6","18950603",",,6","8.3",",6,06,","","","47.2",",,6,15,","32.8",",6,03,","","","1.9",",6","161.1",",,,6","","","22.28",",6","27.82",",,,6","16.73",",,,6"
"USC00235572","1895-07","37.6167","-90.2833",,"MINE LA MOTTE, MO US","338.8","6","141.3",",6","9",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","30",",6","2",",6","18950710",",,6","","","11","","18950730",",,6","18950717","+,,6","12.8",",6,10,","","","35.6",",,6,30,","32.2",",6,17,+","1.7","6","1.7",",6","111.1",",,,6","","","22.84",",6","26.78",",,,6","18.90",",,,6"
"USC00235572","1895-08","37.6167","-90.2833",,"MINE LA MOTTE, MO US","490.8","6","152.0",",6","7",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","2",",6","18950801",",,6","","","7","","18950820",",,6","18950818","+,,6","10.6",",6,01,","","","26.7",",,6,20,","32.2",",6,18,+","2.5","6","0.8",",6","68.6",",,,6","","","23.21",",6","28.84",",,,6","17.58",",,,6"
"USC00235572","1895-09","37.6167","-90.2833",,"MINE LA MOTTE, MO US","617.5","6","126.7","2,6","3",",6","3",",6","2",",6","","","0","1,6","0","1,6","0","1,6","26","1,6","4","1,6","18950930",",1,6","","","3","","18950904",",,6","18950918",",1,6","1.1","1,6,30,","","","55.9",",,6,04,","33.3","1,6,18,","34.1","6","31.6","1,6","107.0",",,,6","","","21.71","2,6","27.34","1,,,6","16.07","1,,,6"
"USC00235572","1895-10","37.6167","-90.2833",,"MINE LA MOTTE, MO US","617.5","6","0.0","2,6","3",",6","2",",6","0",",6","","","0","1,6","11","1,6","0","1,6","9","1,6","0","1,6","18951029",",1,6","","","","","18951006",",,6","18951026",",1,6","-6.7","1,6,29,","","","10.2",",,6,06,","23.9","1,6,26,","275.2","6","241.1","1,6","16.3",",,,6","","","10.03","2,6","17.53","1,,,6","2.52","1,,,6"
"USC00235572","1895-11","37.6167","-90.2833",,"MINE LA MOTTE, MO US","617.5","6","0.0","4,6","7",",6","7",",6","2",",6","","","0","2,6","12","2,6","0","2,6","3","2,6","0","2,6","18951127","+,2,6","","","1","","18951125",",,6","18951107",",2,6","-7.2","2,6,27,+","","","34.0",",,6,25,","22.2","2,6,07,","569.4","6","294.2","2,6","111.2",",,,6","","","6.76","4,6","12.75","2,,,6","0.76","2,,,6"
"USC00235572","1895-12","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","","","12","1,6","8","1,6","1","1,6","","","0","3,6","17","3,6","3","3,6","0","3,6","0","3,6","18951205",",3,6","","","1","","18951219",",1,6","18951224","+,3,6","-16.7","3,6,05,","","","38.1","1,,6,19,","15.6","3,6,24,+","","","","","102.1","1,,,6","","","3.06","6,6","7.92","3,,,6","-1.80","3,,,6"
"USC00235572","1896-01","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","6","0.0","2,6","5",",6","4",",6","0",",6","0",",6","0","1,6","22","1,6","2","1,6","0","1,6","0","1,6","18960104",",1,6","18960124",",,6","","","18960122",",,6","18960111",",1,6","-15.0","1,6,04,","3",",,6,24,","14.7",",,6,22,","16.7","1,6,11,","","","469.0","1,6","33.2",",,,6","3",",,,6","2.04","2,6","6.84","1,,,6","-2.77","1,,,6"
"USC00235572","1896-02","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","","","4",",6","4",",6","0",",6","0",",6","0","4,6","18","4,6","1","4,6","2","4,6","0","4,6","18960221",",4,6","18960213","+,,6","","","18960213",",,6","18960226",",4,6","-12.8","4,6,21,","0",",T,6,13,+","18.5",",,6,13,","25.0","4,6,26,","","","","","52.0",",,,6","0",",T,,6","3.31","8,6","9.39","4,,,6","-2.77","4,,,6"
"USC00235572","1896-03","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","0.0","3,6","10","2,6","7","2,6","1","2,6","4","3,6","0","2,6","19","2,6","1","1,6","3","1,6","0","1,6","18960313",",2,6","18960314",",3,6","2","","18960323",",2,6","18960328",",1,6","-11.7","2,6,13,","102","3,,6,14,","41.9","2,,6,23,","23.3","1,6,28,","","","380.4","1,6","91.1","2,,,6","216","3,,,6","4.92","3,6","10.59","1,,,6","-0.75","2,,,6"
"USC00235572","1896-04","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","54.9","1,6","9",",6","5",",6","1",",6","","","0",",6","2",",6","0","1,6","20","1,6","0","1,6","18960403",",,6","","","4","","18960429",",,6","18960427","+,1,6","-2.8",",6,03,","","","31.2",",,6,29,","29.4","1,6,27,+","","","67.7","1,6","79.1",",,,6","","","17.74","1,6","23.71","1,,,6","11.76",",,,6"
"USC00235572","1896-05","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","72.8",",6","10",",6","9",",6","3",",6","","","0",",6","0",",6","0",",6","31",",6","0",",6","18960515",",,6","","","","","18960522",",,6","18960525","+,,6","8.3",",6,15,","","","42.2",",,6,22,","30.0",",6,25,+","","","8.1",",6","211.1",",,,6","","","20.42",",6","25.78",",,,6","15.05",",,,6"
"USC00235572","1896-06","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","102.8",",6","10",",6","8",",6","1",",6","","","0",",6","0",",6","0",",6","27",",6","0",",6","18960613","+,,6","","","","","18960601",",,6","18960625","+,,6","10.6",",6,13,+","","","36.3",",,6,01,","30.0",",6,25,+","","","7.5",",6","91.5",",,,6","","","21.51",",6","26.08",",,,6","16.95",",,,6"
"USC00235572","1896-07","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","188.2",",6","12",",6","10",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","8",",6","18960709",",,6","","","","","18960720",",,6","18960730",",,6","11.1",",6,09,","","","49.5",",,6,20,","34.4",",6,30,","0.0","6","0.0",",6","160.6",",,,6","","","24.40",",6","29.43",",,,6","19.38",",,,6"
"USC00235572","1896-08","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","167.3","2,6","6",",6","4",",6","1",",6","","","0","1,6","0","1,6","0","1,6","30","1,6","12","1,6","18960829",",1,6","","","","","18960818",",,6","18960807",",1,6","8.9","1,6,29,","","","26.4",",,6,18,","35.6","1,6,07,","4.2","6","4.2","1,6","60.4",",,,6","","","24.05","2,6","29.93","1,,,6","18.17","1,,,6"
"USC00235572","1896-09","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","68.1","5,6","9",",6","6",",6","1",",6","","","0","3,6","0","3,6","0","3,6","22","3,6","4","3,6","18960924",",3,6","","","","","18960904",",,6","18960918","+,3,6","2.2","3,6,24,","","","27.9",",,6,04,","32.8","3,6,18,+","53.1","6","48.9","3,6","82.4",",,,6","","","19.16","5,6","25.33","3,,,6","12.98","3,,,6"
"USC00235572","1896-10","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","3.1","2,6","5",",6","4",",6","1",",6","","","0","1,6","4","1,6","0","1,6","8","1,6","0","1,6","18961018",",1,6","","","","","18961023",",,6","18961028",",1,6","-3.3","1,6,18,","","","32.3",",,6,23,","26.7","1,6,28,","244.9","6","191.8","1,6","71.4",",,,6","","","11.90","2,6","18.65","1,,,6","5.15","1,,,6"
"USC00235572","1896-11","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","4.2","4,6","9",",6","6",",6","2",",6","0",",6","0","2,6","10","2,6","3","2,6","5","2,6","0","2,6","18961130",",2,6","18961105",",,6","","","18961104",",,6","18961117",",2,6","-11.1","2,6,30,","8",",,6,05,","30.5",",,6,04,","25.6","2,6,17,","504.4","6","259.5","2,6","101.6",",,,6","8",",,,6","8.31","4,6","13.68","2,,,6","2.94","2,,,6"
"USC00235572","1896-12","37.6167","-90.2833",,"MINE LA MOTTE, MO US","","","0.0",",6","3",",6","1",",6","0",",6","","","0",",6","18",",6","1",",6","1",",6","0",",6","18961201",",,6","","","","","18961217",",,6","18961210",",,6","-12.2",",6,01,","","","3.3",",,6,17,","22.2",",6,10,","938.2","6","433.8",",6","5.6",",,,6","","","4.34",",6","9.96",",,,6","-1.29",",,,6"
"USC00235572","1897-01","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","","0.0","4,6","9",",6","6",",6","1",",6","","","1","2,6","21","2,6","7","2,6","0","2,6","0","2,6","18970128",",2,6","","","","","18970103",",,6","18970102",",2,6","-19.4","2,6,28,","","","72.4",",,6,03,","16.1","2,6,02,","1432.2","","494.0","2,6","133.7",",,,6","","","0.11","4,6","5.59","2,,,6","-5.38","2,,,6"
"USC00235572","1897-02","37.6167","-90.2833",,"MINE LA MOTTE, MO US","0.0","","0.0",",6","10",",6","6",",6","0",",6","","","1",",6","20",",6","4",",6","1",",6","0",",6","18970227",",,6","","","","","18970221",",,6","18970220",",,6","-18.3",",6,27,","","","17.3",",,6,21,","21.7",",6,20,","1864.3","","432.1",",6","52.2",",,,6","","","2.90",",6","7.60",",,,6","-1.80",",,,6"
"USC00235572","1897-03","37.6167","-90.2833",,"MINE LA MOTTE, MO US","1.3","","1.3","2,6","14",",6","13",",6","5",",6","1",",6","0","1,6","12","1,6","0","1,6","4","1,6","0","1,6","18970314",",1,6","18970323",",,6","","","18970331",",,6","18970321","+,1,6","-5.6","1,6,14,","25",",,6,23,","37.8",",,6,31,","24.4","1,6,21,+","2128.9","","264.6","1,6","264.7",",,,6","25",",,,6","9.17","2,6","14.54","1,,,6","3.80","1,,,6"
"USC00235572","1897-04","37.6167","-90.2833",,"MINE LA MOTTE, MO US","8.2","","6.9","2,6","14",",6","8",",6","2",",6","","","0","1,6","1","1,6","0","1,6","11","1,6","0","1,6","18970417",",1,6","","","","","18970408",",,6","18970424",",1,6","0.0","1,6,17,","","","51.3",",,6,08,","27.2","1,6,24,","2275.3","","146.4","1,6","162.6",",,,6","","","13.32","2,6","18.90","1,,,6","7.74","1,,,6"
"USC00235572","1897-05","37.6167","-90.2833",,"MINE LA MOTTE, MO US","16.0","","7.8",",6","8",",6","6",",6","1",",6","","","0",",6","0",",6","0",",6","17",",6","0",",6","18970502",",,6","","","","","18970511",",,6","18970520",",,6","1.1",",6,02,","","","51.8",",,6,11,","28.3",",6,20,","2373.4","","98.1",",6","108.7",",,,6","","","15.42",",6","21.64",",,,6","9.20",",,,6"
