"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00361723","1930-10","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","4",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19301027",",,6","19301018",",,6","","","","","","","0",",T,6,27,","9.7",",,6,18,","","","","","","","19.6",",,,6","0",",T,,6","","","","","",""
"USC00361723","1930-11","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19301130",",,6","","","","","","","","","8.9",",,6,30,","","","","","","","24.0",",,,6","","","","","","","",""
"USC00361723","1930-12","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8","1,6","4","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","19301206",",1,6","","","","","","","","","16.3","1,,6,06,","","","","","","","36.0","1,,,6","","","","","","","",""
"USC00361723","1931-01","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","12",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19310130",",,6","","","","","","","","","27.9",",,6,30,","","","","","","","94.9",",,,6","","","","","","","",""
"USC00361723","1931-02","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","7",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19310209",",,6","19310209",",,6","","","","","","","64",",,6,09,","20.3",",,6,09,","","","","","","","58.2",",,,6","67",",,,6","","","","","",""
"USC00361723","1931-03","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","12",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19310325",",,6","","","","","","","","","14.7",",,6,25,","","","","","","","50.1",",,,6","","","","","","","",""
"USC00361723","1931-04","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","8",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19310423","+,,6","19310404",",,6","","","","","","","0",",T,6,23,+","35.3",",,6,04,","","","","","","","113.3",",,,6","0",",T,,6","","","","","",""
"USC00361723","1931-05","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","11",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19310507",",,6","","","","","","","","","52.3",",,6,07,","","","","","","","159.3",",,,6","","","","","","","",""
"USC00361723","1931-06","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19310622",",,6","","","","","","","","","19.1",",,6,22,","","","","","","","84.6",",,,6","","","","","","","",""
"USC00361723","1931-07","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19310723",",,6","","","","","","","","","31.8",",,6,23,","","","","","","","157.9",",,,6","","","","","","","",""
"USC00361723","1931-08","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19310810",",,6","","","","","","","","","56.9",",,6,10,","","","","","","","171.8",",,,6","","","","","","","",""
"USC00361723","1931-09","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","11",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19310926",",,6","","","","","","","","","32.5",",,6,26,","","","","","","","114.9",",,,6","","","","","","","",""
"USC00361723","1931-10","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19311008",",,6","","","","","","","","","43.7",",,6,08,","","","","","","","83.1",",,,6","","","","","","","",""
"USC00361723","1931-11","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19311130",",,6","","","","","","","","","20.3",",,6,30,","","","","","","","55.0",",,,6","","","","","","","",""
"USC00361723","1931-12","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19311213",",,6","","","","","","","","","46.7",",,6,13,","","","","","","","76.2",",,,6","","","","","","","",""
"USC00361723","1932-01","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","","","19320106",",,6","","","","","","","","","8",",,6,06,","","","","","","","","","","","11",",,,6","","","","","",""
"USC00361723","1932-02","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19320202",",,6","19320204",",,6","","","","","","","0",",T,6,02,","7.1",",,6,04,","","","","","","","25.4",",,,6","0",",T,,6","","","","","",""
"USC00361723","1932-03","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19320328",",,6","","","","","","","","","28.4",",,6,28,","","","","","","","129.0",",,,6","","","","","","","",""
"USC00361723","1932-04","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19320412",",,6","","","","","","","","","8.1",",,6,12,","","","","","","","19.2",",,,6","","","","","","","",""
"USC00361723","1932-05","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19320509",",,6","","","","","","","","","25.9",",,6,09,","","","","","","","86.0",",,,6","","","","","","","",""
"USC00361723","1932-07","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","9",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","19320728",",,6","","","","","","","","","38.9",",,6,28,","","","","","","","202.7",",,,6","","","","","","","",""
"USC00361723","1932-08","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19320818",",,6","","","","","","","","","36.3",",,6,18,","","","","","","","81.2",",,,6","","","","","","","",""
"USC00361723","1932-10","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19321006",",,6","","","","","","","","","30.7",",,6,06,","","","","","","","101.1",",,,6","","","","","","","",""
"USC00361723","1932-11","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19321110",",,6","","","","","","","","","27.2",",,6,10,","","","","","","","64.2",",,,6","","","","","","","",""
"USC00361723","1932-12","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","7",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19321214",",,6","19321211",",,6","","","","","","","114",",,6,14,","17.5",",,6,11,","","","","","","","61.4",",,,6","160",",,,6","","","","","",""
"USC00361723","1933-01","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19330125",",,6","","","","","","","","","22.6",",,6,25,","","","","","","","42.9",",,,6","","","","","","","",""
"USC00361723","1933-02","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19330215",",,6","","","","","","","","","8.4",",,6,15,","","","","","","","40.3",",,,6","","","","","","","",""
"USC00361723","1933-03","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","12",",6","8",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","19330315",",,6","","","","","","","","","32.0",",,6,15,","","","","","","","142.5",",,,6","","","","","","","",""
"USC00361723","1933-04","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","11",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19330419",",,6","","","","","","","","","30.0",",,6,19,","","","","","","","105.4",",,,6","","","","","","","",""
"USC00361723","1933-06","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19330603",",,6","","","","","","","","","25.9",",,6,03,","","","","","","","97.3",",,,6","","","","","","","",""
"USC00361723","1933-07","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19330724",",,6","","","","","","","","","52.8",",,6,24,","","","","","","","125.4",",,,6","","","","","","","",""
"USC00361723","1933-08","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19330803",",,6","","","","","","","","","34.0",",,6,03,","","","","","","","119.4",",,,6","","","","","","","",""
"USC00361723","1933-09","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19330904",",,6","","","","","","","","","22.1",",,6,04,","","","","","","","86.1",",,,6","","","","","","","",""
"USC00361723","1933-10","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19331016",",,6","","","","","","","","","10.9",",,6,16,","","","","","","","24.6",",,,6","","","","","","","",""
"USC00361723","1933-11","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19331105",",,6","","","","","","","","","17.0",",,6,05,","","","","","","","30.4",",,,6","","","","","","","",""
"USC00361723","1933-12","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","5",",6","1",",6","","","1",",6","","","","","","","","","","","","","","","","","19331226",",,6","19331217",",,6","","","","","","","28",",,6,26,","37.3",",,6,17,","","","","","","","76.9",",,,6","41",",,,6","","","","","",""
"USC00361723","1934-01","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","5","1,6","5","1,6","0","1,6","","","0",",6","","","","","","","","","","","","","","","","","19340114",",,6","19340107",",1,6","","","","","","","20",",,6,14,","17.0","1,,6,07,","","","","","","","48.0","1,,,6","23",",,,6","","","","","",""
"USC00361723","1934-02","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19340226",",,6","","","","","","","","","13.2",",,6,26,","","","","","","","23.6",",,,6","","","","","","","",""
"USC00361723","1934-03","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8","1,6","4","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","19340305",",1,6","","","","","","","","","23.1","1,,6,05,","","","","","","","41.9","1,,,6","","","","","","","",""
"USC00361723","1934-04","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19340404",",,6","","","","","","","","","35.8",",,6,04,","","","","","","","55.9",",,,6","","","","","","","",""
"USC00361723","1934-05","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19340510",",,6","","","","","","","","","19.3",",,6,10,","","","","","","","48.5",",,,6","","","","","","","",""
"USC00361723","1934-06","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19340618",",,6","","","","","","","","","48.0",",,6,18,","","","","","","","78.8",",,,6","","","","","","","",""
"USC00361723","1934-07","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","9",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19340727",",,6","","","","","","","","","61.5",",,6,27,","","","","","","","174.0",",,,6","","","","","","","",""
"USC00361723","1934-08","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19340816",",,6","","","","","","","","","83.6",",,6,16,","","","","","","","172.1",",,,6","","","","","","","",""
"USC00361723","1934-09","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19340930",",,6","","","","","","","","","66.3",",,6,30,","","","","","","","127.6",",,,6","","","","","","","",""
"USC00361723","1934-10","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19341025",",,6","","","","","","","","","22.1",",,6,25,","","","","","","","38.7",",,,6","","","","","","","",""
"USC00361723","1934-11","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19341123",",,6","","","","","","","","","31.0",",,6,23,","","","","","","","66.7",",,,6","","","","","","","",""
"USC00361723","1934-12","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19341227",",,6","","","","","","","","","20.6",",,6,27,","","","","","","","25.0",",,,6","","","","","","","",""
"USC00361723","1935-01","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","8",",6","6",",6","1",",6","","","3",",6","","","","","","","","","","","","","","","","","19350115",",,6","19350101",",,6","","","","","","","66",",,6,15,","26.4",",,6,01,","","","","","","","65.5",",,,6","150",",,,6","","","","","",""
"USC00361723","1935-02","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","13","1,6","7","1,6","1","1,6","","","","","","","","","","","","","","","","","","","","","","","19350223",",1,6","","","","","","","","","27.7","1,,6,23,","","","","","","","73.7","1,,,6","","","","","","","",""
"USC00361723","1935-03","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","7",",6","2",",6","","","1",",6","","","","","","","","","","","","","","","","","19350313",",,6","19350312",",,6","","","","","","","71",",,6,13,","27.9",",,6,12,","","","","","","","109.6",",,,6","71",",,,6","","","","","",""
"USC00361723","1935-04","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","3.1","2,6","10",",6","8",",6","0",",6","0",",6","0",",6","0","1,6","4","1,6","0","1,6","10","1,6","1","1,6","","","19350415",",1,6","19350416",",,6","19350416","+,,6","19350408",",,6","19350427",",1,6","-5.6","1,6,15,","0",",T,6,16,","0",",T,6,16,+","20.6",",,6,08,","32.2","1,6,27,","","","199.5","1,6","74.6",",,,6","0",",T,,6","11.33","2,6","18.74","1,,,6","3.92","1,,,6"
"USC00361723","1935-05","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","24.2",",6","10",",6","7",",6","2",",6","0",",6","0",",6","0",",6","0",",6","0",",6","24",",6","3",",6","","","19350523","+,,6","19350531","+,,6","19350531","+,,6","19350507",",,6","19350531",",,6","1.1",",6,23,+","0",",,6,31,+","0",",,6,31,+","32.0",",,6,07,","33.3",",6,31,","","","95.4",",6","126.3",",,,6","0",",,,6","16.04",",6","24.66",",,,6","7.41",",,,6"
"USC00361723","1935-06","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","133.7","1,6","17",",6","10",",6","0",",6","0",",6","0",",6","0","1,6","0","1,6","0",",6","28",",6","14",",6","","","19350609",",1,6","19350630","+,,6","19350630","+,,6","19350622","+,,6","19350618",",,6","7.8","1,6,09,","0",",,6,30,+","0",",,6,30,+","11.7",",,6,22,+","40.0",",6,18,","","","3.9",",6","83.5",",,,6","0",",,,6","22.85","1,6","31.05",",,,6","14.64","1,,,6"
"USC00361723","1935-07","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","254.5","1,6","14",",6","10",",6","1",",6","0",",6","0",",6","0","1,6","0","1,6","0",",6","31",",6","26",",6","","","19350729",",1,6","19350731","+,,6","19350731","+,,6","19350725",",,6","19350701",",,6","12.2","1,6,29,","0",",,6,31,+","0",",,6,31,+","43.2",",,6,25,","38.9",",6,01,","0.0","6","0.0",",6","131.7",",,,6","0",",,,6","26.78","1,6","34.50",",,,6","19.05","1,,,6"
"USC00361723","1935-08","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","172.3","2,6","11",",6","6",",6","3",",6","0",",6","0",",6","0","2,6","0","2,6","0","2,6","29","2,6","17","2,6","","","19350828",",2,6","19350831","+,,6","19350831","+,,6","19350802",",,6","19350812",",2,6","7.8","2,6,28,","0",",,6,31,+","0",",,6,31,+","43.2",",,6,02,","38.9","2,6,12,","5.3","6","5.3","2,6","149.7",",,,6","0",",,,6","24.09","2,6","31.60","2,,,6","16.58","2,,,6"
"USC00361723","1935-09","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","57.7","2,6","9",",6","7",",6","0",",6","0",",6","0",",6","0","1,6","1","1,6","0","1,6","27","1,6","6","1,6","3","","19350929",",1,6","19350930","+,,6","19350930","+,,6","19350903",",,6","19350918",",1,6","0.0","1,6,29,","0",",,6,30,+","0",",,6,30,+","21.3",",,6,03,","34.4","1,6,18,","22.6","6","17.3","1,6","68.0",",,,6","0",",,,6","19.59","2,6","27.73","1,,,6","11.44","1,,,6"
"USC00361723","1935-10","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","13.1","1,6","9",",6","6",",6","0",",6","0",",6","0",",6","0","1,6","6","1,6","0","1,6","20","1,6","0","1,6","1","","19351024","+,1,6","19351031","+,,6","19351031","+,,6","19351001",",,6","19351014",",1,6","-2.2","1,6,24,+","0",",,6,31,+","0",",,6,31,+","20.6",",,6,01,","30.6","1,6,14,","173.2","6","150.6","1,6","60.9",",,,6","0",",,,6","13.75","1,6","21.87","1,,,6","5.63","1,,,6"
"USC00361723","1935-11","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","3.9","3,6","13","1,6","5","1,6","0","1,6","0",",6","0","1,6","0","3,6","9","3,6","0","3,6","7","3,6","0","3,6","","","19351124",",3,6","19351130","+,,6","19351129","+,1,6","19351113",",1,6","19351104",",3,6","-10.0","3,6,24,","0",",T,6,30,+","0","1,T,6,29,+","21.8","1,,6,13,","27.8","3,6,04,","453.6","6","280.4","3,6","62.4","1,,,6","0","1,T,,6","8.09","3,6","13.14","3,,,6","3.04","3,,,6"
"USC00361723","1935-12","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","18",",6","8",",6","0",",6","12","1,6","4","1,6","","","","","","","","","","","","","","","19351230",",1,6","19351220",",1,6","19351214",",,6","","","","","102","1,,6,30,","64","1,,6,20,","9.4",",,6,14,","","","","","","","50.9",",,,6","215","1,,,6","","","","","",""
"USC00361723","1936-01","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","20",",6","9",",6","0",",6","16",",6","5","1,6","","","","","","","","","","","","","","","19360120",",,6","19360119",",1,6","19360119",",,6","","","","","356",",,6,20,","191","1,,6,19,","23.6",",,6,19,","","","","","","","103.3",",,,6","602","1,,,6","","","","","",""
"USC00361723","1936-02","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","10",",6","9",",6","0",",6","15","1,6","3","1,6","","","","","","","","","","","","","","","19360218","+,1,6","19360218",",1,6","19360218",",,6","","","","","102","1,,6,18,+","89","1,,6,18,","15.2",",,6,18,","","","","","","","60.6",",,,6","199","1,,,6","","","","","",""
"USC00361723","1936-03","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","18",",6","10",",6","2",",6","","","","","","","","","","","","","","","1","","","","","","","","19360317",",,6","","","","","","","","","62.7",",,6,17,","","","","","","","194.4",",,,6","","","","","","","",""
"USC00361723","1936-04","40.01667","-79.6","265.2","CONNELLSVILLE, PA US","","","13",",6","5",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","19360422","+,,6","19360422","+,,6","19360406",",,6","","","","","0",",T,6,22,+","13",",,6,22,+","31.5",",,6,06,","","","","","","","71.9",",,,6","26",",,,6","","","","","",""
