"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00155834","1964-04","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","20.0",",0","16",",0","8",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","20",",0","0",",0","19640410",",,0","19640430","+,,0","19640430","+,,0","19640404",",,0","19640417",",,0","-2.8",",0,10,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,04,","30.0",",0,17,","","","","","118.6",",0","75.7",",,,0","0",",,,0","15.05",",0","21.96",",,,0","8.13",",,,0","4339","1,,,0"
"USC00155834","1964-05","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","65.7",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","19640515",",,0","19640531","+,,0","19640531","+,,0","19640508",",,0","19640523",",,0","4.4",",0,15,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,08,","32.8",",0,23,","184.1",",,,0","","","36.3",",0","33.2",",,,0","0",",,,0","19.28",",0","26.50",",,,0","12.06",",,,0","1957",",,,0"
"USC00155834","1964-06","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","183.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","19640604",",,0","19640630","+,,0","19640630","+,,0","19640613",",,0","19640623",",,0","5.6",",0,04,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,13,","37.8",",0,23,","225.9",",,,0","","","10.3",",0","36.8",",,,0","0",",,,0","24.09",",0","31.25",",,,0","16.93",",,,0","1729",",,,0"
"USC00155834","1964-07","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","203.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","19640706","+,,0","19640731","+,,0","19640731","+,,0","19640708",",,0","19640704",",,0","12.2",",0,06,+","0",",,0,31,+","0",",,0,31,+","49.5",",,0,08,","36.1",",0,04,","180.1","3,,,0","0.0","0","0.0",",0","125.0",",,,0","0",",,,0","24.90",",0","31.64",",,,0","18.17",",,,0","1217","3,,,0"
"USC00155834","1964-08","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","185.7",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","19640813",",,0","19640831","+,,0","19640831","+,,0","19640823",",,0","19640804",",,0","7.2",",0,13,","0",",,0,31,+","0",",,0,31,+","50.3",",,0,23,","38.9",",0,04,","192.4","1,,,0","5.0","0","5.0",",0","80.5",",,,0","0",",,,0","24.16",",0","31.31",",,,0","17.02",",,,0","1904","2,,,0"
"USC00155834","1964-09","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","102.5",",0","6","2,0","4","2,0","1","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","8",",0","19640915",",,0","19640930","+,,0","19640930","+,,0","19640928",",2,0","19640911",",,0","3.3",",0,15,","0",",,0,30,+","0",",,0,30,+","79.5","2,,0,28,","36.1",",0,11,","153.8","3,,,0","36.4","0","31.4",",0","135.5",",a,,0","0",",,,0","20.70",",0","28.27",",,,0","13.13",",,,0","1719",",,,0"
"USC00155834","1964-10","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","5.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","13",",0","0",",0","19641012",",,0","19641031","+,,0","19641031","+,,0","19641002",",,0","19641018",",,0","-3.3",",0,12,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,02,","27.8",",0,18,","97.5",",,,0","237.7","0","201.3",",0","27.4",",,,0","0",",,,0","12.00",",0","20.30",",,,0","3.71",",,,0","1742",",,,0"
"USC00155834","1964-11","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","3.3",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","8",",0","1",",0","16",",0","0",",0","19641122",",,0","19641130","+,,0","19641130",",,0","19641125",",,0","19641105",",,0","-13.3",",0,22,","0",",,0,30,+","13",",,0,30,","30.0",",,0,25,","26.1",",0,05,","","","481.8","0","244.1",",0","103.3",",,,0","13",",,,0","10.31",",0","18.06",",,,0","2.55",",,,0","",""
"USC00155834","1964-12","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","0.0","4,0","8",",0","7",",0","2",",0","0",",0","0",",0","0","2,0","16","2,0","1","2,0","1","2,0","0","2,0","19641219","+,2,0","19641201",",,0","19641231","+,,0","19641204",",,0","19641225",",2,0","-15.0","2,0,19,+","0",",T,0,01,","0",",,0,31,+","50.3",",,0,04,","22.2","2,0,25,","","","861.4","0","379.6","2,0","146.9",",,,0","0",",,,0","4.02","4,0","9.80","2,,,0","-1.77","2,,,0","",""
"USC00155834","1965-01","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0",",0","10",",0","10",",0","1",",0","8",",0","0","4,0","3",",0","19",",0","4",",0","0",",0","0",",0","19650131",",,0","19650117",",,0","19650131","+,4,0","19650109",",,0","19650109",",,0","-22.2",",0,31,","76",",,0,17,","0","4,,0,31,+","35.1",",,0,09,","19.4",",0,09,","","","1361.3","0","499.9",",0","129.4",",,,0","0","4,,,0","2.21",",0","8.68",",,,0","-4.27",",,,0","",""
"USC00155834","1965-02","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0",",0","11",",0","6",",0","2",",0","8",",0","0","2,0","3",",0","21",",0","5",",0","2",",0","0",",0","19650202",",,0","19650202",",,0","19650228","+,2,0","19650225",",,0","19650211","+,,0","-21.7",",0,02,","102",",,0,02,","0","2,,0,28,+","49.5",",,0,25,","22.2",",0,11,+","","","1824.3","0","463.0",",0","139.6",",,,0","0","2,,,0","1.80",",0","8.93",",,,0","-5.33",",,,0","",""
"USC00155834","1965-03","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0",",0","14",",0","9",",0","2",",0","2",",0","0","3,0","0",",0","18",",0","2",",0","1",",0","0",",0","19650321",",,0","19650305",",,0","19650331","+,3,0","19650329",",,0","19650302",",,0","-9.4",",0,21,","51",",,0,05,","0","3,,0,31,+","39.9",",,0,29,","25.0",",0,02,","","","2265.0","0","440.7",",0","166.6",",,,0","0","3,,,0","4.12",",0","9.64",",,,0","-1.41",",,,0","",""
"USC00155834","1965-04","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","15.9","0","15.9",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","19650403","+,,0","19650430","+,,0","19650430","+,,0","19650415",",,0","19650425","+,,0","-2.2",",0,03,+","0",",,0,30,+","0",",,0,30,+","19.8",",,0,15,","31.1",",0,25,+","","","2413.1","0","148.1",",0","87.1",",,,0","0",",,,0","13.93",",0","21.16",",,,0","6.69",",,,0","3506",",,,0"
"USC00155834","1965-05","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","91.7","0","75.8",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","19650530","+,,0","19650531","+,,0","19650531","+,,0","19650519",",,0","19650525",",,0","6.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,19,","31.1",",0,25,","205.9",",,,0","2428.4","0","15.3",",0","116.3",",,,0","0",",,,0","20.29",",0","27.60",",,,0","12.97",",,,0","2063",",,,0"
"USC00155834","1965-06","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","211.4","0","119.7","1,0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","0","1,0","19650620",",,0","19650630","+,,0","19650630","+,,0","19650630","+,,0","19650623","+,1,0","8.9",",0,20,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,30,+","31.7","1,0,23,+","187.9","1,,,0","2431.2","0","2.8","1,0","123.5",",,,0","0",",,,0","22.40","1,0","28.54","1,,,0","16.25",",,,0","",""
"USC00155834","1965-07","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","380.0","0","168.6",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","19650730",",,0","19650731","+,,0","19650731","+,,0","19650710",",,0","19650725",",,0","10.0",",0,30,","0",",,0,31,+","0",",,0,31,+","88.9",",,0,10,","36.7",",0,25,","153.5","5,,,0","0.0","0","0.0",",0","183.1",",,,0","0",",,,0","23.77",",0","30.19",",,,0","17.35",",,,0","1597",",,,0"
"USC00155834","1965-08","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","551.6","0","171.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","19650830","+,,0","19650831","+,,0","19650831","+,,0","19650816",",,0","19650816",",,0","10.0",",0,30,+","0",",,0,31,+","0",",,0,31,+","28.4",",,0,16,","36.7",",0,16,","176.6","1,,,0","0.8","0","0.8",",0","48.1",",,,0","0",",,,0","23.84",",0","31.33",",,,0","16.35",",,,0","2016",",,,0"
"USC00155834","1965-09","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","668.6","0","117.0",",0","12",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","19650925",",,0","19650930","+,,0","19650930","+,,0","19650901",",,0","19650911",",,0","1.7",",0,25,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,01,","33.3",",0,11,","107.1","2,,,0","29.9","0","29.1",",0","131.4",",,,0","0",",,,0","21.26",",0","27.65",",,,0","14.87",",,,0","1598","4,,,0"
"USC00155834","1965-10","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","670.8","0","2.2",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","15",",0","0",",0","19651030","+,,0","19651031","+,,0","19651031","+,,0","19651007",",,0","19651018","+,,0","-3.3",",0,30,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,07,","28.9",",0,18,+","100.3","1,,,0","207.1","0","177.2",",0","74.4",",,,0","0",",,,0","12.69",",0","20.64",",,,0","4.74",",,,0","2169","1,,,0"
"USC00155834","1965-11","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","670.8","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","7",",0","0",",0","19651130",",,0","19651130","+,,0","19651130","+,,0","19651121",",,0","19651108",",,0","-8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,21,","25.6",",0,08,","","","486.9","0","279.8",",0","49.8",",,,0","0",",,,0","9.01",",0","16.27",",,,0","1.74",",,,0","",""
"USC00155834","1965-12","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","670.8","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","19651202","+,,0","19651231","+,,0","19651231","+,,0","19651225",",,0","19651231","+,,0","-10.0",",0,02,+","0",",,0,31,+","0",",,0,31,+","10.9",",,0,25,","18.3",",0,31,+","","","906.4","0","419.5",",0","29.5",",,,0","0",",,,0","4.80",",0","10.59",",,,0","-0.99",",,,0","",""
"USC00155834","1966-01","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0",",0","11",",0","8",",0","3",",0","9",",0","0","3,0","2",",0","27",",0","12",",0","0",",0","0",",0","19660131","+,,0","19660123",",,0","19660119","+,3,0","19660102",",,0","19660101",",,0","-23.9",",0,31,+","152",",,0,23,","0","3,T,0,19,+","59.9",",,0,02,","18.3",",0,01,","","","1539.5","0","633.1",",0","160.5",",,,0","0","3,T,,0","-2.09",",0","3.42",",,,0","-7.59",",,,0","",""
"USC00155834","1966-02","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0","1,0","11",",0","8",",0","2",",0","5",",0","0","4,0","1","1,0","20","1,0","6",",0","0",",0","0",",0","19660206",",1,0","19660203","+,,0","19660228","+,4,0","19660211",",,0","19660209",",,0","-17.8","1,0,06,","51",",,0,03,+","0","4,,0,28,+","34.0",",,0,11,","19.4",",0,09,","","","1984.8","0","445.3",",0","131.2",",,,0","0","4,,,0","1.89","1,0","7.26",",,,0","-3.48","1,,,0","",""
"USC00155834","1966-03","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","5.2","0","5.2",",0","5",",0","4",",0","0",",0","1",",0","0",",0","0",",0","19",",0","0",",0","5",",0","0",",0","19660308",",,0","19660306",",,0","19660306",",,0","19660304",",,0","19660322",",,0","-10.0",",0,08,","25",",,0,06,","13",",,0,06,","13.0",",,0,04,","27.2",",0,22,","","","2325.0","0","340.2",",0","34.1",",,,0","13",",,,0","7.53",",0","14.93",",,,0","0.13",",,,0","",""
"USC00155834","1966-04","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","","","14",",0","12",",0","3",",0","0",",0","0",",0","","","","","0",",0","9",",0","0",",0","","","19660430","+,,0","19660430","+,,0","19660427",",,0","19660420","+,,0","","","0",",,0,30,+","0",",,0,30,+","30.5",",,0,27,","26.7",",0,20,+","107.0","4,,,0","","","","","170.5",",,,0","0",",,,0","","","17.74",",,,0","","","3345","2,,,0"
"USC00155834","1966-05","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","22.3","1,0","11",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","0",",0","19660511","+,1,0","19660531","+,,0","19660531","+,,0","19660502",",,0","19660509",",,0","1.7","1,0,11,+","0",",,0,31,+","0",",,0,31,+","33.3",",,0,02,","31.7",",0,09,","161.7","4,,,0","","","73.7",",0","138.5",",,,0","0",",,,0","16.61","1,0","24.01",",,,0","9.20","1,,,0","2353",",,,0"
"USC00155834","1966-06","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","92.1","2,0","7",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","29",",0","8",",0","19660601",",2,0","19660630","+,,0","19660630","+,,0","19660614",",,0","19660628",",,0","2.8","2,0,01,","0",",,0,30,+","0",",,0,30,+","79.2",",,0,14,","36.1",",0,28,","176.2","2,,,0","","","16.9",",0","158.0",",,,0","0",",,,0","21.14","2,0","29.54",",,,0","12.75","2,,,0","1695",",,,0"
"USC00155834","1966-07","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","220.9",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","19660722",",,0","19660731","+,,0","19660731","+,,0","19660730",",,0","19660715",",,0","12.8",",0,22,","0",",,0,31,+","0",",,0,31,+","88.9",",,0,30,","37.8",",0,15,","182.6","4,,,0","0.0","0","0.0",",0","198.1",",,,0","0",",,,0","25.46",",0","32.69",",,,0","18.23",",,,0","1783",",,,0"
"USC00155834","1966-08","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","135.8",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","19660826",",,0","19660831","+,,0","19660831","+,,0","19660821",",,0","19660819",",,0","10.6",",0,26,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,21,","35.0",",0,19,","148.4","2,,,0","0.6","0","0.6",",0","128.9",",,,0","0",",,,0","22.70",",0","29.36",",,,0","16.04",",,,0","1741",",,,0"
"USC00155834","1966-09","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","48.7",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","19660924",",,0","19660930","+,,0","19660930","+,,0","19660911",",,0","19660903",",,0","5.6",",0,24,","0",",,0,30,+","0",",,0,30,+","26.9",",,0,11,","32.2",",0,03,","110.4",",,,0","29.1","0","28.5",",0","93.5",",,,0","0",",,,0","19.01",",0","25.21",",,,0","12.80",",,,0","1474",",,,0"
"USC00155834","1966-10","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","4.7",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","13",",0","0",",0","19661030","+,,0","19661031","+,,0","19661031","+,,0","19661001",",,0","19661015","+,,0","-1.1",",0,30,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,01,","26.1",",0,15,+","102.1",",,,0","230.7","0","201.6",",0","46.9",",,,0","0",",,,0","11.98",",0","19.80",",,,0","4.16",",,,0","2080",",,,0"
"USC00155834","1966-11","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","0.0",",0","9",",0","8",",0","0",",0","3",",0","0","3,0","0",",0","12",",0","0",",0","4",",0","0",",0","19661104","+,,0","19661103",",,0","19661130","+,3,0","19661101",",,0","19661118",",,0","-4.4",",0,04,+","229",",,0,03,","0","3,,0,30,+","22.4",",,0,01,","21.7",",0,18,","","","513.8","0","283.1",",0","107.7",",,,0","0","3,,,0","8.90",",0","14.37",",,,0","3.43",",,,0","",""
"USC00155834","1966-12","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","","","0.0",",0","9",",0","6",",0","3",",0","2",",0","0","2,0","0",",0","24",",0","6",",0","0",",0","0",",0","19661225",",,0","19661224",",,0","19661231","+,2,0","19661228",",,0","19661209","+,,0","-12.2",",0,25,","51",",,0,24,","0","2,,0,31,+","38.6",",,0,28,","18.9",",0,09,+","","","1004.0","0","490.2",",0","127.9",",,,0","0","2,,,0","2.52",",0","7.87",",,,0","-2.83",",,,0","",""
"USC00155834","1967-01","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0","2,0","6",",0","4",",0","0",",0","0","1,0","1",",0","0","1,0","24","1,0","2","1,0","1","1,0","0","1,0","19670119","+,1,0","19670127",",1,0","19670119",",,0","19670126",",,0","19670124",",1,0","-13.3","1,0,19,+","0","1,T,0,27,","33",",,0,19,","16.5",",,0,26,","21.7","1,0,24,","","","1475.5","0","471.5","1,0","48.5",",,,0","33",",,,0","2.21","2,0","8.26","1,,,0","-3.84","1,,,0","",""
"USC00155834","1967-02","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","0.0","0","0.0",",0","11",",0","9",",0","0",",0","1","3,0","2",",0","4",",0","26",",0","6",",0","0",",0","0",",0","19670226",",,0","19670217",",3,0","19670217",",,0","19670220",",,0","19670202",",,0","-20.6",",0,26,","76","3,,0,17,","76",",,0,17,","11.9",",,0,20,","20.0",",0,02,","","","2005.4","0","529.9",",0","65.7",",,,0","140",",,,0","-0.59",",0","6.19",",,,0","-7.38",",,,0","",""
"USC00155834","1967-03","37.2813","-86.2497","189.9","NOLIN RIVER LAKE, KY US","6.7","0","6.7",",0","7",",0","6",",0","2",",0","0","2,0","0","2,0","0",",0","13",",0","0",",0","13",",0","0",",0","19670319",",,0","19670331","+,2,0","19670331","+,2,0","19670307",",,0","19670314",",,0","-10.0",",0,19,","0","2,,0,31,+","0","2,,0,31,+","30.5",",,0,07,","28.9",",0,14,","","","2283.5","0","278.1",",0","109.7",",,,0","0","2,,,0","9.58",",0","17.08",",,,0","2.08",",,,0","",""
