"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ITM00016206","1965-01","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","19650131",",4,S","","","","","17.2","4,S,31,","","","","","","","","","12.18","4,,,S","",""
"ITM00016206","1965-02","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","5,S","14","5,S","0","3,S","0","3,S","0","3,S","19650218",",5,S","","","19650201",",3,S","-5.0","5,S,18,","","","16.1","3,S,01,","","","","","","","4.93","7,S","9.52","3,,,S","0.34","5,,,S"
"ITM00016206","1965-03","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","4,S","2","4,S","0","4,S","","","","","19650330","+,4,S","","","","","21.1","4,S,30,+","","","","","","","","","15.09","4,,,S","",""
"ITM00016206","1965-04","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","4,S","0","4,S","0","5,S","0","5,S","0","5,S","19650403",",4,S","","","19650407","+,5,S","2.8","4,S,03,","","","20.0","5,S,07,+","","","","","","","11.67","9,S","16.96","5,,,S","6.39","4,,,S"
"ITM00016206","1965-05","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","4,S","22","4,S","0","4,S","","","","","19650518","+,4,S","","","","","25.0","4,S,18,+","","","","","","","","","21.56","4,,,S","",""
"ITM00016206","1965-06","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","4,S","0","4,S","","","","","","","19650609","+,4,S","","","","","8.9","4,S,09,+","","","","","","","","","","","","","","","13.47","4,,,S"
"ITM00016206","1965-07","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","1,S","30","1,S","1","1,S","","","","","19650725",",1,S","","","","","35.0","1,S,25,","","","","","","","","","29.41","1,,,S","",""
"ITM00016206","1965-08","42.76","11.072","4.6","GROSSETO, IT","114.1","5,S","","","","","","","0","4,S","0","4,S","0","1,S","30","1,S","5","1,S","19650825",",4,S","","","19650806",",1,S","12.2","4,S,25,","","","33.9","1,S,06,","","","0.0","1,S","","","22.69","5,S","29.37","1,,,S","16.01","4,,,S"
"ITM00016206","1965-09","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","2,S","28","2,S","0","2,S","","","","","19650916",",2,S","","","","","27.8","2,S,16,","","","","","","","","","25.25","2,,,S","",""
"ITM00016206","1965-10","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","2,S","23","2,S","0","2,S","","","","","19651004","+,2,S","","","","","27.2","2,S,04,+","","","","","","","","","22.91","2,,,S","",""
"ITM00016206","1965-11","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","2,S","6","2,S","0","2,S","","","","","19651106",",2,S","","","","","23.9","2,S,06,","","","","","","","","","17.34","2,,,S","",""
"ITM00016206","1965-12","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","3,S","0","3,S","0","3,S","","","","","19651227","+,3,S","","","","","17.2","3,S,27,+","","","","","","","","","14.33","3,,,S","",""
"ITM00016206","1966-01","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","1,S","0","1,S","0","1,S","","","","","19660129","+,1,S","","","","","16.1","1,S,29,+","","","","","","","","","10.15","1,,,S","",""
"ITM00016206","1966-02","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","4,S","0","4,S","0","2,S","0","2,S","0","2,S","19660225",",4,S","","","19660227","+,2,S","2.2","4,S,25,","","","17.2","2,S,27,+","","","","","","","11.00","6,S","14.61","2,,,S","7.39","4,,,S"
"ITM00016206","1966-06","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","5,S","0","5,S","","","","","","","19660603",",5,S","","","","","8.9","5,S,03,","","","","","","","","","","","","","","","14.68","5,,,S"
"ITM00016206","1967-02","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","3,S","5","3,S","0","3,S","0","3,S","0","3,S","19670211",",3,S","","","19670222",",3,S","-2.8","3,S,11,","","","20.0","3,S,22,","","","","","","","8.97","6,S","12.69","3,,,S","5.24","3,,,S"
"ITM00016206","1967-03","42.76","11.072","4.6","GROSSETO, IT","0.0","5,S","","","","","","","0","2,S","3","2,S","0","3,S","0","3,S","0","3,S","19670320",",2,S","","","19670322","+,3,S","-1.1","2,S,20,","","","20.0","3,S,22,+","","","187.9","3,S","","","11.03","5,S","16.25","3,,,S","5.82","2,,,S"
"ITM00016206","1967-04","42.76","11.072","4.6","GROSSETO, IT","0.0","5,S","","","","","","","0","4,S","0","4,S","0","1,S","7","1,S","0","1,S","19670426",",4,S","","","19670413",",1,S","1.1","4,S,26,","","","23.9","1,S,13,","","","154.1","1,S","","","12.19","5,S","18.18","1,,,S","6.20","4,,,S"
"ITM00016206","1967-05","42.76","11.072","4.6","GROSSETO, IT","2.7","4,S","","","","","","","0","4,S","0","4,S","0",",S","22",",S","0",",S","19670504","+,4,S","","","19670528",",,S","6.1","4,S,04,+","","","27.2",",S,28,","","","51.7",",S","","","16.36","4,S","21.94",",,,S","10.78","4,,,S"
"ITM00016206","1967-06","42.76","11.072","4.6","GROSSETO, IT","49.2",",S","","","","","","","0",",S","0",",S","0",",S","27",",S","1",",S","19670615",",,S","","","19670630",",,S","8.9",",S,15,","","","32.2",",S,30,","","","17.2",",S","","","19.40",",S","25.19",",,,S","13.61",",,,S"
"ITM00016206","1967-07","42.76","11.072","4.6","GROSSETO, IT","180.3",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","15",",S","19670710","+,,S","","","19670725",",,S","12.8",",S,10,+","","","36.1",",S,25,","0.0","S","0.0",",S","","","24.15",",S","31.13",",,,S","17.17",",,,S"
"ITM00016206","1967-08","42.76","11.072","4.6","GROSSETO, IT","183.9",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","11",",S","19670815",",,S","","","19670819","+,,S","13.9",",S,15,","","","32.8",",S,19,+","0.0","S","0.0",",S","","","24.26",",S","30.61",",,,S","17.92",",,,S"
"ITM00016206","1967-09","42.76","11.072","4.6","GROSSETO, IT","55.6","3,S","","","","","","","0","3,S","0","3,S","0",",S","30",",S","0",",S","19670912",",3,S","","","19670906",",,S","11.1","3,S,12,","","","31.1",",S,06,","1.7","S","1.7",",S","","","20.30","3,S","26.28",",,,S","14.32","3,,,S"
"ITM00016206","1967-10","42.76","11.072","4.6","GROSSETO, IT","16.4","4,S","","","","","","","0","2,S","0","2,S","0","2,S","28","2,S","0","2,S","19671021",",2,S","","","19671016","+,2,S","6.1","2,S,21,","","","26.1","2,S,16,+","33.6","S","31.9","2,S","","","17.80","4,S","23.64","2,,,S","11.96","2,,,S"
"ITM00016206","1967-11","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","5,S","0","5,S","0","1,S","3","1,S","0","1,S","19671124","+,5,S","","","19671109",",1,S","2.2","5,S,24,+","","","22.2","1,S,09,","","","","","","","13.22","6,S","17.80","1,,,S","8.64","5,,,S"
"ITM00016206","1967-12","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","","","","","0","3,S","0","3,S","0","3,S","","","","","19671203",",3,S","","","","","17.8","3,S,03,","","","","","","","","","12.20","3,,,S","",""
"ITM00016206","1968-01","42.76","11.072","4.6","GROSSETO, IT","","","","","","","","","0","5,S","11","5,S","0","1,S","0","1,S","0","1,S","19680114",",5,S","","","19680106",",1,S","-7.8","5,S,14,","","","17.2","1,S,06,","","","","","","","5.45","6,S","10.65","1,,,S","0.25","5,,,S"
