"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00362013","1958-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",0","4",",0","1",",0","18",",0","3",",0","","","","","","","","","","","","","","","19580218","+,,0","19580216","+,,0","","","19580228",",,0","","","","","203",",,0,18,+","152",",,0,16,+","43.9",",,0,28,","","","","","83.6",",,,0","344",",,,0","","","","","","","","","",""
"USC00362013","1958-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","0",",0","5",",0","3",",0","","","","","","","","","","","","","","","19580321",",,0","19580321",",,0","","","19580326",",,0","","","","","152",",,0,21,","152",",,0,21,","23.9",",,0,26,","","","","","92.8",",,,0","228",",,,0","","","","","","","","","",""
"USC00362013","1958-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580430","+,,0","19580430","+,,0","","","19580407",",,0","","","","","0",",,0,30,+","0",",,0,30,+","26.7",",,0,07,","","","","","105.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580531","+,,0","19580531","+,,0","","","19580507",",,0","","","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,07,","","","","","79.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580630","+,,0","19580630","+,,0","","","19580611",",,0","","","","","0",",,0,30,+","0",",,0,30,+","30.5",",,0,11,","","","","","124.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","10",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580731","+,,0","19580731","+,,0","","","19580708",",,0","","","","","0",",,0,31,+","0",",,0,31,+","46.5",",,0,08,","","","","","199.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580831","+,,0","19580831","+,,0","","","19580825",",,0","","","","","0",",,0,31,+","0",",,0,31,+","42.4",",,0,25,","","","","","73.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580930","+,,0","19580930","+,,0","","","19580908",",,0","","","","","0",",,0,30,+","0",",,0,30,+","30.7",",,0,08,","","","","","103.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19581031","+,,0","19581031","+,,0","","","19581023",",,0","","","","","0",",,0,31,+","0",",,0,31,+","36.6",",,0,23,","","","","","70.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1958-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19581129",",,0","","","","","","","","","29.0",",,0,29,","","","","","77.6",",,,0","","","","","","","","","","","",""
"USC00362013","1958-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","3",",0","2",",0","0",",0","4",",0","2",",0","","","","","","","","","","","","","","","19581211","+,,0","19581209",",,0","","","19581204",",,0","","","","","25",",,0,11,+","38",",,0,09,","9.1",",,0,04,","","","","","18.8",",,,0","63",",,,0","","","","","","","","","",""
"USC00362013","1959-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","5",",0","0",",0","0","2,0","0","4,0","","","","","","","","","","","","","","","19590102",",2,0","19590102",",4,0","","","19590122",",,0","","","","","0","2,T,0,02,","0","4,T,0,02,","23.6",",,0,22,","","","","","84.6",",,,0","0","4,T,,0","","","","","","","","","",""
"USC00362013","1959-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","5",",0","0",",0","0",",0","0","1,0","","","","","","","","","","","","","","","19590228","+,,0","19590228","+,1,0","","","19590210",",,0","","","","","0",",,0,28,+","0","1,,0,28,+","19.1",",,0,10,","","","","","57.8",",,,0","0","1,,,0","","","","","","","","","",""
"USC00362013","1959-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","6",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19590328",",,0","","","","","","","","","14.0",",,0,28,","","","","","60.1",",,,0","","","","","","","","","","","",""
"USC00362013","1959-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","9",",0","0",",0","0",",0","0","1,0","","","","","","","","","","","","","","","19590430","+,,0","19590430","+,1,0","","","19590428",",,0","","","","","0",",,0,30,+","0","1,,0,30,+","21.1",",,0,28,","","","","","104.7",",,,0","0","1,,,0","","","","","","","","","",""
"USC00362013","1959-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590531","+,,0","19590531","+,,0","","","19590501",",,0","","","","","0",",,0,31,+","0",",,0,31,+","14.2",",,0,01,","","","","","41.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590630","+,,0","19590630","+,,0","","","19590613",",,0","","","","","0",",,0,30,+","0",",,0,30,+","35.1",",,0,13,","","","","","86.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590731","+,,0","19590731","+,,0","","","19590713",",,0","","","","","0",",,0,31,+","0",",,0,31,+","20.3",",,0,13,","","","","","84.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590831","+,,0","19590831","+,,0","","","19590828",",,0","","","","","0",",,0,31,+","0",",,0,31,+","17.0",",,0,28,","","","","","75.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590930","+,,0","19590930","+,,0","","","19590930",",,0","","","","","0",",,0,30,+","0",",,0,30,+","7.6",",,0,30,","","","","","35.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19591031","+,,0","19591031","+,,0","","","19591009",",,0","","","","","0",",,0,31,+","0",",,0,31,+","55.9",",,0,09,","","","","","138.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19591130","+,,0","19591130","+,,0","","","19591128",",,0","","","","","0",",,0,30,+","0",",,0,30,+","29.5",",,0,28,","","","","","99.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1959-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","9",",0","2",",0","5",",0","2",",0","","","","","","","","","","","","","","","19591222",",,0","19591222",",,0","","","19591213",",,0","","","","","152",",,0,22,","152",",,0,22,","30.0",",,0,13,","","","","","98.1",",,,0","177",",,,0","","","","","","","","","",""
"USC00362013","1960-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","3",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19600103",",,0","","","","","","","","","31.0",",,0,03,","","","","","57.9",",,,0","","","","","","","","","","","",""
"USC00362013","1960-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","1",",0","10",",0","3",",0","","","","","","","","","","","","","","","19600215",",,0","19600214",",,0","","","19600219",",,0","","","","","178",",,0,15,","127",",,0,14,","33.0",",,0,19,","","","","","78.2",",,,0","203",",,,0","","","","","","","","","",""
"USC00362013","1960-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","5",",0","0",",0","14",",0","5",",0","","","","","","","","","","","","","","","19600305","+,,0","19600304",",,0","","","19600304",",,0","","","","","356",",,0,05,+","356",",,0,04,","18.0",",,0,04,","","","","","48.8",",,,0","584",",,,0","","","","","","","","","",""
"USC00362013","1960-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600430","+,,0","19600430","+,,0","","","19600404",",,0","","","","","0",",,0,30,+","0",",,0,30,+","47.0",",,0,04,","","","","","94.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","17",",0","13",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600531","+,,0","19600531","+,,0","","","19600509",",,0","","","","","0",",,0,31,+","0",",,0,31,+","50.8",",,0,09,","","","","","162.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600630","+,,0","19600630","+,,0","","","19600618",",,0","","","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,18,","","","","","77.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600731","+,,0","19600731","+,,0","","","19600702",",,0","","","","","0",",,0,31,+","0",",,0,31,+","26.2",",,0,02,","","","","","134.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600831","+,,0","19600831","+,,0","","","19600830",",,0","","","","","0",",,0,31,+","0",",,0,31,+","25.1",",,0,30,","","","","","93.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","10",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600930","+,,0","19600930","+,,0","","","19600912",",,0","","","","","0",",,0,30,+","0",",,0,30,+","46.5",",,0,12,","","","","","163.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19601031","+,,0","19601031","+,,0","","","19601020",",,0","","","","","0",",,0,31,+","0",",,0,31,+","13.7",",,0,20,","","","","","44.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19601130","+,,0","19601130","+,,0","","","19601101",",,0","","","","","0",",,0,30,+","0",",,0,30,+","15.7",",,0,01,","","","","","44.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1960-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","2",",0","0",",0","20",",0","3",",0","","","","","","","","","","","","","","","19601223","+,,0","19601212",",,0","","","19601212",",,0","","","","","254",",,0,23,+","254",",,0,12,","16.5",",,0,12,","","","","","38.1",",,,0","437",",,,0","","","","","","","","","",""
"USC00362013","1961-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","4",",0","0",",0","30",",0","5",",0","","","","","","","","","","","","","","","19610127",",,0","19610120",",,0","","","19610101",",,0","","","","","356",",,0,27,","254",",,0,20,","21.8",",,0,01,","","","","","53.2",",,,0","463",",,,0","","","","","","","","","",""
"USC00362013","1961-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","6",",0","1",",0","18",",0","4",",0","","","","","","","","","","","","","","","19610205",",,0","19610204",",,0","","","19610204",",,0","","","","","483",",,0,05,","254",",,0,04,","26.7",",,0,04,","","","","","66.5",",,,0","355",",,,0","","","","","","","","","",""
"USC00362013","1961-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",0","10",",0","1",",0","1",",0","1",",0","","","","","","","","","","","","","","","19610309",",,0","19610309",",,0","","","19610309",",,0","","","","","25",",,0,09,","25",",,0,09,","25.4",",,0,09,","","","","","104.9",",,,0","25",",,,0","","","","","","","","","",""
"USC00362013","1961-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19610413","+,,0","19610413","+,,0","","","19610410",",,0","","","","","0",",T,0,13,+","0",",T,0,13,+","25.9",",,0,10,","","","","","103.3",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1961-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19610531","+,,0","19610531","+,,0","","","19610509",",,0","","","","","0",",,0,31,+","0",",,0,31,+","18.5",",,0,09,","","","","","80.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1961-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19610630","+,,0","19610630","+,,0","","","19610622",",,0","","","","","0",",,0,30,+","0",",,0,30,+","49.3",",,0,22,","","","","","90.8",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1961-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","19610731","+,,0","19610731","+,,0","","","19610720",",,0","","","","","0",",,0,31,+","0",",,0,31,+","60.5",",,0,20,","","","","","165.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1961-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19610831","+,,0","19610831","+,,0","","","19610826",",,0","","","","","0",",,0,31,+","0",",,0,31,+","28.2",",,0,26,","","","","","95.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1961-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19610930","+,,0","19610930","+,,0","","","19610915",",,0","","","","","0",",,0,30,+","0",",,0,30,+","14.2",",,0,15,","","","","","31.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1961-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19611031","+,,0","19611031","+,,0","","","19611004",",,0","","","","","0",",,0,31,+","0",",,0,31,+","14.0",",,0,04,","","","","","39.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1961-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","0",",0","0","1,0","0","1,0","","","","","","","","","","","","","","","19611130","+,1,0","19611130","+,1,0","","","19611124",",,0","","","","","0","1,,0,30,+","0","1,,0,30,+","18.0",",,0,24,","","","","","88.4",",,,0","0","1,,,0","","","","","","","","","",""
"USC00362013","1961-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","10",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19611225","+,,0","","","","","","","","","11.4",",,0,25,+","","","","","74.8",",,,0","","","","","","","","","","","",""
"USC00362013","1962-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","5",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19620107",",,0","","","","","","","","","24.9",",,0,07,","","","","","67.8",",,,0","","","","","","","","","","","",""
"USC00362013","1962-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",0","7",",0","1",",0","12","3,0","3",",0","","","","","","","","","","","","","","","19620215","+,3,0","19620214",",,0","","","19620224",",,0","","","","","102","3,,0,15,+","102",",,0,14,","37.3",",,0,24,","","","","","93.2",",,,0","155",",,,0","","","","","","","","","",""
"USC00362013","1962-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","7",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19620312",",,0","","","","","","","","","12.2",",,0,12,","","","","","46.9",",,,0","","","","","","","","","","","",""
"USC00362013","1962-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19620430","+,,0","19620430","+,,0","","","19620401",",,0","","","","","0",",,0,30,+","0",",,0,30,+","35.1",",,0,01,","","","","","110.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19620531","+,,0","19620531","+,,0","","","19620521",",,0","","","","","0",",,0,31,+","0",",,0,31,+","19.1",",,0,21,","","","","","48.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19620630","+,,0","19620630","+,,0","","","19620625",",,0","","","","","0",",,0,30,+","0",",,0,30,+","27.2",",,0,25,","","","","","74.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19620731","+,,0","19620731","+,,0","","","19620713",",,0","","","","","0",",,0,31,+","0",",,0,31,+","17.0",",,0,13,","","","","","46.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19620831","+,,0","19620831","+,,0","","","19620828",",,0","","","","","0",",,0,31,+","0",",,0,31,+","89.7",",,0,28,","","","","","180.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19620930","+,,0","19620930","+,,0","","","19620928",",,0","","","","","0",",,0,30,+","0",",,0,30,+","24.6",",,0,28,","","","","","88.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19621031","+,,0","19621031","+,,0","","","19621005",",,0","","","","","0",",,0,31,+","0",",,0,31,+","53.3",",,0,05,","","","","","104.1",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1962-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","5",",0","1",",0","2",",0","1",",0","","","","","","","","","","","","","","","19621104",",,0","19621104",",,0","","","19621104",",,0","","","","","51",",,0,04,","51",",,0,04,","26.2",",,0,04,","","","","","77.8",",,,0","51",",,,0","","","","","","","","","",""
"USC00362013","1962-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","5",",0","1",",0","26",",0","5",",0","","","","","","","","","","","","","","","19621231","+,,0","19621230",",,0","","","19621207",",,0","","","","","152",",,0,31,+","102",",,0,30,","48.3",",,0,07,","","","","","83.1",",,,0","305",",,,0","","","","","","","","","",""
"USC00362013","1963-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","5",",0","0",",0","18",",0","2",",0","","","","","","","","","","","","","","","19630128","+,,0","19630124",",,0","","","19630112",",,0","","","","","178",",,0,28,+","152",",,0,24,","12.7",",,0,12,","","","","","50.6",",,,0","254",",,,0","","","","","","","","","",""
"USC00362013","1963-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","7",",0","0",",0","19",",0","5",",0","","","","","","","","","","","","","","","19630216","+,,0","19630213",",,0","","","19630203",",,0","","","","","127",",,0,16,+","76",",,0,13,","17.3",",,0,03,","","","","","50.5",",,,0","202",",,,0","","","","","","","","","",""
"USC00362013","1963-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",0","8",",0","0",",0","6",",0","2",",0","","","","","","","","","","","","","","","19630303","+,,0","19630302",",,0","","","19630302",",,0","","","","","152",",,0,03,+","152",",,0,02,","18.0",",,0,02,","","","","","67.6",",,,0","177",",,,0","","","","","","","","","",""
"USC00362013","1963-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19630430","+,,0","19630430","+,,0","","","19630423",",,0","","","","","0",",,0,30,+","0",",,0,30,+","5.8",",,0,23,","","","","","17.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19630531","+,,0","19630531","+,,0","","","19630518",",,0","","","","","0",",,0,31,+","0",",,0,31,+","22.4",",,0,18,","","","","","96.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19630630","+,,0","19630630","+,,0","","","19630630",",,0","","","","","0",",,0,30,+","0",",,0,30,+","20.3",",,0,30,","","","","","76.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19630731","+,,0","19630731","+,,0","","","19630721",",,0","","","","","0",",,0,31,+","0",",,0,31,+","26.7",",,0,21,","","","","","104.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19630831","+,,0","19630831","+,,0","","","19630818",",,0","","","","","0",",,0,31,+","0",",,0,31,+","23.6",",,0,18,","","","","","71.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19630930","+,,0","19630930","+,,0","","","19630904",",,0","","","","","0",",,0,30,+","0",",,0,30,+","26.9",",,0,04,","","","","","67.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19631031","+,,0","19631031","+,,0","","","19631004",",,0","","","","","0",",,0,31,+","0",",,0,31,+","4.3",",,0,04,","","","","","4.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19631130","+,,0","19631130","+,,0","","","19631107",",,0","","","","","0",",,0,30,+","0",",,0,30,+","35.8",",,0,07,","","","","","108.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1963-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","5",",0","0",",0","18",",0","5",",0","","","","","","","","","","","","","","","19631224",",,0","19631224",",,0","","","19631209",",,0","","","","","229",",,0,24,","178",",,0,24,","24.4",",,0,09,","","","","","53.8",",,,0","304",",,,0","","","","","","","","","",""
"USC00362013","1964-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7","2,0","6","2,0","0","2,0","18",",0","3",",0","","","","","","","","","","","","","","","19640116","+,,0","19640114",",,0","","","19640113",",2,0","","","","","508",",,0,16,+","508",",,0,14,","20.3","2,,0,13,","","","","","104.6",",a,,0","762",",,,0","","","","","","","","","",""
"USC00362013","1964-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",0","6",",0","0",",0","15",",0","5",",0","","","","","","","","","","","","","","","19640220",",,0","19640219",",,0","","","19640219",",,0","","","","","305",",,0,20,","229",",,0,19,","23.9",",,0,19,","","","","","55.6",",,,0","406",",,,0","","","","","","","","","",""
"USC00362013","1964-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",0","9",",0","0",",0","2",",0","0",",0","","","","","","","","","","","","","","","19640301",",,0","19640313","+,,0","","","19640311",",,0","","","","","76",",,0,01,","0",",T,0,13,+","19.1",",,0,11,","","","","","79.8",",,,0","0",",T,,0","","","","","","","","","",""
"USC00362013","1964-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19640430","+,,0","19640430","+,,0","","","19640430",",,0","","","","","0",",,0,30,+","0",",,0,30,+","29.0",",,0,30,","","","","","140.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1964-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19640531","+,,0","19640531","+,,0","","","19640501",",,0","","","","","0",",,0,31,+","0",",,0,31,+","31.2",",,0,01,","","","","","47.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00362013","1964-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19640630","+,,0","19640630","+,,0","","","19640616",",,0","","","","","0",",,0,30,+","0",",,0,30,+","32.5",",,0,16,","","","","","87.2",",,,0","0",",,,0","","","","","","","","","",""
