"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00295920","1941-02","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410225",",,6","","","","","","","","","6.4",",,6,25,","","","","","11.5",",,,6","","","","","","","",""
"USC00295920","1941-03","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","6",",6","5",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","19410324",",,6","","","19410325",",,6","","","","","","","132",",,6,24,","20.3",",,6,25,","","","","","41.1",",,,6","208",",,,6","","","","","",""
"USC00295920","1941-04","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","8","1,6","6","1,6","1","1,6","","","0",",6","","","","","","","","","","","","","","","","","19410418",",,6","","","19410427",",1,6","","","","","","","0",",T,6,18,","35.1","1,,6,27,","","","","","104.0","1,,,6","0",",T,,6","","","","","",""
"USC00295920","1941-05","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","11",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410502",",,6","","","","","","","","","87.1",",,6,02,","","","","","224.4",",,,6","","","","","","","",""
"USC00295920","1941-06","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","7",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410626",",,6","","","","","","","","","44.5",",,6,26,","","","","","72.7",",,,6","","","","","","","",""
"USC00295920","1941-07","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","13",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410715",",,6","","","","","","","","","23.6",",,6,15,","","","","","92.2",",,,6","","","","","","","",""
"USC00295920","1941-08","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","8",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410820",",,6","","","","","","","","","42.9",",,6,20,","","","","","54.6",",,,6","","","","","","","",""
"USC00295920","1941-09","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","6",",6","5",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","","","19410921",",,6","","","","","","","","","90.2",",,6,21,","","","","","257.3",",,,6","","","","","","","",""
"USC00295920","1941-10","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","13",",6","8",",6","1",",6","","","1",",6","","","","","","","","","","","","","","","","","19411015",",,6","","","19411022",",,6","","","","","","","51",",,6,15,","56.4",",,6,22,","","","","","124.2",",,,6","51",",,,6","","","","","",""
"USC00295920","1941-11","36.86667","-103.06667","1403.0","MOSES 10 N, NM US","","","2",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19411130","+,,6","","","19411105",",,6","","","","","","","0",",,6,30,+","0.5",",,6,05,","","","","","0.8",",,,6","0",",,,6","","","","","",""
