"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CI000085934","1968-11","-53.0","-70.967","37.0","PUNTA ARENAS, CI","","","","","","","0","1,I","0","1,I","19681110","+,1,I","","","1.1","1,I,10,+","","","","","4.02","1,,,I"
"CI000085934","1975-09","-53.0","-70.967","37.0","PUNTA ARENAS, CI","","","","","","","0","5,I","14","5,I","19750924","+,5,I","","","-4.0","5,I,24,+","","","","","0.64","5,,,I"
"CI000085934","1975-11","-53.0","-70.967","37.0","PUNTA ARENAS, CI","","","","","","","0","2,I","6","2,I","19751108",",2,I","","","-1.0","2,I,08,","","","","","4.07","2,,,I"
"CI000085934","1976-04","-53.0","-70.967","37.0","PUNTA ARENAS, CI","","","","","","","0","4,I","5","4,I","19760412",",4,I","","","-3.0","4,I,12,","","","","","2.69","4,,,I"
"CI000085934","1976-10","-53.0","-70.967","37.0","PUNTA ARENAS, CI","7","5,I","4","5,I","0","5,I","","","","","","","19761005",",5,I","","","18.0","5,,I,05,","40.0","5,,,I","",""
"CI000085934","1976-12","-53.0","-70.967","37.0","PUNTA ARENAS, CI","15","3,I","7","3,I","0","3,I","0","5,I","0","5,I","19761212",",5,I","19761230",",3,I","1.0","5,I,12,","24.9","3,,I,30,","72.9","3,,,I","4.77","5,,,I"
"CI000085934","1977-01","-53.0","-70.967","37.0","PUNTA ARENAS, CI","10","4,I","5","4,I","0","4,I","","","","","","","19770127",",4,I","","","7.9","4,,I,27,","29.4","4,,,I","",""
"CI000085934","1977-02","-53.0","-70.967","37.0","PUNTA ARENAS, CI","10","2,I","6","2,I","0","2,I","0","3,I","1","3,I","19770218",",3,I","19770208",",2,I","0.0","3,I,18,","23.1","2,,I,08,","54.6","2,,,I","5.92","3,,,I"
"CI000085934","1977-03","-53.0","-70.967","37.0","PUNTA ARENAS, CI","13","3,I","4","3,I","0","3,I","0","4,I","2","4,I","19770309",",4,I","19770308",",3,I","-2.0","4,I,09,","7.1","3,,I,08,","34.2","3,,,I","5.48","4,,,I"
"CI000085934","1977-07","-53.0","-70.967","37.0","PUNTA ARENAS, CI","9","4,I","4","4,I","0","4,I","0","5,I","19","5,I","19770712",",5,I","19770726",",4,I","-9.0","5,I,12,","9.9","4,,I,26,","22.9","4,,,I","-2.00","5,,,I"
"CI000085934","1977-08","-53.0","-70.967","37.0","PUNTA ARENAS, CI","10","4,I","2","4,I","0","4,I","","","","","","","19770829","+,4,I","","","3.0","4,,I,29,+","13.1","4,,,I","",""
"CI000085934","1977-09","-53.0","-70.967","37.0","PUNTA ARENAS, CI","8","1,I","3","1,I","0","1,I","","","","","","","19770924",",1,I","","","7.1","1,,I,24,","19.5","1,,,I","",""
"CI000085934","1977-10","-53.0","-70.967","37.0","PUNTA ARENAS, CI","9","5,I","4","5,I","0","5,I","","","","","","","19771003",",5,I","","","9.9","5,,I,03,","30.0","5,,,I","",""
"CI000085934","1977-11","-53.0","-70.967","37.0","PUNTA ARENAS, CI","9","2,I","2","2,I","0","2,I","0","5,I","1","5,I","19771129",",5,I","19771128",",2,I","0.0","5,I,29,","5.1","2,,I,28,","13.7","2,,,I","3.52","5,,,I"
"CI000085934","1978-02","-53.0","-70.967","37.0","PUNTA ARENAS, CI","4","5,I","0","5,I","0","5,I","0","5,I","0","5,I","19780219","+,5,I","19780228","+,5,I","4.0","5,I,19,+","1.0","5,,I,28,+","3.0","5,,,I","6.91","5,,,I"
"CI000085934","1978-05","-53.0","-70.967","37.0","PUNTA ARENAS, CI","7","2,I","4","2,I","0","2,I","","","","","","","19780508",",2,I","","","8.9","2,,I,08,","23.6","2,,,I","",""
"CI000085934","1978-06","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11","2,I","2","2,I","1","2,I","","","","","","","19780601",",2,I","","","25.9","2,,I,01,","41.3","2,,,I","",""
"CI000085934","1978-07","-53.0","-70.967","37.0","PUNTA ARENAS, CI","10","4,I","5","4,I","0","4,I","","","","","","","19780712",",4,I","","","13.0","4,,I,12,","50.2","4,,,I","",""
"CI000085934","1978-08","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11","4,I","4","4,I","0","4,I","0","5,I","16","5,I","19780827",",5,I","19780803",",4,I","-4.0","5,I,27,","9.9","4,,I,03,","33.6","4,,,I","-0.19","5,,,I"
"CI000085934","1978-09","-53.0","-70.967","37.0","PUNTA ARENAS, CI","12","2,I","6","2,I","0","2,I","0","2,I","5","2,I","19780901",",2,I","19780904",",2,I","-2.0","2,I,01,","7.9","2,,I,04,","39.2","2,,,I","2.21","2,,,I"
"CI000085934","1978-10","-53.0","-70.967","37.0","PUNTA ARENAS, CI","7","2,I","0","2,I","0","2,I","","","","","","","19781026","+,2,I","","","2.0","2,,I,26,+","10.3","2,,,I","",""
"CI000085934","1978-11","-53.0","-70.967","37.0","PUNTA ARENAS, CI","4","3,I","2","3,I","0","3,I","","","","","","","19781107","+,3,I","","","3.0","3,,I,07,+","6.8","3,,,I","",""
"CI000085934","1978-12","-53.0","-70.967","37.0","PUNTA ARENAS, CI","9","3,I","4","3,I","0","3,I","0","3,I","0","3,I","19781228","+,3,I","19781214",",3,I","2.0","3,I,28,+","7.9","3,,I,14,","24.4","3,,,I","4.68","3,,,I"
"CI000085934","1979-01","-53.0","-70.967","37.0","PUNTA ARENAS, CI","","","","","","","0","5,I","0","5,I","19790103","+,5,I","","","3.0","5,I,03,+","","","","","7.08","5,,,I"
"CI000085934","1979-02","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11","2,I","5","2,I","0","2,I","0","5,I","0","5,I","19790214",",5,I","19790216",",2,I","2.0","5,I,14,","5.1","2,,I,16,","25.2","2,,,I","6.17","5,,,I"
"CI000085934","1979-04","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11","1,I","5","1,I","0","1,I","0","4,I","3","4,I","19790428",",4,I","19790417",",1,I","-5.0","4,I,28,","7.9","1,,I,17,","22.8","1,,,I","4.73","4,,,I"
"CI000085934","1979-05","-53.0","-70.967","37.0","PUNTA ARENAS, CI","5","5,I","4","5,I","0","5,I","","","","","","","19790528",",5,I","","","14.0","5,,I,28,","34.0","5,,,I","",""
"CI000085934","1979-07","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11","1,I","5","1,I","0","1,I","0","3,I","18","3,I","19790725",",3,I","19790729",",1,I","-11.0","3,I,25,","8.9","1,,I,29,","34.6","1,,,I","-0.36","3,,,I"
"CI000085934","1979-08","-53.0","-70.967","37.0","PUNTA ARENAS, CI","8","4,I","2","4,I","0","4,I","0","5,I","18","5,I","19790817",",5,I","19790830",",4,I","-10.0","5,I,17,","13.0","4,,I,30,","22.5","4,,,I","-0.85","5,,,I"
"CI000085934","1979-11","-53.0","-70.967","37.0","PUNTA ARENAS, CI","9","4,I","3","4,I","0","4,I","","","","","","","19791122",",4,I","","","24.9","4,,I,22,","38.3","4,,,I","",""
"CI000085934","1979-12","-53.0","-70.967","37.0","PUNTA ARENAS, CI","","","","","","","0","4,I","0","4,I","19791213","+,4,I","","","3.0","4,I,13,+","","","","","6.89","4,,,I"
"CI000085934","1980-01","-53.0","-70.967","37.0","PUNTA ARENAS, CI","10",",I","5",",I","0",",I","0","2,I","0","2,I","19800123","+,2,I","19800111",",,I","2.0","2,I,23,+","9.9",",,I,11,","35.4",",,,I","6.69","2,,,I"
"CI000085934","1980-02","-53.0","-70.967","37.0","PUNTA ARENAS, CI","12","3,I","3","3,I","0","3,I","","","","","","","19800211",",3,I","","","23.9","3,,I,11,","42.4","3,,,I","",""
"CI000085934","1980-03","-53.0","-70.967","37.0","PUNTA ARENAS, CI","12","3,I","4","3,I","0","3,I","0","3,I","2","3,I","19800303",",3,I","19800322",",3,I","-1.0","3,I,03,","15.0","3,,I,22,","49.9","3,,,I","4.36","3,,,I"
"CI000085934","1980-04","-53.0","-70.967","37.0","PUNTA ARENAS, CI","6","2,I","2","2,I","0","2,I","0","5,I","12","5,I","19800424",",5,I","19800403",",2,I","-8.0","5,I,24,","5.1","2,,I,03,","12.6","2,,,I","0.92","5,,,I"
"CI000085934","1980-05","-53.0","-70.967","37.0","PUNTA ARENAS, CI","12","2,I","5","2,I","0","2,I","","","","","","","19800518",",2,I","","","13.0","2,,I,18,","46.5","2,,,I","",""
"CI000085934","1980-06","-53.0","-70.967","37.0","PUNTA ARENAS, CI","5","4,I","1","4,I","0","4,I","","","","","","","19800615",",4,I","","","5.1","4,,I,15,","9.6","4,,,I","",""
"CI000085934","1980-07","-53.0","-70.967","37.0","PUNTA ARENAS, CI","8","3,I","3","3,I","0","3,I","","","","","","","19800719",",3,I","","","14.0","3,,I,19,","24.8","3,,,I","",""
"CI000085934","1980-08","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11",",I","5",",I","0",",I","0","4,I","15","4,I","19800809",",4,I","19800814",",,I","-5.0","4,I,09,","14.0",",,I,14,","36.7",",,,I","-0.15","4,,,I"
"CI000085934","1980-09","-53.0","-70.967","37.0","PUNTA ARENAS, CI","13",",I","4",",I","0",",I","0","4,I","9","4,I","19800927","+,4,I","19800904",",,I","-2.0","4,I,27,+","5.1",",,I,04,","23.9",",,,I","1.62","4,,,I"
"CI000085934","1980-10","-53.0","-70.967","37.0","PUNTA ARENAS, CI","2","3,I","1","3,I","0","3,I","0","4,I","6","4,I","19801005",",4,I","19801028",",3,I","-4.0","4,I,05,","8.9","3,,I,28,","9.9","3,,,I","3.11","4,,,I"
"CI000085934","1980-11","-53.0","-70.967","37.0","PUNTA ARENAS, CI","14","1,I","2","1,I","0","1,I","0","4,I","3","4,I","19801119","+,4,I","19801129","+,1,I","-1.0","4,I,19,+","3.0","1,,I,29,+","16.6","1,,,I","3.31","4,,,I"
"CI000085934","1980-12","-53.0","-70.967","37.0","PUNTA ARENAS, CI","8","4,I","3","4,I","0","4,I","","","","","","","19801229",",4,I","","","8.9","4,,I,29,","23.3","4,,,I","",""
"CI000085934","1981-01","-53.0","-70.967","37.0","PUNTA ARENAS, CI","12",",I","3",",I","1",",I","0","3,I","0","3,I","19810122","+,3,I","19810109",",,I","2.0","3,I,22,+","70.1",",,I,09,","90.3",",,,I","6.25","3,,,I"
"CI000085934","1981-02","-53.0","-70.967","37.0","PUNTA ARENAS, CI","10","4,I","3","4,I","0","4,I","","","","","","","19810227",",4,I","","","7.9","4,,I,27,","22.9","4,,,I","",""
"CI000085934","1981-03","-53.0","-70.967","37.0","PUNTA ARENAS, CI","11","1,I","5","1,I","0","1,I","","","","","","","19810304",",1,I","","","13.0","1,,I,04,","39.6","1,,,I","",""
