"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013779","1872-09","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","12",",Z","5",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","18720909",",,Z","","","","","","","","","33.0",",,Z,09,","","","","","","","95.6",",,,Z","","","","","","","","","","","",""
"USW00013779","1872-10","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","8",",Z","5",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","18721026",",,Z","","","","","","","","","53.6",",,Z,26,","","","","","","","132.1",",,,Z","","","","","","","","","","","",""
"USW00013779","1872-11","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","9",",Z","7",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18721107",",,Z","","","","","","","","","36.8",",,Z,07,","","","","","","","87.1",",,,Z","","","","","","","","","","","",""
"USW00013779","1872-12","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","9",",Z","5",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18721226",",,Z","","","","","","","","","25.4",",,Z,26,","","","","","","","69.6",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-01","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","12",",Z","9",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","18730105",",,Z","","","","","","","","","56.9",",,Z,05,","","","","","","","148.3",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-02","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","8",",Z","8",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18730216",",,Z","","","","","","","","","46.7",",,Z,16,","","","","","","","120.7",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-03","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","13",",Z","4",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","18730329",",,Z","","","","","","","","","15.2",",,Z,29,","","","","","","","52.2",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-04","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","15",",Z","6",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18730412",",,Z","","","","","","","","","33.8",",,Z,12,","","","","","","","89.2",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-05","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","11",",Z","8",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18730509",",,Z","","","","","","","","","38.1",",,Z,09,","","","","","","","148.2",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-06","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","9",",Z","3",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","18730624",",,Z","","","","","","","","","13.5",",,Z,24,","","","","","","","23.0",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-07","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","11",",Z","9",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18730727",",,Z","","","","","","","","","54.9",",,Z,27,","","","","","","","126.9",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-08","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","19",",Z","12",",Z","4",",Z","","","","","","","","","","","","","","","","","","","","","18730813",",,Z","","","","","","","","","132.3",",,Z,13,","","","","","","","291.7",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-09","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","12",",Z","8",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18730904",",,Z","","","","","","","","","30.7",",,Z,04,","","","","","","","92.5",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-10","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","6",",Z","5",",Z","2",",Z","","","","","","","","","","","","","","","","","","","","","18731020",",,Z","","","","","","","","","69.1",",,Z,20,","","","","","","","147.4",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-11","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","9",",Z","7",",Z","1",",Z","","","","","","","","","","","","","","","","","","","","","18731124",",,Z","","","","","","","","","52.1",",,Z,24,","","","","","","","129.6",",,,Z","","","","","","","","","","","",""
"USW00013779","1873-12","39.95","-75.15","11.0","PHILADELPHIA, PA US","","","","","10",",Z","8",",Z","0",",Z","","","","","","","","","","","","","","","","","","","","","18731213",",,Z","","","","","","","","","7.4",",,Z,13,","","","","","","","35.2",",,,Z","","","","","","","","","","","",""
"USW00013779","1874-01","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","13",",Z","7",",Z","1",",Z","","","","","0",",Z","19",",Z","6",",Z","0",",Z","0",",Z","18740116",",,Z","","","","","18740107",",,Z","18740123","+,,Z","-12.2",",Z,16,","","","","","63.2",",,Z,07,","18.9",",Z,23,+","","","484.1",",Z","116.3",",,,Z","","","2.72",",Z","7.00",",,,Z","-1.56",",,,Z","","","",""
"USW00013779","1874-02","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","11",",Z","6",",Z","0",",Z","","","","","0",",Z","22",",Z","8",",Z","1",",Z","0",",Z","18740202",",,Z","","","","","18740206",",,Z","18740223",",,Z","-11.7",",Z,02,","","","","","12.4",",,Z,06,","23.9",",Z,23,","","","487.0",",Z","62.5",",,,Z","","","0.94",",Z","5.25",",,,Z","-3.37",",,,Z","","","",""
"USW00013779","1874-03","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","9",",Z","6",",Z","0",",Z","","","","","0",",Z","18",",Z","1",",Z","0",",Z","0",",Z","18740313",",,Z","","","","","18740307",",,Z","18740304",",,Z","-7.2",",Z,13,","","","","","19.3",",,Z,07,","19.4",",Z,04,","","","418.3",",Z","55.0",",,,Z","","","4.84",",Z","9.64",",,,Z","0.04",",,,Z","","","",""
"USW00013779","1874-04","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","16",",Z","14",",Z","3",",Z","","","","","0",",Z","8",",Z","0",",Z","0",",Z","0",",Z","18740412",",,Z","","","","","18740425",",,Z","18740415",",,Z","-7.8",",Z,12,","","","","","53.6",",,Z,25,","17.8",",Z,15,","","","377.9",",Z","247.9",",,,Z","","","5.74",",Z","10.04",",,,Z","1.43",",,,Z","","","",""
"USW00013779","1874-05","39.95","-75.15","11.0","PHILADELPHIA, PA US","20.5","Z","20.5",",Z","9",",Z","5",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","15",",Z","0",",Z","18740503",",,Z","","","","","18740505",",,Z","18740510",",,Z","2.2",",Z,03,","","","","","25.7",",,Z,05,","31.1",",Z,10,","","","108.9",",Z","69.9",",,,Z","","","15.48",",Z","21.00",",,,Z","9.96",",,,Z","","","",""
"USW00013779","1874-06","39.95","-75.15","11.0","PHILADELPHIA, PA US","158.9","Z","138.4",",Z","8",",Z","7",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","27",",Z","4",",Z","18740602",",,Z","","","","","18740603",",,Z","18740629",",,Z","10.6",",Z,02,","","","","","38.9",",,Z,03,","36.1",",Z,29,","","","9.7",",Z","75.3",",,,Z","","","22.62",",Z","27.28",",,,Z","17.96",",,,Z","","","",""
"USW00013779","1874-07","39.95","-75.15","11.0","PHILADELPHIA, PA US","341.5","Z","182.6",",Z","8",",Z","4",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","4",",Z","18740707",",,Z","","","","","18740712",",,Z","18740710","+,,Z","15.6",",Z,07,","","","","","31.8",",,Z,12,","32.8",",Z,10,+","0.0","Z","0.0",",Z","57.4",",,,Z","","","24.22",",Z","28.94",",,,Z","19.51",",,,Z","","","",""
"USW00013779","1874-08","39.95","-75.15","11.0","PHILADELPHIA, PA US","451.3","Z","109.8",",Z","7",",Z","3",",Z","3",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","2",",Z","18740827",",,Z","","","","","18740808",",,Z","18740821",",,Z","12.8",",Z,27,","","","","","65.0",",,Z,08,","35.0",",Z,21,","1.4","Z","1.4",",Z","143.5",",,,Z","","","21.83",",Z","26.51",",,,Z","17.15",",,,Z","","","",""
"USW00013779","1874-09","39.95","-75.15","11.0","PHILADELPHIA, PA US","532.6","Z","81.3",",Z","8",",Z","7",",Z","2",",Z","","","","","0",",Z","0",",Z","0",",Z","23",",Z","1",",Z","18740930",",,Z","","","","","18740917",",,Z","18740911",",,Z","11.1",",Z,30,","","","","","53.6",",,Z,17,","32.2",",Z,11,","11.7","Z","10.3",",Z","152.8",",,,Z","","","20.70",",Z","24.52",",,,Z","16.88",",,,Z","","","",""
"USW00013779","1874-10","39.95","-75.15","11.0","PHILADELPHIA, PA US","532.6","Z","0.0",",Z","3",",Z","3",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","7",",Z","0",",Z","18741031","+,,Z","","","","","18741008",",,Z","18741029",",,Z","1.7",",Z,31,+","","","","","48.0",",,Z,08,","25.0",",Z,29,","174.2","Z","162.5",",Z","72.9",",,,Z","","","13.09",",Z","17.58",",,,Z","8.60",",,,Z","","","",""
"USW00013779","1874-11","39.95","-75.15","11.0","PHILADELPHIA, PA US","532.6","Z","0.0",",Z","8",",Z","6",",Z","0",",Z","","","","","0",",Z","13",",Z","0",",Z","0",",Z","0",",Z","18741114",",,Z","","","","","18741123",",,Z","18741106",",,Z","-5.0",",Z,14,","","","","","23.1",",,Z,23,","20.0",",Z,06,","545.1","Z","370.9",",Z","59.0",",,,Z","","","5.97",",Z","10.47",",,,Z","1.47",",,,Z","","","",""
"USW00013779","1874-12","39.95","-75.15","11.0","PHILADELPHIA, PA US","532.6","Z","0.0",",Z","12",",Z","6",",Z","0",",Z","","","","","0",",Z","26",",Z","3",",Z","0",",Z","0",",Z","18741215",",,Z","","","","","18741220",",,Z","18741228",",,Z","-11.7",",Z,15,","","","","","18.8",",,Z,20,","13.9",",Z,28,","1061.0","Z","515.9",",Z","63.2",",,,Z","","","1.69",",Z","6.00",",,,Z","-2.62",",,,Z","","","",""
"USW00013779","1875-01","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","15",",Z","10",",Z","0",",Z","","","","","1",",Z","31",",Z","12",",Z","0",",Z","0",",Z","18750110",",,Z","","","","","18750107",",,Z","18750122",",,Z","-20.6",",Z,10,","","","","","18.8",",,Z,07,","6.7",",Z,22,","1746.9","Z","685.9",",Z","71.9",",,,Z","","","-3.79",",Z","0.17",",,,Z","-7.75",",,,Z","","","",""
"USW00013779","1875-02","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","9",",Z","5",",Z","1",",Z","","","","","1",",Z","24",",Z","14",",Z","0",",Z","0",",Z","18750210",",,Z","","","","","18750211",",,Z","18750225",",,Z","-18.3",",Z,10,","","","","","25.7",",,Z,11,","13.9",",Z,25,","2359.2","Z","612.3",",Z","81.5",",,,Z","","","-3.53",",Z","1.05",",,,Z","-8.11",",,,Z","","","",""
"USW00013779","1875-03","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","15",",Z","9",",Z","0",",Z","","","","","0",",Z","23",",Z","7",",Z","0",",Z","0",",Z","18750301",",,Z","","","","","18750307",",,Z","18750331",",,Z","-11.1",",Z,01,","","","","","19.8",",,Z,07,","16.1",",Z,31,","2884.1","Z","524.9",",Z","78.8",",,,Z","","","1.40",",Z","5.27",",,,Z","-2.47",",,,Z","","","",""
"USW00013779","1875-04","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","11",",Z","8",",Z","1",",Z","","","","","0",",Z","6",",Z","0",",Z","2",",Z","0",",Z","18750419",",,Z","","","","","18750413",",,Z","18750402",",,Z","-6.7",",Z,19,","","","","","25.9",",,Z,13,","22.2",",Z,02,","3208.8","Z","324.7",",Z","71.8",",,,Z","","","7.51",",Z","12.04",",,,Z","2.98",",,,Z","","","",""
"USW00013779","1875-05","39.95","-75.15","11.0","PHILADELPHIA, PA US","38.8","Z","38.8",",Z","8",",Z","3",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","17",",Z","0",",Z","18750503",",,Z","","","","","18750525",",,Z","18750523",",,Z","4.4",",Z,03,","","","","","22.1",",,Z,25,","31.7",",Z,23,","3310.7","Z","101.9",",Z","34.7",",,,Z","","","16.30",",Z","21.43",",,,Z","11.16",",,,Z","","","",""
"USW00013779","1875-06","39.95","-75.15","11.0","PHILADELPHIA, PA US","141.6","Z","102.8",",Z","11",",Z","7",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","25",",Z","5",",Z","18750602",",,Z","","","","","18750628",",,Z","18750625",",,Z","10.6",",Z,02,","","","","","31.2",",,Z,28,","35.0",",Z,25,","3324.6","Z","13.9",",Z","105.0",",,,Z","","","21.30",",Z","26.23",",,,Z","16.37",",,,Z","","","",""
"USW00013779","1875-07","39.95","-75.15","11.0","PHILADELPHIA, PA US","312.3","Z","170.7",",Z","8",",Z","3",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","2",",Z","18750719",",,Z","","","","","18750729",",,Z","18750718","+,,Z","15.6",",Z,19,","","","","","49.5",",,Z,29,","33.3",",Z,18,+","0.0","Z","0.0",",Z","92.3",",,,Z","","","23.84",",Z","27.89",",,,Z","19.79",",,,Z","","","",""
"USW00013779","1875-08","39.95","-75.15","11.0","PHILADELPHIA, PA US","444.1","Z","131.8",",Z","16",",Z","12",",Z","2",",Z","","","","","0",",Z","0",",Z","0",",Z","29",",Z","0",",Z","18750802",",,Z","","","","","18750807",",,Z","18750806",",,Z","14.4",",Z,02,","","","","","33.0",",,Z,07,","29.4",",Z,06,","2.3","Z","2.3",",Z","163.2",",,,Z","","","22.51",",Z","25.89",",,,Z","19.14",",,,Z","","","",""
"USW00013779","1875-09","39.95","-75.15","11.0","PHILADELPHIA, PA US","499.3","Z","55.2",",Z","6",",Z","3",",Z","1",",Z","","","","","0",",Z","0",",Z","0",",Z","17",",Z","1",",Z","18750923",",,Z","","","","","18750919",",,Z","18750903",",,Z","7.2",",Z,23,","","","","","29.5",",,Z,19,","32.2",",Z,03,","77.9","Z","75.6",",Z","64.4",",,,Z","","","17.66",",Z","22.18",",,,Z","13.13",",,,Z","","","",""
"USW00013779","1875-10","39.95","-75.15","11.0","PHILADELPHIA, PA US","499.6","Z","0.3",",Z","8",",Z","3",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","7",",Z","0",",Z","18751014","+,,Z","","","","","18751030",",,Z","18751024","+,,Z","1.7",",Z,14,+","","","","","14.0",",,Z,30,","23.3",",Z,24,+","273.2","Z","195.3",",Z","36.1",",,,Z","","","12.04",",Z","16.68",",,,Z","7.40",",,,Z","","","",""
"USW00013779","1875-11","39.95","-75.15","11.0","PHILADELPHIA, PA US","499.6","Z","0.0",",Z","14",",Z","7",",Z","2",",Z","","","","","0",",Z","12",",Z","1",",Z","0",",Z","0",",Z","18751130",",,Z","","","","","18751123",",,Z","18751113",",,Z","-13.3",",Z,30,","","","","","45.7",",,Z,23,","16.7",",Z,13,","704.1","Z","430.9",",Z","137.2",",,,Z","","","3.97",",Z","7.39",",,,Z","0.55",",,,Z","","","",""
"USW00013779","1875-12","39.95","-75.15","11.0","PHILADELPHIA, PA US","499.6","Z","0.0",",Z","14",",Z","8",",Z","0",",Z","","","","","0",",Z","18",",Z","4",",Z","0",",Z","0",",Z","18751220",",,Z","","","","","18751205",",,Z","18751223",",,Z","-15.6",",Z,20,","","","","","19.3",",,Z,05,","18.3",",Z,23,","1236.9","Z","532.8",",Z","85.8",",,,Z","","","1.15",",Z","4.66",",,,Z","-2.36",",,,Z","","","",""
"USW00013779","1876-01","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","9",",Z","4",",Z","0",",Z","","","","","0",",Z","19",",Z","3",",Z","0",",Z","0",",Z","18760114",",,Z","","","","","18760119",",,Z","18760102",",,Z","-9.4",",Z,14,","","","","","13.0",",,Z,19,","19.4",",Z,02,","1708.5","Z","471.6",",Z","38.8",",,,Z","","","3.12",",Z","7.45",",,,Z","-1.22",",,,Z","","","",""
"USW00013779","1876-02","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","16",",Z","10",",Z","1",",Z","","","","","0",",Z","20",",Z","4",",Z","0",",Z","0",",Z","18760224",",,Z","","","","","18760215",",,Z","18760211",",,Z","-14.4",",Z,24,","","","","","25.7",",,Z,15,","16.7",",Z,11,","2204.2","Z","495.7",",Z","128.0",",,,Z","","","1.24",",Z","5.23",",,,Z","-2.75",",,,Z","","","",""
"USW00013779","1876-03","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","11",",Z","7",",Z","2",",Z","","","","","0",",Z","21",",Z","3",",Z","0",",Z","0",",Z","18760319",",,Z","","","","","18760325",",,Z","18760307",",,Z","-12.8",",Z,19,","","","","","69.1",",,Z,25,","18.9",",Z,07,","2680.0","Z","475.8",",Z","170.5",",,,Z","","","2.99",",Z","7.49",",,,Z","-1.52",",,,Z","","","",""
"USW00013779","1876-04","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","11",",Z","2",",Z","1",",Z","","","","","0",",Z","3",",Z","0",",Z","2",",Z","0",",Z","18760402",",,Z","","","","","18760403",",,Z","18760414",",,Z","-1.1",",Z,02,","","","","","42.4",",,Z,03,","23.3",",Z,14,","2949.5","Z","269.5",",Z","55.1",",,,Z","","","9.35",",Z","13.72",",,,Z","4.98",",,,Z","","","",""
"USW00013779","1876-05","39.95","-75.15","11.0","PHILADELPHIA, PA US","26.3","Z","26.3",",Z","9",",Z","9",",Z","2",",Z","","","","","0",",Z","0",",Z","0",",Z","17",",Z","0",",Z","18760501",",,Z","","","","","18760509",",,Z","18760529","+,,Z","1.7",",Z,01,","","","","","36.8",",,Z,09,","29.4",",Z,29,+","3048.2","Z","98.7",",Z","113.1",",,,Z","","","16.00",",Z","21.00",",,,Z","11.00",",,,Z","","","",""
"USW00013779","1876-06","39.95","-75.15","11.0","PHILADELPHIA, PA US","177.3","Z","151.0",",Z","10",",Z","7",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","30",",Z","3",",Z","18760615",",,Z","","","","","18760613",",,Z","18760627",",,Z","11.1",",Z,15,","","","","","14.0",",,Z,13,","33.9",",Z,27,","3049.9","Z","1.7",",Z","58.3",",,,Z","","","23.31",",Z","28.03",",,,Z","18.59",",,,Z","","","",""
"USW00013779","1876-07","39.95","-75.15","11.0","PHILADELPHIA, PA US","416.9","Z","239.6",",Z","12",",Z","4",",Z","3",",Z","","","","","0",",Z","0",",Z","0",",Z","30",",Z","13",",Z","18760724",",,Z","","","","","18760730",",,Z","18760709",",,Z","15.6",",Z,24,","","","","","61.5",",,Z,30,","37.8",",Z,09,","0.0","Z","0.0",",Z","145.0",",,,Z","","","26.06",",Z","30.68",",,,Z","21.45",",,,Z","","","",""
"USW00013779","1876-08","39.95","-75.15","11.0","PHILADELPHIA, PA US","581.7","Z","164.8",",Z","8",",Z","3",",Z","0",",Z","","","","","0",",Z","0",",Z","0",",Z","31",",Z","2",",Z","18760821",",,Z","","","","","18760817",",,Z","18760807",",,Z","13.3",",Z,21,","","","","","12.2",",,Z,17,","32.8",",Z,07,","0.1","Z","0.1",",Z","25.0",",,,Z","","","23.65",",Z","27.87",",,,Z","19.42",",,,Z","","","",""
"USW00013779","1876-09","39.95","-75.15","11.0","PHILADELPHIA, PA US","608.0","Z","26.3",",Z","15",",Z","12",",Z","2",",Z","","","","","0",",Z","0",",Z","0",",Z","15",",Z","0",",Z","18760928",",,Z","","","","","18760917",",,Z","18760901",",,Z","7.8",",Z,28,","","","","","88.4",",,Z,17,","31.1",",Z,01,","44.3","Z","44.2",",Z","222.8",",,,Z","","","17.74",",Z","21.15",",,,Z","14.33",",,,Z","","","",""
"USW00013779","1876-10","39.95","-75.15","11.0","PHILADELPHIA, PA US","608.0","Z","0.0",",Z","8",",Z","4",",Z","0",",Z","","","","","0",",Z","2",",Z","0",",Z","1",",Z","0",",Z","18761016",",,Z","","","","","18761024",",,Z","18761006",",,Z","-0.6",",Z,16,","","","","","11.4",",,Z,24,","23.9",",Z,06,","287.6","Z","243.3",",Z","26.8",",,,Z","","","10.48",",Z","14.55",",,,Z","6.42",",,,Z","","","",""
"USW00013779","1876-11","39.95","-75.15","11.0","PHILADELPHIA, PA US","608.0","Z","0.0",",Z","12",",Z","9",",Z","3",",Z","","","","","0",",Z","4",",Z","0",",Z","2",",Z","0",",Z","18761130",",,Z","","","","","18761120",",,Z","18761102",",,Z","-5.0",",Z,30,","","","","","65.8",",,Z,20,","25.0",",Z,02,","621.3","Z","333.7",",Z","185.6",",,,Z","","","7.21",",Z","10.42",",,,Z","4.00",",,,Z","","","",""
"USW00013779","1876-12","39.95","-75.15","11.0","PHILADELPHIA, PA US","608.0","Z","0.0",",Z","10",",Z","3",",Z","0",",Z","","","","","0",",Z","30",",Z","19",",Z","0",",Z","0",",Z","18761210",",,Z","","","","","18761218",",,Z","18761214","+,,Z","-15.6",",Z,10,","","","","","17.8",",,Z,18,","9.4",",Z,14,+","1303.3","Z","682.0",",Z","35.6",",,,Z","","","-3.67",",Z","-0.22",",,,Z","-7.11",",,,Z","","","",""
"USW00013779","1877-01","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","11",",Z","7",",Z","0",",Z","","","","","0",",Z","27",",Z","12",",Z","0",",Z","0",",Z","18770103",",,Z","","","","","18770101",",,Z","18770116",",,Z","-13.3",",Z,03,","","","","","21.6",",,Z,01,","9.4",",Z,16,","1939.9","Z","636.6",",Z","66.6",",,,Z","","","-2.20",",Z","1.23",",,,Z","-5.63",",,,Z","","","",""
"USW00013779","1877-02","39.95","-75.15","11.0","PHILADELPHIA, PA US","0.0","Z","0.0",",Z","6",",Z","3",",Z","0",",Z","","","","","0",",Z","20",",Z","1",",Z","0",",Z","0",",Z","18770214",",,Z","","","","","18770224",",,Z","18770222",",,Z","-8.9",",Z,14,","","","","","11.4",",,Z,24,","15.6",",Z,22,","2383.1","Z","443.2",",Z","21.4",",,,Z","","","2.51",",Z","6.36",",,,Z","-1.35",",,,Z","","","",""
