"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MYM00048650","2005-01","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","10",",S","5",",S","1",",S","","","","","0","4,S","27","4,S","22","4,S","","","20050105",",,S","20050130",",4,S","","","26.4",",,S,05,","35.6","4,S,30,","46.3",",,,S","33.34","4,,,S","",""
"MYM00048650","2005-02","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","10",",S","7",",S","4",",S","","","","","","","","","","","","","20050218",",,S","","","","","76.2",",,S,18,","","","226.8",",,,S","","","",""
"MYM00048650","2005-03","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","17",",S","14",",S","4",",S","0","4,S","0","4,S","","","","","","","20050314",",4,S","20050328",",,S","","","22.3","4,S,14,","39.9",",,S,28,","","","230.2",",,,S","","","24.46","4,,,S"
"MYM00048650","2005-04","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","14","2,S","10","2,S","3","2,S","","","","","","","","","","","","","20050425",",2,S","","","","","60.7","2,,S,25,","","","225.3","2,,,S","","","",""
"MYM00048650","2005-05","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","11",",S","10",",S","1",",S","","","","","","","","","","","","","20050528",",,S","","","","","30.5",",,S,28,","","","140.6",",,,S","","","",""
"MYM00048650","2005-06","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","12",",S","8",",S","0",",S","","","","","","","","","","","","","20050629",",,S","","","","","23.9",",,S,29,","","","98.6",",,,S","","","",""
"MYM00048650","2005-07","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","13","2,S","8","2,S","3","2,S","","","","","","","","","","","","","20050726",",2,S","","","","","46.7","2,,S,26,","","","180.7","2,,,S","","","",""
"MYM00048650","2005-08","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","10","1,S","5","1,S","1","1,S","","","","","","","","","","","","","20050815",",1,S","","","","","51.6","1,,S,15,","","","117.2","1,,,S","","","",""
"MYM00048650","2005-09","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","13",",S","9",",S","2",",S","","","","","","","","","","","","","20050920",",,S","","","","","98.8",",,S,20,","","","219.5",",,,S","","","",""
"MYM00048650","2005-10","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","20",",S","14",",S","4",",S","","","","","","","","","","","","","20051027",",,S","","","","","111.5",",,S,27,","","","314.7",",,,S","","","",""
"MYM00048650","2005-11","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","19",",S","9",",S","1",",S","","","","","","","","","","","","","20051120",",,S","","","","","30.2",",,S,20,","","","154.6",",,,S","","","",""
"MYM00048650","2005-12","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","23","1,S","12","1,S","2","1,S","","","","","","","","","","","","","20051225",",1,S","","","","","70.1","1,,S,25,","","","202.0","1,,,S","","","",""
"MYM00048650","2006-01","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","16",",S","13",",S","6",",S","","","","","","","","","","","","","20060107",",,S","","","","","94.5",",,S,07,","","","352.4",",,,S","","","",""
"MYM00048650","2006-02","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","18",",S","14",",S","7",",S","","","","","","","","","","","","","20060226",",,S","","","","","117.9",",,S,26,","","","446.9",",,,S","","","",""
"MYM00048650","2006-03","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","23",",S","12",",S","4",",S","","","","","","","","","","","","","20060320",",,S","","","","","50.8",",,S,20,","","","254.1",",,,S","","","",""
"MYM00048650","2006-04","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","17",",S","13",",S","3",",S","","","","","","","","","","","","","20060409",",,S","","","","","33.3",",,S,09,","","","232.7",",,,S","","","",""
"MYM00048650","2006-05","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","15",",S","11",",S","3",",S","","","","","","","","","","","","","20060507",",,S","","","","","47.2",",,S,07,","","","201.3",",,,S","","","",""
"MYM00048650","2006-06","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","19",",S","15",",S","0",",S","","","","","","","","","","","","","20060621",",,S","","","","","20.3",",,S,21,","","","156.3",",,,S","","","",""
"MYM00048650","2006-07","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","9",",S","7",",S","2",",S","","","","","","","","","","","","","20060731",",,S","","","","","41.9",",,S,31,","","","140.2",",,,S","","","",""
"MYM00048650","2006-08","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","18",",S","9",",S","3",",S","","","","","","","","","","","","","20060819",",,S","","","","","53.1",",,S,19,","","","198.1",",,,S","","","",""
"MYM00048650","2006-09","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","18",",S","14",",S","5",",S","","","","","","","","","","","","","20060915",",,S","","","","","356.4",",,S,15,","","","669.2",",,,S","","","",""
"MYM00048650","2006-10","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","23",",S","11",",S","3",",S","","","","","","","","","","","","","20061021",",,S","","","","","163.3",",,S,21,","","","383.8",",,,S","","","",""
"MYM00048650","2011-01","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","15",",S","7",",S","2",",S","","","","","","","","","","","","","20110131",",,S","","","","","55.4",",,S,31,","","","134.0",",,,S","","","",""
"MYM00048650","2011-02","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","6",",S","3",",S","1",",S","","","","","0","5,S","23","5,S","13","5,S","","","20110228",",,S","20110221","+,5,S","","","33.3",",,S,28,","34.2","5,S,21,+","61.3",",,,S","32.57","5,,,S","",""
"MYM00048650","2011-03","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","17",",S","9",",S","2",",S","","","","","","","","","","","","","20110303",",,S","","","","","35.3",",,S,03,","","","182.7",",,,S","","","",""
"MYM00048650","2011-04","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","17",",S","8",",S","1",",S","","","","","","","","","","","","","20110408",",,S","","","","","38.9",",,S,08,","","","105.6",",,,S","","","",""
"MYM00048650","2011-05","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","11",",S","6",",S","0",",S","","","","","","","","","","","","","20110519",",,S","","","","","6.1",",,S,19,","","","33.8",",,,S","","","",""
"MYM00048650","2011-06","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","14",",S","7",",S","1",",S","","","","","","","","","","","","","20110630",",,S","","","","","41.1",",,S,30,","","","92.1",",,,S","","","",""
"MYM00048650","2011-07","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","14",",S","5",",S","0",",S","","","","","","","","","","","","","20110730",",,S","","","","","22.1",",,S,30,","","","77.9",",,,S","","","",""
"MYM00048650","2011-08","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","12","1,S","9","1,S","1","1,S","","","","","","","","","","","","","20110805",",1,S","","","","","26.2","1,,S,05,","","","104.0","1,,,S","","","",""
"MYM00048650","2011-09","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","13",",S","9",",S","2",",S","","","","","","","","","","","","","20110915",",,S","","","","","99.3",",,S,15,","","","214.8",",,,S","","","",""
"MYM00048650","2011-10","2.746","101.71","21.0","KUALA LUMPUR INTERNATIONAL, MY","20",",S","14",",S","3",",S","","","","","0","4,S","27","4,S","9","4,S","","","20111021",",,S","20111030","+,4,S","","","64.5",",,S,21,","33.5","4,S,30,+","313.0",",,,S","31.67","4,,,S","",""
