"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065418","1997-05","9.557","-0.863","168.6","TAMALE, GH","0","5,S","0","5,S","","","","","","","19970513",",5,S","","","21.0","5,S,13,","","","","","23.84","5,,,S"
"GHM00065418","2019-08","9.557","-0.863","168.6","TAMALE, GH","","","","","0","5,S","26","5,S","6","5,S","","","20190831",",5,S","","","33.2","5,S,31,","31.26","5,,,S","",""
"GHM00065418","2023-01","9.557","-0.863","168.6","TAMALE, GH","0","5,S","0","5,S","","","","","","","20230102",",5,S","","","16.5","5,S,02,","","","","","21.35","5,,,S"
"GHM00065418","2023-07","9.557","-0.863","168.6","TAMALE, GH","","","","","0","5,S","26","5,S","15","5,S","","","20230702",",5,S","","","34.5","5,S,02,","31.98","5,,,S","",""
"GHM00065418","2023-11","9.557","-0.863","168.6","TAMALE, GH","0","2,S","0","2,S","","","","","","","20231120",",2,S","","","20.0","2,S,20,","","","","","24.50","2,,,S"
"GHM00065418","2023-12","9.557","-0.863","168.6","TAMALE, GH","0","4,S","0","4,S","","","","","","","20231221",",4,S","","","16.7","4,S,21,","","","","","19.77","4,,,S"
"GHM00065418","2024-01","9.557","-0.863","168.6","TAMALE, GH","0","5,S","0","5,S","","","","","","","20240127",",5,S","","","18.2","5,S,27,","","","","","21.05","5,,,S"
"GHM00065418","2024-02","9.557","-0.863","168.6","TAMALE, GH","","","","","0","2,S","27","2,S","27","2,S","","","20240214","+,2,S","","","42.0","2,S,14,+","39.37","2,,,S","",""
"GHM00065418","2024-04","9.557","-0.863","168.6","TAMALE, GH","","","","","0","4,S","26","4,S","25","4,S","","","20240430",",4,S","","","42.0","4,S,30,","38.00","4,,,S","",""
