"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00051996","1996-03","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","6",",0","3",",0","0",",0","1","3,0","2",",0","","","","","3","1,0","2","1,0","0","1,0","1","","","","19960317",",3,0","19960324","+,,0","","","19960314",",,0","19960311",",1,0","","","25","3,,0,17,","25",",,0,24,+","14.0",",,0,14,","25.0","1,0,11,","","","","","26.7",",,,0","58",",,,0","","","10.23","1,,,0","","","","","",""
"USC00051996","1996-04","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","0",",0","11",",0","0",",0","","","","","19960414","+,,0","19960414",",,0","","","19960414",",,0","19960410",",,0","","","0",",T,0,14,+","13",",,0,14,","4.6",",,0,14,","30.6",",0,10,","","","","","16.1",",,,0","21",",,,0","","","18.66",",,,0","","","","","",""
"USC00051996","1996-05","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","15",",0","8",",0","1",",0","0",",0","0",",0","","","","","0","2,0","15","2,0","3","2,0","11","","","","19960531","+,,0","19960531","+,,0","","","19960509",",,0","19960518",",2,0","","","0",",,0,31,+","0",",,0,31,+","26.7",",,0,09,","36.1","2,0,18,","","","","","101.8",",,,0","0",",,,0","","","21.58","2,,,0","","","","","",""
"USC00051996","1996-06","40.86","-102.803","1130.5","CROOK, CO US","","","","","79.5","3,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","29",",0","7",",0","","","19960616","+,3,0","19960630","+,,0","19960630","+,,0","","","19960616",",,0","19960627","+,,0","5.6","3,0,16,+","0",",,0,30,+","0",",,0,30,+","48.3",",,0,16,","34.4",",0,27,+","","","19.4",",0","79.8",",,,0","0",",,,0","20.60","3,0","28.92",",,,0","12.27","3,,,0","","","",""
"USC00051996","1996-07","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","13",",0","8",",0","0",",0","0",",0","0",",0","","","","","0","1,0","29","1,0","13","1,0","2","","","","19960731","+,,0","19960731","+,,0","6","","19960727",",,0","19960703",",1,0","","","0",",,0,31,+","0",",,0,31,+","14.5",",,0,27,","38.9","1,0,03,","","","","","73.7",",,,0","0",",,,0","","","31.61","1,,,0","","","","","",""
"USC00051996","1996-08","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","0","1,0","30","1,0","6","1,0","5","","","","19960831","+,,0","19960831","+,,0","","","19960830",",,0","19960812",",1,0","","","0",",,0,31,+","0",",,0,31,+","64.0",",,0,30,","35.0","1,0,12,","","","","","133.1",",,,0","0",",,,0","","","30.39","1,,,0","","","","","",""
"USC00051996","1996-09","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","6",",0","5",",0","2",",0","0",",0","0",",0","","","","","0","2,0","17","2,0","4","2,0","5","","","","19960930","+,,0","19960930","+,,0","2","","19960918",",,0","19960910","+,2,0","","","0",",,0,30,+","0",",,0,30,+","43.7",",,0,18,","34.4","2,0,10,+","","","","","104.7",",,,0","0",",,,0","","","23.93","2,,,0","","","","","",""
"USC00051996","1996-10","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","0","1,0","15","1,0","2","1,0","","","","","19961031","+,,0","19961031","+,,0","","","19961026",",,0","19961011",",1,0","","","0",",,0,31,+","0",",,0,31,+","4.8",",,0,26,","33.9","1,0,11,","","","","","10.0",",,,0","0",",,,0","","","19.90","1,,,0","","","","","",""
"USC00051996","1996-11","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","4",",0","0",",0","0",",0","3","4,0","1",",0","","","","","3","2,0","1","2,0","0","2,0","5","","","","19961127",",4,0","19961127",",,0","","","19961127",",,0","19961119",",2,0","","","51","4,,0,27,","38",",,0,27,","2.0",",,0,27,","25.0","2,0,19,","","","","","4.4",",,,0","64",",,,0","","","9.80","2,,,0","","","","","",""
"USC00051996","1996-12","40.86","-102.803","1130.5","CROOK, CO US","","","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","4","4,0","0","4,0","0","4,0","3","","","","19961223","+,,0","19961223",",,0","","","19961223","+,,0","19961208",",4,0","","","0",",T,0,23,+","3",",,0,23,","0.3",",,0,23,+","18.9","4,0,08,","","","","","0.6",",,,0","3",",,,0","","","8.85","4,,,0","","","","","",""
