"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00461204","1938-10","38.83333","-79.25","419.1","BRUSHY RUN, WV US","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00461204","1938-11","38.83333","-79.25","419.1","BRUSHY RUN, WV US","8",",6","5",",6","0",",6","","","1",",6","","","","","","","1","","","","19381125",",,6","","","19381125",",,6","","","","","203",",,6,25,","16.8",",,6,25,","","","48.6",",,,6","203",",,,6","",""
"USC00461204","1938-12","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","2",",6","1",",6","","","1","1,6","","","","","","","2","","","","19381227",",1,6","","","19381210",",,6","","","","","127","1,,6,27,","26.4",",,6,10,","","","47.5",",,,6","127","1,,,6","",""
"USC00461204","1939-01","38.83333","-79.25","419.1","BRUSHY RUN, WV US","11",",6","8",",6","1",",6","","","5","1,6","","","","","","","","","","","19390114",",1,6","","","19390130",",,6","","","","","165","1,,6,14,","45.5",",,6,30,","","","94.5",",,,6","381","1,,,6","",""
"USC00461204","1939-02","38.83333","-79.25","419.1","BRUSHY RUN, WV US","9",",6","9",",6","1",",6","","","1",",6","","","","","","","","","","","19390226",",,6","","","19390204",",,6","","","","","51",",,6,26,","26.7",",,6,04,","","","81.3",",,,6","51",",,,6","",""
"USC00461204","1939-03","38.83333","-79.25","419.1","BRUSHY RUN, WV US","7",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","19390318",",,6","","","19390312",",,6","","","","","0",",T,6,18,","16.8",",,6,12,","","","50.3",",,,6","0",",T,,6","",""
"USC00461204","1939-04","38.83333","-79.25","419.1","BRUSHY RUN, WV US","14",",6","9",",6","1",",6","","","0",",6","","","","","","","","","","","19390430","+,,6","","","19390416",",,6","","","","","0",",,6,30,+","28.4",",,6,16,","","","74.7",",,,6","0",",,,6","",""
"USC00461204","1939-05","38.83333","-79.25","419.1","BRUSHY RUN, WV US","9",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","19390531","+,,6","","","19390528",",,6","","","","","0",",,6,31,+","19.8",",,6,28,","","","65.0",",,,6","0",",,,6","",""
"USC00461204","1939-06","38.83333","-79.25","419.1","BRUSHY RUN, WV US","15",",6","11",",6","2",",6","","","","","","","","","","","4","","","","","","","","19390602",",,6","","","","","","","32.3",",,6,02,","","","135.1",",,,6","","","",""
"USC00461204","1939-07","38.83333","-79.25","419.1","BRUSHY RUN, WV US","14",",6","7",",6","2",",6","","","","","","","","","","","5","","","","","","","","19390721",",,6","","","","","","","67.6",",,6,21,","","","157.8",",,,6","","","",""
