"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN024140101","1907-02","20.85","88.25","10.0","SANDHEADS, IN","2",",I","1",",I","0",",I","","","","","","","","","","","","","19070227",",,I","","","","","5.1",",,I,27,","","","5.4",",,,I","","","","","",""
"IN024140101","1907-08","20.85","88.25","10.0","SANDHEADS, IN","19","1,I","12","1,I","3","1,I","","","","","","","","","","","","","19070808",",1,I","","","","","101.6","1,,I,08,","","","291.5","1,,,I","","","","","",""
"IN024140101","1907-11","20.85","88.25","10.0","SANDHEADS, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","19071130","+,,I","","","","","0.0",",,I,30,+","","","0.0",",,,I","","","","","",""
"IN024140101","1908-02","20.85","88.25","10.0","SANDHEADS, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","19080229","+,,I","","","","","0.0",",,I,29,+","","","0.0",",,,I","","","","","",""
"IN024140101","1908-04","20.85","88.25","10.0","SANDHEADS, IN","0","4,I","0","4,I","0","4,I","","","","","","","","","","","","","19080430","+,4,I","","","","","0.0","4,,I,30,+","","","0.0","4,,,I","","","","","",""
"IN024140101","1908-06","20.85","88.25","10.0","SANDHEADS, IN","15",",I","10",",I","2",",I","","","","","","","","","","","","","19080617",",,I","","","","","58.4",",,I,17,","","","180.6",",,,I","","","","","",""
"IN024140101","1908-07","20.85","88.25","10.0","SANDHEADS, IN","20",",I","12",",I","1",",I","","","","","","","","","","","","","19080706",",,I","","","","","33.3",",,I,06,","","","152.8",",,,I","","","","","",""
"IN024140101","1908-08","20.85","88.25","10.0","SANDHEADS, IN","23",",I","14",",I","2",",I","","","","","","","","","","","","","19080817",",,I","","","","","105.4",",,I,17,","","","270.9",",,,I","","","","","",""
"IN024140101","1908-09","20.85","88.25","10.0","SANDHEADS, IN","12",",I","8",",I","1",",I","","","","","","","","","","","","","19080918",",,I","","","","","30.5",",,I,18,","","","126.4",",,,I","","","","","",""
"IN024140101","1908-10","20.85","88.25","10.0","SANDHEADS, IN","6",",I","2",",I","0",",I","","","","","","","","","","","","","19081016",",,I","","","","","9.7",",,I,16,","","","18.7",",,,I","","","","","",""
"IN024140101","1908-11","20.85","88.25","10.0","SANDHEADS, IN","1",",I","1",",I","0",",I","","","","","","","","","","","","","19081119",",,I","","","","","3.8",",,I,19,","","","3.8",",,,I","","","","","",""
"IN024140101","1908-12","20.85","88.25","10.0","SANDHEADS, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","19081231","+,,I","","","","","0.0",",,I,31,+","","","0.0",",,,I","","","","","",""
"IN024140101","1909-01","20.85","88.25","10.0","SANDHEADS, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","19090131","+,,I","","","","","0.0",",,I,31,+","","","0.0",",,,I","","","","","",""
"IN024140101","1909-02","20.85","88.25","10.0","SANDHEADS, IN","2",",I","1",",I","1",",I","","","","","","","","","","","","","19090202",",,I","","","","","25.4",",,I,02,","","","26.4",",,,I","","","","","",""
"IN024140101","1909-03","20.85","88.25","10.0","SANDHEADS, IN","0",",I","0",",I","0",",I","","","","","","","","","","","","","19090331","+,,I","","","","","0.0",",,I,31,+","","","0.0",",,,I","","","","","",""
"IN024140101","1909-04","20.85","88.25","10.0","SANDHEADS, IN","8",",I","6",",I","0",",I","","","","","","","","","","","","","19090412",",,I","","","","","11.4",",,I,12,","","","31.4",",,,I","","","","","",""
"IN024140101","1909-05","20.85","88.25","10.0","SANDHEADS, IN","6",",I","4",",I","3",",I","","","","","","","","","","","","","19090522",",,I","","","","","27.2",",,I,22,","","","85.4",",,,I","","","","","",""
"IN024140101","1909-06","20.85","88.25","10.0","SANDHEADS, IN","15",",I","12",",I","4",",I","","","","","","","","","","","","","19090605",",,I","","","","","76.2",",,I,05,","","","270.8",",,,I","","","","","",""
"IN024140101","1909-07","20.85","88.25","10.0","SANDHEADS, IN","22",",I","18",",I","2",",I","","","","","","","","","","","","","19090730",",,I","","","","","47.8",",,I,30,","","","188.5",",,,I","","","","","",""
"IN024140101","1909-08","20.85","88.25","10.0","SANDHEADS, IN","14",",I","13",",I","6",",I","","","","","","","","","","","","","19090825",",,I","","","","","83.8",",,I,25,","","","366.8",",,,I","","","","","",""
