"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00428631","1940-06","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19400630",",,6","","","","","","","","","4.3",",,6,30,","","","","","7.6",",,,6","","","","","","","",""
"USC00428631","1940-12","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","7",",6","5",",6","0",",6","10",",6","2",",6","","","","","","","","","","","4","","","","19401231","+,,6","19401231",",,6","","","19401231",",,6","","","","","25",",,6,31,+","51",",,6,31,","9.4",",,6,31,","","","","","30.3",",,,6","117",",,,6","","","","","",""
"USC00428631","1941-01","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","8",",6","4",",6","0",",6","11","3,6","3",",6","","","","","","","","","","","3","","","","19410116",",3,6","19410116","+,,6","","","19410124",",,6","","","","","76","3,,6,16,","51",",,6,16,+","7.6",",,6,24,","","","","","20.8",",,,6","145",",,,6","","","","","",""
"USC00428631","1941-02","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","9",",6","4",",6","0",",6","1",",6","0",",6","","","","","","","","","","","4","","","","19410207",",,6","19410207",",,6","","","19410212",",,6","","","","","25",",,6,07,","13",",,6,07,","17.3",",,6,12,","","","","","36.3",",,,6","13",",,,6","","","","","",""
"USC00428631","1941-03","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","8",",6","5",",6","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","19410331","+,,6","19410331","+,,6","","","19410302",",,6","","","","","0",",,6,31,+","0",",,6,31,+","23.4",",,6,02,","","","","","48.0",",,,6","0",",,,6","","","","","",""
"USC00428631","1941-04","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","12",",6","5",",6","1",",6","2",",6","2",",6","","","","","","","","","","","","","","","19410417",",,6","19410417","+,,6","","","19410416",",,6","","","","","127",",,6,17,","76",",,6,17,+","27.9",",,6,16,","","","","","71.6",",,,6","152",",,,6","","","","","",""
"USC00428631","1941-05","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","12",",6","7",",6","0",",6","","","0","1,6","","","","","","","","","","","","","","","","","19410531","+,1,6","","","19410526",",,6","","","","","","","0","1,,6,31,+","17.8",",,6,26,","","","","","57.6",",,,6","0","1,,,6","","","","","",""
"USC00428631","1941-06","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","9",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19410630","+,,6","","","19410607",",,6","","","","","","","0",",,6,30,+","25.9",",,6,07,","","","","","49.4",",,,6","0",",,,6","","","","","",""
"USC00428631","1941-07","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","6",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19410731","+,,6","","","19410726",",,6","","","","","","","0",",,6,31,+","9.7",",,6,26,","","","","","27.5",",,,6","0",",,,6","","","","","",""
"USC00428631","1941-08","40.75","-112.0","1289.9","TERMINAL, UT US","","","","","6",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19410831","+,,6","","","19410817",",,6","","","","","","","0",",,6,31,+","24.1",",,6,17,","","","","","41.3",",,,6","0",",,,6","","","","","",""
