"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00097350","1911-01","34.7","-84.733333","233.2","RAMHURST, GA US","0.0","6","0.0","1,6","12",",6","10",",6","2",",6","0",",6","0","1,6","8","1,6","1",",6","3",",6","0",",6","","","19110105",",1,6","19110104",",,6","","","19110103",",,6","19110113",",,6","-11.7","1,6,05,","0",",T,6,04,","30.5",",,6,03,","22.2",",6,13,","","","276.1",",6","116.2",",,,6","0",",T,,6","9.18","1,6","14.07",",,,6","4.30","1,,,6"
"USC00097350","1911-02","34.7","-84.733333","233.2","RAMHURST, GA US","0.0","6","0.0",",6","12",",6","10",",6","0",",6","0",",6","0",",6","6",",6","0",",6","5",",6","0",",6","","","19110222",",,6","19110211",",,6","","","19110220",",,6","19110218",",,6","-6.1",",6,22,","0",",T,6,11,","22.1",",,6,20,","22.8",",6,18,","","","212.0",",6","116.3",",,,6","0",",T,,6","10.76",",6","15.97",",,,6","5.56",",,,6"
"USC00097350","1911-03","34.7","-84.733333","233.2","RAMHURST, GA US","3.1","6","3.1","2,6","11",",6","7",",6","1",",6","","","0","1,6","5","1,6","0","2,6","10","2,6","0","2,6","","","19110316",",1,6","","","","","19110326",",,6","19110322","+,2,6","-5.0","1,6,16,","","","26.7",",,6,26,","23.9","2,6,22,+","","","180.0","2,6","67.9",",,,6","","","12.21","2,6","18.79","2,,,6","5.63","1,,,6"
"USC00097350","1911-04","34.7","-84.733333","233.2","RAMHURST, GA US","18.4","6","15.3",",6","10",",6","8",",6","2",",6","","","0",",6","0",",6","0",",6","16",",6","0",",6","","","19110402",",,6","","","","","19110408",",,6","19110407","+,,6","0.6",",6,02,","","","71.1",",,6,08,","25.6",",6,07,+","","","90.8",",6","146.7",",,,6","","","15.82",",6","20.99",",,,6","10.64",",,,6"
"USC00097350","1911-05","34.7","-84.733333","233.2","RAMHURST, GA US","113.4","6","95.0","1,6","6",",6","3",",6","0",",6","","","0",",6","0",",6","0","1,6","30","1,6","0","1,6","","","19110503",",,6","","","","","19110521",",,6","19110529",",1,6","6.1",",6,03,","","","12.2",",,6,21,","31.7","1,6,29,","","","19.5","1,6","32.8",",,,6","","","20.97","1,6","26.82","1,,,6","15.12",",,,6"
"USC00097350","1911-06","34.7","-84.733333","233.2","RAMHURST, GA US","292.1","6","178.7","1,6","10",",6","6",",6","0",",6","","","0",",6","0",",6","0","1,6","29","1,6","5","1,6","","","19110614",",,6","","","","","19110617",",,6","19110612","+,1,6","13.3",",6,14,","","","15.2",",,6,17,","34.4","1,6,12,+","","","0.0","1,6","55.9",",,,6","","","24.53","1,6","29.83","1,,,6","19.22",",,,6"
"USC00097350","1911-07","34.7","-84.733333","233.2","RAMHURST, GA US","450.0","6","157.9",",6","17",",6","14",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","3",",6","","","19110727",",,6","","","","","19110709",",,6","19110704",",,6","11.1",",6,27,","","","17.8",",,6,09,","33.3",",6,04,","0.0","6","0.0",",6","120.0",",,,6","","","23.43",",6","27.78",",,,6","19.07",",,,6"
"USC00097350","1911-08","34.7","-84.733333","233.2","RAMHURST, GA US","627.0","6","177.0","2,6","12",",6","9",",6","1",",6","","","0",",6","0",",6","0","2,6","29","2,6","0","2,6","","","19110821",",,6","","","","","19110815",",,6","19110828","+,2,6","14.4",",6,21,","","","45.0",",,6,15,","31.7","2,6,28,+","0.0","6","0.0","2,6","93.8",",,,6","","","24.49","2,6","28.56","2,,,6","20.42",",,,6"
"USC00097350","1911-09","34.7","-84.733333","233.2","RAMHURST, GA US","813.3","6","186.3",",6","9",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","3",",6","1","","19110914",",,6","","","","","19110917",",,6","19110929","+,,6","16.7",",6,14,","","","8.4",",,6,17,","32.2",",6,29,+","0.0","6","0.0",",6","38.6",",,,6","","","24.54",",6","29.14",",,,6","19.95",",,,6"
"USC00097350","1911-10","34.7","-84.733333","233.2","RAMHURST, GA US","881.7","6","68.4","1,6","4",",6","4",",6","2",",6","","","0",",6","0",",6","0","1,6","23","1,6","0","1,6","","","19111024","+,,6","","","","","19111017",",,6","19111002","+,1,6","2.8",",6,24,+","","","74.9",",,6,17,","31.1","1,6,02,+","44.0","6","44.0","1,6","128.2",",,,6","","","19.19","1,6","24.01","1,,,6","14.37",",,,6"
