"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00111175","1957-01","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","31",",","19570130",",,E","540",",,E,30,"
"NOE00111175","1957-02","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","28",",","19570228","+,,E","600",",,E,28,+"
"NOE00111175","1957-03","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","31",",","19570301",",,E","620",",,E,01,"
"NOE00111175","1957-04","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","17",",","19570401",",,E","350",",,E,01,"
"NOE00111175","1957-05","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19570503",",,E","20",",,E,03,"
"NOE00111175","1957-06","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19570630","+,,E","0",",,E,30,+"
"NOE00111175","1957-07","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19570731","+,,E","0",",,E,31,+"
"NOE00111175","1957-08","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19570831","+,,E","0",",,E,31,+"
"NOE00111175","1957-09","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19570930","+,,E","0",",,E,30,+"
"NOE00111175","1957-10","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19571031","+,,E","0",",,E,31,+"
"NOE00111175","1957-11","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","6",",","19571130",",,E","40",",,E,30,"
"NOE00111175","1957-12","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","26",",","19571214",",,E","490",",,E,14,"
"NOE00111175","1958-01","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","31",",","19580128",",,E","680",",,E,28,"
"NOE00111175","1958-02","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","28",",","19580224","+,,E","420",",,E,24,+"
"NOE00111175","1958-03","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","31",",","19580329",",,E","710",",,E,29,"
"NOE00111175","1958-04","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","30",",","19580409",",,E","880",",,E,09,"
"NOE00111175","1958-05","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","4",",","19580501",",,E","240",",,E,01,"
"NOE00111175","1958-06","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19580630","+,,E","0",",,E,30,+"
"NOE00111175","1958-07","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19580731","+,,E","0",",,E,31,+"
"NOE00111175","1958-08","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19580831","+,,E","0",",,E,31,+"
"NOE00111175","1958-09","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19580930","+,,E","0",",,E,30,+"
"NOE00111175","1958-10","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19581031","+,,E","0",",,E,31,+"
"NOE00111175","1958-11","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","3",",","19581102","+,,E","40",",,E,02,+"
"NOE00111175","1958-12","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","30",",","19581220",",,E","500",",,E,20,"
"NOE00111175","1959-01","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","31",",","19590119",",,E","530",",,E,19,"
"NOE00111175","1959-02","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","20",",","19590201",",,E","400",",,E,01,"
"NOE00111175","1959-03","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","2",",","19590309",",,E","110",",,E,09,"
"NOE00111175","1959-04","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","2",",","19590423",",,E","90",",,E,23,"
"NOE00111175","1959-05","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19590531","+,,E","0",",,E,31,+"
"NOE00111175","1959-06","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19590630","+,,E","0",",,E,30,+"
"NOE00111175","1959-07","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19590731","+,,E","0",",,E,31,+"
"NOE00111175","1959-08","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19590831","+,,E","0",",,E,31,+"
"NOE00111175","1959-09","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19590930","+,,E","0",",,E,30,+"
"NOE00111175","1959-10","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19591026","+,,E","20",",,E,26,+"
"NOE00111175","1959-11","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19591130","+,,E","0",",,E,30,+"
"NOE00111175","1959-12","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","11",",","19591220",",,E","60",",,E,20,"
"NOE00111175","1960-01","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","25",",","19600131",",,E","650",",,E,31,"
"NOE00111175","1960-02","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","29",",","19600201",",,E","670",",,E,01,"
"NOE00111175","1960-03","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","31",",","19600305",",,E","370",",,E,05,"
"NOE00111175","1960-04","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","10",",","19600401",",,E","240",",,E,01,"
"NOE00111175","1960-05","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19600531","+,,E","0",",,E,31,+"
"NOE00111175","1960-06","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19600630","+,,E","0",",,E,30,+"
"NOE00111175","1960-07","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19600731","+,,E","0",",,E,31,+"
"NOE00111175","1960-08","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19600831","+,,E","0",",,E,31,+"
"NOE00111175","1960-09","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","0",",","19600930","+,,E","0",",,E,30,+"
"NOE00111175","1960-10","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","6",",","19601030",",,E","250",",,E,30,"
"NOE00111175","1960-11","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","30",",","19601101",",,E","190",",,E,01,"
"NOE00111175","1960-12","67.3556","14.8544","7.0","HEGGMOEN VED BODOE, NO","29",",","19601208",",,E","240",",,E,08,"
