"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00425930","1894-03","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","","","","","","","7",",6","","","","","","","","","","","","","","","18940318",",,6","","","","","","","127",",,6,18,","","","","","","","","","","","432",",,,6","","","","","",""
"USC00425930","1894-05","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","18940515",",,6","","","","","","","25",",,6,15,","","","","","","","","","","","25",",,,6","","","","","",""
"USC00425930","1894-10","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","18941031","+,,6","","","","","","","1.0",",,6,31,+","","","","","","","2.5",",,,6","","","","","","","",""
"USC00425930","1894-12","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","8",",6","7",",6","0",",6","7",",6","","","","","","","","","","","","","","","18941229",",,6","18941229",",,6","","","","","178",",,6,29,","17.8",",,6,29,","","","","","","","47.3",",,,6","470",",,,6","","","","","",""
"USC00425930","1895-01","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","7",",6","7",",6","0",",6","7",",6","","","","","","","","","","","","","","","18950104",",,6","18950104",",,6","","","","","152",",,6,04,","15.2",",,6,04,","","","","","","","48.2",",,,6","482",",,,6","","","","","",""
"USC00425930","1895-02","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","5",",6","5",",6","0",",6","5",",6","","","","","","","","","","","","","","","18950212",",,6","18950212",",,6","","","","","152",",,6,12,","15.2",",,6,12,","","","","","","","43.1",",,,6","431",",,,6","","","","","",""
"USC00425930","1895-03","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","5",",6","5",",6","1",",6","5",",6","","","","","","","","","","","","","","","18950313",",,6","18950313",",,6","","","","","279",",,6,13,","27.9",",,6,13,","","","","","","","50.7",",,,6","507",",,,6","","","","","",""
"USC00425930","1895-04","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","18950429",",,6","","","","","","","15.2",",,6,29,","","","","","","","20.3",",,,6","","","","","","","",""
"USC00425930","1895-05","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","4",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","18950528",",,6","18950528",",,6","","","","","76",",,6,28,","15.2",",,6,28,","","","","","","","30.4",",,,6","76",",,,6","","","","","",""
"USC00425930","1895-10","39.55","-111.466667","1785.8","MOUNT PLEASANT, UT US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","18951003",",,6","","","","","","","10.2",",,6,03,","","","","","","","13.2",",,,6","","","","","","","",""
