"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00465847","1933-07","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","9",",6","6",",6","1",",6","","","0",",6","","","","","","","9","","","","19330731","+,,6","19330703",",,6","","","","","0",",,6,31,+","33.8",",,6,03,","","","81.5",",,,6","0",",,,6","",""
"USC00465847","1933-08","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","11",",6","9",",6","1",",6","","","0",",6","","","","","","","13","","","","19330831","+,,6","19330804",",,6","","","","","0",",,6,31,+","55.4",",,6,04,","","","123.2",",,,6","0",",,,6","",""
"USC00465847","1933-09","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","12",",6","8",",6","1",",6","","","","","","","","","","","11","","","","","","19330904",",,6","","","","","","","57.9",",,6,04,","","","129.0",",,,6","","","",""
"USC00465847","1933-10","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","3",",6","3",",6","0",",6","","","","","","","","","","","16","","","","","","19331017",",,6","","","","","","","6.4",",,6,17,","","","17.1",",,,6","","","",""
"USC00465847","1933-11","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","14",",6","5",",6","0",",6","","","2",",6","","","","","","","6","","","","19331114",",,6","19331106",",,6","","","","","51",",,6,14,","21.6",",,6,06,","","","48.1",",,,6","96",",,,6","",""
"USC00465847","1933-12","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","12",",6","11",",6","0",",6","","","3",",6","","","","","","","3","","","","19331226",",,6","19331218",",,6","","","","","89",",,6,26,","23.4",",,6,18,","","","109.4",",,,6","191",",,,6","",""
"USC00465847","1934-01","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","",""
"USC00465847","1934-02","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","8",",6","3",",6","0",",6","","","","","","","","","","","5","","","","","","19340226",",,6","","","","","","","10.2",",,6,26,","","","24.7",",,,6","","","",""
"USC00465847","1934-03","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","","","","","","","","","3",",6","","","","","","","7","","","","19340314","+,,6","","","","","","","51",",,6,14,+","","","","","","","140",",,,6","",""
"USC00465847","1934-04","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","10",",6","5",",6","0",",6","","","0",",6","","","","","","","6","","","","19340430","+,,6","19340407",",,6","","","","","0",",,6,30,+","20.3",",,6,07,","","","62.2",",,,6","0",",,,6","",""
"USC00465847","1934-05","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","7",",6","5",",6","0",",6","","","","","","","","","","","9","","","","","","19340523",",,6","","","","","","","11.2",",,6,23,","","","45.1",",,,6","","","",""
"USC00465847","1934-06","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","7",",6","6",",6","1",",6","","","0",",6","","","","","","","3","","","","19340630","+,,6","19340619",",,6","","","","","0",",,6,30,+","26.4",",,6,19,","","","89.6",",,,6","0",",,,6","",""
"USC00465847","1934-07","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","12",",6","9",",6","1",",6","","","0",",6","","","","","","","6","","","","19340731","+,,6","19340728",",,6","","","","","0",",,6,31,+","63.5",",,6,28,","","","154.9",",,,6","0",",,,6","",""
"USC00465847","1934-08","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","10",",6","6",",6","3",",6","","","0",",6","","","","","","","12","","","","19340831","+,,6","19340824",",,6","","","","","0",",,6,31,+","36.8",",,6,24,","","","145.6",",,,6","0",",,,6","",""
"USC00465847","1934-09","39.98333","-80.73333","200.9","MC MECHEN DAM 13, WV US","10",",6","6",",6","2",",6","","","","","","","","","","","16","","","","","","19340908",",,6","","","","","","","67.3",",,6,08,","","","141.8",",,,6","","","",""
