"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040758","1930-01","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","12",",6","12",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19300111",",,6","","","","","","","","","42.2",",,6,11,","","","","","241.7",",,,6","","","","","","","",""
"USC00040758","1930-02","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19300223",",,6","","","","","","","","","13.2",",,6,23,","","","","","21.6",",,,6","","","","","","","",""
"USC00040758","1930-03","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","9",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19300315",",,6","","","","","","","","","61.2",",,6,15,","","","","","164.9",",,,6","","","","","","","",""
"USC00040758","1930-04","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","3",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19300430",",,6","","","","","","","","","38.9",",,6,30,","","","","","39.9",",,,6","","","","","","","",""
"USC00040758","1930-05","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19300504",",,6","","","","","","","","","31.5",",,6,04,","","","","","94.2",",,,6","","","","","","","",""
"USC00040758","1930-06","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19300619",",,6","","","","","","","","","1.0",",,6,19,","","","","","1.3",",,,6","","","","","","","",""
"USC00040758","1930-07","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19300731","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","0.0",",,,6","","","","","","","",""
"USC00040758","1930-08","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19300831","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","0.0",",,,6","","","","","","","",""
"USC00040758","1930-09","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19300929",",,6","","","","","","","","","1.8",",,6,29,","","","","","1.8",",,,6","","","","","","","",""
"USC00040758","1930-10","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19301009",",,6","","","","","","","","","4.1",",,6,09,","","","","","4.1",",,,6","","","","","","","",""
"USC00040758","1930-11","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19301117",",,6","","","","","","","","","56.9",",,6,17,","","","","","115.4",",,,6","","","","","","","",""
"USC00040758","1930-12","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19301231","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","0.0",",,,6","","","","","","","",""
"USC00040758","1931-01","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19310102",",,6","","","","","","","","","31.2",",,6,02,","","","","","85.7",",,,6","","","","","","","",""
"USC00040758","1931-02","34.16667","-117.81667","484.9","BIG DALTON DAM FC223, CA US","","","12",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","19310204",",,6","","","","","","","","","61.5",",,6,04,","","","","","139.2",",,,6","","","","","","","",""
