"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00023173","1937-01","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","0.0","Z","0.0","2,Z","4",",Z","2",",Z","0",",Z","0","1,Z","1",",Z","0","1,Z","28","1,Z","4","1,Z","0","1,Z","0","1,Z","19370125",",1,Z","19370131","+,1,Z","19370112",",,Z","","","19370106",",,Z","19370129",",1,Z","-13.3","1,Z,25,","0","1,,Z,31,+","38",",,Z,12,","12.7",",,Z,06,","13.3","1,Z,29,","","","542.1","1,Z","16.8",",,,Z","38",",,,Z","-0.39","2,Z","5.55","1,,,Z","-6.34","1,,,Z"
"USW00023173","1937-02","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","0.0","Z","0.0","1,Z","2",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0","1,Z","19","1,Z","0",",Z","2",",Z","0",",Z","19370201",",1,Z","19370228","+,,Z","19370228","+,,Z","","","19370213",",,Z","19370228","+,,Z","-8.3","1,Z,01,","0",",,Z,28,+","0",",,Z,28,+","1.0",",,Z,13,","21.1",",Z,28,+","","","305.3",",Z","1.5",",,,Z","0",",,,Z","7.04","1,Z","15.36",",,,Z","-1.28","1,,,Z"
"USW00023173","1937-03","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","0.0","Z","0.0",",Z","10",",Z","3",",Z","0",",Z","0",",Z","0",",Z","0",",Z","3",",Z","0",",Z","14",",Z","0",",Z","19370306",",,Z","19370331","+,,Z","19370331","+,,Z","","","19370327",",,Z","19370310",",,Z","-1.1",",Z,06,","0",",,Z,31,+","0",",,Z,31,+","8.9",",,Z,27,","27.8",",Z,10,","","","198.4",",Z","23.2",",,,Z","0",",,,Z","11.93",",Z","20.52",",,,Z","3.35",",,,Z"
"USW00023173","1937-04","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","13.3","Z","13.3",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","25",",Z","2",",Z","19370423",",,Z","19370430","+,,Z","19370430","+,,Z","","","19370403",",,Z","19370415",",,Z","2.2",",Z,23,","0",",,Z,30,+","0",",,Z,30,+","0.0",",T,Z,03,","33.9",",Z,15,","","","69.2",",Z","0.0",",T,,Z","0",",,,Z","16.47",",Z","26.05",",,,Z","6.89",",,,Z"
"USW00023173","1937-05","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","173.7","Z","160.4",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","26",",Z","19370501",",,Z","19370531","+,,Z","19370531","+,,Z","","","19370527","+,,Z","19370516","+,,Z","6.7",",Z,01,","0",",,Z,31,+","0",",,Z,31,+","0.0",",T,Z,27,+","41.7",",Z,16,+","","","0.8",",Z","0.0",",T,,Z","0",",,,Z","23.48",",Z","34.36",",,,Z","12.61",",,,Z"
"USW00023173","1937-06","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","458.8","Z","285.1",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","30",",Z","28",",Z","19370601",",,Z","19370630","+,,Z","19370630","+,,Z","","","19370628","+,,Z","19370621",",,Z","10.0",",Z,01,","0",",,Z,30,+","0",",,Z,30,+","0.0",",T,Z,28,+","43.9",",Z,21,","","","0.0",",Z","0.0",",T,,Z","0",",,,Z","27.84",",Z","37.57",",,,Z","18.10",",,,Z"
"USW00023173","1937-07","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","851.2","Z","392.4",",Z","2",",Z","2",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","30",",Z","19370719",",,Z","19370731","+,,Z","19370731","+,,Z","","","19370705",",,Z","19370703",",,Z","13.3",",Z,19,","0",",,Z,31,+","0",",,Z,31,+","9.1",",,Z,05,","46.7",",Z,03,","0.0","Z","0.0",",Z","17.7",",,,Z","0",",,,Z","30.99",",Z","40.81",",,,Z","21.18",",,,Z"
"USW00023173","1937-08","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","1241.0","Z","389.8",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","31",",Z","19370803",",,Z","19370831","+,,Z","19370831","+,,Z","","","19370813",",,Z","19370812","+,,Z","12.2",",Z,03,","0",",,Z,31,+","0",",,Z,31,+","0.0",",T,Z,13,","46.1",",Z,12,+","0.0","Z","0.0",",Z","0.0",",T,,Z","0",",,,Z","30.91",",Z","41.86",",,,Z","19.95",",,,Z"
"USW00023173","1937-09","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","1496.4","Z","255.4",",Z","1",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","30",",Z","28",",Z","19370926",",,Z","19370930","+,,Z","19370930","+,,Z","","","19370907",",,Z","19370918","+,,Z","9.4",",Z,26,","0",",,Z,30,+","0",",,Z,30,+","0.3",",,Z,07,","42.2",",Z,18,+","0.0","Z","0.0",",Z","0.3",",,,Z","0",",,,Z","26.85",",Z","37.45",",,,Z","16.24",",,,Z"
"USW00023173","1937-10","36.23333","-115.03333","573.9","LAS VEGAS WEATHER BUREAU AIRPORT, NV US","1540.0","Z","43.6",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","0",",Z","31",",Z","13",",Z","19371020",",,Z","19371031","+,,Z","19371031","+,,Z","","","19371031","+,,Z","19371027","+,,Z","2.2",",Z,20,","0",",,Z,31,+","0",",,Z,31,+","0.0",",,Z,31,+","33.3",",Z,27,+","8.0","Z","8.0",",Z","0.0",",,,Z","0",",,,Z","19.48",",Z","30.40",",,,Z","8.57",",,,Z"
