"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00029675","1936-01","55.083","93.367","477.0","KOLBA, RS","16",",I","2",",I","0",",I","","","","","","","","","","","19360105",",,I","","","","","3.9",",,I,05,","","","17.7",",,,I","",""
"RSM00029675","1936-02","55.083","93.367","477.0","KOLBA, RS","8",",I","3",",I","0",",I","","","","","","","","","","","19360202",",,I","","","","","11.4",",,I,02,","","","25.9",",,,I","",""
"RSM00029675","1936-03","55.083","93.367","477.0","KOLBA, RS","14",",I","3",",I","0",",I","","","","","","","","","","","19360319",",,I","","","","","6.4",",,I,19,","","","20.8",",,,I","",""
"RSM00029675","1936-04","55.083","93.367","477.0","KOLBA, RS","17",",I","5",",I","0",",I","","","","","","","","","","","19360411",",,I","","","","","6.2",",,I,11,","","","30.3",",,,I","",""
"RSM00029675","1936-05","55.083","93.367","477.0","KOLBA, RS","16",",I","10",",I","0",",I","","","","","","","","","","","19360501",",,I","","","","","14.0",",,I,01,","","","75.6",",,,I","",""
"RSM00029675","1936-06","55.083","93.367","477.0","KOLBA, RS","19",",I","11",",I","0",",I","","","","","","","","","","","19360604",",,I","","","","","15.9",",,I,04,","","","83.5",",,,I","",""
"RSM00029675","1936-07","55.083","93.367","477.0","KOLBA, RS","21",",I","14",",I","2",",I","","","","","","","","","","","19360705",",,I","","","","","33.3",",,I,05,","","","161.5",",,,I","",""
"RSM00029675","1936-08","55.083","93.367","477.0","KOLBA, RS","17",",I","8",",I","1",",I","","","","","","","","","","","19360814",",,I","","","","","29.4",",,I,14,","","","90.7",",,,I","",""
"RSM00029675","1936-09","55.083","93.367","477.0","KOLBA, RS","19",",I","10",",I","0",",I","","","","","","","","","","","19360917",",,I","","","","","18.0",",,I,17,","","","89.5",",,,I","",""
"RSM00029675","1936-10","55.083","93.367","477.0","KOLBA, RS","16",",I","8",",I","0",",I","","","","","","","","","","","19361025",",,I","","","","","9.2",",,I,25,","","","51.1",",,,I","",""
"RSM00029675","1936-11","55.083","93.367","477.0","KOLBA, RS","25",",I","11",",I","0",",I","","","","","","","","","","","19361112",",,I","","","","","9.6",",,I,12,","","","72.3",",,,I","",""
"RSM00029675","1936-12","55.083","93.367","477.0","KOLBA, RS","17",",I","2",",I","0",",I","","","","","","","","","","","19361206",",,I","","","","","5.7",",,I,06,","","","23.2",",,,I","",""
"RSM00029675","1937-01","55.083","93.367","477.0","KOLBA, RS","18",",I","4",",I","0",",I","","","","","","","","","","","19370106",",,I","","","","","5.9",",,I,06,","","","23.7",",,,I","",""
"RSM00029675","1937-02","55.083","93.367","477.0","KOLBA, RS","14",",I","1",",I","0",",I","","","","","","","","","","","19370223",",,I","","","","","2.5",",,I,23,","","","15.9",",,,I","",""
"RSM00029675","1937-03","55.083","93.367","477.0","KOLBA, RS","13",",I","2",",I","0",",I","","","","","","","","","","","19370316",",,I","","","","","7.6",",,I,16,","","","24.1",",,,I","",""
"RSM00029675","1937-04","55.083","93.367","477.0","KOLBA, RS","15",",I","8",",I","0",",I","","","","","","","","","","","19370414",",,I","","","","","5.9",",,I,14,","","","40.5",",,,I","",""
"RSM00029675","1937-05","55.083","93.367","477.0","KOLBA, RS","13",",I","4",",I","0",",I","","","","","","","","","","","19370529",",,I","","","","","6.7",",,I,29,","","","28.4",",,,I","",""
"RSM00029675","1937-06","55.083","93.367","477.0","KOLBA, RS","15",",I","9",",I","1",",I","","","","","","","","","","","19370613",",,I","","","","","69.2",",,I,13,","","","159.2",",,,I","",""
"RSM00029675","1937-07","55.083","93.367","477.0","KOLBA, RS","16",",I","11",",I","0",",I","","","","","","","","","","","19370718",",,I","","","","","19.7",",,I,18,","","","79.7",",,,I","",""
"RSM00029675","1937-08","55.083","93.367","477.0","KOLBA, RS","14",",I","11",",I","0",",I","","","","","","","","","","","19370811",",,I","","","","","12.9",",,I,11,","","","74.8",",,,I","",""
"RSM00029675","1937-09","55.083","93.367","477.0","KOLBA, RS","21",",I","14",",I","0",",I","","","","","","","","","","","19370904",",,I","","","","","19.5",",,I,04,","","","115.4",",,,I","",""
"RSM00029675","1937-10","55.083","93.367","477.0","KOLBA, RS","16",",I","11",",I","0",",I","","","","","","","","","","","19371030",",,I","","","","","18.9",",,I,30,","","","88.8",",,,I","",""
"RSM00029675","1937-11","55.083","93.367","477.0","KOLBA, RS","17",",I","8",",I","0",",I","","","","","","","","","","","19371111",",,I","","","","","4.2",",,I,11,","","","36.8",",,,I","",""
"RSM00029675","1937-12","55.083","93.367","477.0","KOLBA, RS","13",",I","3",",I","0",",I","","","","","","","","","","","19371205",",,I","","","","","3.3",",,I,05,","","","18.3",",,,I","",""
"RSM00029675","1938-01","55.083","93.367","477.0","KOLBA, RS","12",",I","1",",I","0",",I","","","","","","","","","","","19380117",",,I","","","","","2.6",",,I,17,","","","15.7",",,,I","",""
"RSM00029675","1938-02","55.083","93.367","477.0","KOLBA, RS","13",",I","1",",I","0",",I","","","","","","","","","","","19380225",",,I","","","","","3.2",",,I,25,","","","17.6",",,,I","",""
"RSM00029675","1938-03","55.083","93.367","477.0","KOLBA, RS","7",",I","1",",I","0",",I","","","","","","","","","","","19380326",",,I","","","","","2.7",",,I,26,","","","10.0",",,,I","",""
"RSM00029675","1938-04","55.083","93.367","477.0","KOLBA, RS","13",",I","8",",I","0",",I","","","","","","","","","","","19380417",",,I","","","","","12.5",",,I,17,","","","52.0",",,,I","",""
"RSM00029675","1938-05","55.083","93.367","477.0","KOLBA, RS","15",",I","7",",I","0",",I","","","","","","","","","","","19380523",",,I","","","","","11.3",",,I,23,","","","47.5",",,,I","",""
"RSM00029675","1938-06","55.083","93.367","477.0","KOLBA, RS","19",",I","9",",I","1",",I","","","","","","","","","","","19380623",",,I","","","","","38.0",",,I,23,","","","97.0",",,,I","",""
"RSM00029675","1938-07","55.083","93.367","477.0","KOLBA, RS","19",",I","15",",I","1",",I","","","","","","","","","","","19380710",",,I","","","","","26.6",",,I,10,","","","158.2",",,,I","",""
"RSM00029675","1938-08","55.083","93.367","477.0","KOLBA, RS","19",",I","9",",I","1",",I","","","","","","","","","","","19380805",",,I","","","","","27.1",",,I,05,","","","115.0",",,,I","",""
"RSM00029675","1938-09","55.083","93.367","477.0","KOLBA, RS","13",",I","8",",I","0",",I","","","","","","","","","","","19380915",",,I","","","","","13.8",",,I,15,","","","60.1",",,,I","",""
"RSM00029675","1938-10","55.083","93.367","477.0","KOLBA, RS","21",",I","14",",I","0",",I","","","","","","","","","","","19381023",",,I","","","","","12.2",",,I,23,","","","87.1",",,,I","",""
"RSM00029675","1938-11","55.083","93.367","477.0","KOLBA, RS","19",",I","3",",I","0",",I","","","","","","","","","","","19381128",",,I","","","","","11.8",",,I,28,","","","45.4",",,,I","",""
"RSM00029675","1938-12","55.083","93.367","477.0","KOLBA, RS","18",",I","3",",I","0",",I","","","","","","","","","","","19381206",",,I","","","","","4.1",",,I,06,","","","25.8",",,,I","",""
"RSM00029675","1939-01","55.083","93.367","477.0","KOLBA, RS","14",",I","2",",I","0",",I","","","","","","","","","","","19390108",",,I","","","","","4.6",",,I,08,","","","16.9",",,,I","",""
"RSM00029675","1939-02","55.083","93.367","477.0","KOLBA, RS","7",",I","1",",I","0",",I","","","","","","","","","","","19390227",",,I","","","","","5.0",",,I,27,","","","13.6",",,,I","",""
"RSM00029675","1939-03","55.083","93.367","477.0","KOLBA, RS","10",",I","1",",I","0",",I","","","","","","","","","","","19390306",",,I","","","","","3.2",",,I,06,","","","9.1",",,,I","",""
