"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013880","1938-01","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","0.0","0","0.0","1,Z","9",",Z","5",",Z","0",",Z","0",",Z","0",",Z","0","1,Z","7","1,Z","0",",Z","2",",Z","0",",Z","","","","","19380129","+,1,Z","19380131","+,,Z","19380131","+,,Z","","","19380111",",,Z","19380122",",,Z","-6.7","1,Z,29,+","0",",,Z,31,+","0",",,Z,31,+","8.4",",,Z,11,","25.0",",Z,22,","","","864.2","0","","","279.9",",Z","","","","","","","","","","","","","","","25.2",",,,Z","","","","","","","","","0",",,,Z","9.09","1,Z","14.39",",,,Z","3.78","1,,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-02","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1.5","0","1.5","1,Z","8",",Z","3",",Z","0",",Z","0",",Z","0",",Z","0",",Z","2",",Z","0","1,Z","8","1,Z","0","1,Z","","","","","19380228",",,Z","19380228","+,,Z","19380228","+,,Z","","","19380218",",,Z","19380214",",1,Z","-2.2",",Z,28,","0",",,Z,28,+","0",",,Z,28,+","5.3",",,Z,18,","26.7","1,Z,14,","","","1002.7","0","","","138.5","1,Z","","","","","","","","","","","","","","","16.0",",,,Z","","","","","","","","","0",",,,Z","13.22","1,Z","18.91","1,,,Z","7.53",",,,Z","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-03","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","38.5","0","37.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","0",",0","","","","","19380301",",,0","19380331","+,,0","19380331","+,,0","","","19380317",",,0","19380331",",,0","-2.2",",0,01,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,17,","30.6",",0,31,","","","1072.6","0","","","69.9",",0","","","","","","","","","","","","","","","16.8",",,,0","","","","","","","","","0",",,,0","17.27",",0","23.78",",,,0","10.76",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-04","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","85.7","0","47.2",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","","","19380411",",,0","19380430","+,,0","19380430","+,,0","","","19380423",",,0","19380429",",,0","2.2",",0,11,","0",",,0,30,+","0",",,0,30,+","61.7",",,0,23,","32.8",",0,29,","","","1122.3","0","","","49.7",",0","","","","","","","","","","","","","","","135.4",",,,0","","","","","","","","","0",",,,0","18.25",",0","25.04",",,,0","11.45",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-05","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","252.7","0","167.0",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","19380517","+,,0","19380531","+,,0","19380531","+,,0","","","19380527",",,0","19380521",",,0","10.6",",0,17,+","0",",,0,31,+","0",",,0,31,+","48.8",",,0,27,","37.2",",0,21,","","","1122.3","0","","","0.0",",0","","","","","","","","","","","","","","","74.3",",,,0","","","","","","","","","0",",,,0","23.72",",0","29.67",",,,0","17.76",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-06","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","440.9","0","188.2",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","19380616","+,,0","19380630","+,,0","19380630","+,,0","","","19380603",",,0","19380624","+,,0","13.9",",0,16,+","0",",,0,30,+","0",",,0,30,+","17.8",",,0,03,","33.3",",0,24,+","","","1122.3","0","","","0.0",",0","","","","","","","","","","","","","","","43.3",",,,0","","","","","","","","","0",",,,0","24.61",",0","29.94",",,,0","19.27",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-07","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","672.5","0","231.6",",0","13",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","19380708","+,,0","19380731","+,,0","19380731","+,,0","","","19380726",",,0","19380709",",,0","15.0",",0,08,+","0",",,0,31,+","0",",,0,31,+","56.9",",,0,26,","33.3",",0,09,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","160.1",",,,0","","","","","","","","","0",",,,0","25.80",",0","30.88",",,,0","20.73",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-08","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","956.5","0","284.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","19380831",",,0","19380831","+,,0","19380831","+,,0","","","19380813",",,0","19380827",",,0","16.7",",0,31,","0",",,0,31,+","0",",,0,31,+","56.9",",,0,13,","36.7",",0,27,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","148.8",",,,0","","","","","","","","","0",",,,0","27.50",",0","32.77",",,,0","22.22",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-09","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1136.6","0","180.1",",0","13",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","19380922",",,0","19380930","+,,0","19380930","+,,0","","","19380929",",,0","19380915","+,,0","9.4",",0,22,","0",",,0,30,+","0",",,0,30,+","72.6",",,0,29,","34.4",",0,15,+","","","0.3","0","","","0.3",",0","","","","","","","","","","","","","","","217.5",",,,0","","","","","","","","","0",",,,0","24.33",",0","29.69",",,,0","18.96",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-10","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1168.4","0","31.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19381028","+,,0","19381031","+,,0","19381031","+,,0","","","19381024",",,0","19381019",",,0","4.4",",0,28,+","0",",,0,31,+","0",",,0,31,+","44.7",",,0,24,","30.0",",0,19,","","","52.4","0","","","52.1",",0","","","","","","","","","","","","","","","57.2",",,,0","","","","","","","","","0",",,,0","17.68",",0","23.99",",,,0","11.37",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-11","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1204.8","0","36.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","18",",0","0",",0","","","","","19381129",",,0","19381130","+,,0","19381130","+,,0","","","19381105",",,0","19381108",",,0","-6.7",",0,29,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,05,","28.9",",0,08,","","","171.6","0","","","119.2",",0","","","","","","","","","","","","","","","30.7",",,,0","","","","","","","","","0",",,,0","15.57",",0","21.56",",,,0","9.59",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1938-12","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1205.7","0","0.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","4",",0","0",",0","","","","","19381223",",,0","19381231","+,,0","19381231","+,,0","","","19381227",",,0","19381204",",,0","-3.9",",0,23,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,27,","25.6",",0,04,","","","441.0","0","","","269.4",",0","","","","","","","","","","","","","","","34.5",",,,0","","","","","","","","","0",",,,0","9.67",",0","16.03",",,,0","3.31",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-01","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1.7","0","1.7",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","9",",0","0",",0","","","","","19390128",",,0","19390131","+,,0","19390131","+,,0","","","19390130",",,0","19390105",",,0","-5.0",",0,28,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,30,","25.6",",0,05,","","","681.8","0","","","240.8",",0","","","","","","","","","","","","","","","49.6",",,,0","","","","","","","","","0",",,,0","10.62",",0","17.89",",,,0","3.35",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-02","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","13.4","0","11.7",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","0",",0","","","","","19390224",",,0","19390228","+,,0","19390228","+,,0","","","19390228",",,0","19390211",",,0","-6.1",",0,24,","0",",,0,28,+","0",",,0,28,+","44.5",",,0,28,","26.1",",0,11,","","","817.8","0","","","136.0",",0","","","","","","","","","","","","","","","158.2",",,,0","","","","","","","","","0",",,,0","13.89",",0","20.13",",,,0","7.66",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-03","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","37.9","0","24.5",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","","","19390320",",,0","19390331","+,,0","19390331","+,,0","","","19390302",",,0","19390325","+,,0","-1.1",",0,20,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,02,","28.9",",0,25,+","","","919.6","0","","","101.8",",0","","","","","","","","","","","","","","","68.2",",,,0","","","","","","","","","0",",,,0","15.84",",0","22.53",",,,0","9.15",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-04","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","79.6","0","41.7",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","19390414",",,0","19390430","+,,0","19390430","+,,0","","","19390407",",,0","19390427",",,0","2.8",",0,14,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,07,","31.7",",0,27,","","","979.6","0","","","60.0",",0","","","","","","","","","","","","","","","66.8",",,,0","","","","","","","","","0",",,,0","17.72",",0","24.37",",,,0","11.07",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-05","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","183.9","0","104.3",",0","10",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","19390504",",,0","19390531","+,,0","19390531","+,,0","","","19390514",",,0","19390512",",,0","3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,14,","32.2",",0,12,","","","1002.1","0","","","22.5",",0","","","","","","","","","","","","","","","151.1",",,,0","","","","","","","","","0",",,,0","20.97",",0","27.31",",,,0","14.63",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-06","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","437.9","0","254.0",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","","","19390627",",,0","19390630","+,,0","19390630","+,,0","","","19390616",",,0","19390621",",,0","19.4",",0,27,","0",",,0,30,+","0",",,0,30,+","108.7",",,0,16,","37.2",",0,21,","","","1002.1","0","","","0.0",",0","","","","","","","","","","","","","","","224.7",",,,0","","","","","","","","","0",",,,0","26.80",",0","31.89",",,,0","21.71",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-07","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","702.7","0","264.8",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","19390723","+,,0","19390731","+,,0","19390731","+,,0","","","19390708",",,0","19390728",",,0","19.4",",0,23,+","0",",,0,31,+","0",",,0,31,+","39.6",",,0,08,","35.0",",0,28,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","150.1",",,,0","","","","","","","","","0",",,,0","26.88",",0","32.19",",,,0","21.56",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-08","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","942.3","0","239.6",",0","18",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","19390829",",,0","19390831","+,,0","19390831","+,,0","","","19390818",",,0","19390810",",,0","15.6",",0,29,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,18,","35.0",",0,10,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","152.3",",,,0","","","","","","","","","0",",,,0","26.06",",0","31.58",",,,0","20.54",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-09","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1152.1","0","209.8",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","19390923",",,0","19390930","+,,0","19390930","+,,0","","","19390902",",,0","19390909",",,0","15.6",",0,23,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,02,","36.7",",0,09,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","44.6",",,,0","","","","","","","","","0",",,,0","25.33",",0","30.72",",,,0","19.93",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-10","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1228.3","0","76.2",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","19391017",",,0","19391031","+,,0","19391031","+,,0","","","19391001",",,0","19391009",",,0","1.7",",0,17,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,01,","31.7",",0,09,","","","33.3","0","","","33.3",",0","","","","","","","","","","","","","","","39.9",",,,0","","","","","","","","","0",",,,0","19.72",",0","26.48",",,,0","12.95",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-11","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1228.3","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","10",",0","0",",0","","","","","19391127","+,,0","19391130","+,,0","19391130","+,,0","","","19391119",",,0","19391111",",,0","-3.3",",0,27,+","0",",,0,30,+","0",",,0,30,+","24.6",",,0,19,","26.7",",0,11,","","","263.7","0","","","230.4",",0","","","","","","","","","","","","","","","38.9",",,,0","","","","","","","","","0",",,,0","10.65",",0","18.29",",,,0","3.02",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013880","1939-12","32.89945","-80.0407","11.8","CHARLESTON INTL. AIRPORT, SC US","","","","","","","","","","","1228.3","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","7",",0","0",",0","","","","","19391215",",,0","19391231","+,,0","19391231","+,,0","","","19391226",",,0","19391219","+,,0","-5.6",",0,15,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,26,","23.9",",0,19,+","","","555.7","0","","","292.0",",0","","","","","","","","","","","","","","","38.9",",,,0","","","","","","","","","0",",,,0","8.91",",0","16.79",",,,0","1.04",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
