"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA0040318MN","1980-12","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","0.0",",C","10",",C","3",",C","0",",C","","","3",",C","14",",C","30",",C","19",",C","0",",C","0",",C","19801224",",,C","","","19801221","+,,C","19801221","+,,C","19801227",",,C","-34.0",",C,24,","","","40",",,C,21,+","4.0",",,C,21,+","11.0",",C,27,","","","868.1",",C","20.5",",,,C","205",",,,C","-9.67",",C","-4.50",",,,C","-14.84",",,,C","","","",""
"CA0040318MN","1981-01","49.05","-105.4833","756.0","CORONACH SPC, SK CA","0.0","C","0.0","1,C","1",",C","0",",C","0",",C","","","0",",C","0",",C","31",",C","18","1,C","0","1,C","0","1,C","19810129",",,C","","","19810106",",,C","19810106",",,C","19810123","+,1,C","-16.5",",C,29,","","","10",",,C,06,","1.0",",,C,06,","11.5","1,C,23,+","","","714.5","1,C","1.0",",,,C","10",",,,C","-5.50","1,C","-0.75","1,,,C","-10.24",",,,C","","","",""
"CA0040318MN","1981-02","49.05","-105.4833","756.0","CORONACH SPC, SK CA","0.0","C","0.0",",C","2",",C","0",",C","0",",C","","","0",",C","9",",C","24",",C","13",",C","0",",C","0",",C","19810211",",,C","","","19810211","+,,C","19810211","+,,C","19810217",",,C","-32.0",",C,11,","","","10",",,C,11,+","1.0",",,C,11,+","11.5",",C,17,","","","681.6",",C","2.0",",,,C","20",",,,C","-6.01",",C","-0.66",",,,C","-11.36",",,,C","","","",""
"CA0040318MN","1981-03","49.05","-105.4833","756.0","CORONACH SPC, SK CA","0.0","C","0.0",",C","2","1,C","0","1,C","0","1,C","","","0",",C","0",",C","27",",C","2",",C","0",",C","0",",C","19810321",",,C","","","19810320",",,C","19810320",",1,C","19810316",",,C","-17.0",",C,21,","","","20",",,C,20,","2.0","1,,C,20,","18.5",",C,16,","","","502.8",",C","3.5","1,,,C","30",",,,C","2.11",",C","8.74",",,,C","-4.52",",,,C","","","",""
"CA0040318MN","1981-04","49.05","-105.4833","756.0","CORONACH SPC, SK CA","0.0","C","0.0","1,C","3",",C","2",",C","0",",C","","","0",",C","0",",C","20",",C","0","1,C","5","1,C","0","1,C","19810413",",,C","","","19810411",",,C","19810426",",,C","19810424",",1,C","-10.0",",C,13,","","","0",",T,C,11,","13.0",",,C,26,","27.5","1,C,24,","","","328.9","1,C","20.0",",,,C","0",",T,,C","6.99","1,C","15.02","1,,,C","-1.03",",,,C","","","",""
"CA0040318MN","1981-05","49.05","-105.4833","756.0","CORONACH SPC, SK CA","0.0","C","0.0","2,C","5",",C","2",",C","0",",C","","","0",",C","0","2,C","2","2,C","0",",C","9",",C","0",",C","19810509",",2,C","","","19810531","+,,C","19810507",",,C","19810520",",,C","-5.0","2,C,09,","","","0",",,C,31,+","5.2",",,C,07,","28.0",",C,20,","","","179.7",",C","11.3",",,,C","0",",,,C","12.15","2,C","19.00",",,,C","5.29","2,,,C","","","",""
"CA0040318MN","1981-07","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","9",",C","4",",C","0",",C","","","0",",C","","","","","0",",C","29",",C","4",",C","","","","","19810731","+,,C","19810713",",,C","19810705","+,,C","","","","","0",",,C,31,+","20.2",",,C,13,","36.0",",C,05,+","","","","","42.7",",,,C","0",",,,C","","","27.94",",,,C","","","","","",""
"CA0040318MN","1981-08","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","64.8","1,C","5",",C","5",",C","0",",C","","","0",",C","0",",C","0",",C","0","1,C","29","1,C","3","1,C","19810831",",,C","","","19810831","+,,C","19810820",",,C","19810829","+,1,C","4.0",",C,31,","","","0",",,C,31,+","12.0",",,C,20,","34.0","1,C,29,+","","","8.2","1,C","38.9",",,,C","0",",,,C","20.19","1,C","28.48","1,,,C","11.89",",,,C","","","",""
"CA0040318MN","1981-09","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","9.6","1,C","3",",C","1",",C","0",",C","","","0",",C","0","1,C","4","1,C","0",",C","16",",C","2",",C","19810927",",1,C","","","19810930","+,,C","19810925",",,C","19810909","+,,C","-4.0","1,C,27,","","","0",",,C,30,+","4.0",",,C,25,","33.0",",C,09,+","","","144.2",",C","7.0",",,,C","0",",,,C","13.75","1,C","22.27",",,,C","5.24","1,,,C","","","",""
"CA0040318MN","1981-10","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","0.0","2,C","3",",C","2",",C","0",",C","","","0",",C","0","2,C","17","2,C","2",",C","1",",C","0",",C","19811025",",2,C","","","19811023",",,C","19811011",",,C","19811002",",,C","-12.0","2,C,25,","","","15",",,C,23,","12.0",",,C,11,","27.0",",C,02,","","","387.9",",C","24.7",",,,C","15",",,,C","4.74","2,C","10.66",",,,C","-1.17","2,,,C","","","",""
"CA0040318MN","1981-11","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","0.0","1,C","5",",C","4",",C","0",",C","","","4",",C","1","1,C","26","1,C","12",",C","0",",C","0",",C","19811127",",1,C","","","19811123",",,C","19811123",",,C","19811103","+,,C","-18.0","1,C,27,","","","90",",,C,23,","9.0",",,C,23,","19.5",",C,03,+","","","527.2",",C","28.0",",,,C","280",",,,C","0.10","1,C","6.03",",,,C","-5.83","1,,,C","","","",""
"CA0040318MN","1981-12","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","0.0","1,C","11",",C","4",",C","0",",C","","","4",",C","11","1,C","30","1,C","26",",C","0",",C","0",",C","19811228",",1,C","","","19811206",",,C","19811206",",,C","19811210",",,C","-38.0","1,C,28,","","","90",",,C,06,","9.0",",,C,06,","5.0",",C,10,","","","907.2",",C","29.0",",,,C","290",",,,C","-11.81","1,C","-6.76",",,,C","-16.87","1,,,C","","","",""
"CA0040318MN","1982-01","49.05","-105.4833","756.0","CORONACH SPC, SK CA","0.0","C","0.0","2,C","14",",C","4",",C","0",",C","","","4",",C","29","1,C","30","1,C","27","2,C","0","2,C","0","2,C","19820110",",1,C","","","19820116",",,C","19820116",",,C","19820126","+,2,C","-40.0","1,C,10,","","","60",",,C,16,","6.0",",,C,16,","3.0","2,C,26,+","","","1188.4","2,C","32.0",",,,C","320",",,,C","-22.66","2,C","-16.17","2,,,C","-29.15","1,,,C","","","",""
