"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000ATHO","1990-07","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","9.1",",U","0",",U","0",",U","0",",U","11",",U","0",",U","19900725","+,,U","19900721",",,U","6.7",",U,25,+","27.2",",U,21,","148.0","","148.0",",U","13.85",",U","17.97",",,,U","9.74",",,,U"
"USR0000ATHO","1990-08","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","4.2","2,U","0","1,U","0","1,U","0","1,U","7","1,U","0","1,U","19900830","+,1,U","19900812",",1,U","7.2","1,U,30,+","31.1","1,U,12,","293.0","","145.0","1,U","13.71","2,U","17.19","1,,,U","10.24","1,,,U"
"USR0000ATHO","1991-06","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","5.5",",U","0",",U","0",",U","0",",U","5",",U","0",",U","19910601",",,U","19910620",",,U","0.6",",U,01,","29.4",",U,20,","","","254.6",",U","10.03",",U","14.19",",,,U","5.87",",,,U"
"USR0000ATHO","1991-07","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","1.4",",U","0",",U","0",",U","0",",U","1",",U","0",",U","19910704",",,U","19910723",",,U","5.6",",U,04,","28.3",",U,23,","246.4","","246.4",",U","10.43",",U","13.29",",,,U","7.56",",,,U"
"USR0000ATHO","1991-08","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","0.0","2,U","0","1,U","0","1,U","0","1,U","4","1,U","0","1,U","19910829","+,1,U","19910813",",1,U","6.1","1,U,29,+","22.2","1,U,13,","450.1","","203.7","1,U","11.36","2,U","14.26","1,,,U","8.46","1,,,U"
"USR0000ATHO","1992-06","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","5.9",",U","0",",U","0",",U","0",",U","5",",U","0",",U","19920603","+,,U","19920629",",,U","3.3",",U,03,+","28.9",",U,29,","","","217.7",",U","11.27",",U","15.39",",,,U","7.16",",,,U"
"USR0000ATHO","1992-07","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","0.0",",U","0",",U","0",",U","0",",U","3",",U","0",",U","19920731","+,,U","19920701",",,U","6.7",",U,31,+","22.8",",U,01,","213.6","","213.6",",U","11.44",",U","14.64",",,,U","8.25",",,,U"
"USR0000ATHO","1992-08","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","0.0","2,U","0","1,U","0","1,U","0","1,U","3","1,U","0","1,U","19920828","+,1,U","19920804",",1,U","6.7","1,U,28,+","22.8","1,U,04,","411.4","","197.8","1,U","11.66","2,U","15.04","1,,,U","8.28","1,,,U"
"USR0000ATHO","1993-06","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","0.0","2,U","0","1,U","0","1,U","0","1,U","1","1,U","0","1,U","19930607","+,1,U","19930605",",1,U","4.4","1,U,07,+","21.7","1,U,05,","","","209.8","1,U","10.92","2,U","14.65","1,,,U","7.18","1,,,U"
"USR0000ATHO","1993-07","55.75","-132.9833","548.6","THORNE BAY ALASKA, AK US","","","2.0",",U","0",",U","0",",U","0",",U","5",",U","0",",U","19930707","+,,U","19930715",",,U","6.1",",U,07,+","25.0",",U,15,","163.3","","163.3",",U","13.13",",U","16.75",",,,U","9.51",",,,U"
