"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00157145","1960-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19600120",",,E","780",",,E,20,"
"NOE00157145","1960-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19600303",",,E","730",",,E,03,"
"NOE00157145","1960-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","13",",","19600401",",,E","290",",,E,01,"
"NOE00157145","1960-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19600521",",,E","20",",,E,21,"
"NOE00157145","1960-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19600630","+,,E","0",",,E,30,+"
"NOE00157145","1960-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19600731","+,,E","0",",,E,31,+"
"NOE00157145","1960-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19600831","+,,E","0",",,E,31,+"
"NOE00157145","1960-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19600930","+,,E","0",",,E,30,+"
"NOE00157145","1960-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","4",",","19601030",",,E","210",",,E,30,"
"NOE00157145","1960-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19601101",",,E","170",",,E,01,"
"NOE00157145","1960-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19601211","+,,E","290",",,E,11,+"
"NOE00157145","1961-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19610110",",,E","870",",,E,10,"
"NOE00157145","1961-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","28",",","19610213",",,E","690",",,E,13,"
"NOE00157145","1961-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19610326",",,E","1280",",,E,26,"
"NOE00157145","1961-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19610412",",,E","1490",",,E,12,"
"NOE00157145","1961-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","27",",","19610501",",,E","1010",",,E,01,"
"NOE00157145","1961-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19610630","+,,E","0",",,E,30,+"
"NOE00157145","1961-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19610731","+,,E","0",",,E,31,+"
"NOE00157145","1961-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19610831","+,,E","0",",,E,31,+"
"NOE00157145","1961-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19610930","+,,E","0",",,E,30,+"
"NOE00157145","1961-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19611031","+,,E","0",",,E,31,+"
"NOE00157145","1961-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","10",",","19611117",",,E","230",",,E,17,"
"NOE00157145","1961-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","27",",","19611224",",,E","550",",,E,24,"
"NOE00157145","1962-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19620116",",,E","680",",,E,16,"
"NOE00157145","1962-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","28",",","19620219",",,E","1100",",,E,19,"
"NOE00157145","1962-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19620326",",,E","1590",",,E,26,"
"NOE00157145","1962-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19620414",",,E","1550",",,E,14,"
"NOE00157145","1962-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","26",",","19620501",",,E","980",",,E,01,"
"NOE00157145","1962-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","1",",","19620604",",,E","50",",,E,04,"
"NOE00157145","1962-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19620731","+,,E","0",",,E,31,+"
"NOE00157145","1962-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19620831","+,,E","0",",,E,31,+"
"NOE00157145","1962-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19620930","+,,E","0",",,E,30,+"
"NOE00157145","1962-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","14",",","19621015",",,E","390",",,E,15,"
"NOE00157145","1962-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","27",",","19621129",",,E","470",",,E,29,"
"NOE00157145","1962-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19621210",",,E","940",",,E,10,"
"NOE00157145","1963-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19630127",",,E","1570",",,E,27,"
"NOE00157145","1963-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","28",",","19630224",",,E","2000",",,E,24,"
"NOE00157145","1963-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19630323",",,E","1960",",,E,23,"
"NOE00157145","1963-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19630401",",,E","1770",",,E,01,"
"NOE00157145","1963-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","18",",","19630501",",,E","1200",",,E,01,"
"NOE00157145","1963-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19630630","+,,E","0",",,E,30,+"
"NOE00157145","1963-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19630731","+,,E","0",",,E,31,+"
"NOE00157145","1963-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19630831","+,,E","0",",,E,31,+"
"NOE00157145","1963-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19630930","+,,E","0",",,E,30,+"
"NOE00157145","1963-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19631031","+,,E","0",",,E,31,+"
"NOE00157145","1963-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","13",",","19631123",",,E","250",",,E,23,"
"NOE00157145","1963-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","26",",","19631223",",,E","460",",,E,23,"
"NOE00157145","1964-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","25",",","19640128",",,E","370",",,E,28,"
"NOE00157145","1964-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","29",",","19640222","+,,E","950",",,E,22,+"
"NOE00157145","1964-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19640302",",,E","840",",,E,02,"
"NOE00157145","1964-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19640405","+,,E","720",",,E,05,+"
"NOE00157145","1964-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","9",",","19640501",",,E","460",",,E,01,"
"NOE00157145","1964-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19640630","+,,E","0",",,E,30,+"
"NOE00157145","1964-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19640731","+,,E","0",",,E,31,+"
"NOE00157145","1964-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19640831","+,,E","0",",,E,31,+"
"NOE00157145","1964-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19640930","+,,E","0",",,E,30,+"
"NOE00157145","1964-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","2",",","19641027",",,E","160",",,E,27,"
"NOE00157145","1964-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","27",",","19641107",",,E","450",",,E,07,"
"NOE00157145","1964-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19641229",",,E","850",",,E,29,"
"NOE00157145","1965-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19650131",",,E","1050",",,E,31,"
"NOE00157145","1965-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","28",",","19650228",",,E","1360",",,E,28,"
"NOE00157145","1965-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19650308",",,E","1640",",,E,08,"
"NOE00157145","1965-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19650406",",,E","1820",",,E,06,"
"NOE00157145","1965-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","27",",","19650502","+,,E","960",",,E,02,+"
"NOE00157145","1965-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19650630","+,,E","0",",,E,30,+"
"NOE00157145","1965-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19650731","+,,E","0",",,E,31,+"
"NOE00157145","1965-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19650831","+,,E","0",",,E,31,+"
"NOE00157145","1965-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19650930","+,,E","0",",,E,30,+"
"NOE00157145","1965-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","2",",","19651010",",,E","90",",,E,10,"
"NOE00157145","1965-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","26",",","19651123",",,E","500",",,E,23,"
"NOE00157145","1965-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19651230","+,,E","630",",,E,30,+"
"NOE00157145","1966-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19660126",",,E","850",",,E,26,"
"NOE00157145","1966-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","28",",","19660221","+,,E","850",",,E,21,+"
"NOE00157145","1966-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19660319",",,E","1210",",,E,19,"
"NOE00157145","1966-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19660401",",,E","1120",",,E,01,"
"NOE00157145","1966-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","20",",","19660510","+,,E","710",",,E,10,+"
"NOE00157145","1966-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19660630","+,,E","0",",,E,30,+"
"NOE00157145","1966-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19660731","+,,E","0",",,E,31,+"
"NOE00157145","1966-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19660831","+,,E","0",",,E,31,+"
"NOE00157145","1966-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","3",",","19660927",",,E","140",",,E,27,"
"NOE00157145","1966-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","8",",","19661029",",,E","230",",,E,29,"
"NOE00157145","1966-11","68.5","15.8831","9.0","KANSTADBOTN III, NO","8",",","19661112",",,E","130",",,E,12,"
"NOE00157145","1966-12","68.5","15.8831","9.0","KANSTADBOTN III, NO","12",",","19661223",",,E","340",",,E,23,"
"NOE00157145","1967-01","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19670125",",,E","910",",,E,25,"
"NOE00157145","1967-02","68.5","15.8831","9.0","KANSTADBOTN III, NO","28",",","19670210",",,E","1200",",,E,10,"
"NOE00157145","1967-03","68.5","15.8831","9.0","KANSTADBOTN III, NO","31",",","19670325",",,E","1320",",,E,25,"
"NOE00157145","1967-04","68.5","15.8831","9.0","KANSTADBOTN III, NO","30",",","19670403","+,,E","940",",,E,03,+"
"NOE00157145","1967-05","68.5","15.8831","9.0","KANSTADBOTN III, NO","17",",","19670501",",,E","560",",,E,01,"
"NOE00157145","1967-06","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19670630","+,,E","0",",,E,30,+"
"NOE00157145","1967-07","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19670731","+,,E","0",",,E,31,+"
"NOE00157145","1967-08","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19670831","+,,E","0",",,E,31,+"
"NOE00157145","1967-09","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19670930","+,,E","0",",,E,30,+"
"NOE00157145","1967-10","68.5","15.8831","9.0","KANSTADBOTN III, NO","0",",","19671026","+,,E","20",",,E,26,+"
