"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00287328","1941-07","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","14",",6","12",",6","3",",6","","","","","","","","","","","","","","","","","","","19410704",",,6","","","","","","","71.4",",,6,04,","211.2",",,,6","","","",""
"USC00287328","1941-08","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","19410826",",,6","","","","","","","26.9",",,6,26,","89.0",",,,6","","","",""
"USC00287328","1941-09","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","19410911","+,,6","","","","","","","0.0",",T,6,11,+","0.0",",T,,6","","","",""
"USC00287328","1941-10","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19411010",",,6","","","","","","","19.1",",,6,10,","31.3",",,,6","","","",""
"USC00287328","1941-11","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","3",",6","2",",6","","","","","","","","","","","","","","","","","","","19411101",",,6","","","","","","","36.8",",,6,01,","82.8",",,,6","","","",""
"USC00287328","1941-12","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","6",",6","4",",6","2",",6","","","0",",6","","","","","","","","","","","19411213",",,6","","","19411213",",,6","","","","","0",",T,6,13,","34.5",",,6,13,","85.2",",,,6","0",",T,,6","",""
"USC00287328","1942-01","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","5",",6","0",",6","","","2",",6","","","","","","","","","","","19420128",",,6","","","19420103",",,6","","","","","64",",,6,28,","24.1",",,6,03,","89.8",",,,6","145",",,,6","",""
"USC00287328","1942-02","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19420205",",,6","","","19420217",",,6","","","","","8",",,6,05,","25.7",",,6,17,","60.9",",,,6","8",",,,6","",""
"USC00287328","1942-03","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","9",",6","9",",6","2",",6","","","1",",6","","","","","","","","","","","19420329",",,6","","","19420317",",,6","","","","","48",",,6,29,","35.1",",,6,17,","154.7",",,,6","48",",,,6","",""
"USC00287328","1942-04","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","19420410",",,6","","","","","","","18.5",",,6,10,","34.2",",,,6","","","",""
"USC00287328","1942-05","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19420518",",,6","","","","","","","24.4",",,6,18,","60.1",",,,6","","","",""
"USC00287328","1942-06","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10","2,6","5","2,6","0","2,6","","","","","","","","","","","","","","","","","","","19420608",",2,6","","","","","","","24.9","2,,6,08,","51.9","2,,,6","","","",""
"USC00287328","1942-07","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","","","19420702",",,6","","","","","","","63.8",",,6,02,","216.7",",,,6","","","",""
"USC00287328","1942-08","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","9",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","19420809",",,6","","","","","","","62.0",",,6,09,","138.5",",,,6","","","",""
"USC00287328","1942-09","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19420928",",,6","","","","","","","23.9",",,6,28,","78.0",",,,6","","","",""
"USC00287328","1942-10","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","19421017",",,6","","","","","","","18.5",",,6,17,","80.0",",,,6","","","",""
"USC00287328","1942-11","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","19421124",",,6","","","","","","","37.6",",,6,24,","111.6",",,,6","","","",""
"USC00287328","1942-12","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","8",",6","2",",6","","","3",",6","","","","","","","","","","","19421209",",,6","","","19421230",",,6","","","","","99",",,6,09,","30.2",",,6,30,","109.8",",,,6","167",",,,6","",""
"USC00287328","1943-01","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","5",",6","1",",6","","","2",",6","","","","","","","","","","","19430128",",,6","","","19430128",",,6","","","","","61",",,6,28,","38.4",",,6,28,","74.0",",,,6","137",",,,6","",""
"USC00287328","1943-02","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","9",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19430227",",,6","","","19430211",",,6","","","","","13",",,6,27,","14.0",",,6,11,","43.2",",,,6","26",",,,6","",""
"USC00287328","1943-03","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","6",",6","0",",6","","","2",",6","","","","","","","","","","","19430313",",,6","","","19430306",",,6","","","","","71",",,6,13,","23.6",",,6,06,","65.6",",,,6","109",",,,6","",""
"USC00287328","1943-04","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","19430419",",,6","","","","","","","24.9",",,6,19,","78.4",",,,6","","","",""
"USC00287328","1943-05","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","6",",6","3",",6","","","0",",6","","","","","","","","","","","19430531","+,,6","","","19430520",",,6","","","","","0",",,6,31,+","51.8",",,6,20,","128.0",",,,6","0",",,,6","",""
"USC00287328","1943-06","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","19430627",",,6","","","","","","","31.2",",,6,27,","85.3",",,,6","","","",""
"USC00287328","1943-07","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","19430707",",,6","","","","","","","42.4",",,6,07,","160.2",",,,6","","","",""
"USC00287328","1943-08","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","19430827",",,6","","","","","","","20.8",",,6,27,","56.1",",,,6","","","",""
"USC00287328","1943-09","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19430915",",,6","","","","","","","18.8",",,6,15,","39.4",",,,6","","","",""
"USC00287328","1943-10","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","11",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","19431026",",,6","","","","","","","39.1",",,6,26,","159.2",",,,6","","","",""
"USC00287328","1943-11","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","6",",6","4",",6","2",",6","","","0",",6","","","","","","","","","","","19431124",",,6","","","19431109",",,6","","","","","0",",T,6,24,","33.0",",,6,09,","75.0",",,,6","0",",T,,6","",""
"USC00287328","1943-12","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","19431231","+,,6","","","19431227",",,6","","","","","0",",,6,31,+","15.2",",,6,27,","26.9",",,,6","0",",,,6","",""
"USC00287328","1944-01","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","7",",6","3",",6","2",",6","","","1",",6","","","","","","","","","","","19440116",",,6","","","19440104",",,6","","","","","25",",,6,16,","36.6",",,6,04,","91.3",",,,6","38",",,,6","",""
"USC00287328","1944-02","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","19440212",",,6","","","19440215",",,6","","","","","114",",,6,12,","16.3",",,6,15,","47.7",",,,6","114",",,,6","",""
"USC00287328","1944-03","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","8",",6","2",",6","","","2",",6","","","","","","","","","","","19440305",",,6","","","19440313",",,6","","","","","114",",,6,05,","50.8",",,6,13,","140.9",",,,6","178",",,,6","",""
"USC00287328","1944-04","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","10",",6","1",",6","","","1",",6","","","","","","","","","","","19440405",",,6","","","19440424",",,6","","","","","51",",,6,05,","35.1",",,6,24,","140.9",",,,6","51",",,,6","",""
"USC00287328","1944-05","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","5",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","19440531","+,,6","","","19440514",",,6","","","","","0",",,6,31,+","16.3",",,6,14,","38.4",",,,6","0",",,,6","",""
"USC00287328","1944-06","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","19440610",",,6","","","","","","","30.5",",,6,10,","84.0",",,,6","","","",""
"USC00287328","1944-07","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","19440716",",,6","","","","","","","5.3",",,6,16,","6.8",",,,6","","","",""
"USC00287328","1944-08","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","19440803",",,6","","","","","","","30.5",",,6,03,","61.0",",,,6","","","",""
"USC00287328","1944-09","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","8",",6","4",",6","","","","","","","","","","","","","","","","","","","19440913",",,6","","","","","","","90.9",",,6,13,","270.1",",,,6","","","",""
"USC00287328","1944-10","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","19441021",",,6","","","","","","","36.6",",,6,21,","42.9",",,,6","","","",""
"USC00287328","1944-11","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","9",",6","9",",6","2",",6","","","0",",6","","","","","","","","","","","19441121",",,6","","","19441121",",,6","","","","","0",",T,6,21,","57.2",",,6,21,","170.8",",,,6","0",",T,,6","",""
"USC00287328","1944-12","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","7",",6","5",",6","2",",6","","","2",",6","","","","","","","","","","","19441228","+,,6","","","19441228",",,6","","","","","25",",,6,28,+","29.0",",,6,28,","78.7",",,,6","50",",,,6","",""
"USC00287328","1945-01","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19450116",",,6","","","","","","","21.3",",,6,16,","45.5",",,,6","","","",""
"USC00287328","1945-02","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","7",",6","0",",6","","","2",",6","","","","","","","","","","","19450221",",,6","","","19450222",",,6","","","","","64",",,6,21,","20.8",",,6,22,","71.1",",,,6","115",",,,6","",""
"USC00287328","1945-03","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","19450322",",,6","","","","","","","19.1",",,6,22,","63.3",",,,6","","","",""
"USC00287328","1945-04","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","10",",6","9",",6","0",",6","","","0",",6","","","","","","","","","","","19450430","+,,6","","","19450425",",,6","","","","","0",",,6,30,+","17.8",",,6,25,","80.3",",,,6","0",",,,6","",""
"USC00287328","1945-05","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","12",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","19450509",",,6","","","","","","","27.2",",,6,09,","108.6",",,,6","","","",""
"USC00287328","1945-06","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","19450620",",,6","","","","","","","21.3",",,6,20,","94.8",",,,6","","","",""
"USC00287328","1945-07","40.33333","-74.66667","18.0","PRINCETON WATER WORK, NJ US","14",",6","12",",6","4",",6","","","","","","","","","","","","","","","","","","","19450718",",,6","","","","","","","43.2",",,6,18,","213.1",",,,6","","","",""
