"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013959","1950-07","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","846.5","0","312.1",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","4","","","","19500706","+,,0","19500731","+,,0","19500731","+,,0","8","","19500706",",,0","19500729",",,0","20.0",",0,06,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,06,","36.7",",0,29,","0.0","0","","","0.0",",0","","","","","","","","","","","65.8",",,,0","","","","","","","0",",,,0","28.40",",0","33.72",",,,0","23.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1950-08","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1175.4","0","328.9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","19500831",",,0","19500831","+,,0","19500831","+,,0","8","","19500828",",,0","19500816","+,,0","17.8",",0,31,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,28,","37.8",",0,16,+","0.0","0","","","0.0",",0","","","","","","","","","","","21.6",",,,0","","","","","","","0",",,,0","28.94",",0","35.04",",,,0","22.85",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1950-09","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1374.3","0","198.9",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","7","","","","19500909","+,,0","19500930","+,,0","19500930","+,,0","9","","19500916",",,0","19500916",",,0","15.0",",0,09,+","0",",,0,30,+","0",",,0,30,+","38.9",",,0,16,","36.1",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","125.2",",,,0","","","","","","","0",",,,0","24.96",",0","30.55",",,,0","19.38",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1950-10","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1498.8","0","124.5",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","8","","","","19501009",",,0","19501031","+,,0","19501031","+,,0","","","19501019",",,0","19501011",",,0","9.4",",0,09,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,19,","33.3",",0,11,","0.9","0","","","0.9",",0","","","","","","","","","","","50.8",",,,0","","","","","","","0",",,,0","22.32",",0","29.11",",,,0","15.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1950-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1527.1","0","28.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","18",",0","0",",0","2","","","","19501111",",,0","19501130","+,,0","19501130","+,,0","3","","19501103",",,0","19501101",",,0","-7.2",",0,11,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,03,","30.6",",0,01,","168.8","0","","","167.9",",0","","","","","","","","","","","7.9",",,,0","","","","","","","0",",,,0","13.68",",0","20.89",",,,0","6.47",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1950-12","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1530.2","0","3.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","8",",0","0",",0","5","","","","19501207","+,,0","19501231","+,,0","19501231","+,,0","1","","19501221",",,0","19501202",",,0","-9.4",",0,07,+","0",",,0,31,+","0",",,0,31,+","1.0",",,0,21,","26.7",",0,02,","454.5","0","","","285.7",",0","","","","","","","","","","","1.0",",,,0","","","","","","","0",",,,0","9.22",",0","16.45",",,,0","1.99",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-01","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","1",",0","0",",0","0",",0","12",",0","3",",0","10",",0","0",",0","3","","","","19510131","+,,0","19510131",",,0","19510131",",,0","5","","19510112",",,0","19510118",",,0","-8.9",",0,31,+","25",",,0,31,","20",",,0,31,","21.1",",,0,12,","26.7",",0,18,","753.6","0","","","299.1",",0","","","","","","","","","","","33.1",",,,0","","","","","","","20",",,,0","8.69",",0","15.88",",,,0","1.49",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-02","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","7.3","0","7.3",",0","7",",0","5",",0","0",",0","2",",0","1",",0","0",",0","8",",0","2",",0","14",",0","0",",0","6","","","","19510202",",,0","19510214","+,,0","19510214",",,0","2","","19510218",",,0","19510212",",,0","-14.4",",0,02,","25",",,0,14,+","25",",,0,14,","20.3",",,0,18,","26.7",",0,12,","968.1","0","","","214.5",",0","","","","","","","","","","","52.6",",,,0","","","","","","","25",",,,0","10.93",",0","17.47",",,,0","4.39",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-03","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","41.5","0","34.2",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","20",",0","0",",0","3","","","","19510314",",,0","19510331","+,,0","19510318",",,0","3","","19510326",",,0","19510307",",,0","-2.8",",0,14,","0",",,0,31,+","0",",T,0,18,","38.9",",,0,26,","31.7",",0,07,","1082.2","0","","","114.1",",0","","","","","","","","","","","51.4",",,,0","","","","","","","0",",T,,0","15.75",",0","22.68",",,,0","8.83",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-04","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","105.1","0","63.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","4","","","","19510412",",,0","19510430","+,,0","19510430","+,,0","6","","19510420",",,0","19510419",",,0","2.2",",0,12,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,20,","33.9",",0,19,","1127.7","0","","","45.5",",0","","","","","","","","","","","70.2",",,,0","","","","","","","0",",,,0","18.94",",0","26.00",",,,0","11.87",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-05","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","258.5","0","153.4",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","5","","","","19510508","+,,0","19510531","+,,0","19510531","+,,0","11","","19510501",",,0","19510529",",,0","11.7",",0,08,+","0",",,0,31,+","0",",,0,31,+","18.5",",,0,01,","35.0",",0,29,","1130.2","0","","","2.5",",0","","","","","","","","","","","85.0",",,,0","","","","","","","0",",,,0","23.20",",0","29.11",",,,0","17.29",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-06","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","534.8","0","276.3",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","5","","","","19510604",",,0","19510630","+,,0","19510630","+,,0","4","","19510616",",,0","19510629",",,0","16.7",",0,04,","0",",,0,30,+","0",",,0,30,+","29.2",",,0,16,","36.7",",0,29,","1130.2","0","","","0.0",",0","","","","","","","","","","","56.3",",,,0","","","","","","","0",",,,0","27.54",",0","33.04",",,,0","22.05",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-07","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","933.0","0","398.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19510728",",,0","19510731","+,,0","19510731","+,,0","4","","19510725",",,0","19510719",",,0","23.3",",0,28,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,25,","41.1",",0,19,","0.0","0","","","0.0",",0","","","","","","","","","","","8.4",",,,0","","","","","","","0",",,,0","31.18",",0","37.30",",,,0","25.06",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-08","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1361.5","0","428.5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19510824","+,,0","19510831","+,,0","19510831","+,,0","2","","19510818",",,0","19510817","+,,0","23.3",",0,24,+","0",",,0,31,+","0",",,0,31,+","7.6",",,0,18,","41.1",",0,17,+","0.0","0","","","0.0",",0","","","","","","","","","","","15.0",",,,0","","","","","","","0",",,,0","32.16",",0","38.74",",,,0","25.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-09","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1607.0","0","245.5",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","3","","","","19510918",",,0","19510930","+,,0","19510930","+,,0","7","","19510913",",,0","19510901",",,0","12.2",",0,18,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,13,","40.6",",0,01,","0.0","0","","","0.0",",0","","","","","","","","","","","91.4",",,,0","","","","","","","0",",,,0","26.52",",0","32.35",",,,0","20.68",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-10","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1718.4","0","111.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","7","","","","19511031",",,0","19511031","+,,0","19511031","+,,0","2","","19511028",",,0","19511005","+,,0","7.2",",0,31,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,28,","34.4",",0,05,+","20.6","0","","","20.6",",0","","","","","","","","","","","22.6",",,,0","","","","","","","0",",,,0","21.26",",0","27.96",",,,0","14.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1740.9","0","22.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11",",0","0",",0","9","","","","19511118",",,0","19511130","+,,0","19511102",",,0","","","19511126",",,0","19511113",",,0","-5.6",",0,18,","0",",,0,30,+","0",",T,0,02,","12.7",",,0,26,","30.6",",0,13,","225.0","0","","","204.4",",0","","","","","","","","","","","14.3",",,,0","","","","","","","0",",T,,0","12.27",",0","18.55",",,,0","5.99",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1951-12","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1750.3","0","9.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","11",",0","0",",0","7","","","","19511216",",,0","19511231","+,,0","19511231","+,,0","3","","19511203",",,0","19511231",",,0","-8.3",",0,16,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,03,","28.3",",0,31,","468.8","0","","","243.8",",0","","","","","","","","","","","11.2",",,,0","","","","","","","0",",,,0","10.77",",0","17.95",",,,0","3.60",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-01","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","22.8","0","22.8",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","16",",0","0",",0","7","","","","19520105",",,0","19520131","+,,0","19520131","+,,0","1","","19520103",",,0","19520119",",,0","-2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,03,","28.9",",0,19,","633.3","0","","","164.5",",0","","","","","","","","","","","15.0",",,,0","","","","","","","0",",,,0","13.76",",0","19.73",",,,0","7.80",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-02","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","26.4","0","3.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","8","","","","19520217",",,0","19520229","+,,0","19520229","+,,0","5","","19520225",",,0","19520229",",,0","-1.7",",0,17,","0",",,0,29,+","0",",,0,29,+","16.0",",,0,25,","26.7",",0,29,","783.3","0","","","150.0",",0","","","","","","","","","","","37.1",",,,0","","","","","","","0",",,,0","13.28",",0","20.01",",,,0","6.56",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-03","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","40.8","0","14.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","5","","","","19520324",",,0","19520331","+,,0","19520331","+,,0","5","","19520310",",,0","19520319",",,0","0.0",",0,24,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,10,","30.6",",0,19,","936.2","0","","","152.9",",0","","","","","","","","","","","52.0",",,,0","","","","","","","0",",,,0","13.87",",0","19.95",",,,0","7.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-04","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","62.4","0","21.6",",0","8",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","7","","","","19520405",",,0","19520430","+,,0","19520430","+,,0","6","","19520421",",,0","19520407",",,0","3.3",",0,05,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,21,","29.4",",0,07,","988.7","0","","","52.5",",0","","","","","","","","","","","139.5",",,,0","","","","","","","0",",,,0","17.30",",0","23.52",",,,0","11.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-05","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","192.7","0","130.3",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","4","","","","19520511",",,0","19520531","+,,0","19520523","+,,0","8","","19520523",",,0","19520514","+,,0","8.3",",0,11,","0",",,0,31,+","0",",T,0,23,+","48.0",",,0,23,","32.8",",0,14,+","992.0","0","","","3.3",",0","","","","","","","","","","","119.0",",,,0","","","","","","","0",",T,,0","22.43",",0","28.58",",,,0","16.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-06","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","489.4","0","296.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","1","","","","19520604",",,0","19520630","+,,0","19520630","+,,0","3","","19520630",",,0","19520629","+,,0","18.3",",0,04,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,30,","36.1",",0,29,+","992.0","0","","","0.0",",0","","","","","","","","","","","28.0",",,,0","","","","","","","0",",,,0","28.22",",0","34.08",",,,0","22.36",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-07","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","825.6","0","336.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","1","","","","19520708",",,0","19520731","+,,0","19520731","+,,0","6","","19520704",",,0","19520730","+,,0","18.3",",0,08,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,04,","37.8",",0,30,+","0.0","0","","","0.0",",0","","","","","","","","","","","19.7",",,,0","","","","","","","0",",,,0","29.18",",0","34.99",",,,0","23.37",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-08","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1235.0","0","409.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19520830",",,0","19520831","+,,0","19520831","+,,0","2","","19520809","+,,0","19520807","+,,0","20.0",",0,30,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,09,+","40.6",",0,07,+","0.0","0","","","0.0",",0","","","","","","","","","","","0.0",",T,,0","","","","","","","0",",,,0","31.54",",0","38.15",",,,0","24.93",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-09","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1468.5","0","233.5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","2","","","","19520928","+,,0","19520930","+,,0","19520930","+,,0","1","","19520917",",,0","19520901",",,0","12.2",",0,28,+","0",",,0,30,+","0",",,0,30,+","12.7",",,0,17,","38.9",",0,01,","0.0","0","","","0.0",",0","","","","","","","","","","","18.5",",,,0","","","","","","","0",",,,0","26.12",",0","32.94",",,,0","19.29",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-10","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1518.5","0","50.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","4",",0","","","","","19521029",",,0","19521031","+,,0","19521031","+,,0","","","19521031","+,,0","19521004",",,0","0.6",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","34.4",",0,04,","64.2","0","","","64.2",",0","","","","","","","","","","","0.0",",,,0","","","","","","","0",",,,0","17.87",",0","26.33",",,,0","9.42",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1550.6","0","32.1",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","9","","","","19521111",",,0","19521130","+,,0","19521130","+,,0","4","","19521123",",,0","19521116","+,,0","-1.1",",0,11,","0",",,0,30,+","0",",,0,30,+","95.8",",,0,23,","29.4",",0,16,+","245.6","0","","","181.4",",0","","","","","","","","","","","158.5",",,,0","","","","","","","0",",,,0","13.36",",0","18.73",",,,0","7.98",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1952-12","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1550.6","0","0.0",",0","6",",0","6",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","3",",0","0",",0","9","","","","19521215",",,0","19521231","+,,0","19521231","+,,0","2","","19521230",",,0","19521208",",,0","-5.0",",0,15,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,30,","25.6",",0,08,","540.1","0","","","294.5",",0","","","","","","","","","","","105.3",",,,0","","","","","","","0",",,,0","8.83",",0","13.92",",,,0","3.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-01","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","0.9","0","0.9",",0","3",",0","1",",0","0",",0","1",",0","1",",0","0",",0","3",",0","1",",0","13",",0","0",",0","2","","","","19530116",",,0","19530117",",,0","19530116",",,0","","","19530116",",,0","19530126",",,0","-6.1",",0,16,","25",",,0,17,","38",",,0,16,","12.7",",,0,16,","26.7",",0,26,","736.4","0","","","196.3",",0","","","","","","","","","","","13.5",",,,0","","","","","","","38",",,,0","12.03",",0","18.98",",,,0","5.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-02","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","2.0","0","1.1",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","6",",0","0",",0","6","","","","19530222",",,0","19530228","+,,0","19530228","+,,0","3","","19530210",",,0","19530227",",,0","-2.8",",0,22,","0",",,0,28,+","0",",,0,28,+","18.3",",,0,10,","27.8",",0,27,","948.3","0","","","211.9",",0","","","","","","","","","","","60.4",",,,0","","","","","","","0",",,,0","10.80",",0","16.92",",,,0","4.69",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-03","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","27.0","0","25.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","13","","","","19530304",",,0","19530331","+,,0","19530331","+,,0","8","","19530309",",,0","19530331",",,0","2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,09,","28.3",",0,31,","1012.1","0","","","63.8",",0","","","","","","","","","","","81.6",",,,0","","","","","","","0",",,,0","17.08",",0","23.03",",,,0","11.14",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-04","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","71.4","0","44.4",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","9","","","","19530420",",,0","19530430","+,,0","19530423",",,0","6","","19530424",",,0","19530409","+,,0","3.3",",0,20,","0",",,0,30,+","0",",T,0,23,","24.1",",,0,24,","32.2",",0,09,+","1064.3","0","","","52.2",",0","","","","","","","","","","","51.8",",,,0","","","","","","","0",",T,,0","18.07",",0","24.89",",,,0","11.26",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-05","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","233.3","0","161.9",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","5","","","","19530505",",,0","19530531","+,,0","19530511",",,0","5","","19530512",",,0","19530531","+,,0","7.8",",0,05,","0",",,0,31,+","0",",T,0,11,","117.9",",,0,12,","33.9",",0,31,+","1083.2","0","","","18.9",",0","","","","","","","","","","","246.9",",,,0","","","","","","","0",",T,,0","22.95",",0","28.62",",,,0","17.27",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-06","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","576.5","0","343.2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","19530604","+,,0","19530630","+,,0","19530630","+,,0","","","19530612",",,0","19530622",",,0","19.4",",0,04,+","0",",,0,30,+","0",",,0,30,+","3.8",",,0,12,","38.9",",0,22,","1083.2","0","","","0.0",",0","","","","","","","","","","","6.8",",,,0","","","","","","","0",",,,0","29.77",",0","36.09",",,,0","23.45",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-07","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","916.6","0","340.1",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","4","","","","19530713",",,0","19530731","+,,0","19530731","+,,0","9","","19530723",",,0","19530709","+,,0","19.4",",0,13,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,23,","37.8",",0,09,+","0.0","0","","","0.0",",0","","","","","","","","","","","43.8",",,,0","","","","","","","0",",,,0","29.30",",0","34.94",",,,0","23.67",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-08","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1239.2","0","322.6",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","2","","","","19530822",",,0","19530831","+,,0","19530831","+,,0","6","","19530802",",,0","19530810","+,,0","18.9",",0,22,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,02,","40.6",",0,10,+","0.0","0","","","0.0",",0","","","","","","","","","","","79.9",",,,0","","","","","","","0",",,,0","28.74",",0","34.45",",,,0","23.02",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-09","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1465.8","0","226.6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","4","","","","19530924","+,,0","19530930","+,,0","19530930","+,,0","2","","19530901",",,0","19530927",",,0","14.4",",0,24,+","0",",,0,30,+","0",",,0,30,+","22.9",",,0,01,","39.4",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","41.9",",,,0","","","","","","","0",",,,0","25.89",",0","33.45",",,,0","18.33",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-10","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1570.8","0","105.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","9","","","","19531027",",,0","19531031","+,,0","19531031","+,,0","4","","19531023",",,0","19531001",",,0","6.7",",0,27,","0",",,0,31,+","0",",,0,31,+","39.1",",,0,23,","35.0",",0,01,","23.6","0","","","23.6",",0","","","","","","","","","","","85.5",",,,0","","","","","","","0",",,,0","20.96",",0","27.25",",,,0","14.66",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1953-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1573.6","0","2.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","13","","","","19531126","+,,0","19531130","+,,0","19531130","+,,0","1","","19531129",",,0","19531118",",,0","1.7",",0,26,+","0",",,0,30,+","0",",,0,30,+","6.9",",,0,29,","25.0",",0,18,","183.1","0","","","159.5",",0","","","","","","","","","","","20.9",",,,0","","","","","","","0",",,,0","13.11",",0","18.92",",,,0","7.30",",,,0","","","","","","","","","","","","","","","","","",""
