"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00171670","1892-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","18921208",",,6","","","","","","","21.1",",,6,08,","","","","","","","35.1",",,,6","","","","","","","",""
"USC00171670","1893-03","43.8","-70.8","239.0","CORNISH, ME US","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","18930315",",,6","","","","","","","229",",,6,15,","","","","","","","","","","","229",",,,6","","","","","",""
"USC00171670","1893-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","10","1,6","6","1,6","0","1,6","3",",6","","","","","","","","","","","","","","","18930417",",,6","18930422",",1,6","","","","","89",",,6,17,","19.3","1,,6,22,","","","","","","","65.9","1,,,6","204",",,,6","","","","","",""
"USC00171670","1893-06","43.8","-70.8","239.0","CORNISH, ME US","","","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","18930624",",,6","","","","","","","25.4",",,6,24,","","","","","","","78.5",",,,6","","","","","","","",""
"USC00171670","1893-11","43.8","-70.8","239.0","CORNISH, ME US","","","","","5","1,6","4","1,6","2","1,6","1",",6","","","","","","","","","","","","","","","18931122",",,6","18931128",",1,6","","","","","64",",,6,22,","29.5","1,,6,28,","","","","","","","64.6","1,,,6","85",",,,6","","","","","",""
"USC00171670","1893-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","13","2,6","8","2,6","1","2,6","","","","","","","","","","","","","","","","","","","18931203",",2,6","","","","","","","25.4","2,,6,03,","","","","","","","87.9","2,,,6","","","","","","","",""
"USC00171670","1894-01","43.8","-70.8","239.0","CORNISH, ME US","","","","","11",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","18940125",",,6","","","","","","","12.7",",,6,25,","","","","","","","59.1",",,,6","","","","","","","",""
"USC00171670","1894-02","43.8","-70.8","239.0","CORNISH, ME US","","","","","8",",6","5",",6","0",",6","4",",6","","","","","","","","","","","","","","","18940215","+,,6","18940215","+,,6","","","","","203",",,6,15,+","20.3",",,6,15,+","","","","","","","63.8",",,,6","597",",,,6","","","","","",""
"USC00171670","1894-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","18940409",",,6","","","","","","","229",",,6,09,","","","","","","","","","","","457",",,,6","","","","","",""
"USC00171670","1894-08","43.8","-70.8","239.0","CORNISH, ME US","","","","","12",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","18940803",",,6","","","","","","","61.0",",,6,03,","","","","","","","121.8",",,,6","","","","","","","",""
"USC00171670","1894-09","43.8","-70.8","239.0","CORNISH, ME US","","","","","","","","","","","","","","","","","0","5,6","0","5,6","0","5,6","","","","","","","","","18940910",",5,6","","","","","","","20.0","5,6,10,","","","","","","","","","","","13.31","5,,,6","",""
"USC00171670","1894-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","6",",6","5",",6","1",",6","4",",6","","","","","","","","","","","","","","","18941228",",,6","18941212",",,6","","","","","203",",,6,28,","25.4",",,6,12,","","","","","","","76.3",",,,6","509",",,,6","","","","","",""
"USC00171670","1895-01","43.8","-70.8","239.0","CORNISH, ME US","","","","","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","18950126",",,6","","","","","","","22.1",",,6,26,","","","","","","","45.2",",,,6","","","","","","","",""
"USC00171670","1895-02","43.8","-70.8","239.0","CORNISH, ME US","","","","","4",",6","3",",6","0",",6","3",",6","","","","","","","","","","","","","","","18950208",",,6","18950208",",,6","","","","","229",",,6,08,","22.9",",,6,08,","","","","","","","35.6",",,,6","356",",,,6","","","","","",""
"USC00171670","1895-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","9","1,6","9","1,6","3","1,6","0",",6","","","","","","","","","","","","","","","18950414","+,,6","18950414",",1,6","","","","","13",",,6,14,+","79.8","1,,6,14,","","","","","","","198.4","1,,,6","26",",,,6","","","","","",""
"USC00171670","1895-05","43.8","-70.8","239.0","CORNISH, ME US","","","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","18950513",",,6","","","","","","","24.4",",,6,13,","","","","","","","49.5",",,,6","","","","","","","",""
"USC00171670","1895-10","43.8","-70.8","239.0","CORNISH, ME US","","","","","8",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","18951014",",,6","","","","","","","30.7",",,6,14,","","","","","","","83.6",",,,6","","","","","","","",""
"USC00171670","1895-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","7",",6","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","18951205",",,6","18951231","+,,6","","","","","102",",,6,05,","37.1",",,6,31,+","","","","","","","128.9",",,,6","110",",,,6","","","","","",""
"USC00171670","1896-01","43.8","-70.8","239.0","CORNISH, ME US","","","","","5","3,6","3","3,6","0","3,6","3",",6","","","","","","","","","","","","","","","18960125",",,6","18960125",",3,6","","","","","229",",,6,25,","22.9","3,,6,25,","","","","","","","38.2","3,,,6","382",",,,6","","","","","",""
"USC00171670","1896-03","43.8","-70.8","239.0","CORNISH, ME US","","","","","9","1,6","9","1,6","2","1,6","7",",6","","","","","","","","","","","","","","","18960317",",,6","18960301",",1,6","","","","","216",",,6,17,","91.2","1,,6,01,","","","","","","","247.3","1,,,6","1092",",,,6","","","","","",""
"USC00171670","1896-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","18960403",",,6","","","","","","","165",",,6,03,","","","","","","","","","","","228",",,,6","","","","","",""
"USC00171670","1896-07","43.8","-70.8","239.0","CORNISH, ME US","","","","","14",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","18960720",",,6","","","","","","","20.8",",,6,20,","","","","","","","106.7",",,,6","","","","","","","",""
"USC00171670","1896-08","43.8","-70.8","239.0","CORNISH, ME US","","","","","12",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","","","18960812",",,6","","","","","","","27.9",",,6,12,","","","","","","","127.7",",,,6","","","","","","","",""
"USC00171670","1896-09","43.8","-70.8","239.0","CORNISH, ME US","","","","","9",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","18960906",",,6","","","","","","","74.7",",,6,06,","","","","","","","178.9",",,,6","","","","","","","",""
"USC00171670","1896-10","43.8","-70.8","239.0","CORNISH, ME US","","","","","12",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","","","18961014",",,6","","","","","","","34.3",",,6,14,","","","","","","","139.2",",,,6","","","","","","","",""
"USC00171670","1896-11","43.8","-70.8","239.0","CORNISH, ME US","","","","","9",",6","7",",6","1",",6","2",",6","","","","","","","","","","","","","","","18961121",",,6","18961105",",,6","","","","","127",",,6,21,","55.9",",,6,05,","","","","","","","106.5",",,,6","152",",,,6","","","","","",""
"USC00171670","1896-12","43.8","-70.8","239.0","CORNISH, ME US","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","18961209",",,6","","","","","","","26.9",",,6,09,","","","","","","","38.1",",,,6","","","","","","","",""
"USC00171670","1897-01","43.8","-70.8","239.0","CORNISH, ME US","","","","","8",",6","5",",6","3",",6","3",",6","","","","","","","","","","","","","","","18970128",",,6","18970105",",,6","","","","","305",",,6,28,","37.1",",,6,05,","","","","","","","102.1",",,,6","618",",,,6","","","","","",""
"USC00171670","1897-02","43.8","-70.8","239.0","CORNISH, ME US","","","","","6",",6","6",",6","1",",6","5",",6","","","","","","","","","","","","","","","18970223",",,6","18970207",",,6","","","","","178",",,6,23,","40.1",",,6,07,","","","","","","","82.1",",,,6","420",",,,6","","","","","",""
"USC00171670","1897-03","43.8","-70.8","239.0","CORNISH, ME US","","","","","11","1,6","9","1,6","0","1,6","7",",6","","","","","","","","","","","","","","","18970324",",,6","18970324",",1,6","","","","","191",",,6,24,","19.1","1,,6,24,","","","","","","","75.2","1,,,6","580",",,,6","","","","","",""
"USC00171670","1897-04","43.8","-70.8","239.0","CORNISH, ME US","","","","","9",",6","8",",6","0",",6","1",",6","","","","","","","","","","","","","","","18970409",",,6","18970409",",,6","","","","","76",",,6,09,","21.6",",,6,09,","","","","","","","78.0",",,,6","84",",,,6","","","","","",""
"USC00171670","1897-05","43.8","-70.8","239.0","CORNISH, ME US","","","","","16",",6","13",",6","2",",6","","","","","","","","","","","","","","","","","","","18970513",",,6","","","","","","","36.6",",,6,13,","","","","","","","169.3",",,,6","","","","","","","",""
"USC00171670","1897-06","43.8","-70.8","239.0","CORNISH, ME US","","","","","15",",6","11",",6","4",",6","","","","","","","","","","","","","","","","","","","18970610",",,6","","","","","","","55.6",",,6,10,","","","","","","","220.6",",,,6","","","","","","","",""
"USC00171670","1897-08","43.8","-70.8","239.0","CORNISH, ME US","","","","","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","18970804",",,6","","","","","","","42.9",",,6,04,","","","","","","","122.9",",,,6","","","","","","","",""
"USC00171670","1897-09","43.8","-70.8","239.0","CORNISH, ME US","","","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","18970920",",,6","","","","","","","35.3",",,6,20,","","","","","","","80.0",",,,6","","","","","","","",""
