"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1NYHM0011","2021-06","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","110.9",",a,,N"
"US1NYHM0011","2021-07","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","271.4","1,a,,N"
"US1NYHM0011","2021-08","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","152.1","2,a,,N"
"US1NYHM0011","2021-09","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","45.3","3,a,,N"
"US1NYHM0011","2021-10","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","127.2","5,a,,N"
"US1NYHM0011","2021-11","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","69.4","3,a,,N"
"US1NYHM0011","2021-12","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","89.0","1,a,,N"
"US1NYHM0011","2022-01","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","27.0","3,a,,N"
"US1NYHM0011","2022-02","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","139.2",",a,,N"
"US1NYHM0011","2022-03","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","80.2",",a,,N"
"US1NYHM0011","2022-04","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","112.2","2,a,,N"
"US1NYHM0011","2022-05","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","77.6","2,a,,N"
"US1NYHM0011","2022-07","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","123.5","2,a,,N"
"US1NYHM0011","2022-08","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","125.6","4,a,,N"
"US1NYHM0011","2022-09","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","144.5",",a,,N"
"US1NYHM0011","2022-10","43.7451","-74.7827","545.0","INLET 0.8 SE, NY US","45.8",",a,,N"
