"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409065","1999-03","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","0.0",",0","14",",0","8",",0","0",",0","2","4,0","2",",0","0",",0","22",",0","0",",0","2",",0","0",",0","","","19990305","+,,0","19990304",",4,0","19990304",",,0","19990314",",,0","19990321","+,,0","-7.8",",0,05,+","51","4,,0,04,","51",",,0,04,","23.6",",,0,14,","22.8",",0,21,+","","","396.7",",0","79.1",",,,0","76",",,,0","5.54",",0","12.55",",,,0","-1.47",",,,0"
"USC00409065","1999-04","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","9.7","1,0","13",",0","10",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","18",",0","0",",0","3","","19990420","+,1,0","19990430","+,,0","19990430","+,,0","19990428",",,0","19990404",",,0","-0.6","1,0,20,+","0",",,0,30,+","0",",,0,30,+","13.2",",,0,28,","30.0",",0,04,","","","108.5",",0","99.7",",,,0","0",",,,0","15.04","1,0","22.04",",,,0","8.04","1,,,0"
"USC00409065","1999-05","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","11.4","2,0","12",",0","8",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","27",",0","0",",0","","","19990502",",2,0","19990531","+,,0","19990531","+,,0","19990506",",,0","19990531","+,,0","2.8","2,0,02,","0",",,0,31,+","0",",,0,31,+","59.7",",,0,06,","27.2",",0,31,+","","","62.5",",0","141.2",",,,0","0",",,,0","16.68","2,0","23.30",",,,0","10.06","2,,,0"
"USC00409065","1999-06","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","76.9","3,0","13",",0","9",",0","4",",0","0","1,0","0",",0","0","3,0","0","3,0","0",",0","30",",0","0",",0","","","19990608",",3,0","19990630","+,1,0","19990630","+,,0","19990617",",,0","19990610","+,,0","9.4","3,0,08,","0","1,,0,30,+","0",",,0,30,+","65.5",",,0,17,","31.1",",0,10,+","","","2.5",",0","238.5",",,,0","0",",,,0","21.22","3,0","26.63",",,,0","15.82","3,,,0"
"USC00409065","1999-07","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","150.4","1,0","15",",0","9",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","1",",0","12","","19990705",",1,0","19990731","+,,0","19990731","+,,0","19990712",",,0","19990731",",,0","13.3","1,0,05,","0",",,0,31,+","0",",,0,31,+","65.3",",,0,12,","32.2",",0,31,","0.0","0","0.0",",0","202.6",",,,0","0",",,,0","23.39","1,0","28.60",",,,0","18.17","1,,,0"
"USC00409065","1999-08","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","144.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","8","","19990823",",,0","19990831","+,,0","19990831","+,,0","19990820",",,0","19990801",",,0","7.8",",0,23,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,20,","32.8",",0,01,","0.0","0","0.0",",0","20.5",",,,0","0",",,,0","23.00",",0","29.65",",,,0","16.34",",,,0"
"USC00409065","1999-09","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","62.5","1,0","6",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","3",",0","5","","19990924","+,1,0","19990930","+,,0","19990930","+,,0","19990930",",,0","19990910",",,0","1.7","1,0,24,+","0",",,0,30,+","0",",,0,30,+","41.1",",,0,30,","32.8",",0,10,","32.7","0","32.7",",0","60.5",",,,0","0",",,,0","19.45","1,0","27.06",",,,0","11.84","1,,,0"
"USC00409065","1999-10","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","3.3","2,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","5","2,0","0",",0","17",",0","0",",0","","","19991026",",2,0","19991031","+,,0","19991031","+,,0","19991004",",,0","19991013",",,0","-2.8","2,0,26,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,04,","25.0",",0,13,","203.0","0","170.3",",0","62.0",",,,0","0",",,,0","12.72","2,0","19.71",",,,0","5.73","2,,,0"
"USC00409065","1999-11","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","0.0","2,0","5",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","13","2,0","0",",0","8",",0","0",",0","1","","19991105","+,2,0","19991130","+,,0","19991130","+,,0","19991126",",,0","19991101",",,0","-4.4","2,0,05,+","0",",,0,30,+","0",",,0,30,+","45.2",",,0,26,","23.9",",0,01,","433.6","0","230.6",",0","83.6",",,,0","0",",,,0","10.26","2,0","17.77",",,,0","2.74","2,,,0"
"USC00409065","1999-12","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","","","0.0","1,0","7",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","1",",0","0",",0","0",",0","","","19991226",",1,0","19991225",",,0","19991225",",,0","19991214",",,0","19991214","+,,0","-9.4","1,0,26,","0",",T,0,25,","0",",T,0,25,","21.3",",,0,14,","19.4",",0,14,+","853.8","0","420.2",",0","50.1",",,,0","0",",T,,0","4.35","1,0","11.04",",,,0","-2.33","1,,,0"
"USC00409065","2000-01","35.603","-83.7767","577.0","TOWNSEND 5 S, TN US","0.0","0","0.0","1,0","18",",0","10",",0","1",",0","3","5,0","0","2,0","0","1,0","23","1,0","5",",0","1",",0","0",",0","1","","20000128",",1,0","20000123",",5,0","20000131","+,2,0","20000110",",,0","20000113",",,0","-16.1","1,0,28,","51","5,,0,23,","0","2,T,0,31,+","49.5",",,0,10,","21.1",",0,13,","1340.7","0","486.9",",0","133.5",",,,0","0","2,T,,0","2.30","1,0","8.11",",,,0","-3.50","1,,,0"
