"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00447004","1867-09","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18670930","+,,F","","","","","","","0",",,F,30,+","","","","","","","0",",,,F","",""
"USC00447004","1867-10","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0","5,F","","","","","","","","","","","18671031","+,5,F","","","","","","","0","5,,F,31,+","","","","","","","0","5,,,F","",""
"USC00447004","1867-11","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0","3,F","","","","","","","","","","","18671130","+,3,F","","","","","","","0","3,,F,30,+","","","","","","","0","3,,,F","",""
"USC00447004","1868-02","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","2","5,F","","","","","","","","","","","18680206",",5,F","","","","","","","76","5,,F,06,","","","","","","","127","5,,,F","",""
"USC00447004","1868-03","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0","1,F","","","","","","","","","","","18680331","+,1,F","","","","","","","0","1,,F,31,+","","","","","","","0","1,,,F","",""
"USC00447004","1868-04","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18680430","+,,F","","","","","","","0",",,F,30,+","","","","","","","0",",,,F","",""
"USC00447004","1868-05","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18680531","+,,F","","","","","","","0",",,F,31,+","","","","","","","0",",,,F","",""
"USC00447004","1868-07","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0","1,F","","","","","","","","","","","18680731","+,1,F","","","","","","","0","1,,F,31,+","","","","","","","0","1,,,F","",""
"USC00447004","1868-08","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18680831","+,,F","","","","","","","0",",,F,31,+","","","","","","","0",",,,F","",""
"USC00447004","1868-09","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18680930","+,,F","","","","","","","0",",,F,30,+","","","","","","","0",",,,F","",""
"USC00447004","1868-10","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18681031","+,,F","","","","","","","0",",,F,31,+","","","","","","","0",",,,F","",""
"USC00447004","1868-11","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","0",",F","","","","","","","","","","","18681130","+,,F","","","","","","","0",",,F,30,+","","","","","","","0",",,,F","",""
"USC00447004","1868-12","37.1","-80.6","604.1","RADFORD 5 SW, VA US","","","","","","","","","3",",F","","","","","","","","","","","18681204",",,F","","","","","","","38",",,F,04,","","","","","","","88",",,,F","",""
"USC00447004","1872-12","37.1","-80.6","604.1","RADFORD 5 SW, VA US","9",",F","9",",F","3",",F","","","","","","","","","","","","","","","","","18721221",",,F","","","","","","","50.8",",,F,21,","","","142.1",",,,F","","","",""
"USC00447004","1873-01","37.1","-80.6","604.1","RADFORD 5 SW, VA US","4",",F","4",",F","1",",F","","","2","1,F","","","","","","","","","","","18730127",",1,F","18730116",",,F","","","","","127","1,,F,27,","30.5",",,F,16,","","","71.1",",,,F","158","1,,,F","",""
"USC00447004","1873-02","37.1","-80.6","604.1","RADFORD 5 SW, VA US","9",",F","9",",F","3",",F","","","0","4,F","","","","","","","","","","","18730227","+,4,F","18730212",",,F","","","","","3","4,,F,27,+","50.8",",,F,12,","","","172.6",",,,F","6","4,,,F","",""
"USC00447004","1873-03","37.1","-80.6","604.1","RADFORD 5 SW, VA US","7",",F","4",",F","1",",F","","","1","2,F","","","","","","","","","","","18730326",",2,F","18730326",",,F","","","","","25","2,,F,26,","27.9",",,F,26,","","","42.7",",,,F","47","2,,,F","",""
"USC00447004","1873-04","37.1","-80.6","604.1","RADFORD 5 SW, VA US","6",",F","6",",F","1",",F","","","0",",F","","","","","","","","","","","18730430","+,,F","18730428",",,F","","","","","0",",,F,30,+","38.1",",,F,28,","","","63.4",",,,F","0",",,,F","",""
"USC00447004","1873-05","37.1","-80.6","604.1","RADFORD 5 SW, VA US","10",",F","10",",F","1",",F","","","","","","","","","","","","","","","","","18730508",",,F","","","","","","","38.1",",,F,08,","","","132.0",",,,F","","","",""
"USC00447004","1873-06","37.1","-80.6","604.1","RADFORD 5 SW, VA US","2",",F","2",",F","0",",F","","","","","","","","","","","","","","","","","18730605",",,F","","","","","","","20.3",",,F,05,","","","33.0",",,,F","","","",""
"USC00447004","1873-07","37.1","-80.6","604.1","RADFORD 5 SW, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","","","","","18730726",",,F","","","","","","","50.8",",,F,26,","","","142.2",",,,F","","","",""
"USC00447004","1873-08","37.1","-80.6","604.1","RADFORD 5 SW, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","","","","","18730828",",,F","","","","","","","30.5",",,F,28,","","","66.0",",,,F","","","",""
"USC00447004","1873-09","37.1","-80.6","604.1","RADFORD 5 SW, VA US","5",",F","5",",F","0",",F","","","","","","","","","","","","","","","","","18730903",",,F","","","","","","","15.2",",,F,03,","","","38.0",",,,F","","","",""
"USC00447004","1873-10","37.1","-80.6","604.1","RADFORD 5 SW, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","","","","","18731018",",,F","","","","","","","20.3",",,F,18,","","","55.8",",,,F","","","",""
"USC00447004","1873-11","37.1","-80.6","604.1","RADFORD 5 SW, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","","","","","18731117","+,,F","","","","","","","22.9",",,F,17,+","","","53.4",",,,F","","","",""
"USC00447004","1874-01","37.1","-80.6","604.1","RADFORD 5 SW, VA US","4",",F","4",",F","1",",F","","","","","","","","","","","","","","","","","18740106",",,F","","","","","","","25.4",",,F,06,","","","45.7",",,,F","","","",""
"USC00447004","1874-02","37.1","-80.6","604.1","RADFORD 5 SW, VA US","7",",F","7",",F","1",",F","","","","","","","","","","","","","","","","","18740206",",,F","","","","","","","35.6",",,F,06,","","","76.1",",,,F","","","",""
"USC00447004","1874-03","37.1","-80.6","604.1","RADFORD 5 SW, VA US","4",",F","4",",F","1",",F","","","","","","","","","","","","","","","","","18740319",",,F","","","","","","","25.4",",,F,19,","","","53.3",",,,F","","","",""
"USC00447004","1874-04","37.1","-80.6","604.1","RADFORD 5 SW, VA US","5",",F","5",",F","2",",F","","","","","","","","","","","","","","","","","18740410",",,F","","","","","","","48.3",",,F,10,","","","111.8",",,,F","","","",""
"USC00447004","1874-05","37.1","-80.6","604.1","RADFORD 5 SW, VA US","2",",F","2",",F","0",",F","","","","","","","","","","","","","","","","","18740524","+,,F","","","","","","","7.6",",,F,24,+","","","15.2",",,,F","","","",""
"USC00447004","1874-06","37.1","-80.6","604.1","RADFORD 5 SW, VA US","5",",F","5",",F","0",",F","","","","","","","","","","","","","","","","","18740616","+,,F","","","","","","","12.7",",,F,16,+","","","55.9",",,,F","","","",""
"USC00447004","1874-07","37.1","-80.6","604.1","RADFORD 5 SW, VA US","4",",F","4",",F","4",",F","","","","","","","","","","","","","","","","","18740729",",,F","","","","","","","61.0",",,F,29,","","","147.3",",,,F","","","",""
"USC00447004","1874-08","37.1","-80.6","604.1","RADFORD 5 SW, VA US","3",",F","3",",F","2",",F","","","","","","","","","","","","","","","","","18740825",",,F","","","","","","","43.2",",,F,25,","","","96.5",",,,F","","","",""
"USC00447004","1874-10","37.1","-80.6","604.1","RADFORD 5 SW, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","","","","","18741008",",,F","","","","","","","40.6",",,F,08,","","","53.3",",,,F","","","",""
"USC00447004","1874-11","37.1","-80.6","604.1","RADFORD 5 SW, VA US","2",",F","2",",F","1",",F","","","","","","","","","","","","","","","","","18741123",",,F","","","","","","","27.9",",,F,23,","","","43.1",",,,F","","","",""
"USC00447004","1874-12","37.1","-80.6","604.1","RADFORD 5 SW, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","","","","","18741206",",,F","","","","","","","22.9",",,F,06,","","","40.6",",,,F","","","",""
"USC00447004","1875-01","37.1","-80.6","604.1","RADFORD 5 SW, VA US","4",",F","4",",F","2",",F","","","","","","","","","","","","","","","","","18750104","+,,F","","","","","","","27.9",",,F,04,+","","","86.3",",,,F","","","",""
"USC00447004","1875-02","37.1","-80.6","604.1","RADFORD 5 SW, VA US","5",",F","4",",F","1",",F","","","","","","","","","","","","","","","","","18750225",",,F","","","","","","","129.5",",,F,25,","","","143.5",",,,F","","","",""
