"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00252485","1893-01","41.833333","-100.066667","798.9","DUNNING, NE US","0","3,6","0","3,6","0","3,6","0",",6","","","18930114","+,,6","18930131","+,3,6","0",",T,6,14,+","0.0","3,,6,31,+","0.0","3,,,6","0",",T,,6"
"USC00252485","1893-02","41.833333","-100.066667","798.9","DUNNING, NE US","2","2,6","2","2,6","0","2,6","2",",6","","","18930227",",,6","18930227",",2,6","64",",,6,27,","6.4","2,,6,27,","11.5","2,,,6","115",",,,6"
"USC00252485","1893-03","41.833333","-100.066667","798.9","DUNNING, NE US","3",",6","3",",6","0",",6","3",",6","","","18930323",",,6","18930323",",,6","89",",,6,23,","8.9",",,6,23,","19.1",",,,6","191",",,,6"
"USC00252485","1893-04","41.833333","-100.066667","798.9","DUNNING, NE US","","","","","","","1",",6","1","","18930426",",,6","","","25",",,6,26,","","","","","38",",,,6"
"USC00252485","1894-11","41.833333","-100.066667","798.9","DUNNING, NE US","0",",6","0",",6","0",",6","0",",6","","","18941117",",,6","18941117",",,6","0",",T,6,17,","0.0",",T,6,17,","0.0",",T,,6","0",",T,,6"
"USC00252485","1894-12","41.833333","-100.066667","798.9","DUNNING, NE US","0",",6","0",",6","0",",6","0",",6","","","18941226","+,,6","18941226","+,,6","0",",T,6,26,+","0.0",",T,6,26,+","0.0",",T,,6","0",",T,,6"
"USC00252485","1895-01","41.833333","-100.066667","798.9","DUNNING, NE US","2","1,6","0","1,6","0","1,6","0",",6","","","18950103",",,6","18950103",",1,6","13",",,6,03,","1.3","1,,6,03,","1.6","1,,,6","16",",,,6"
"USC00252485","1895-02","41.833333","-100.066667","798.9","DUNNING, NE US","","","","","","","2",",6","","","18950202",",,6","","","46",",,6,02,","","","","","71",",,,6"
"USC00252485","1895-03","41.833333","-100.066667","798.9","DUNNING, NE US","4",",6","1",",6","0",",6","1",",6","","","18950313",",,6","18950313",",,6","38",",,6,13,","3.8",",,6,13,","7.2",",,,6","64",",,,6"
"USC00252485","1895-04","41.833333","-100.066667","798.9","DUNNING, NE US","","","","","","","1",",6","","","18950401",",,6","","","25",",,6,01,","","","","","25",",,,6"
"USC00252485","1895-05","41.833333","-100.066667","798.9","DUNNING, NE US","4",",6","4",",6","1",",6","","","","","","","18950530",",,6","","","31.8",",,6,30,","55.4",",,,6","",""
"USC00252485","1895-07","41.833333","-100.066667","798.9","DUNNING, NE US","3",",6","2",",6","0",",6","","","","","","","18950720",",,6","","","3.6",",,6,20,","8.4",",,,6","",""
"USC00252485","1895-08","41.833333","-100.066667","798.9","DUNNING, NE US","5",",6","5",",6","0",",6","","","","","","","18950801",",,6","","","19.8",",,6,01,","60.6",",,,6","",""
