"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010281","1995-01","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","20","2,S","5","2,S","0","2,S","","","","","","","","","","","","","","","","","19950127",",2,S","","","","","","","9.9","2,,S,27,","","","","","","","44.2","2,,,S","","","","","",""
"GMM00010281","1995-02","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","18","1,S","11","1,S","0","1,S","","","","","","","0","4,S","0","4,S","0","4,S","","","","","19950208",",1,S","19950221",",4,S","","","","","5.6","1,,S,08,","12.9","4,S,21,","","","","","50.6","1,,,S","","","7.22","4,,,S","",""
"GMM00010281","1995-03","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","14",",S","4",",S","0",",S","","","","","","","0","4,S","0","4,S","0","4,S","","","","","19950327","+,,S","19950324",",4,S","","","","","8.4",",,S,27,+","11.9","4,S,24,","","","","","36.6",",,,S","","","6.82","4,,,S","",""
"GMM00010281","1995-04","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","14","2,S","7","2,S","0","2,S","","","","","","","0","4,S","4","4,S","0","4,S","","","","","19950420",",2,S","19950423",",4,S","","","","","8.1","2,,S,20,","25.5","4,S,23,","","","","","40.2","2,,,S","","","11.70","4,,,S","",""
"GMM00010281","1995-05","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","10","3,S","6","3,S","0","3,S","","","","","","","0","5,S","8","5,S","0","5,S","","","","","19950530",",3,S","19950527",",5,S","","","","","9.1","3,,S,30,","27.1","5,S,27,","","","","","38.0","3,,,S","","","17.42","5,,,S","",""
"GMM00010281","1995-06","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","13","2,S","8","2,S","1","2,S","","","","","","","0","2,S","9","2,S","0","2,S","","","","","19950614",",2,S","19950628",",2,S","","","","","27.7","2,,S,14,","24.6","2,S,28,","","","","","81.5","2,,,S","","","19.11","2,,,S","",""
"GMM00010281","1995-07","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","8","2,S","6","2,S","0","2,S","","","","","","","0","3,S","25","3,S","0","3,S","","","","","19950714",",2,S","19950721",",3,S","","","","","9.4","2,,S,14,","31.7","3,S,21,","","","","","46.0","2,,,S","","","25.03","3,,,S","",""
"GMM00010281","1995-08","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","7","1,S","2","1,S","0","1,S","","","","","","","0","2,S","24","2,S","0","2,S","","","","","19950805",",1,S","19950823",",2,S","","","","","21.1","1,,S,05,","31.7","2,S,23,","","","","","29.1","1,,,S","","","25.56","2,,,S","",""
"GMM00010281","1995-09","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","15","2,S","8","2,S","0","2,S","","","","","","","0","3,S","5","3,S","0","3,S","","","","","19950901",",2,S","19950907",",3,S","","","","","22.6","2,,S,01,","23.0","3,S,07,","","","","","89.0","2,,,S","","","17.90","3,,,S","",""
"GMM00010281","1996-01","53.6019","13.3058","69.0","TROLLENHAGEN, GM","","","","","2","2,S","0","2,S","0","2,S","","","","","","","","","","","","","","","","","19960108","+,2,S","","","","","","","0.3","2,,S,08,+","","","","","","","0.6","2,,,S","","","","","",""
