"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00009161","1971-09","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","20",",a","14",",a","0",",a","0","4,a","0","4,a","0","3,a","3","3,a","0","3,a","19710925",",4,a","19710920",",,a","19710915",",3,a","5.2","4,a,25,","18.8",",,a,20,","21.9","3,a,15,","134.6",",,,a","14.21","7,a","18.90","3,,,a","9.52","4,,,a"
"ASN00009161","1971-10","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","14","3,a","10","3,a","0","3,a","0","5,a","0","5,a","0","5,a","10","5,a","0","5,a","19711026",",5,a","19711005",",3,a","19711003",",5,a","3.3","5,a,26,","17.5","3,,a,05,","28.5","5,a,03,","85.6","1,a,,a","14.71","0,a","20.42","5,,,a","8.99","5,,,a"
"ASN00009161","1971-11","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","12",",a","3",",a","0",",a","0","4,a","0","4,a","0","4,a","14","4,a","1","4,a","19711112",",4,a","19711122",",,a","19711128",",4,a","5.3","4,a,12,","4.1",",,a,22,","34.0","4,a,28,","21.8",",,,a","16.29","8,a","21.96","4,,,a","10.62","4,,,a"
"ASN00009161","1971-12","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","3",",a","0",",a","0",",a","0","4,a","0","4,a","0","4,a","27","4,a","4","4,a","19711227",",4,a","19711209",",,a","19711215",",4,a","9.4","4,a,27,","2.0",",,a,09,","37.5","4,a,15,","3.6",",,,a","20.55","8,a","27.52","4,,,a","13.57","4,,,a"
"ASN00009161","1972-01","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","2",",a","0",",a","0",",a","0","5,a","0","5,a","0","5,a","26","5,a","9","5,a","19720107",",5,a","19720106",",,a","19720102",",5,a","12.8","5,a,07,","1.5",",,a,06,","38.6","5,a,02,","2.3",",,,a","23.84","0,a","30.65","5,,,a","17.03","5,,,a"
"ASN00009161","1972-02","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","0",",a","0",",a","0",",a","0","5,a","0","5,a","0","2,a","27","2,a","17","2,a","19720228",",5,a","19720229","+,,a","19720222",",2,a","13.4","5,a,28,","0.0",",,a,29,+","40.1","2,a,22,","0.0",",,,a","26.32","7,a","34.00","2,,,a","18.64","5,,,a"
"ASN00009161","1972-03","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","7",",a","1",",a","0",",a","0","4,a","0","4,a","0","4,a","26","4,a","10","4,a","19720327",",4,a","19720324",",,a","19720305",",4,a","8.8","4,a,27,","2.8",",,a,24,","38.1","4,a,05,","9.2",",,,a","23.08","8,a","29.90","4,,,a","16.26","4,,,a"
"ASN00009161","1972-04","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","8",",a","2",",a","0",",a","0","5,a","0","5,a","0","5,a","22","5,a","2","5,a","19720427",",5,a","19720420",",,a","19720402",",5,a","6.8","5,a,27,","6.6",",,a,20,","34.7","5,a,02,","16.5",",,,a","17.97","0,a","24.74","5,,,a","11.20","5,,,a"
"ASN00009161","1972-05","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","6","2,a","3","2,a","0","2,a","0","4,a","0","4,a","0","4,a","23","4,a","0","4,a","19720522",",4,a","19720531",",2,a","19720503",",4,a","5.6","4,a,22,","17.0","2,,a,31,","30.6","4,a,03,","42.6",",a,,a","17.75","8,a","23.85","4,,,a","11.64","4,,,a"
"ASN00009161","1972-06","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","11","2,a","8","2,a","1","2,a","0","4,a","0","4,a","0","4,a","8","4,a","0","4,a","19720630",",4,a","19720614",",2,a","19720611",",4,a","1.8","4,a,30,","34.5","2,,a,14,","25.6","4,a,11,","116.4",",a,,a","13.87","8,a","19.45","4,,,a","8.29","4,,,a"
"ASN00009161","1972-07","-32.0022","115.8861","18.0","BENTLEY CURTIN, AS","","","","","","","0","5,a","0","5,a","0","5,a","0","5,a","0","5,a","19720715",",5,a","","","19720723",",5,a","1.8","5,a,15,","","","19.9","5,a,23,","148.3",",a,,a","12.61","0,a","17.72","5,,,a","7.51","5,,,a"
