"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00120975","1897-07","39.21667","-84.85",,"BRIGHT, IN US","319.9","6","196.3",",6","9",",6","6",",6","3",",6","","","0",",6","0",",6","0",",6","31",",6","10",",6","18970714","+,,6","","","","","18970720",",,6","18970704",",,6","12.8",",6,14,+","","","58.7",",,6,20,","35.6",",6,04,","0.8","6","0.8",",6","160.8",",,,6","","","24.64",",6","30.02",",,,6","19.25",",,,6"
"USC00120975","1897-08","39.21667","-84.85",,"BRIGHT, IN US","442.3","6","122.4",",6","6",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","4",",6","18970831","+,,6","","","","","18970825",",,6","18970803",",,6","11.7",",6,31,+","","","5.8",",,6,25,","34.4",",6,03,","2.5","6","1.7",",6","16.1",",,,6","","","22.23",",6","28.19",",,,6","16.27",",,,6"
"USC00120975","1897-09","39.21667","-84.85",,"BRIGHT, IN US","558.5","6","116.2",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","11",",6","18970921",",,6","","","","","18970916",",,6","18970915",",,6","5.0",",6,21,","","","8.6",",,6,16,","36.7",",6,15,","26.2","6","23.7",",6","9.9",",,,6","","","21.42",",6","28.61",",,,6","14.22",",,,6"
"USC00120975","1897-10","39.21667","-84.85",,"BRIGHT, IN US","577.9","6","19.4",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","19",",6","0",",6","18971030",",,6","","","","","18971011",",,6","18971001",",,6","1.7",",6,30,","","","20.3",",,6,11,","30.6",",6,01,","109.4","6","83.2",",6","35.6",",,,6","","","16.27",",6","22.69",",,,6","9.86",",,,6"
"USC00120975","1897-11","39.21667","-84.85",,"BRIGHT, IN US","577.9","6","0.0",",6","9",",6","6",",6","4",",6","0",",6","0",",6","11",",6","1",",6","1",",6","0",",6","18971130",",,6","18971111",",,6","","","18971102",",,6","18971106",",,6","-9.4",",6,30,","0",",T,6,11,","88.9",",,6,02,","21.7",",6,06,","453.5","6","344.1",",6","204.3",",,,6","0",",T,,6","6.86",",6","11.86",",,,6","1.87",",,,6"
"USC00120975","1897-12","39.21667","-84.85",,"BRIGHT, IN US","577.9","6","0.0",",6","12",",6","7",",6","0",",6","2","1,6","0",",6","19",",6","4",",6","0",",6","0",",6","18971224",",,6","18971231",",1,6","","","18971217",",,6","18971209",",,6","-13.9",",6,24,","114","1,,6,31,","19.3",",,6,17,","18.3",",6,09,","976.0","6","522.5",",6","72.7",",,,6","152","1,,,6","1.48",",6","5.06",",,,6","-2.10",",,,6"
"USC00120975","1898-01","39.21667","-84.85",,"BRIGHT, IN US","0.0","6","0.0",",6","9",",6","7",",6","3",",6","1",",6","0",",6","22",",6","2",",6","0",",6","0",",6","18980102",",,6","18980131",",,6","","","18980120",",,6","18980112",",,6","-15.0",",6,02,","25",",,6,31,","61.0",",,6,20,","19.4",",6,12,","1493.4","6","517.4",",6","187.5",",,,6","25",",,,6","1.64",",6","5.54",",,,6","-2.26",",,,6"
"USC00120975","1898-02","39.21667","-84.85",,"BRIGHT, IN US","0.0","6","0.0",",6","7",",6","5",",6","0",",6","1",",6","1",",6","20",",6","8",",6","0",",6","0",",6","18980203",",,6","18980222",",,6","","","18980211",",,6","18980210",",,6","-18.9",",6,03,","25",",,6,22,","12.7",",,6,11,","17.2",",6,10,","1990.4","6","497.0",",6","39.6",",,,6","51",",,,6","0.58",",6","5.18",",,,6","-4.01",",,,6"
"USC00120975","1898-03","39.21667","-84.85",,"BRIGHT, IN US","0.0","6","0.0",",6","11",",6","8",",6","4",",6","0",",6","0",",6","10",",6","0",",6","3",",6","0",",6","18980305","+,,6","18980330",",,6","","","18980313",",,6","18980322","+,,6","-7.8",",6,05,+","0",",T,6,30,","49.5",",,6,13,","23.3",",6,22,+","2323.9","6","333.5",",6","201.4",",,,6","0",",T,,6","7.57",",6","13.37",",,,6","1.78",",,,6"
"USC00120975","1898-05","39.21667","-84.85",,"BRIGHT, IN US","","","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","1","","18980507",",,6","","","","","","","88.9",",,6,07,","","","","","","","132.0",",,,6","","","","","","","",""
"USC00120975","1898-06","39.21667","-84.85",,"BRIGHT, IN US","","","163.9",",6","6",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","14",",6","18980622",",,6","","","","","18980607",",,6","18980630",",,6","11.1",",6,22,","","","7.6",",,6,07,","35.6",",6,30,","","","1.4",",6","30.5",",,,6","","","23.75",",6","30.82",",,,6","16.68",",,,6"
"USC00120975","1898-07","39.21667","-84.85",,"BRIGHT, IN US","","","242.7",",6","4",",6","4",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","21",",6","18980709",",,6","","","","","18980725",",,6","18980703",",,6","11.1",",6,09,","","","33.0",",,6,25,","38.9",",6,03,","0.0","6","0.0",",6","72.3",",,,6","","","26.16",",6","32.74",",,,6","19.58",",,,6"
"USC00120975","1898-08","39.21667","-84.85",,"BRIGHT, IN US","","","199.7",",6","11",",6","10",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","10",",6","18980827",",,6","","","","","18980801",",,6","18980830",",,6","13.3",",6,27,","","","34.3",",,6,01,","35.0",",6,30,","0.0","6","0.0",",6","122.4",",,,6","","","24.78",",6","30.35",",,,6","19.20",",,,6"
"USC00120975","1898-09","39.21667","-84.85",,"BRIGHT, IN US","","","103.6",",6","7",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","30",",6","3",",6","18980908",",,6","","","","","18980922",",,6","18980903","+,,6","7.8",",6,08,","","","50.8",",,6,22,","35.6",",6,03,+","10.9","6","10.9",",6","115.7",",,,6","","","21.42",",6","27.52",",,,6","15.32",",,,6"
"USC00120975","1898-10","39.21667","-84.85",,"BRIGHT, IN US","","","23.0","1,6","7",",6","7",",6","3",",6","0",",6","0","1,6","6","1,6","0","1,6","11","1,6","0","1,6","18981026",",1,6","18981031","+,,6","","","18981011",",,6","18981002",",1,6","-2.8","1,6,26,","0",",,6,31,+","33.0",",,6,11,","28.3","1,6,02,","179.8","6","168.9","1,6","122.6",",,,6","0",",,,6","13.47","1,6","18.59","1,,,6","8.35","1,,,6"
"USC00120975","1898-11","39.21667","-84.85",,"BRIGHT, IN US","","","0.0","3,6","4",",6","4",",6","2",",6","1",",6","0","2,6","17","2,6","4","1,6","0","1,6","0","1,6","18981127","+,2,6","18981128",",,6","","","18981108",",,6","18981103",",1,6","-12.2","2,6,27,+","102",",,6,28,","50.8",",,6,08,","19.4","1,6,03,","595.4","6","415.6","1,6","97.8",",,,6","102",",,,6","3.31","3,6","8.47","1,,,6","-1.85","2,,,6"
"USC00120975","1898-12","39.21667","-84.85",,"BRIGHT, IN US","","","0.0","2,6","","","","","","","","","1","1,6","28","1,6","8","1,6","0","1,6","0","1,6","18981214",",1,6","","","","","","","18981230",",1,6","-19.4","1,6,14,","","","","","15.0","1,6,30,","1190.8","6","595.4","1,6","","","","","-2.10","2,6","3.10","1,,,6","-7.30","1,,,6"
"USC00120975","1899-01","39.21667","-84.85",,"BRIGHT, IN US","","","","","5",",6","5",",6","1",",6","2",",6","0","4,6","23","4,6","10","3,6","0","3,6","0","3,6","18990107",",4,6","18990106",",,6","","","18990114",",,6","18990104",",3,6","-16.1","4,6,07,","76",",,6,06,","58.4",",,6,14,","15.0","3,6,04,","","","","","104.0",",,,6","101",",,,6","-1.16","7,6","3.48","3,,,6","-5.81","4,,,6"
"USC00120975","1899-02","39.21667","-84.85",,"BRIGHT, IN US","","","0.0",",6","9",",6","8",",6","0",",6","4",",6","8",",6","26",",6","13",",6","0",",6","0",",6","18990209",",,6","18990224",",,6","","","18990223",",,6","18990220",",,6","-29.4",",6,09,","102",",,6,24,","10.9",",,6,23,","16.7",",6,20,","","","666.0",",6","54.0",",,,6","228",",,,6","-5.45",",6","-0.69",",,,6","-10.22",",,,6"
"USC00120975","1899-03","39.21667","-84.85",,"BRIGHT, IN US","","","0.0","4,6","10",",6","10",",6","2",",6","","","0","2,6","20","2,6","1","2,6","1","2,6","0","2,6","18990307",",2,6","","","","","18990322",",,6","18990311",",2,6","-16.7","2,6,07,","","","33.5",",,6,22,","21.1","2,6,11,","","","381.0","2,6","149.7",",,,6","","","4.22","4,6","10.32","2,,,6","-1.88","2,,,6"
"USC00120975","1899-04","39.21667","-84.85",,"BRIGHT, IN US","","","20.0","2,6","3",",6","3",",6","1",",6","","","0","1,6","6","1,6","0","1,6","11","1,6","0","1,6","18990402",",1,6","","","","","18990407",",,6","18990430",",1,6","-7.2","1,6,02,","","","26.2",",,6,07,","31.1","1,6,30,","","","195.2","1,6","41.5",",,,6","","","12.33","2,6","17.80","1,,,6","6.86","1,,,6"
"USC00120975","1899-05","39.21667","-84.85",,"BRIGHT, IN US","","","40.0","3,6","8",",6","7",",6","3",",6","","","0","1,6","0","1,6","0","2,6","24","2,6","1","2,6","18990514",",1,6","","","","","18990507",",,6","18990528",",2,6","2.8","1,6,14,","","","31.2",",,6,07,","32.2","2,6,28,","","","44.5","2,6","126.5",",,,6","","","18.09","3,6","24.08","2,,,6","12.11","1,,,6"
"USC00120975","1899-06","39.21667","-84.85",,"BRIGHT, IN US","","","137.0",",6","7",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","30",",6","8",",6","18990618","+,,6","","","","","18990608",",,6","18990622",",,6","9.4",",6,18,+","","","22.1",",,6,08,","34.4",",6,22,","","","3.4",",6","93.7",",,,6","","","22.79",",6","28.83",",,,6","16.74",",,,6"
"USC00120975","1899-07","39.21667","-84.85",,"BRIGHT, IN US","","","173.9",",6","7",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","20",",6","18990718","+,,6","","","","","18990716",",,6","18990727","+,,6","10.0",",6,18,+","","","22.9",",,6,16,","35.6",",6,27,+","0.0","6","0.0",",6","61.4",",,,6","","","23.94",",6","32.15",",,,6","15.74",",,,6"
"USC00120975","1899-08","39.21667","-84.85",,"BRIGHT, IN US","","","202.1",",6","6",",6","5",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","16",",6","18990830","+,,6","","","","","18990810",",,6","18990802",",,6","14.4",",6,30,+","","","71.1",",,6,10,","38.3",",6,02,","0.0","6","0.0",",6","123.7",",,,6","","","24.85",",6","31.70",",,,6","18.01",",,,6"
"USC00120975","1899-09","39.21667","-84.85",,"BRIGHT, IN US","","","94.1",",6","4",",6","3",",6","0",",6","","","0",",6","4",",6","0",",6","23",",6","9",",6","18990930",",,6","","","","","18990928",",,6","18990906",",,6","-1.7",",6,30,","","","4.6",",,6,28,","40.0",",6,06,","80.0","6","80.0",",6","12.2",",,,6","","","18.80",",6","26.12",",,,6","11.48",",,,6"
"USC00120975","1899-10","39.21667","-84.85",,"BRIGHT, IN US","","","22.5",",6","4",",6","3",",6","1",",6","","","0",",6","0",",6","0",",6","21",",6","0",",6","18991001",",,6","","","","","18991028",",,6","18991022","+,,6","1.1",",6,01,","","","31.8",",,6,28,","31.7",",6,22,+","178.5","6","98.5",",6","43.4",",,,6","","","15.88",",6","22.85",",,,6","8.91",",,,6"
"USC00120975","1899-11","39.21667","-84.85",,"BRIGHT, IN US","","","0.0",",6","4","2,6","4","2,6","2","2,6","0",",6","0",",6","11",",6","0",",6","1",",6","0",",6","18991128",",,6","18991129","+,,6","","","18991103",",2,6","18991110",",,6","-6.1",",6,28,","0",",T,6,29,+","38.9","2,,6,03,","21.1",",6,10,","472.0","6","293.5",",6","85.6","2,,,6","0",",T,,6","8.55",",6","14.65",",,,6","2.45",",,,6"
"USC00120975","1899-12","39.21667","-84.85",,"BRIGHT, IN US","","","0.0",",6","4",",6","4",",6","1",",6","1",",6","1",",6","21",",6","7",",6","0",",6","0",",6","18991231",",,6","18991213",",,6","","","18991210",",,6","18991211",",,6","-19.4",",6,31,","25",",,6,13,","47.0",",,6,10,","16.1",",6,11,","1007.3","6","535.3",",6","86.2",",,,6","25",",,,6","1.06",",6","6.07",",,,6","-3.95",",,,6"
"USC00120975","1900-07","39.21667","-84.85",,"BRIGHT, IN US","","","197.3",",6","7",",6","7",",6","3",",6","","","0",",6","0",",6","0",",6","31",",6","9",",6","19000727","+,,6","","","","","19000725",",,6","19000703",",,6","13.3",",6,27,+","","","65.3",",,6,25,","35.6",",6,03,","0.0","6","0.0",",6","174.8",",,,6","","","24.70",",6","30.29",",,,6","19.10",",,,6"
"USC00120975","1900-08","39.21667","-84.85",,"BRIGHT, IN US","","","230.9",",6","6",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","12",",6","19000802",",,6","","","","","19000825",",,6","19000819","+,,6","16.1",",6,02,","","","22.9",",,6,25,","33.9",",6,19,+","0.0","6","0.0",",6","68.3",",,,6","","","25.78",",6","31.20",",,,6","20.36",",,,6"
"USC00120975","1900-09","39.21667","-84.85",,"BRIGHT, IN US","","","137.5",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","7",",6","19000917",",,6","","","","","19000929","+,,6","19000909",",,6","6.1",",6,17,","","","0.0",",T,6,29,+","33.3",",6,09,","10.3","6","10.3",",6","0.0",",T,,6","","","22.57",",6","27.89",",,,6","17.26",",,,6"
"USC00120975","1900-10","39.21667","-84.85",,"BRIGHT, IN US","","","34.6",",6","2",",6","2",",6","2",",6","","","0",",6","0",",6","0",",6","22",",6","0",",6","19001017",",,6","","","","","19001007",",,6","19001005",",,6","1.7",",6,17,","","","39.6",",,6,07,","30.6",",6,05,","80.3","6","70.0",",6","67.5",",,,6","","","17.19",",6","22.55",",,,6","11.84",",,,6"
"USC00120975","1900-11","39.21667","-84.85",,"BRIGHT, IN US","","","0.0","2,6","6",",6","6",",6","2",",6","1",",6","0","1,6","10","1,6","0","1,6","1","1,6","0","1,6","19001116",",1,6","19001111",",,6","","","19001124",",,6","19001122",",1,6","-7.8","1,6,16,","25",",,6,11,","48.3",",,6,24,","21.7","1,6,22,","414.1","6","333.8","1,6","124.7",",,,6","25",",,,6","6.59","2,6","11.31","1,,,6","1.88","1,,,6"
"USC00120975","1900-12","39.21667","-84.85",,"BRIGHT, IN US","","","0.0","2,6","4",",6","4",",6","0",",6","1",",6","0","1,6","23","1,6","3","1,6","0","1,6","0","1,6","19001210",",1,6","19001225",",,6","","","19001227",",,6","19001222",",1,6","-9.4","1,6,10,","25",",,6,25,","9.4",",,6,27,","12.2","1,6,22,","911.1","6","497.0","1,6","25.8",",,,6","25",",,,6","1.35","2,6","5.20","1,,,6","-2.50","1,,,6"
"USC00120975","1901-01","39.21667","-84.85",,"BRIGHT, IN US","0.0","","0.0","3,6","4",",6","4",",6","0",",6","2",",6","0","1,6","22","1,6","8","2,6","0","2,6","0","2,6","19010131",",1,6","19010129",",,6","","","19010111",",,6","19010110",",2,6","-17.2","1,6,31,","76",",,6,29,","9.7",",,6,11,","15.6","2,6,10,","1410.2","","499.1","2,6","28.4",",,,6","101",",,,6","0.35","3,6","4.87","2,,,6","-4.16","1,,,6"
"USC00120975","1901-02","39.21667","-84.85",,"BRIGHT, IN US","","","","","3",",6","2",",6","0",",6","1",",6","0","2,6","26","2,6","12","4,6","0","4,6","0","4,6","19010206",",2,6","19010202",",,6","","","19010203",",,6","19010217",",4,6","-15.6","2,6,06,","152",",,6,02,","20.3",",,6,03,","9.4","4,6,17,","","","","","36.8",",,,6","165",",,,6","-3.55","6,6","0.45","4,,,6","-7.55","2,,,6"
"USC00120975","1901-03","39.21667","-84.85",,"BRIGHT, IN US","","","","","2",",6","2",",6","1",",6","0",",6","0","4,6","14","4,6","","","","","","","19010306",",4,6","19010315",",,6","","","19010310",",,6","","","-16.1","4,6,06,","0",",T,6,15,","26.2",",,6,10,","","","","","","","49.8",",,,6","0",",T,,6","","","","","0.30","4,,,6"
"USC00120975","1901-04","39.21667","-84.85",,"BRIGHT, IN US","","","","","3",",6","3",",6","1",",6","0",",6","0","1,6","4","1,6","","","","","","","19010401",",1,6","19010418",",,6","","","19010418",",,6","","","-2.8","1,6,01,","0",",T,6,18,","48.3",",,6,18,","","","","","","","61.1",",,,6","0",",T,,6","","","","","4.63","1,,,6"
"USC00120975","1901-05","39.21667","-84.85",,"BRIGHT, IN US","","","","","5",",6","5",",6","1",",6","","","0","5,6","0","5,6","0","1,6","18","1,6","0","1,6","19010513",",5,6","","","","","19010521",",,6","19010502",",1,6","2.8","5,6,13,","","","34.3",",,6,21,","29.4","1,6,02,","","","","","73.7",",,,6","","","17.26","6,6","22.25","1,,,6","12.27","5,,,6"
"USC00120975","1901-06","39.21667","-84.85",,"BRIGHT, IN US","","","156.3","2,6","7",",6","7",",6","2",",6","","","0","1,6","0","1,6","0","1,6","27","1,6","9","1,6","19010607",",1,6","","","","","19010615",",,6","19010630","+,1,6","5.6","1,6,07,","","","46.0",",,6,15,","35.0","1,6,30,+","","","12.5","1,6","122.9",",,,6","","","23.31","2,6","29.06","1,,,6","17.55","1,,,6"
"USC00120975","1901-07","39.21667","-84.85",,"BRIGHT, IN US","","","300.8","1,6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0","1,6","30","1,6","27","1,6","19010710",",,6","","","","","19010730",",,6","19010722",",1,6","17.2",",6,10,","","","15.0",",,6,30,","42.2","1,6,22,","0.0","","0.0","1,6","15.0",",,,6","","","28.33","1,6","35.15","1,,,6","21.50",",,,6"
"USC00120975","1901-11","39.21667","-84.85",,"BRIGHT, IN US","","","0.0","1,6","3",",6","3",",6","0",",6","","","0",",6","20",",6","0","1,6","3","1,6","0","1,6","19011121","+,,6","","","","","19011103",",,6","19011112","+,1,6","-6.7",",6,21,+","","","18.3",",,6,03,","21.1","1,6,12,+","","","406.5","1,6","31.1",",,,6","","","4.28","1,6","10.20","1,,,6","-1.65",",,,6"
