"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CIM00085864","1968-11","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","5,S","0","5,S","","","","","","","19681121",",5,S","","","","","3.9","5,S,21,","","","","","","","","","","","7.96","5,,,S"
"CIM00085864","1998-12","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","4,S","0","4,S","","","","","","","19981212",",4,S","","","","","4.0","4,S,12,","","","","","","","","","","","8.67","4,,,S"
"CIM00085864","1999-02","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","4,S","0","4,S","","","","","","","19990201",",4,S","","","","","4.2","4,S,01,","","","","","","","","","","","8.64","4,,,S"
"CIM00085864","1999-03","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","4,S","2","4,S","","","","","","","19990325",",4,S","","","","","-0.8","4,S,25,","","","","","","","","","","","5.90","4,,,S"
"CIM00085864","2000-02","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","2,S","0","2,S","","","","","","","20000214",",2,S","","","","","2.8","2,S,14,","","","","","","","","","","","7.57","2,,,S"
"CIM00085864","2000-04","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","5,S","4","5,S","","","","","","","20000416",",5,S","","","","","-3.6","5,S,16,","","","","","","","","","","","4.04","5,,,S"
"CIM00085864","2000-06","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","3,S","19","3,S","","","","","","","20000619",",3,S","","","","","-8.9","3,S,19,","","","","","","","","","","","-1.26","3,,,S"
"CIM00085864","2000-08","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","3,S","12","3,S","","","","","","","20000821","+,3,S","","","","","-3.8","3,S,21,+","","","","","","","","","","","0.26","3,,,S"
"CIM00085864","2000-09","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","2,S","13","2,S","","","","","","","20000914",",2,S","","","","","-8.5","2,S,14,","","","","","","","","","","","0.78","2,,,S"
"CIM00085864","2000-10","-45.594","-72.106","310.9","TENIENTE VIDAL, CI","","","","","","","0","1,S","3","1,S","","","","","","","20001014",",1,S","","","","","-1.4","1,S,14,","","","","","","","","","","","4.91","1,,,S"
