"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00206690","1905-02","42.8564","-84.9122","219.5","PORTLAND, MI US","9",",6","5",",6","0",",6","","","","","","","","","","","19050209",",,6","","","","","8.9",",,6,09,","30.0",",,,6","",""
"USC00206690","1905-03","42.8564","-84.9122","219.5","PORTLAND, MI US","11",",6","5",",6","0",",6","","","1",",6","","","","","19050319",",,6","19050318",",,6","","","76",",,6,19,","24.9",",,6,18,","88.8",",,,6","94",",,,6"
"USC00206690","1905-04","42.8564","-84.9122","219.5","PORTLAND, MI US","12",",6","6",",6","1",",6","","","","","","","","","","","19050421",",,6","","","","","35.8",",,6,21,","75.4",",,,6","",""
"USC00206690","1906-02","42.8564","-84.9122","219.5","PORTLAND, MI US","7",",6","5",",6","0",",6","","","","","","","","","","","19060214",",,6","","","","","18.3",",,6,14,","45.7",",,,6","",""
"USC00206690","1906-03","42.8564","-84.9122","219.5","PORTLAND, MI US","16",",6","8",",6","1",",6","","","","","","","","","","","19060303",",,6","","","","","25.4",",,6,03,","66.3",",,,6","",""
"USC00206690","1906-04","42.8564","-84.9122","219.5","PORTLAND, MI US","6",",6","5",",6","2",",6","","","","","","","","","","","19060414",",,6","","","","","34.0",",,6,14,","77.7",",,,6","",""
"USC00206690","1907-01","42.8564","-84.9122","219.5","PORTLAND, MI US","5",",6","4",",6","0",",6","","","5",",6","","","","","19070122",",,6","19070120",",,6","","","178",",,6,22,","20.6",",,6,20,","45.3",",,,6","330",",,,6"
"USC00206690","1907-02","42.8564","-84.9122","219.5","PORTLAND, MI US","5",",6","1",",6","0",",6","","","1",",6","","","","","19070203",",,6","19070203",",,6","","","25",",,6,03,","2.5",",,6,03,","6.9",",,,6","72",",,,6"
"USC00206690","1907-03","42.8564","-84.9122","219.5","PORTLAND, MI US","10",",6","7",",6","1",",6","","","","","","","","","","","19070324",",,6","","","","","25.9",",,6,24,","86.7",",,,6","",""
"USC00206690","1907-04","42.8564","-84.9122","219.5","PORTLAND, MI US","11",",6","8",",6","1",",6","","","0",",6","","","","","19070430","+,,6","19070430",",,6","","","0",",T,6,30,+","39.6",",,6,30,","87.9",",,,6","0",",T,,6"
"USC00206690","1908-02","42.8564","-84.9122","219.5","PORTLAND, MI US","16",",6","12",",6","1",",6","29",",6","","","","","19080210","+,,6","","","19080201",",,6","559",",,6,10,+","","","30.5",",,6,01,","105.0",",,,6","",""
"USC00206690","1908-03","42.8564","-84.9122","219.5","PORTLAND, MI US","8",",6","7",",6","1",",6","","","","","","","","","","","19080328",",,6","","","","","54.9",",,6,28,","101.6",",,,6","",""
"USC00206690","1908-04","42.8564","-84.9122","219.5","PORTLAND, MI US","14",",6","13",",6","0",",6","","","","","","","","","","","19080408",",,6","","","","","18.3",",,6,08,","103.3",",,,6","",""
"USC00206690","1908-05","42.8564","-84.9122","219.5","PORTLAND, MI US","2",",6","2",",6","0",",6","","","","","","","","","","","19080519",",,6","","","","","11.9",",,6,19,","18.5",",,,6","",""
"USC00206690","1909-02","42.8564","-84.9122","219.5","PORTLAND, MI US","13",",6","11",",6","1",",6","27",",6","","","","","19090202","+,,6","","","19090206",",,6","914",",,6,02,+","","","31.0",",,6,06,","99.4",",,,6","",""
"USC00206690","1909-03","42.8564","-84.9122","219.5","PORTLAND, MI US","14",",6","7",",6","0",",6","","","","","","","","","","","19090325",",,6","","","","","10.7",",,6,25,","51.9",",,,6","",""
