"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00383665","2021-07","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","526.7","7","245.8",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","22",",7","20210705",",,7","20210731","+,,7","20210731","+,,7","","","20210730",",,7","12.8",",7,05,","0",",,7,31,+","0",",,7,31,+","","","36.1",",7,30,","","","0.0","7","","","0.0",",7","","","","","","","","","","","","","0",",,,7","26.26",",7","32.41",",,,7","20.11",",,,7","",""
"USC00383665","2021-08","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","783.5","7","256.8",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","23",",7","20210806","+,,7","20210831","+,,7","20210831","+,,7","","","20210814",",,7","16.1",",7,06,+","0",",,7,31,+","0",",,7,31,+","","","36.1",",7,14,","81.9","3,,,7","0.0","7","  28.3","3,,,7,5,2","0.0",",7","  33.3","3,,,7,5,2","  25.6","3,,,7,5,2","  26.7","3,,,7,5,2","  26.7","3,,,7,5,2","  30.6","3,,,7,5,2","","","0",",,,7","26.62",",7","32.68",",,,7","20.55",",,,7","",""
"USC00383665","2021-09","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","901.1","7","117.6",",7","9","3,7","6","3,7","2","3,7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","20210926",",,7","20210930","+,,7","20210930","+,,7","20210917",",3,7","20210919","+,,7","7.2",",7,26,","0",",,7,30,+","0",",,7,30,+","123.2","3,,7,17,","32.2",",7,19,+","65.2","2,,,7","5.0","7","  26.1","2,,,7,5,2","5.0",",7","  29.4","2,,,7,5,2","  19.4","2,,,7,5,2","  23.9","2,,,7,5,2","  23.1","2,,,7,5,2","  27.1","2,,,7,5,2","215.0",",a,,7","0",",,,7","22.09",",7","29.44",",,,7","14.73",",,,7","",""
"USC00383665","2021-10","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","960.3","7","59.2",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","0",",7","20211028","+,,7","20211031","+,,7","20211031","+,,7","","","20211001",",,7","1.7",",7,28,+","0",",,7,31,+","0",",,7,31,+","","","31.7",",7,01,","","","62.6","7","","","57.6",",7","","","","","","","","","","","","","0",",,,7","18.38",",7","25.73",",,,7","11.04",",,,7","",""
"USC00383665","2021-11","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","960.3","7","0.0",",7","","","","","","","0",",7","0",",7","0",",7","17",",7","0",",7","11",",7","0",",7","20211124",",,7","20211130","+,,7","20211130","+,,7","","","20211110",",,7","-6.1",",7,24,","0",",,7,30,+","0",",,7,30,+","","","26.1",",7,10,","","","329.3","7","","","266.7",",7","","","","","","","","","","","","","0",",,,7","9.44",",7","18.62",",,,7","0.27",",,,7","",""
"USC00383665","2021-12","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","964.5","7","4.2",",7","","","","","","","0",",7","0",",7","0",",7","10",",7","0",",7","13",",7","0",",7","20211201",",,7","20211231","+,,7","20211231","+,,7","","","20211204",",,7","-5.0",",7,01,","0",",,7,31,+","0",",,7,31,+","","","26.1",",7,04,","","","561.1","7","","","231.8",",7","","","","","","","","","","","","","0",",,,7","10.99",",7","18.57",",,,7","3.41",",,,7","",""
"USC00383665","2022-01","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","5.0","7","5.0",",7","6","4,7","5","4,7","1","4,7","0",",7","0",",7","0",",7","26",",7","0",",7","4",",7","0",",7","20220131","+,,7","20220122",",,7","20220122",",,7","20220103",",4,7","20220102",",,7","-9.4",",7,31,+","0",",T,7,22,","0",",T,7,22,","36.6","4,,7,03,","26.1",",7,02,","","","974.2","7","  17.2","3,,,7,5,2","413.1",",7","  18.9","3,,,7,5,2","   3.9","3,,,7,5,2","   6.7","3,,,7,5,2","   7.8","3,,,7,5,2","  10.9","3,,,7,5,2","71.4","4,,,7","0",",T,,7","5.17",",7","12.51",",,,7","-2.17",",,,7","",""
"USC00383665","2022-02","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","9.2","7","4.2",",7","","","","","","","0",",7","0",",7","0",",7","16",",7","0",",7","11",",7","0",",7","20220215",",,7","20220228","+,,7","20220228","+,,7","","","20220225",",,7","-5.6",",7,15,","0",",,7,28,+","0",",,7,28,+","","","28.9",",7,25,","","","1220.3","7","","","246.1",",7","","","","","","","","","","","","","0",",,,7","9.69",",7","18.10",",,,7","1.29",",,,7","",""
"USC00383665","2022-03","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","15.6","7","6.4",",7","","","","","","","0",",7","0",",7","0",",7","10",",7","0",",7","16",",7","0",",7","20220314",",,7","20220331","+,,7","20220331","+,,7","","","20220331",",,7","-7.8",",7,14,","0",",,7,31,+","0",",,7,31,+","","","30.0",",7,31,","","","1403.1","7","","","182.8",",7","","","","","","","","","","","","","0",",,,7","12.64",",7","21.54",",,,7","3.74",",,,7","",""
"USC00383665","2022-04","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","30.0","7","14.4",",7","7","1,7","4","1,7","2","1,7","0",",7","0",",7","0",",7","2",",7","0",",7","26",",7","0",",7","20220411","+,,7","20220430","+,,7","20220430","+,,7","20220406",",1,7","20220426",",,7","-2.8",",7,11,+","0",",,7,30,+","0",",,7,30,+","58.7","1,,7,06,","30.0",",7,26,","","","1499.7","7","  18.9",",,,7,5,2","96.6",",7","  24.4",",,,7,5,2","  10.6",",,,7,5,2","  15.6",",,,7,5,2","  15.3",",,,7,5,2","  20.3",",,,7,5,2","135.1","1,,,7","0",",,,7","15.59",",7","24.69",",,,7","6.49",",,,7","",""
"USC00383665","2022-05","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","157.7","7","127.7",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","9",",7","20220511","+,,7","20220531","+,,7","20220531","+,,7","","","20220520",",,7","4.4",",7,11,+","0",",,7,31,+","0",",,7,31,+","","","35.0",",7,20,","","","1511.7","7","","","12.0",",7","","","","","","","","","","","","","0",",,,7","22.07",",7","29.85",",,,7","14.28",",,,7","",""
"USC00383665","2022-06","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","391.6","7","233.9",",7","4",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","24",",7","20220621",",,7","20220630","+,,7","20220630","+,,7","20220630",",,7","20220623",",,7","10.6",",7,21,","0",",,7,30,+","0",",,7,30,+","37.8",",,7,30,","39.4",",7,23,","147.8","2,,,7","1511.7","7","  27.8",",,,7,5,2","0.0",",7","  32.2",",,,7,5,2","  23.9",",,,7,5,2","  26.7",",,,7,5,2","  25.9",",,,7,5,2","  29.1",",,,7,5,2","43.2",",,,7","0",",,,7","26.13",",7","34.29",",,,7","17.97",",,,7","",""
"USC00383665","2022-07","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","663.4","7","271.8","1,7","16",",7","9",",7","4",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","30","1,7","22","1,7","20220703","+,1,7","20220731","+,,7","20220731","+,,7","20220706",",,7","20220708",",1,7","18.9","1,7,03,+","0",",,7,31,+","0",",,7,31,+","52.8",",,7,06,","36.7","1,7,08,","","","0.0","7","  27.8",",,,7,5,2","0.0","1,7","  30.0",",,,7,5,2","  25.6",",,,7,5,2","  27.8",",,,7,5,2","  26.7",",,,7,5,2","  28.8",",,,7,5,2","215.2",",,,7","0",",,,7","27.39","1,7","33.13","1,,,7","21.66","1,,,7","730",",,,7"
"USC00383665","2022-08","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","896.5","7","233.1",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","13",",7","20220815","+,,7","20220831","+,,7","20220831","+,,7","","","20220802","+,,7","15.0",",7,15,+","0",",,7,31,+","0",",,7,31,+","","","35.6",",7,02,+","","","0.0","7","","","0.0",",7","","","","","","","","","","","","","0",",,,7","25.85",",7","31.38",",,,7","20.32",",,,7","",""
"USC00383665","2022-09","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1045.3","7","148.8",",7","5","3,7","4","3,7","0","3,7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","3",",7","20220925","+,,7","20220930","+,,7","20220930","+,,7","20220911",",3,7","20220923",",,7","10.6",",7,25,+","0",",,7,30,+","0",",,7,30,+","19.8","3,,7,11,","35.0",",7,23,","","","2.8","7","  27.2","2,,,7,5,2","2.8",",7","  30.0","2,,,7,5,2","  21.1","2,,,7,5,2","  21.7","2,,,7,5,2","  24.3","2,,,7,5,2","  26.9","2,,,7,5,2","98.3","1,a,,7","0",",,,7","23.20",",7","28.89",",,,7","17.51",",,,7","",""
"USC00383665","2022-10","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1056.9","7","11.6",",7","4",",7","3",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","23",",7","0",",7","20221020",",,7","20221031","+,,7","20221031","+,,7","20221013",",,7","20221008",",,7","-0.6",",7,20,","0",",,7,31,+","0",",,7,31,+","29.7",",,7,13,","29.4",",7,08,","81.3","3,,,7","80.9","7","  21.1",",,,7,5,2","78.1",",7","  23.9",",,,7,5,2","  15.0",",,,7,5,2","  18.9",",,,7,5,2","  18.4",",,,7,5,2","  21.5",",,,7,5,2","36.1",",,,7","0",",,,7","16.19",",7","22.85",",,,7","9.52",",,,7","60",",,,7"
"USC00383665","2022-11","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1075.0","7","18.1",",7","","","","","","","0",",7","0",",7","0",",7","4",",7","0",",7","12",",7","0",",7","20221118",",,7","20221130","+,,7","20221130","+,,7","","","20221108",",,7","-2.2",",7,18,","0",",,7,30,+","0",",,7,30,+","","","27.8",",7,08,","","","235.0","7","","","154.1",",7","","","","","","","","","","","","","0",",,,7","13.80",",7","19.27",",,,7","8.33",",,,7","",""
"USC00383665","2022-12","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1075.3","7","0.3",",7","12","2,7","8","2,7","0","2,7","0",",7","0",",7","0",",7","9",",7","1",",7","3",",7","0",",7","20221225","+,,7","20221231","+,,7","20221231","+,,7","20221215",",2,7","20221208",",,7","-11.7",",7,25,+","0",",,7,31,+","0",",,7,31,+","15.2","2,,7,15,","22.2",",7,08,","","","551.8","7","  16.7","2,,,7,5,2","316.8",",7","  18.9","2,,,7,5,2","   4.4","2,,,7,5,2","   6.1","2,,,7,5,2","  10.5","2,,,7,5,2","  12.7","2,,,7,5,2","100.9",",a,,7","0",",,,7","8.12",",7","12.92",",,,7","3.33",",,,7","46","1,,,7"
"USC00383665","2023-01","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","0.0","7","0.0",",7","14",",7","9",",7","4",",7","0",",7","0",",7","0",",7","9",",7","0",",7","3",",7","0",",7","20230115",",,7","20230131","+,,7","20230131","+,,7","20230126","+,,7","20230120","+,,7","-4.4",",7,15,","0",",,7,31,+","0",",,7,31,+","38.6",",,7,26,+","21.7",",7,20,+","","","815.1","7","  15.0",",,,7,5,2","263.3",",7","  16.1",",,,7,5,2","   6.7",",,,7,5,2","  10.0",",,,7,5,2","  10.1",",,,7,5,2","  12.9",",,,7,5,2","210.5",",,,7","0",",,,7","9.84",",7","15.42",",,,7","4.26",",,,7","10",",,,7"
"USC00383665","2023-02","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","11.4","7","11.4",",7","9",",7","6",",7","2",",7","0",",7","0",",7","0",",7","4",",7","0",",7","13",",7","0",",7","20230218",",,7","20230228","+,,7","20230228","+,,7","20230212",",,7","20230224",",,7","-1.7",",7,18,","0",",,7,28,+","0",",,7,28,+","33.8",",,7,12,","28.3",",7,24,","","","963.6","7","  16.7",",,,7,5,2","148.5",",7","  19.4",",,,7,5,2","   7.2",",,,7,5,2","  11.1",",,,7,5,2","  11.6",",,,7,5,2","  15.0",",,,7,5,2","95.4",",,,7","0",",,,7","13.44",",7","19.29",",,,7","7.59",",,,7","16",",,,7"
"USC00383665","2023-03","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","19.8","7","8.4",",7","8","3,7","6","3,7","1","3,7","0",",7","0",",7","0",",7","5",",7","0",",7","13",",7","0",",7","20230316","+,,7","20230331","+,,7","20230331","+,,7","20230327",",3,7","20230325",",,7","-2.2",",7,16,+","0",",,7,31,+","0",",,7,31,+","77.5","3,,7,27,","28.9",",7,25,","","","1112.0","7","  17.8","2,,,7,5,2","148.4",",7","  20.0","2,,,7,5,2","  10.0","2,,,7,5,2","  13.9","2,,,7,5,2","  14.3","2,,,7,5,2","  17.2","2,,,7,5,2","151.8",",a,,7","0",",,,7","13.82",",7","19.98",",,,7","7.65",",,,7","17","2,,,7"
"USC00383665","2023-04","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","46.1","7","26.3",",7","9",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","20230411","+,,7","20230430","+,,7","20230430","+,,7","20230408",",,7","20230406",",,7","5.6",",7,11,+","0",",,7,30,+","0",",,7,30,+","54.9",",,7,08,","30.6",",7,06,","","","1161.9","7","  19.4","1,,,7,5,2","49.9",",7","  22.8","1,,,7,5,2","  12.8","1,,,7,5,2","  16.7","1,,,7,5,2","  16.9","1,,,7,5,2","  20.5","1,,,7,5,2","173.5",",,,7","0",",,,7","17.55",",7","24.28",",,,7","10.81",",,,7","23",",,,7"
"USC00383665","2023-05","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","113.2","7","67.1",",7","12",",7","6",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","1",",7","20230504",",,7","20230531","+,,7","20230531","+,,7","20230521","+,,7","20230510",",,7","6.7",",7,04,","0",",,7,31,+","0",",,7,31,+","39.6",",,7,21,+","32.2",",7,10,","94.5","5,,,7","1190.2","7","  22.8",",,,7,5,2","28.3",",7","  26.1",",,,7,5,2","  17.2",",,,7,5,2","  19.4",",,,7,5,2","  19.8",",,,7,5,2","  22.8",",,,7,5,2","145.6",",,,7","0",",,,7","19.59",",7","24.79",",,,7","14.38",",,,7","28",",,,7"
"USC00383665","2023-06","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","272.1","7","158.9",",7","9","3,7","8","3,7","1","3,7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","20230610",",,7","20230630","+,,7","20230630","+,,7","20230615",",3,7","20230630",",,7","13.3",",7,10,","0",",,7,30,+","0",",,7,30,+","30.5","3,,7,15,","32.8",",7,30,","","","1190.2","7","  25.6","2,,,7,5,2","0.0",",7","  29.4","2,,,7,5,2","  20.6","2,,,7,5,2","  22.2","2,,,7,5,2","  23.1","2,,,7,5,2","  26.5","2,,,7,5,2","110.8",",a,,7","0",",,,7","23.63",",7","29.22",",,,7","18.04",",,,7","2","2,,,7"
"USC00383665","2023-07","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","552.1","7","280.0",",7","13",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","24",",7","20230712","+,,7","20230731","+,,7","20230731","+,,7","20230711",",,7","20230720",",,7","20.0",",7,12,+","0",",,7,31,+","0",",,7,31,+","34.0",",,7,11,","35.0",",7,20,","119.4","5,,,7","0.0","7","  27.2",",,,7,5,2","0.0",",7","  30.6",",,,7,5,2","  24.4",",,,7,5,2","  27.2",",,,7,5,2","  26.6",",,,7,5,2","  29.4",",,,7,5,2","103.1",",,,7","0",",,,7","27.37",",7","32.71",",,,7","22.03",",,,7","0",",,,7"
"USC00383665","2023-08","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","821.5","7","269.4",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","20",",7","20230819","+,,7","20230831","+,,7","20230831","+,,7","","","20230827",",,7","18.9",",7,19,+","0",",,7,31,+","0",",,7,31,+","","","37.2",",7,27,","","","0.0","7","","","0.0",",7","","","","","","","","","","","","","0",",,,7","27.02",",7","32.55",",,,7","21.49",",,,7","",""
"USC00383665","2023-09","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","958.7","7","137.2",",7","9","4,7","5","4,7","1","4,7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","5",",7","20230924","+,,7","20230930","+,,7","20230930","+,,7","20230918",",4,7","20230907",",,7","13.9",",7,24,+","0",",,7,30,+","0",",,7,30,+","31.0","4,,7,18,","33.9",",7,07,","","","0.9","7","  25.6","2,,,7,5,2","0.9",",7","  28.3","2,,,7,5,2","  21.1","2,,,7,5,2","  22.8","2,,,7,5,2","  23.3","2,,,7,5,2","  26.1","2,,,7,5,2","86.2",",a,,7","0",",,,7","22.88",",7","28.61",",,,7","17.15",",,,7","77","2,,,7"
"USC00383665","2023-10","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1003.1","7","44.4",",7","","","","","","","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","20231018","+,,7","20231031","+,,7","20231031","+,,7","","","20231004","+,,7","5.0",",7,18,+","0",",,7,31,+","0",",,7,31,+","","","28.9",",7,04,+","","","53.5","7","","","52.6",",7","","","","","","","","","","","","","0",",,,7","18.07",",7","24.43",",,,7","11.70",",,,7","",""
"USC00383665","2023-11","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1006.2","7","3.1",",7","","","","","","","0",",7","0",",7","0",",7","2",",7","0",",7","10",",7","0",",7","20231129",",,7","20231130","+,,7","20231130","+,,7","","","20231109",",,7","-2.8",",7,29,","0",",,7,30,+","0",",,7,30,+","","","27.8",",7,09,","","","229.3","7","  18.3","4,,,7,5,2","175.8",",7","  20.6","4,,,7,5,2","   9.4","4,,,7,5,2","  11.7","4,,,7,5,2","  14.5","4,,,7,5,2","  17.0","4,,,7,5,2","70.6",",a,,7","0",",,,7","12.57",",7","18.37",",,,7","6.78",",,,7","143","4,,,7"
"USC00383665","2023-12","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","1006.2","7","0.0",",7","4","5,7","4","5,7","1","5,7","0",",7","0",",7","0",",7","10",",7","0",",7","2",",7","0",",7","20231220",",,7","20231231","+,,7","20231231","+,,7","20231218",",5,7","20231210",",,7","-3.3",",7,20,","0",",,7,31,+","0",",,7,31,+","53.3","5,,7,18,","23.9",",7,10,","","","494.6","7","  14.4","3,,,7,5,2","265.3",",7","  16.1","3,,,7,5,2","   6.7","3,,,7,5,2","   8.9","3,,,7,5,2","  10.2","3,,,7,5,2","  12.8","3,,,7,5,2","127.5",",a,,7","0",",,,7","9.78",",7","15.76",",,,7","3.79",",,,7","142","3,,,7"
"USC00383665","2024-01","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","3.8","","3.8",",7","","","","","","","0",",7","0",",7","0",",7","16",",7","0",",7","3",",7","0",",7","20240122","+,,7","20240131","+,,7","20240131","+,,7","","","20240127","+,,7","-9.4",",7,22,+","0",",,7,31,+","0",",,7,31,+","","","24.4",",7,27,+","","","835.0","","","","340.4",",7","","","","","","","","","","","","","0",",,,7","7.48",",7","13.58",",,,7","1.37",",,,7","",""
"USC00383665","2024-02","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","3.8","","0.0",",7","6",",7","4",",7","2",",7","0",",7","0",",7","0",",7","5",",7","0",",7","4",",7","0",",7","20240225",",,7","20240229","+,,7","20240229","+,,7","20240213",",,7","20240229",",,7","-1.1",",7,25,","0",",,7,29,+","0",",,7,29,+","31.8",",,7,13,","23.9",",7,29,","50.8","5,,,7","1073.7","","  12.8",",,,7,5,2","238.7",",7","  14.4",",,,7,5,2","   7.2",",,,7,5,2","  10.0",",,,7,5,2","   9.7",",,,7,5,2","  12.4",",,,7,5,2","76.4",",,,7","0",",,,7","10.10",",7","16.51",",,,7","3.69",",,,7","195",",,,7"
"USC00383665","2024-03","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","4.1","","0.3",",7","11",",7","10",",7","2",",7","0",",7","0",",7","0",",7","3",",7","0",",7","15",",7","0",",7","20240320","+,,7","20240331","+,,7","20240331","+,,7","20240307",",,7","20240315",",,7","-0.6",",7,20,+","0",",,7,31,+","0",",,7,31,+","25.9",",,7,07,","27.2",",7,15,","","","1216.1","","  16.1",",,,7,5,2","142.4",",7","  18.9",",,,7,5,2","  10.6",",,,7,5,2","  11.7",",,,7,5,2","  13.6",",,,7,5,2","  16.6",",,,7,5,2","141.2",",,,7","0",",,,7","13.75",",7","20.16",",,,7","7.34",",,,7","234",",,,7"
"USC00383665","2024-04","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","48.6","","44.5",",7","8","5,7","4","5,7","0","5,7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","20240407","+,,7","20240430","+,,7","20240430","+,,7","20240411",",5,7","20240419",",,7","2.8",",7,07,+","0",",,7,30,+","0",",,7,30,+","14.5","5,,7,11,","31.1",",7,19,","","","1274.2","","  21.1","3,,,7,5,2","58.1",",7","  24.4","3,,,7,5,2","  13.9","3,,,7,5,2","  17.8","3,,,7,5,2","  17.4","3,,,7,5,2","  20.9","3,,,7,5,2","37.3",",a,,7","0",",,,7","17.88",",7","24.72",",,,7","11.04",",,,7","235","3,,,7"
"USC00383665","2024-05","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","174.4","","125.8","1,7","14","1,7","9","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","2","1,7","20240529",",1,7","20240531","+,1,7","20240531","+,1,7","20240510",",1,7","20240527","+,1,7","10.0","1,7,29,","0","1,,7,31,+","0","1,,7,31,+","23.4","1,,7,10,","32.8","1,7,27,+","","","1274.2","","  24.4","1,,,7,5,2","0.0","1,7","  27.2","1,,,7,5,2","  19.4","1,,,7,5,2","  21.7","1,,,7,5,2","  21.7","1,,,7,5,2","  24.6","1,,,7,5,2","95.8","1,,,7","0","1,,,7","22.53","1,7","28.33","1,,,7","16.72","1,,,7","93","1,,,7"
"USC00383665","2024-06","33.56844","-81.73944","120.4","GRANITEVILLE 3.9 ENE, SC US","389.4","","215.0","4,H","","","","","","","0","4,H","","","0","4,H","0","4,H","0","4,H","26","4,H","16","4,H","20240601",",4,H","20240630","+,4,H","","","","","20240627",",4,H","13.9","4,H,01,","0","4,,H,30,+","","","","","38.3","4,H,27,","","","1274.2","","","","0.0","4,H","","","","","","","","","","","","","","","26.60","4,H","33.01","4,,,H","20.19","4,,,H","",""
