"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00012921","1946-09","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","218.6",",0","11",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","","","19460915",",,0","19460930","+,,0","19460930","+,,0","6","","19460915",",,0","19460922","+,,0","17.8",",0,15,","0",",,0,30,+","0",",,0,30,+","119.6",",,0,15,","34.4",",0,22,+","","","0.0",",0","400.8",",,,0","","","","","","","","","0",",,,0","25.62",",0","30.09",",,,0","21.15",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1946-10","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","140.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","19461012",",,0","19461031","+,,0","19461031","+,,0","2","","19461015",",,0","19461031","+,,0","5.0",",0,12,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,15,","30.0",",0,31,+","","","12.8",",0","33.3",",,,0","","","","","","","","","0",",,,0","22.44",",0","27.45",",,,0","17.42",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1946-11","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","25.1",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","19461128","+,,0","19461130","+,,0","19461130","+,,0","6","","19461103",",,0","19461109",",,0","3.9",",0,28,+","0",",,0,30,+","0",",,0,30,+","27.2",",,0,03,","29.4",",0,09,","","","101.1",",0","47.4",",,,0","","","","","","","","","0",",,,0","15.80",",0","21.18",",,,0","10.41",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1946-12","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","","","10.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","","","","","19461231","+,,0","19461231","+,,0","19461231",",,0","","","19461211",",,0","19461228","+,,0","-3.3",",0,31,+","0",",,0,31,+","0",",T,0,31,","25.1",",,0,11,","26.7",",0,28,+","","","168.6",",0","61.8",",,,0","","","","","","","","","0",",T,,0","13.23",",0","19.54",",,,0","6.92",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1947-01","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","3.4","0","3.4",",0","10",",0","6",",0","0",",0","0","1,0","0",",0","0",",0","6",",0","3",",0","8",",0","0",",0","","","","","19470104","+,,0","19470101",",1,0","19470101",",,0","","","19470117",",,0","19470127",",,0","-7.2",",0,04,+","0","1,T,0,01,","0",",T,0,01,","16.0",",,0,17,","28.3",",0,27,","","","288.3",",0","54.4",",,,0","","","","","","","","","0",",T,,0","9.14",",0","14.53",",,,0","3.75",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1947-02","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","3.4","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","10",",0","0",",0","","","","","19470205",",,0","19470228","+,,0","19470228","+,,0","","","19470227",",,0","19470217",",,0","-3.9",",0,05,","0",",,0,28,+","0",",,0,28,+","5.8",",,0,27,","27.2",",0,17,","","","255.8",",0","7.4",",,,0","","","","","","","","","0",",,,0","9.20",",0","16.37",",,,0","2.03",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1947-03","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","12.0","0","8.6",",0","5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","16",",0","1",",0","","","","","19470308",",,0","19470331","+,,0","19470307",",,0","1","","19470318",",,0","19470327",",,0","-3.3",",0,08,","0",",,0,31,+","0",",T,0,07,","31.0",",,0,18,","32.2",",0,27,","","","163.1",",0","37.1",",,,0","","","","","","","","","0",",T,,0","13.35",",0","20.59",",,,0","6.11",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1947-04","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","99.5","0","87.5",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19470417",",,0","19470430","+,,0","19470430","+,,0","1","","19470426",",,0","19470409",",,0","2.8",",0,17,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,26,","31.7",",0,09,","","","35.8",",0","7.7",",,,0","","","","","","","","","0",",,,0","20.06",",0","26.15",",,,0","13.96",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1947-05","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","275.8","0","176.3",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","19470522",",,0","19470531","+,,0","19470531","+,,0","10","","19470516",",,0","19470505","+,,0","11.1",",0,22,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,16,","36.7",",0,05,+","","","0.0",",0","84.5",",,,0","","","","","","","","","0",",,,0","24.02",",0","30.56",",,,0","17.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00012921","1947-06","29.54429","-98.48395","243.6","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","591.0","0","315.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","","","","","19470617",",,0","19470630","+,,0","19470630","+,,0","2","","19470620",",,0","19470628",",,0","18.3",",0,17,","0",",,0,30,+","0",",,0,30,+","7.1",",,0,20,","38.3",",0,28,","","","0.0",",0","7.9",",,,0","","","","","","","","","0",",,,0","28.84",",0","34.52",",,,0","23.16",",,,0","","","","","","","","","","","","","","","","","","","","","",""
