"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014838","1857-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","12",",F","9",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18570910",",,F","","","","","","","","","44.5",",,F,10,","","","","","","","136.4",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1857-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","3",",F","1",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18571025",",,F","","","","","","","","","7.6",",,F,25,","","","","","","","9.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-05","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","9",",F","6",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18580531",",,F","","","","","","","","","37.3",",,F,31,","","","","","","","105.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-07","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","3",",F","3",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18580728",",,F","","","","","","","","","50.8",",,F,28,","","","","","","","91.2",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-08","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","6",",F","6",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18580801",",,F","","","","","","","","","22.1",",,F,01,","","","","","","","58.1",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","11",",F","5",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18580907",",,F","","","","","","","","","51.1",",,F,07,","","","","","","","110.8",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1858-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","13",",F","9",",F","0",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18581028",",,F","","","","","","","","","10.4",",,F,28,","","","","","","","71.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-05","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8",",F","8",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18590527",",,F","","","","","","","","","66.5",",,F,27,","","","","","","","169.3",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-06","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","10",",F","8",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18590607",",,F","","","","","","","","","25.4",",,F,07,","","","","","","","95.9",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-07","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","7",",F","4",",F","2",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18590707",",,F","","","","","","","","","27.2",",,F,07,","","","","","","","82.8",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-08","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","8","1,F","6","1,F","1","1,F","","","","","","","","","","","","","","","","","","","","","","","","","","","18590810",",1,F","","","","","","","","","33.0","1,,F,10,","","","","","","","90.1","1,,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-09","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","13","1,F","6","1,F","1","1,F","","","","","","","","","","","","","","","","","","","","","","","","","","","18590910",",1,F","","","","","","","","","35.6","1,,F,10,","","","","","","","87.2","1,,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-10","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","14",",F","9",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18591019",",,F","","","","","","","","","30.5",",,F,19,","","","","","","","95.6",",,,F","","","","","","","","","","","","","","","","","","","",""
"USW00014838","1859-11","46.5458","-87.3795","186.8","MARQUETTE, MI US","","","","","13",",F","8",",F","1",",F","","","","","","","","","","","","","","","","","","","","","","","","","","","18591107",",,F","","","","","","","","","27.9",",,F,07,","","","","","","","94.9",",,,F","","","","","","","","","","","","","","","","","","","",""
