"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00294656","1948-10","35.08333","-106.56667","1626.1","LA MESA, NM US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19481031","+,,0","19481031","+,,0","4","","19481031",",,0","","","0",",,0,31,+","0",",,0,31,+","7.4",",,0,31,","18.9",",,,0","0",",,,0","",""
"USC00294656","1948-11","35.08333","-106.56667","1626.1","LA MESA, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19481130","+,,0","19481126",",,0","","","19481104",",,0","","","0",",,0,30,+","0",",T,0,26,","5.3",",,0,04,","5.3",",,,0","0",",T,,0","",""
"USC00294656","1948-12","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19481225",",,0","19481226",",,0","","","19481223",",,0","","","0",",T,0,25,","8",",,0,26,","1.0",",,0,23,","2.6",",,,0","8",",,,0","",""
"USC00294656","1949-01","35.08333","-106.56667","1626.1","LA MESA, NM US","10",",0","3",",0","0",",0","6",",0","2",",0","","","","","","","19490105","+,,0","19490103",",,0","","","19490109",",,0","","","51",",,0,05,+","51",",,0,03,","6.4",",,0,09,","17.4",",,,0","128",",,,0","",""
"USC00294656","1949-02","35.08333","-106.56667","1626.1","LA MESA, NM US","4",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19490228","+,,0","19490228","+,,0","1","","19490225",",,0","","","0",",T,0,28,+","0",",T,0,28,+","2.3",",,0,25,","5.1",",,,0","0",",T,,0","",""
"USC00294656","1949-03","35.08333","-106.56667","1626.1","LA MESA, NM US","4",",0","1",",0","0",",0","1",",0","2",",0","","","","","","","19490329",",,0","19490329",",,0","1","","19490329",",,0","","","51",",,0,29,","79",",,0,29,","20.3",",,0,29,","24.2",",,,0","104",",,,0","",""
"USC00294656","1949-04","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","2",",0","0",",0","0",",0","2",",0","","","","","","","19490401",",,0","19490401",",,0","3","","19490418",",,0","","","0",",T,0,01,","38",",,0,01,","5.8",",,0,18,","13.8",",,,0","76",",,,0","",""
"USC00294656","1949-05","35.08333","-106.56667","1626.1","LA MESA, NM US","4",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19490531","+,,0","19490531","+,,0","4","","19490511",",,0","","","0",",,0,31,+","0",",,0,31,+","24.6",",,0,11,","31.3",",,,0","0",",,,0","",""
"USC00294656","1949-06","35.08333","-106.56667","1626.1","LA MESA, NM US","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19490630","+,,0","19490630","+,,0","10","","19490619",",,0","","","0",",,0,30,+","0",",,0,30,+","5.6",",,0,19,","16.5",",,,0","0",",,,0","",""
"USC00294656","1949-07","35.08333","-106.56667","1626.1","LA MESA, NM US","9",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19490731","+,,0","19490731","+,,0","7","","19490711","+,,0","","","0",",,0,31,+","0",",,0,31,+","21.8",",,0,11,+","62.9",",,,0","0",",,,0","",""
"USC00294656","1949-08","35.08333","-106.56667","1626.1","LA MESA, NM US","6",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19490831","+,,0","19490831","+,,0","6","","19490803",",,0","","","0",",,0,31,+","0",",,0,31,+","7.1",",,0,03,","20.4",",,,0","0",",,,0","",""
"USC00294656","1949-09","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19490930","+,,0","19490930","+,,0","6","","19490909",",,0","","","0",",,0,30,+","0",",,0,30,+","10.9",",,0,09,","29.9",",,,0","0",",,,0","",""
"USC00294656","1949-10","35.08333","-106.56667","1626.1","LA MESA, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19491031","+,,0","19491031","+,,0","","","19491009",",,0","","","0",",,0,31,+","0",",,0,31,+","1.8",",,0,09,","2.8",",,,0","0",",,,0","",""
"USC00294656","1949-11","35.08333","-106.56667","1626.1","LA MESA, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19491130","+,,0","19491130","+,,0","","","19491130","+,,0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00294656","1949-12","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","2",",0","0",",0","5",",0","2",",0","","","","","","","19491222","+,,0","19491221",",,0","","","19491221",",,0","","","51",",,0,22,+","76",",,0,21,","6.4",",,0,21,","14.7",",,,0","122",",,,0","",""
"USC00294656","1950-01","35.08333","-106.56667","1626.1","LA MESA, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19500131","+,,0","19500124",",,0","","","19500124",",,0","","","0",",,0,31,+","0",",T,0,24,","0.8",",,0,24,","1.3",",,,0","0",",T,,0","",""
"USC00294656","1950-02","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","19500212",",,0","","","","","","","5.3",",,0,12,","10.4",",,,0","","","",""
"USC00294656","1950-03","35.08333","-106.56667","1626.1","LA MESA, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19500331","+,,0","19500326","+,,0","","","19500302",",,0","","","0",",,0,31,+","0",",T,0,26,+","0.5",",,0,02,","0.5",",,,0","0",",T,,0","",""
"USC00294656","1950-04","35.08333","-106.56667","1626.1","LA MESA, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19500430","+,,0","19500430","+,,0","","","19500413",",,0","","","0",",,0,30,+","0",",,0,30,+","4.6",",,0,13,","6.1",",,,0","0",",,,0","",""
"USC00294656","1950-05","35.08333","-106.56667","1626.1","LA MESA, NM US","3",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19500531","+,,0","19500531","+,,0","4","","19500521",",,0","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,21,","2.9",",,,0","0",",,,0","",""
"USC00294656","1950-06","35.08333","-106.56667","1626.1","LA MESA, NM US","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19500630","+,,0","19500603",",,0","4","","19500603",",,0","","","0",",,0,30,+","0",",T,0,03,","3.3",",,0,03,","5.9",",,,0","0",",T,,0","",""
"USC00294656","1950-07","35.08333","-106.56667","1626.1","LA MESA, NM US","9",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19500731","+,,0","19500731","+,,0","11","","19500721",",,0","","","0",",,0,31,+","0",",,0,31,+","19.6",",,0,21,","62.2",",,,0","0",",,,0","",""
"USC00294656","1950-08","35.08333","-106.56667","1626.1","LA MESA, NM US","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19500831","+,,0","19500801",",,0","4","","19500801",",,0","","","0",",,0,31,+","0",",T,0,01,","11.9",",,0,01,","20.3",",,,0","0",",T,,0","",""
"USC00294656","1950-09","35.08333","-106.56667","1626.1","LA MESA, NM US","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19500930","+,,0","19500930","+,,0","5","","19500921","+,,0","","","0",",,0,30,+","0",",,0,30,+","5.8",",,0,21,+","30.1",",,,0","0",",,,0","",""
"USC00294656","1950-10","35.08333","-106.56667","1626.1","LA MESA, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19501031","+,,0","19501031","+,,0","1","","19501001",",,0","","","0",",,0,31,+","0",",,0,31,+","3.0",",,0,01,","3.0",",,,0","0",",,,0","",""
"USC00294656","1950-11","35.08333","-106.56667","1626.1","LA MESA, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19501130","+,,0","19501130","+,,0","","","19501130","+,,0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00294656","1950-12","35.08333","-106.56667","1626.1","LA MESA, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19501231","+,,0","19501231","+,,0","","","19501231","+,,0","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.0",",,,0","0",",,,0","",""
