"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NO000086850","1896-07","68.8167","14.8","3.0","BARKESTAD, NO","12",",E","8",",E","0",",E","0",",","18960731","+,,E","18960722",",,E","0",",,E,31,+","20.4",",,E,22,","77.8",",,,E"
"NO000086850","1896-08","68.8167","14.8","3.0","BARKESTAD, NO","12",",E","6",",E","0",",E","0",",","18960831","+,,E","18960826",",,E","0",",,E,31,+","15.7",",,E,26,","52.2",",,,E"
"NO000086850","1896-09","68.8167","14.8","3.0","BARKESTAD, NO","15",",E","9",",E","2",",E","0",",","18960930","+,,E","18960910",",,E","0",",,E,30,+","44.3",",,E,10,","161.9",",,,E"
"NO000086850","1896-10","68.8167","14.8","3.0","BARKESTAD, NO","24",",E","20",",E","2",",E","7",",","18961027",",,E","18961013",",,E","140",",,E,27,","46.1",",,E,13,","220.5",",,,E"
"NO000086850","1896-11","68.8167","14.8","3.0","BARKESTAD, NO","26",",E","22",",E","0",",E","7",",","18961109",",,E","18961114",",,E","70",",,E,09,","19.8",",,E,14,","208.3",",,,E"
"NO000086850","1896-12","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","13",",E","3",",E","5",",","18961229",",,E","18961227",",,E","100",",,E,29,","28.5",",,E,27,","151.8",",,,E"
"NO000086850","1897-01","68.8167","14.8","3.0","BARKESTAD, NO","13","1,E","6","1,E","0","1,E","17","2,","18970125","+,2,E","18970119",",1,E","210","2,,E,25,+","8.0","1,,E,19,","45.2","1,,,E"
"NO000086850","1897-02","68.8167","14.8","3.0","BARKESTAD, NO","13",",E","10",",E","1",",E","28",",","18970206","+,,E","18970221",",,E","370",",,E,06,+","43.2",",,E,21,","112.9",",,,E"
"NO000086850","1897-03","68.8167","14.8","3.0","BARKESTAD, NO","9",",E","6",",E","0",",E","31",",","18970329","+,,E","18970320",",,E","450",",,E,29,+","5.2",",,E,20,","24.8",",,,E"
"NO000086850","1897-04","68.8167","14.8","3.0","BARKESTAD, NO","12",",E","9",",E","0",",E","15",",","18970404",",,E","18970428",",,E","400",",,E,04,","11.9",",,E,28,","55.1",",,,E"
"NO000086850","1897-05","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","6",",E","0",",E","0",",","18970531","+,,E","18970530",",,E","0",",,E,31,+","10.5",",,E,30,","50.0",",,,E"
"NO000086850","1897-06","68.8167","14.8","3.0","BARKESTAD, NO","14",",E","7",",E","0",",E","0",",","18970630","+,,E","18970630",",,E","0",",,E,30,+","15.5",",,E,30,","62.3",",,,E"
"NO000086850","1897-07","68.8167","14.8","3.0","BARKESTAD, NO","14",",E","7",",E","0",",E","0",",","18970731","+,,E","18970710",",,E","0",",,E,31,+","25.2",",,E,10,","79.8",",,,E"
"NO000086850","1897-08","68.8167","14.8","3.0","BARKESTAD, NO","15",",E","8",",E","0",",E","0",",","18970831","+,,E","18970823",",,E","0",",,E,31,+","12.7",",,E,23,","68.3",",,,E"
"NO000086850","1897-09","68.8167","14.8","3.0","BARKESTAD, NO","20",",E","14",",E","0",",E","0",",","18970930","+,,E","18970913",",,E","0",",,E,30,+","22.7",",,E,13,","127.8",",,,E"
"NO000086850","1897-10","68.8167","14.8","3.0","BARKESTAD, NO","21",",E","17",",E","2",",E","0",",","18971031","+,,E","18971029",",,E","0",",,E,31,+","50.0",",,E,29,","233.8",",,,E"
"NO000086850","1897-11","68.8167","14.8","3.0","BARKESTAD, NO","26",",E","17",",E","0",",E","18",",","18971130",",,E","18971101",",,E","430",",,E,30,","25.3",",,E,01,","189.9",",,,E"
"NO000086850","1897-12","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","11",",E","0",",E","26",",","18971201",",,E","18971219",",,E","440",",,E,01,","14.3",",,E,19,","89.5",",,,E"
"NO000086850","1898-01","68.8167","14.8","3.0","BARKESTAD, NO","27",",E","16",",E","3",",E","14",",","18980124",",,E","18980114",",,E","290",",,E,24,","51.7",",,E,14,","203.7",",,,E"
"NO000086850","1898-02","68.8167","14.8","3.0","BARKESTAD, NO","5",",E","2",",E","0",",E","17",",","18980218",",,E","18980210",",,E","80",",,E,18,","6.1",",,E,10,","14.7",",,,E"
"NO000086850","1898-03","68.8167","14.8","3.0","BARKESTAD, NO","7",",E","5",",E","0",",E","3",",","18980331",",,E","18980328",",,E","140",",,E,31,","8.4",",,E,28,","26.5",",,,E"
"NO000086850","1898-04","68.8167","14.8","3.0","BARKESTAD, NO","7","1,E","4","1,E","0","1,E","13","2,","18980409","+,2,E","18980404",",1,E","200","2,,E,09,+","7.5","1,,E,04,","20.1","1,,,E"
"NO000086850","1898-05","68.8167","14.8","3.0","BARKESTAD, NO","9",",E","4",",E","0",",E","0",",","18980531","+,,E","18980515",",,E","0",",,E,31,+","13.6",",,E,15,","34.8",",,,E"
"NO000086850","1898-06","68.8167","14.8","3.0","BARKESTAD, NO","13",",E","7",",E","0",",E","0",",","18980630","+,,E","18980614",",,E","0",",,E,30,+","10.6",",,E,14,","48.2",",,,E"
"NO000086850","1898-07","68.8167","14.8","3.0","BARKESTAD, NO","13",",E","9",",E","0",",E","0",",","18980731","+,,E","18980714",",,E","0",",,E,31,+","10.0",",,E,14,","57.2",",,,E"
"NO000086850","1898-08","68.8167","14.8","3.0","BARKESTAD, NO","26",",E","22",",E","0",",E","0",",","18980831","+,,E","18980831",",,E","0",",,E,31,+","19.6",",,E,31,","165.8",",,,E"
"NO000086850","1898-09","68.8167","14.8","3.0","BARKESTAD, NO","22",",E","19",",E","0",",E","0",",","18980930","+,,E","18980921",",,E","0",",,E,30,+","15.0",",,E,21,","131.2",",,,E"
"NO000086850","1898-10","68.8167","14.8","3.0","BARKESTAD, NO","20",",E","14",",E","2",",E","0",",","18981031","+,,E","18981003",",,E","0",",,E,31,+","35.2",",,E,03,","154.7",",,,E"
"NO000086850","1898-11","68.8167","14.8","3.0","BARKESTAD, NO","20",",E","15",",E","0",",E","7",",","18981129","+,,E","18981108",",,E","180",",,E,29,+","23.4",",,E,08,","158.0",",,,E"
"NO000086850","1898-12","68.8167","14.8","3.0","BARKESTAD, NO","19",",E","12",",E","1",",E","28",",","18981218",",,E","18981221",",,E","330",",,E,18,","34.5",",,E,21,","111.0",",,,E"
"NO000086850","1899-01","68.8167","14.8","3.0","BARKESTAD, NO","13",",E","12",",E","0",",E","31",",","18990124",",,E","18990124",",,E","370",",,E,24,","14.2",",,E,24,","75.9",",,,E"
"NO000086850","1899-02","68.8167","14.8","3.0","BARKESTAD, NO","20",",E","10",",E","1",",E","28",",","18990215","+,,E","18990223",",,E","630",",,E,15,+","42.4",",,E,23,","123.5",",,,E"
"NO000086850","1899-03","68.8167","14.8","3.0","BARKESTAD, NO","21",",E","18",",E","0",",E","31",",","18990331","+,,E","18990302",",,E","1230",",,E,31,+","11.6",",,E,02,","121.4",",,,E"
"NO000086850","1899-04","68.8167","14.8","3.0","BARKESTAD, NO","13","1,E","8","1,E","0","1,E","28","2,","18990404",",2,E","18990423",",1,E","1470","2,,E,04,","6.2","1,,E,23,","43.6","1,,,E"
"NO000086850","1899-05","68.8167","14.8","3.0","BARKESTAD, NO","19",",E","11",",E","0",",E","28",",","18990501",",,E","18990506",",,E","1340",",,E,01,","18.3",",,E,06,","76.5",",,,E"
"NO000086850","1899-06","68.8167","14.8","3.0","BARKESTAD, NO","5",",E","4",",E","0",",E","0",",","18990608",",,E","18990613",",,E","10",",,E,08,","7.3",",,E,13,","24.2",",,,E"
"NO000086850","1899-07","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","9",",E","0",",E","0",",","18990731","+,,E","18990725",",,E","0",",,E,31,+","19.5",",,E,25,","119.1",",,,E"
"NO000086850","1899-08","68.8167","14.8","3.0","BARKESTAD, NO","20",",E","15",",E","0",",E","0",",","18990831","+,,E","18990808",",,E","0",",,E,31,+","23.3",",,E,08,","150.3",",,,E"
"NO000086850","1899-09","68.8167","14.8","3.0","BARKESTAD, NO","16",",E","9",",E","0",",E","0",",","18990930","+,,E","18990922",",,E","0",",,E,30,+","14.5",",,E,22,","81.8",",,,E"
"NO000086850","1899-10","68.8167","14.8","3.0","BARKESTAD, NO","27",",E","22",",E","2",",E","9",",","18991008",",,E","18991016",",,E","220",",,E,08,","32.9",",,E,16,","263.4",",,,E"
"NO000086850","1899-11","68.8167","14.8","3.0","BARKESTAD, NO","26",",E","22",",E","0",",E","12",",","18991125",",,E","18991124",",,E","350",",,E,25,","23.5",",,E,24,","176.2",",,,E"
"NO000086850","1899-12","68.8167","14.8","3.0","BARKESTAD, NO","10","1,E","5","1,E","0","1,E","29","2,","18991207","+,2,E","18991207",",1,E","560","2,,E,07,+","21.0","1,,E,07,","51.1","1,,,E"
"NO000086850","1900-01","68.8167","14.8","3.0","BARKESTAD, NO","13",",E","8",",E","0",",E","24",",","19000106",",,E","19000109",",,E","250",",,E,06,","7.1",",,E,09,","44.4",",,,E"
"NO000086850","1900-02","68.8167","14.8","3.0","BARKESTAD, NO","11","1,E","5","1,E","0","1,E","26","2,","19000224",",2,E","19000212",",1,E","800","2,,E,24,","7.5","1,,E,12,","37.8","1,,,E"
"NO000086850","1900-03","68.8167","14.8","3.0","BARKESTAD, NO","18",",E","12",",E","0",",E","31",",","19000331",",,E","19000308",",,E","880",",,E,31,","18.1",",,E,08,","101.9",",,,E"
"NO000086850","1900-04","68.8167","14.8","3.0","BARKESTAD, NO","17",",E","9",",E","0",",E","30",",","19000405","+,,E","19000418",",,E","800",",,E,05,+","12.6",",,E,18,","64.8",",,,E"
"NO000086850","1900-05","68.8167","14.8","3.0","BARKESTAD, NO","23",",E","13",",E","0",",E","20",",","19000502",",,E","19000505",",,E","770",",,E,02,","18.7",",,E,05,","113.0",",,,E"
"NO000086850","1900-06","68.8167","14.8","3.0","BARKESTAD, NO","6",",E","4",",E","0",",E","0",",","19000630","+,,E","19000610",",,E","0",",,E,30,+","17.5",",,E,10,","49.0",",,,E"
