"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00250890","1921-09","42.016667","-102.083333","1193.0","BINGHAM, NE US","9",",6","6",",6","0",",6","0",",6","","","19210930","+,,6","19210918",",,6","0",",,6,30,+","13.2",",,6,18,","38.4",",,,6","0",",,,6"
"USC00250890","1921-10","42.016667","-102.083333","1193.0","BINGHAM, NE US","2",",6","2",",6","0",",6","0",",6","","","19211025",",,6","19211024",",,6","0",",T,6,25,","17.8",",,6,24,","29.2",",,,6","0",",T,,6"
"USC00250890","1921-11","42.016667","-102.083333","1193.0","BINGHAM, NE US","3",",6","0",",6","0",",6","1",",6","","","19211115",",,6","19211115",",,6","25",",,6,15,","2.0",",,6,15,","4.1",",,,6","25",",,,6"
"USC00250890","1921-12","42.016667","-102.083333","1193.0","BINGHAM, NE US","3",",6","3",",6","0",",6","1",",6","","","19211223",",,6","19211201",",,6","51",",,6,23,","15.2",",,6,01,","20.2",",,,6","64",",,,6"
"USC00250890","1922-01","42.016667","-102.083333","1193.0","BINGHAM, NE US","4",",6","1",",6","0",",6","1",",6","","","19220103",",,6","19220103",",,6","51",",,6,03,","3.8",",,6,03,","6.8",",,,6","84",",,,6"
"USC00250890","1922-02","42.016667","-102.083333","1193.0","BINGHAM, NE US","1",",6","0",",6","0",",6","0",",6","","","19220223",",,6","19220223",",,6","13",",,6,23,","1.0",",,6,23,","1.0",",,,6","13",",,,6"
"USC00250890","1922-03","42.016667","-102.083333","1193.0","BINGHAM, NE US","2",",6","0",",6","0",",6","0",",6","","","19220305",",,6","19220327",",,6","13",",,6,05,","1.3",",,6,27,","2.3",",,,6","13",",,,6"
"USC00250890","1922-04","42.016667","-102.083333","1193.0","BINGHAM, NE US","6",",6","4",",6","1",",6","2",",6","","","19220426",",,6","19220426",",,6","102",",,6,26,","27.9",",,6,26,","54.0",",,,6","166",",,,6"
"USC00250890","1922-05","42.016667","-102.083333","1193.0","BINGHAM, NE US","4",",6","4",",6","0",",6","0",",6","","","19220531","+,,6","19220529",",,6","0",",,6,31,+","16.3",",,6,29,","40.0",",,,6","0",",,,6"
"USC00250890","1922-06","42.016667","-102.083333","1193.0","BINGHAM, NE US","6",",6","4",",6","1",",6","0",",6","","","19220630","+,,6","19220630",",,6","0",",,6,30,+","27.4",",,6,30,","48.3",",,,6","0",",,,6"
"USC00250890","1922-07","42.016667","-102.083333","1193.0","BINGHAM, NE US","11",",6","7",",6","1",",6","0",",6","","","19220731","+,,6","19220721",",,6","0",",,6,31,+","32.8",",,6,21,","105.2",",,,6","0",",,,6"
"USC00250890","1922-08","42.016667","-102.083333","1193.0","BINGHAM, NE US","11",",6","6",",6","2",",6","","","","","","","19220817",",,6","","","29.2",",,6,17,","88.2",",,,6","",""
"USC00250890","1922-09","42.016667","-102.083333","1193.0","BINGHAM, NE US","4",",6","2",",6","0",",6","0",",6","","","19220930","+,,6","19220915",",,6","0",",,6,30,+","5.3",",,6,15,","10.0",",,,6","0",",,,6"
"USC00250890","1922-10","42.016667","-102.083333","1193.0","BINGHAM, NE US","4",",6","1",",6","0",",6","0",",6","","","19221015",",,6","19221006",",,6","0",",T,6,15,","5.1",",,6,06,","6.7",",,,6","0",",T,,6"
"USC00250890","1922-11","42.016667","-102.083333","1193.0","BINGHAM, NE US","5",",6","1",",6","1",",6","1",",6","","","19221112",",,6","19221104",",,6","25",",,6,12,","57.2",",,6,04,","63.3",",,,6","51",",,,6"
"USC00250890","1922-12","42.016667","-102.083333","1193.0","BINGHAM, NE US","3",",6","0",",6","0",",6","1",",6","","","19221230",",,6","19221230",",,6","25",",,6,30,","2.0",",,6,30,","3.0",",,,6","35",",,,6"
"USC00250890","1923-01","42.016667","-102.083333","1193.0","BINGHAM, NE US","1",",6","1",",6","0",",6","1",",6","","","19230126",",,6","19230126",",,6","64",",,6,26,","4.8",",,6,26,","4.8",",,,6","64",",,,6"
