"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094040","1997-01","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.0","M","0.0","1,M","","","","","","","8","1,M","30","1,M","9","1,M","1","1,M","0","1,M","","","","","19970113",",1,M","","","","","19970102",",1,M","-23.3","1,M,13,","","","21.7","1,M,02,","","","647.6","1,M","","","-3.25","1,M","4.74","1,,,M","-11.24","1,,,M","","","","","","","","","",""
"USW00094040","1997-02","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.0","M","0.0",",M","","","","","","","1",",M","28",",M","7",",M","0",",M","0",",M","","","","","19970209",",,M","","","","","19970217",",,M","-17.8",",M,09,","","","18.3",",M,17,","","","537.5",",M","","","-0.86",",M","5.10",",,,M","-6.83",",,,M","","","","","","","","","",""
"USW00094040","1997-03","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.0","M","0.0",",M","","","","","","","0",",M","26",",M","1",",M","8",",M","0",",M","","","","","19970314",",,M","","","","","19970320",",,M","-12.8",",M,14,","","","29.4",",M,20,","","","381.7",",M","","","6.02",",M","15.52",",,,M","-3.48",",,,M","","","","","","","","","",""
"USW00094040","1997-04","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.0","M","0.0",",M","","","","","","","0",",M","13",",M","3",",M","7",",M","0",",M","","","","","19970412",",,M","","","","","19970429","+,,M","-11.7",",M,12,","","","27.2",",M,29,+","","","326.3",",M","","","7.46",",M","14.89",",,,M","0.02",",,,M","","","","","","","","","",""
"USW00094040","1997-05","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","9.7","M","9.7",",M","","","","","","","0",",M","2",",M","0",",M","20",",M","2",",M","","","","","19970503",",,M","","","","","19970517",",,M","-1.7",",M,03,","","","33.9",",M,17,","","","122.7",",M","","","14.69",",M","22.90",",,,M","6.47",",,,M","","","","","","","","","",""
"USW00094040","1997-06","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","130.8","M","121.1",",M","","","","","","","0",",M","0",",M","0",",M","30",",M","9",",M","","","","","19970610",",,M","","","","","19970619",",,M","6.7",",M,10,","","","37.8",",M,19,","","","3.3",",M","","","22.26",",M","30.07",",,,M","14.44",",,,M","","","","","","","","","",""
"USW00094040","1997-07","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","331.4","M","200.6","1,M","","","","","","","0","1,M","0","1,M","0","1,M","30","1,M","18","1,M","","","","","19970704",",1,M","","","","","19970725",",1,M","7.8","1,M,04,","","","40.0","1,M,25,","1.4","M","1.4","1,M","","","24.98","1,M","33.17","1,,,M","16.78","1,,,M","","","","","","","","","",""
"USW00094040","1997-08","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","497.3","M","165.9",",M","","","","","","","0",",M","0",",M","0",",M","30",",M","15",",M","","","","","19970811",",,M","","","","","19970828",",,M","11.1",",M,11,","","","36.1",",M,28,","7.0","M","5.6",",M","","","23.51",",M","30.22",",,,M","16.79",",,,M","","","","","","","","","",""
"USW00094040","1997-09","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","589.7","M","92.4",",M","","","","","","","0",",M","0",",M","0",",M","25",",M","9",",M","","","","","19970930",",,M","","","","","19970906",",,M","5.6",",M,30,","","","35.6",",M,06,","42.3","M","35.3",",M","","","20.24",",M","27.74",",,,M","12.74",",,,M","","","","","","","","","",""
"USW00094040","1997-10","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","620.3","M","30.6",",M","","","","","","","0",",M","6",",M","1",",M","12",",M","3",",M","","","","","19971027",",,M","","","","","19971002",",,M","-11.7",",M,27,","","","36.1",",M,02,","271.4","M","229.1",",M","","","11.93",",M","19.73",",,,M","4.13",",,,M","","","","","","","","","",""
"USW00094040","1997-11","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","620.3","M","0.0",",M","","","","","","","0",",M","24",",M","3",",M","1",",M","0",",M","","","","","19971116",",,M","","","","","19971125",",,M","-12.8",",M,16,","","","21.7",",M,25,","726.8","M","455.4",",M","","","3.15",",M","10.00",",,,M","-3.70",",,,M","","","","","","","","","",""
"USW00094040","1997-12","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","620.3","M","0.0",",M","","","","","","","0",",M","31",",M","7",",M","0",",M","0",",M","","","","","19971206",",,M","","","","","19971218",",,M","-13.3",",M,06,","","","13.9",",M,18,","1303.8","M","577.0",",M","","","-0.28",",M","4.68",",,,M","-5.25",",,,M","","","","","","","","","",""
"USW00094040","1998-01","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.0","W","0.0",",M","","","","","","","0",",M","31",",M","6",",M","0",",M","0",",M","","","","","19980112",",,M","","","","","19980101",",,M","-15.6",",M,12,","","","17.2",",M,01,","1887.3","W","583.5",",M","","","-0.49",",M","5.84",",,,M","-6.81",",,,M","","","","","","","","","",""
"USW00094040","1998-02","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.0","W","0.0",",M","","","","","","","0",",M","23",",M","3",",M","0",",M","0",",M","","","","","19980207",",,M","","","","","19980224",",,M","-8.9",",M,07,","","","16.7",",M,24,","2312.3","W","425.0",",M","","","3.16",",M","8.34",",,,M","-2.03",",,,M","","","","","","","","","",""
"USW00094040","1998-03","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","","","0.3","W","0.3",",M","","","","","","","1",",M","23",",M","7",",M","4",",M","0",",M","","","","","19980311",",,M","","","","","19980326",",,M","-18.9",",M,11,","","","29.4",",M,26,","2813.3","W","501.0",",M","","","2.18",",M","8.34",",,,M","-3.98",",,,M","","","","","","","","","",""
"USW00094040","1998-04","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","5.6",",W","1.4","W","1.1",",W","8",",W","1",",W","0",",W","0",",W","15",",W","0",",W","9",",W","0",",W","","","","","19980417",",,W","","","19980402",",,W","19980411",",,W","-6.1",",W,17,","5.1",",,W,02,","30.6",",W,11,","3074.2","W","260.9",",W","10.7",",,,W","9.67",",W","17.76",",,,W","1.59",",,,W","","","190",",W","190",",W","20.6",",W","24.1",",W"
"USW00094040","1998-05","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","4.4",",W","58.0","W","56.6",",W","8",",W","4",",W","0",",W","0",",W","1",",W","0",",W","26",",W","6",",W","","","","","19980503",",,W","","","19980508",",,W","19980518",",,W","-0.6",",W,03,","8.4",",,W,08,","35.0",",W,18,","3134.1","W","59.9",",W","26.5",",,,W","18.23",",W","26.46",",,,W","9.99",",,,W","","","250",",W","310",",W","19.7",",W","24.6",",W"
"USW00094040","1998-06","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","5.0",",W","179.4","W","121.4","1,W","6",",W","4",",W","0",",W","0","1,W","0","1,W","0","1,W","26","1,W","14","1,W","","","","","19980605",",1,W","","","19980623",",,W","19980626",",1,W","3.9","1,W,05,","9.4",",,W,23,","39.4","1,W,26,","3166.6","W","32.5","1,W","22.3",",,,W","21.40","1,W","29.79","1,,,W","13.01","1,,,W","","","320",",W","330",",W","21.9",",W","25.0",",W"
"USW00094040","1998-07","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","3.7",",W","406.8","W","227.4",",W","18",",W","11",",W","1",",W","0",",W","0",",W","0",",W","30",",W","17",",W","","","","","19980727",",,W","","","19980709",",,W","19980720",",,W","15.0",",W,27,","29.7",",,W,09,","42.2",",W,20,","0.0","W","0.0",",W","125.7",",,,W","25.67",",W","32.52",",,,W","18.81",",,,W","","","320",",W","360",",W","16.1",",W","21.0",",W"
"USW00094040","1998-08","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","3.4",",W","596.2","W","189.4",",W","13",",W","2",",W","1",",W","0",",W","0",",W","0",",W","31",",W","18",",W","","","","","19980828","+,,W","","","19980811",",,W","19980823",",,W","12.8",",W,28,+","29.7",",,W,11,","38.9",",W,23,","0.0","W","0.0",",W","46.6",",,,W","24.44",",W","31.99",",,,W","16.90",",,,W","","","340",",W","340",",W","13.4",",W","16.5",",W"
"USW00094040","1998-09","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","4.2",",W","725.7","W","129.5",",W","5",",W","2",",W","0",",W","0",",W","0",",W","0",",W","28",",W","15",",W","","","","","19980928",",,W","","","19980914",",,W","19980925","+,,W","8.3",",W,28,","4.3",",,W,14,","39.4",",W,25,+","12.8","W","12.8",",W","8.6",",,,W","22.22",",W","31.14",",,,W","13.31",",,,W","","","180",",W","180",",W","18.3",",W","21.0",",W"
"USW00094040","1998-10","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","4.5",",W","726.0","W","0.3",",W","10",",W","3",",W","1",",W","0",",W","3",",W","0",",W","14",",W","0",",W","","","","","19981021",",,W","","","19981001",",,W","19981016",",,W","-1.1",",W,21,","26.7",",,W,01,","26.7",",W,16,","205.1","W","192.3",",W","51.8",",,,W","12.14",",W","19.43",",,,W","4.85",",,,W","","","290",",W","280",",W","16.5",",W","20.1",",W"
"USW00094040","1998-11","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","4.3",",W","726.0","W","0.0",",W","6",",W","3",",W","0",",W","0",",W","19",",W","0",",W","4",",W","0",",W","","","","","19981111",",,W","","","19981102",",,W","19981122",",,W","-6.7",",W,11,","19.3",",,W,02,","22.2",",W,22,","577.7","W","372.6",",W","37.9",",,,W","5.91",",W","12.45",",,,W","-0.62",",,,W","","","300",",W","290",",W","19.2",",W","23.7",",W"
"USW00094040","1998-12","40.204","-100.59039","779.4","MCCOOK MUNICIPAL AIRPORT, NE US","4.0",",W","726.0","W","0.0",",W","0",",W","0",",W","0",",W","4",",W","30",",W","6",",W","0",",W","0",",W","","","","","19981222",",,W","","","19981229","+,,W","19981203","+,,W","-26.7",",W,22,","0.0",",T,W,29,+","20.6",",W,03,+","1178.8","W","601.1",",W","0.0",",T,,W","-1.06",",W","6.95",",,,W","-9.07",",,,W","","","320",",W","320",",W","17.0",",W","20.1",",W"
