"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044305","1971-05","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","5,S","10","5,S","0","5,S","","","","","","","19710531","+,5,S","","","","","","","27.8","5,S,31,+","","","","","","","18.87","5,,,S","",""
"MGM00044305","1973-05","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","5,S","9","5,S","0","5,S","","","","","","","19730523",",5,S","","","","","","","31.0","5,S,23,","","","","","","","18.15","5,,,S","",""
"MGM00044305","1973-10","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","2","3,S","0","3,S","0","3,S","","","","","","","19731010",",3,S","","","","","","","19.0","3,S,10,","","","","","","","9.00","3,,,S","",""
"MGM00044305","1974-01","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","26","5,S","0","5,S","0","5,S","","","","","","","19740101",",5,S","","","","","","","-6.0","5,S,01,","","","","","","","-13.12","5,,,S","",""
"MGM00044305","1974-02","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","25","2,S","0","2,S","0","2,S","","","","","","","19740228",",2,S","","","","","","","1.0","2,S,28,","","","","","","","-11.69","2,,,S","",""
"MGM00044305","1974-03","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","16","5,S","0","5,S","0","5,S","","","","","","","19740327",",5,S","","","","","","","7.0","5,S,27,","","","","","","","-2.92","5,,,S","",""
"MGM00044305","1974-09","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","3,S","3","3,S","0","3,S","","","","","","","19740908",",3,S","","","","","","","25.0","3,S,08,","","","","","","","17.11","3,,,S","",""
"MGM00044305","1974-12","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","27","4,S","0","4,S","0","4,S","","","","","","","19741206",",4,S","","","","","","","-6.0","4,S,06,","","","","","","","-15.15","4,,,S","",""
"MGM00044305","1975-04","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","5,S","0","5,S","0","5,S","","","","","","","19750421",",5,S","","","","","","","19.0","5,S,21,","","","","","","","10.44","5,,,S","",""
"MGM00044305","1975-07","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","4,S","26","4,S","1","4,S","","","","","","","19750715",",4,S","","","","","","","36.0","4,S,15,","","","","","","","26.48","4,,,S","",""
"MGM00044305","1975-08","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","1,S","25","1,S","4","1,S","","","","","","","19750809","+,1,S","","","","","","","36.0","1,S,09,+","","","","","","","27.60","1,,,S","",""
"MGM00044305","1975-09","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","3,S","10","3,S","0","3,S","","","","","","","19750904",",3,S","","","","","","","29.0","3,S,04,","","","","","","","19.48","3,,,S","",""
"MGM00044305","1975-12","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","28","3,S","0","3,S","0","3,S","","","","","","","19751201",",3,S","","","","","","","-2.0","3,S,01,","","","","","","","-9.86","3,,,S","",""
"MGM00044305","1976-02","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","26","1,S","0","1,S","0","1,S","","","","","","","19760225",",1,S","","","","","","","3.0","1,S,25,","","","","","","","-5.50","1,,,S","",""
"MGM00044305","1976-03","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","20","5,S","0","5,S","0","5,S","","","","","","","19760327",",5,S","","","","","","","7.0","5,S,27,","","","","","","","-1.31","5,,,S","",""
"MGM00044305","1976-04","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","2","4,S","0","4,S","0","4,S","","","","","","","19760429",",4,S","","","","","","","18.0","4,S,29,","","","","","","","8.12","4,,,S","",""
"MGM00044305","1976-06","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","3,S","16","3,S","0","3,S","","","","","","","19760625",",3,S","","","","","","","31.0","3,S,25,","","","","","","","22.59","3,,,S","",""
"MGM00044305","1976-07","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","4,S","25","4,S","1","4,S","","","","","","","19760720",",4,S","","","","","","","34.0","4,S,20,","","","","","","","27.04","4,,,S","",""
"MGM00044305","1976-09","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","5,S","6","5,S","0","5,S","","","","","","","19760903","+,5,S","","","","","","","28.0","5,S,03,+","","","","","","","18.32","5,,,S","",""
"MGM00044305","1976-10","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","2","5,S","1","5,S","0","5,S","","","","","","","19761004",",5,S","","","","","","","23.0","5,S,04,","","","","","","","10.38","5,,,S","",""
"MGM00044305","1977-01","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","26","5,","","","","","26","5,S","0","5,S","0","5,S","","","19770123",",5,S","","","19770123","+,5,S","","","99","5,,S,23,","","","-16.0","5,S,23,+","","","","","","","-23.42","5,,,S","",""
"MGM00044305","1977-03","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","12","3,S","0","3,S","0","3,S","","","","","","","19770330",",3,S","","","","","","","13.0","3,S,30,","","","","","","","0.79","3,,,S","",""
"MGM00044305","1977-06","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","5,S","16","5,S","0","5,S","","","","","","","19770628","+,5,S","","","","","","","29.0","5,S,28,+","","","","","","","22.36","5,,,S","",""
"MGM00044305","1977-09","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","2,S","12","2,S","0","2,S","","","","","","","19770907",",2,S","","","","","","","27.0","2,S,07,","","","","","","","19.50","2,,,S","",""
"MGM00044305","1977-10","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","","","19771013",",4,S","","","","","","","20.0","4,S,13,","","","","","","","9.70","4,,,S","",""
"MGM00044305","1977-11","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","17","2,S","0","2,S","0","2,S","","","","","","","19771115",",2,S","","","","","","","13.0","2,S,15,","","","","","","","-0.82","2,,,S","",""
"MGM00044305","1978-02","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","21","5,S","0","5,S","0","5,S","","","","","","","19780225","+,5,S","","","","","","","5.0","5,S,25,+","","","","","","","-12.52","5,,,S","",""
"MGM00044305","1978-03","46.683","113.283","981.0","BARUUN URT, MG","","","","","","","","","","","","","","","13","4,S","0","4,S","0","4,S","","","","","","","19780325",",4,S","","","","","","","12.0","4,S,25,","","","","","","","0.89","4,,,S","",""
