"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"THW00041018","1943-01","17.38333","102.8","178.0","UDON THANI, TH","61.7","S","61.7","2,S","","","","","","","","","","","0","1,S","0","1,S","0","1,S","30","1,S","2","1,S","","","19430113",",1,S","","","","","","","","","19430128","+,1,S","5.6","1,S,13,","","","","","","","32.8","1,S,28,+","","","6.4","1,S","","","","","20.21","2,S","29.45","1,,,S","10.97","1,,,S"
"THW00041018","1943-02","17.38333","102.8","178.0","UDON THANI, TH","163.5","S","101.8","4,S","","","","","","","","","","","0","3,S","0","3,S","0","1,S","27","1,S","11","1,S","","","19430226","+,3,S","","","","","","","","","19430205",",1,S","10.0","3,S,26,+","","","","","","","37.2","1,S,05,","","","0.0","1,S","","","","","22.58","4,S","31.27","1,,,S","13.88","3,,,S"
"THW00041018","1943-03","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","4,S","27","4,S","23","4,S","","","","","","","","","","","","","19430325","+,4,S","","","","","","","","","39.4","4,S,25,+","","","","","","","","","","","35.79","4,,,S","",""
"THW00041018","1943-04","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","1,S","29","1,S","19","1,S","","","","","","","","","","","","","19430406",",1,S","","","","","","","","","40.0","1,S,06,","","","","","","","","","","","33.54","1,,,S","",""
"THW00041018","1943-05","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","2,S","29","2,S","22","2,S","","","","","","","","","","","","","19430515",",2,S","","","","","","","","","37.8","2,S,15,","","","","","","","","","","","34.10","2,,,S","",""
"THW00041018","1943-06","17.38333","102.8","178.0","UDON THANI, TH","","","","","21","5,S","8","5,S","1","5,S","","","","","","","","","0","3,S","27","3,S","20","3,S","","","","","","","","","","","19430608",",5,S","19430628",",3,S","","","","","","","42.9","5,,S,08,","35.6","3,S,28,","","","","","146.0","5,,,S","","","","","33.19","3,,,S","",""
"THW00041018","1943-07","17.38333","102.8","178.0","UDON THANI, TH","","","","","27","2,S","14","2,S","1","2,S","","","","","0","4,S","0","4,S","0","2,S","29","2,S","16","2,S","","","19430711","+,4,S","","","","","","","19430711",",2,S","19430720","+,2,S","22.8","4,S,11,+","","","","","48.0","2,,S,11,","35.6","2,S,20,+","","","","","175.1","2,,,S","","","28.07","6,S","32.25","2,,,S","23.89","4,,,S"
"THW00041018","1943-08","17.38333","102.8","178.0","UDON THANI, TH","","","","","23","1,S","12","1,S","2","1,S","","","","","","","","","0",",S","31",",S","19",",S","","","","","","","","","","","19430821",",1,S","19430829",",,S","","","","","","","62.0","1,,S,21,","34.4",",S,29,","","","","","192.8","1,,,S","","","","","31.90",",,,S","",""
"THW00041018","1943-09","17.38333","102.8","178.0","UDON THANI, TH","","","239.9","5,S","24","1,S","12","1,S","3","1,S","","","","","0","5,S","0","5,S","0",",S","30",",S","17",",S","","","19430929",",5,S","","","","","","","19430913",",1,S","19430906","+,,S","21.7","5,S,29,","","","","","39.9","1,,S,13,","35.0",",S,06,+","","","0.0",",S","201.0","1,,,S","","","27.83","5,S","32.01",",,,S","23.65","5,,,S"
"THW00041018","1943-10","17.38333","102.8","178.0","UDON THANI, TH","","","215.7","3,S","","","","","","","","","","","0","3,S","0","3,S","0",",S","31",",S","17",",S","","","19431006",",3,S","","","","","","","","","19431019","+,,S","16.7","3,S,06,","","","","","","","35.6",",S,19,+","","","0.0",",S","","","","","26.06","3,S","32.21",",,,S","19.91","3,,,S"
"THW00041018","1943-11","17.38333","102.8","178.0","UDON THANI, TH","","","166.1","4,S","","","","","","","","","","","0","3,S","0","3,S","0","1,S","29","1,S","14","1,S","","","19431125","+,3,S","","","","","","","","","19431116","+,1,S","10.0","3,S,25,+","","","","","","","35.0","1,S,16,+","","","0.0","1,S","","","","","24.58","4,S","31.08","1,,,S","18.08","3,,,S"
"THW00041018","1943-12","17.38333","102.8","178.0","UDON THANI, TH","","","","","","","","","","","","","","","","","","","0","1,S","30","1,S","3","1,S","","","","","","","","","","","","","19431223","+,1,S","","","","","","","","","32.2","1,S,23,+","","","","","","","","","","","29.60","1,,,S","",""
