"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00052162","1894-01","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940123","+,,6","","","","","","","","","0.0",",T,6,23,+","","","0.0",",T,,6","","","","","","","",""
"USC00052162","1894-02","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","18940221",",,6","","","18940221",",,6","","","","","","","76",",,6,21,","7.6",",,6,21,","","","12.6",",,,6","126",",,,6","","","","","",""
"USC00052162","1894-03","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","5",",6","5",",6","0",",6","","","5",",6","","","","","","","","","","","","","","","","","18940321",",,6","","","18940321",",,6","","","","","","","76",",,6,21,","7.6",",,6,21,","","","20.2",",,,6","202",",,,6","","","","","",""
"USC00052162","1894-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",6","2",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","18940418",",,6","","","18940418",",,6","","","","","","","76",",,6,18,","7.6",",,6,18,","","","11.4",",,,6","114",",,,6","","","","","",""
"USC00052162","1894-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3","1,6","3","1,6","3","1,6","","","0",",6","","","","","","","","","","","","","","","","","18940509","+,,6","","","18940523",",1,6","","","","","","","0",",T,6,09,+","50.8","1,,6,23,","","","127.0","1,,,6","0",",T,,6","","","","","",""
"USC00052162","1894-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940615",",,6","","","","","","","","","12.7",",,6,15,","","","19.1",",,,6","","","","","","","",""
"USC00052162","1894-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940718",",,6","","","","","","","","","25.4",",,6,18,","","","64.9",",,,6","","","","","","","",""
"USC00052162","1894-08","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940801",",,6","","","","","","","","","25.4",",,6,01,","","","44.5",",,,6","","","","","","","",""
"USC00052162","1894-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18940908",",,6","","","","","","","","","38.1",",,6,08,","","","44.5",",,,6","","","","","","","",""
"USC00052162","1894-10","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18941031","+,,6","","","","","","","","","0.0",",,6,31,+","","","0.0",",,,6","","","","","","","",""
"USC00052162","1894-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","0","3,6","0","3,6","0","3,6","","","","","","","","","","","","","","","","","","","","","","","","","18941228",",3,6","","","","","","","","","0.0","3,T,6,28,","","","0.0","3,T,,6","","","","","","","",""
"USC00052162","1895-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","4",",6","","","","","","","","","","","","","","","","","18950406","+,,6","","","","","","","","","","","51",",,6,06,+","","","","","","","152",",,,6","","","","","",""
"USC00052162","1895-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18950530",",,6","","","","","","","","","38.1",",,6,30,","","","44.5",",,,6","","","","","","","",""
"USC00052162","1895-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","7",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","18950603","+,,6","","","","","","","","","25.4",",,6,03,+","","","127.2",",,,6","","","","","","","",""
"USC00052162","1895-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18950729",",,6","","","","","","","","","40.6",",,6,29,","","","68.6",",,,6","","","","","","","",""
"USC00052162","1895-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","18950921",",,6","","","18950921",",,6","","","","","","","51",",,6,21,","5.1",",,6,21,","","","5.1",",,,6","51",",,,6","","","","","",""
"USC00052162","1895-11","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","3",",6","","","","","","","","","","","","","","","","","18951124",",,6","","","","","","","","","","","127",",,6,24,","","","","","","","177",",,,6","","","","","",""
"USC00052162","1895-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","18951231","+,,6","","","18951231","+,,6","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","","","","","",""
"USC00052162","1896-01","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","2",",6","0",",","1",",6","","","","","","","","","18960103",",,6","","","18960130","+,,6","","","","","","","-5.0",",6,03,","","","25",",,6,30,+","","","","","","","50",",,,6","","","","","11.18",",,,6"
"USC00052162","1896-02","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","2",",6","","","","","","","","","","","","","","","","","18960206","+,,6","","","","","","","","","","","25",",,6,06,+","","","","","","","50",",,,6","","","","","",""
"USC00052162","1896-03","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","3",",6","","","","","","","","","","","","","","","","","18960331",",,6","","","","","","","","","","","127",",,6,31,","","","","","","","279",",,,6","","","","","",""
"USC00052162","1896-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",6","2",",6","1",",6","","","1",",6","","","","","","","","","","","","","","","","","18960412",",,6","","","18960428",",,6","","","","","","","61",",,6,12,","50.8",",,6,28,","","","61.0",",,,6","61",",,,6","","","","","",""
"USC00052162","1896-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","2",",6","","","","","","","","","","","","","","","","","18960515",",,6","","","","","","","","","","","51",",,6,15,","","","","","","","76",",,,6","","","","","",""
"USC00052162","1896-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18960909",",,6","","","","","","","","","7.6",",,6,09,","","","7.6",",,,6","","","","","","","",""
"USC00052162","1896-10","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","2",",6","","","","","","","","","","","","","","","","","18961028",",,6","","","","","","","","","","","102",",,6,28,","","","","","","","178",",,,6","","","","","",""
"USC00052162","1896-11","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","1",",6","","","","","","","","","","","","","","","","","18961126",",,6","","","","","","","","","","","25",",,6,26,","","","","","","","25",",,,6","","","","","",""
"USC00052162","1896-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","18961206",",,6","","","18961206",",,6","","","","","","","51",",,6,06,","5.1",",,6,06,","","","5.1",",,,6","51",",,,6","","","","","",""
"USC00052162","1948-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19481228",",,0","","","","","","","","","9.4",",,0,28,","","","11.7",",,,0","","","","","","","",""
"USC00052162","1949-01","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","8",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490103",",,0","","","","","","","","","10.7",",,0,03,","","","26.3",",,,0","","","","","","","",""
"USC00052162","1949-02","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490212",",,0","","","","","","","","","0.5",",,0,12,","","","0.5",",,,0","","","","","","","",""
"USC00052162","1949-03","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","14","4,0","7","4,0","0","4,0","","","","","","","","","","","","","","","","","","","","","","","","","19490324",",4,0","","","","","","","","","16.5","4,,0,24,","","","58.2","4,,,0","","","","","","","",""
"USC00052162","1949-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","8",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490409",",,0","","","","","","","","","13.5",",,0,09,","","","35.7",",,,0","","","","","","","",""
"USC00052162","1949-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","11",",0","6",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490506",",,0","","","","","","","","","21.1",",,0,06,","","","55.9",",,,0","","","","","","","",""
"USC00052162","1949-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","11",",0","7",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490606",",,0","","","","","","","","","43.7",",,0,06,","","","115.8",",,,0","","","","","","","",""
"USC00052162","1949-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","9","2,0","7","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19490710",",2,0","","","","","","","","","12.7","2,,0,10,","","","65.3",",a,,0","","","","","","","",""
"USC00052162","1949-08","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","6","2,0","3","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19490812",",2,0","","","","","","","","","16.5","2,,0,12,","","","52.7",",a,,0","","","","","","","",""
"USC00052162","1949-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19490905",",,0","","","","","","","","","4.1",",,0,05,","","","6.6",",,,0","","","","","","","",""
"USC00052162","1949-10","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4","3,0","2","3,0","0","3,0","","","","","","","","","","","","","","","","","","","","","","","","","19491030",",3,0","","","","","","","","","7.9","3,,0,30,","","","20.8",",a,,0","","","","","","","",""
"USC00052162","1949-11","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","1","1,0","0","1,0","0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","19491111",",1,0","","","","","","","","","1.3","1,,0,11,","","","1.3","1,,,0","","","","","","","",""
"USC00052162","1949-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","1","5,0","1","5,0","0","5,0","","","","","","","","","","","","","","","","","","","","","","","","","19491211",",5,0","","","","","","","","","3.6","5,,0,11,","","","3.6","5,,,0","","","","","","","",""
"USC00052162","1950-01","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500124",",,0","","","","","","","","","7.1",",,0,24,","","","8.1",",,,0","","","","","","","",""
"USC00052162","1950-02","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2","2,0","0","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19500212",",2,0","","","","","","","","","2.0","2,,0,12,","","","19.6",",a,,0","","","","","","","",""
"USC00052162","1950-03","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3","5,0","1","5,0","0","5,0","","","","","","","","","","","","","","","","","","","","","","","","","19500326",",5,0","","","","","","","","","3.0","5,,0,26,","","","9.6","3,a,,0","","","","","","","",""
"USC00052162","1950-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","6",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500415",",,0","","","","","","","","","7.6",",,0,15,","","","21.9",",,,0","","","","","","","",""
"USC00052162","1950-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","8","2,0","5","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19500509",",2,0","","","","","","","","","13.7","2,,0,09,","","","70.7",",a,,0","","","","","","","",""
"USC00052162","1950-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","6",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500616",",,0","","","","","","","","","19.1",",,0,16,","","","33.0",",,,0","","","","","","","",""
"USC00052162","1950-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","12",",0","7",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500725",",,0","","","","","","","","","10.2",",,0,25,","","","47.6",",,,0","","","","","","","",""
"USC00052162","1950-08","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",0","2",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500821",",,0","","","","","","","","","9.9",",,0,21,","","","14.2",",,,0","","","","","","","",""
"USC00052162","1950-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","5",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19500915",",,0","","","","","","","","","23.4",",,0,15,","","","33.9",",,,0","","","","","","","",""
"USC00052162","1950-10","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19501031","+,,0","","","","","","","","","0.0",",,0,31,+","","","0.0",",,,0","","","","","","","",""
"USC00052162","1950-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19501204",",,0","","","","","","","","","3.0",",,0,04,","","","6.6",",,,0","","","","","","","",""
"USC00052162","1951-01","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","6","2,0","2","2,0","0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","19510105",",2,0","","","","","","","","","4.8","2,,0,05,","","","18.5",",a,,0","","","","","","","",""
"USC00052162","1951-02","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3",",0","3",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510212",",,0","","","","","","","","","6.9",",,0,12,","","","17.3",",,,0","","","","","","","",""
"USC00052162","1951-03","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3",",a,,0","","","","","","","",""
"USC00052162","1951-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","12","3,0","3","3,0","0","3,0","","","","","","","","","","","","","","","","","","","","","","","","","19510410",",3,0","","","","","","","","","11.4","3,,0,10,","","","57.4",",a,,0","","","","","","","",""
"USC00052162","1951-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","10","3,0","5","3,0","1","3,0","","","","","","","","","","","","","","","","","","","","","","","","","19510622",",3,0","","","","","","","","","35.8","3,,0,22,","","","74.1","1,a,,0","","","","","","","",""
"USC00052162","1951-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","10",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19510721",",,0","","","","","","","","","9.9",",,0,21,","","","28.2",",,,0","","","","","","","",""
"USC00052162","1951-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","0","3,0","0","3,0","0","3,0","","","","","","","","","","","","","","","","","","","","","","","","","19510930","+,3,0","","","","","","","","","0.0","3,,0,30,+","","","11.9","1,a,,0","","","","","","","",""
"USC00052162","1995-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","5",",0","5",",0","1",",0","","","4",",0","","","","","","","","","","","","","","","","","19950410",",,0","","","19950410",",,0","","","","","","","183",",,0,10,","35.3",",,0,10,","","","81.0",",,,0","463",",,,0","","","","","",""
"USC00052162","1995-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","19",",0","11",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19950531","+,,0","19950531","+,,0","","","19950518",",,0","","","","","0",",,0,31,+","0",",,0,31,+","18.8",",,0,18,","","","103.4",",,,0","0",",,,0","","","","","",""
"USC00052162","1995-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","11",",0","8",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","19950630","+,,0","19950630","+,,0","","","19950603",",,0","","","","","0",",,0,30,+","0",",,0,30,+","32.8",",,0,03,","","","126.6",",,,0","0",",,,0","","","","","",""
"USC00052162","1995-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","9",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19950731","+,,0","19950731","+,,0","","","19950715",",,0","","","","","0",",,0,31,+","0",",,0,31,+","11.9",",,0,15,","","","40.9",",,,0","0",",,,0","","","","","",""
"USC00052162","1995-08","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","8",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19950831","+,,0","19950831","+,,0","","","19950825",",,0","","","","","0",",,0,31,+","0",",,0,31,+","18.3",",,0,25,","","","35.7",",,,0","0",",,,0","","","","","",""
"USC00052162","1995-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","6",",0","5",",0","0",",0","0","5,0","1",",0","","","","","","","","","","","","","","","19950930","+,5,0","19950921",",,0","","","19950921",",,0","","","","","0","5,,0,30,+","279",",,0,21,","23.9",",,0,21,","","","58.5",",,,0","279",",,,0","","","","","",""
"USC00052162","1995-10","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","2",",0","1",",0","0",",0","3",",0","1",",0","","","","","","","","","","","","","","","19951023",",,0","19951023",",,0","","","19951023",",,0","","","","","76",",,0,23,","76",",,0,23,","16.3",",,0,23,","","","16.6",",,,0","76",",,,0","","","","","",""
"USC00052162","1995-11","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","5",",0","2",",0","0",",0","3","4,0","2",",0","","","","","","","","","","","","","","","19951110",",4,0","19951110",",,0","","","19951110",",,0","","","","","76","4,,0,10,","127",",,0,10,","12.7",",,0,10,","","","19.0",",,,0","178",",,,0","","","","","",""
"USC00052162","1995-12","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4","1,0","0","1,0","0","1,0","3","4,0","1",",0","","","","","","","","","","","","","","","19951222","+,4,0","19951221",",,0","","","19951221",",1,0","","","","","51","4,,0,22,+","38",",,0,21,","2.3","1,,0,21,","","","3.7","1,,,0","71",",,,0","","","","","",""
"USC00052162","1996-01","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","3",",0","1",",0","0",",0","3","4,0","2",",0","","","","","","","","","","","","","","","19960105",",4,0","19960105",",,0","","","19960105",",,0","","","","","51","4,,0,05,","51",",,0,05,","5.6",",,0,05,","","","7.9",",,,0","89",",,,0","","","","","",""
"USC00052162","1996-02","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4",",0","0",",0","0",",0","3","3,0","0",",0","","","","","","","","","","","","","","","19960202","+,3,0","19960228","+,,0","","","19960228","+,,0","","","","","51","3,,0,02,+","13",",,0,28,+","0.5",",,0,28,+","","","2.0",",,,0","39",",,,0","","","","","",""
"USC00052162","1996-03","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4",",0","1",",0","1",",0","","","3",",0","","","","","","","","","","","","","","","","","19960314",",,0","","","19960314",",,0","","","","","","","406",",,0,14,","32.8",",,0,14,","","","35.4",",,,0","469",",,,0","","","","","",""
"USC00052162","1996-04","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","5",",0","4",",0","1",",0","","","3",",0","","","","","","","","","","","","","","","","","19960414",",,0","","","19960414",",,0","","","","","","","279",",,0,14,","28.2",",,0,14,","","","37.0",",,,0","342",",,,0","","","","","",""
"USC00052162","1996-05","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","10",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19960531","+,,0","19960531","+,,0","","","19960526",",,0","","","","","0",",,0,31,+","0",",,0,31,+","36.8",",,0,26,","","","66.6",",,,0","0",",,,0","","","","","",""
"USC00052162","1996-06","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19960630","+,,0","19960630","+,,0","","","19960616",",,0","","","","","0",",,0,30,+","0",",,0,30,+","10.2",",,0,16,","","","41.1",",,,0","0",",,,0","","","","","",""
"USC00052162","1996-07","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","9",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19960731","+,,0","19960731","+,,0","","","19960710",",,0","","","","","0",",,0,31,+","0",",,0,31,+","50.8",",,0,10,","","","122.0",",,,0","0",",,,0","","","","","",""
"USC00052162","1996-08","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","8",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19960831","+,,0","19960831","+,,0","","","19960830",",,0","","","","","0",",,0,31,+","0",",,0,31,+","27.4",",,0,30,","","","70.0",",,,0","0",",,,0","","","","","",""
"USC00052162","1996-09","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","7",",0","4",",0","0",",0","0","2,0","1",",0","","","","","","","","","","","","","","","19960930","+,2,0","19960927",",,0","","","19960915",",,0","","","","","0","2,,0,30,+","25",",,0,27,","24.6",",,0,15,","","","57.4",",,,0","25",",,,0","","","","","",""
"USC00052162","1996-10","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","4",",0","2",",0","0",",0","0","2,0","2",",0","","","","","","","","","","","","","","","19961031","+,2,0","19961026","+,,0","","","19961026",",,0","","","","","0","2,,0,31,+","25",",,0,26,+","5.1",",,0,26,","","","9.6",",,,0","50",",,,0","","","","","",""
"USC00052162","1996-11","39.64194","-104.0775","1554.5","DEER TRAIL 3 NW, CO US","5",",0","1",",0","0",",0","3","4,0","1",",0","","","","","","","","","","","","","","","19961130","+,4,0","19961124",",,0","","","19961104",",,0","","","","","25","4,,0,30,+","25",",,0,24,","3.6",",,0,04,","","","8.8",",,,0","73",",,,0","","","","","",""
