"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00294719","1987-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","219.9","0","141.6","1,0","5","1,0","3","1,0","0","1,0","","","0","1,0","0","1,0","0","1,0","0","1,0","30","1,0","21","1,0","","","19870702",",1,0","","","19870731","+,1,0","","","19870730",",1,0","19870727",",1,0","8.3","1,0,02,","","","0","1,,0,31,+","8.1","1,,0,30,","36.7","1,0,27,","","","0.0","0","0.0","1,0","","","20.1","1,,,0","0","1,,,0","23.05","1,0","32.87","1,,,0","13.24","1,,,0","",""
"USC00294719","1987-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","336.5","0","116.6",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19870828",",,0","19870831","+,,0","19870831","+,,0","","","19870808",",,0","19870819","+,,0","7.8",",0,28,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,08,","34.4",",0,19,+","","","2.2","0","2.2",",0","","","42.6",",,,0","0",",,,0","22.02",",0","30.31",",,,0","13.74",",,,0","",""
"USC00294719","1987-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","353.0","0","16.5","1,0","3","2,0","0","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","0","1,0","","","19870920",",1,0","19870930","+,,0","19870930","+,,0","","","19870908",",2,0","19870912","+,1,0","2.8","1,0,20,","0",",,0,30,+","0",",,0,30,+","2.0","2,,0,08,","30.0","1,0,12,+","","","24.4","0","22.2","1,0","","","4.5",",a,,0","0",",,,0","18.14","1,0","27.94","1,,,0","8.33","1,,,0","",""
"USC00294719","1987-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","353.5","0","0.5","1,0","6",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","23","1,0","0","1,0","","","19871020",",1,0","19871031","+,,0","19871031","+,,0","","","19871014",",,0","19871007",",1,0","-2.8","1,0,20,","0",",,0,31,+","0",",,0,31,+","3.3",",,0,14,","30.6","1,0,07,","","","153.4","0","129.0","1,0","","","11.5",",,,0","0",",,,0","14.05","1,0","23.96","1,,,0","4.14","1,,,0","",""
"USC00294719","1987-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","353.5","0","0.0","3,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","22","3,0","0","3,0","0","3,0","0","3,0","","","19871128",",3,0","19871130","+,,0","19871130","+,,0","","","19871101",",,0","19871104",",3,0","-11.1","3,0,28,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,01,","20.0","3,0,04,","","","525.8","0","372.4","3,0","","","15.3",",,,0","0",",,,0","4.54","3,0","13.42","3,,,0","-4.34","3,,,0","",""
"USC00294719","1987-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","353.5","0","0.0",",0","3",",0","3",",0","0",",0","11","3,0","3",",0","3",",0","30",",0","5",",0","0",",0","0",",0","","","19871227",",,0","19871225",",3,0","19871225",",,0","","","19871213",",,0","19871211",",,0","-21.1",",0,27,","254","3,,0,25,","254",",,0,25,","11.2",",,0,13,","19.4",",0,11,","","","1105.9","0","580.1",",0","","","25.4",",,,0","508",",,,0","-0.38",",0","7.65",",,,0","-8.41",",,,0","",""
"USC00294719","1988-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","2",",0","2",",0","0",",0","30",",0","0",",0","0",",0","0",",0","","","19880101",",,0","19880120","+,,0","19880120",",,0","","","19880120","+,,0","19880129",",,0","-17.2",",0,01,","25",",,0,20,+","38",",,0,20,","2.8",",,0,20,+","14.4",",0,29,","","","1690.2","0","584.3",",0","","","5.6",",,,0","63",",,,0","-0.51",",0","6.67",",,,0","-7.70",",,,0","",""
"USC00294719","1988-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","1,0","2","1,0","0","1,0","0","1,0","0",",0","0",",0","0","1,0","25","1,0","0","1,0","0","1,0","0","1,0","","","19880207",",1,0","19880229","+,,0","19880229","+,,0","","","19880227",",1,0","19880226",",1,0","-9.4","1,0,07,","0",",,0,29,+","0",",,0,29,+","0.8","1,,0,27,","20.0","1,0,26,","","","2067.7","0","377.5","1,0","","","1.1","1,,,0","0",",,,0","4.85","1,0","13.96","1,,,0","-4.26","1,,,0","",""
"USC00294719","1988-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","1",",0","1",",0","0",",0","28",",0","0",",0","9",",0","0",",0","","","19880314",",,0","19880331",",,0","19880331",",,0","","","19880303",",,0","19880327",",,0","-12.2",",0,14,","25",",,0,31,","25",",,0,31,","7.1",",,0,03,","26.1",",0,27,","","","2447.9","0","380.2",",0","","","7.4",",,,0","25",",,,0","6.07",",0","16.82",",,,0","-4.68",",,,0","",""
"USC00294719","1988-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","2,0","5","1,0","4","1,0","0","1,0","1",",0","1",",0","0","2,0","12","2,0","0","2,0","18","2,0","0","2,0","","","19880401",",2,0","19880401",",,0","19880401",",,0","","","19880416",",1,0","19880430",",2,0","-12.8","2,0,01,","76",",,0,01,","76",",,0,01,","21.3","1,,0,16,","27.8","2,0,30,","","","2668.6","0","220.7","2,0","","","43.9","1,,,0","76",",,,0","10.45","2,0","21.19","2,,,0","-0.28","2,,,0","",""
"USC00294719","1988-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","8.4","0","8.4","2,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","2","2,0","0","2,0","24","2,0","0","2,0","","","19880507","+,2,0","19880531","+,,0","19880531","+,,0","","","19880518",",,0","19880515",",2,0","0.0","2,0,07,+","0",",,0,31,+","0",",,0,31,+","7.1",",,0,18,","31.7","2,0,15,","","","2757.7","0","89.1","2,0","","","12.4",",,,0","0",",,,0","15.55","2,0","25.67","2,,,0","5.43","2,,,0","",""
"USC00294719","1988-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","105.4","0","97.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","19880601",",,0","19880630","+,,0","19880630","+,,0","","","19880612",",,0","19880623","+,,0","2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,12,","35.6",",0,23,+","","","2761.3","0","3.6",",0","","","30.8",",,,0","0",",,,0","21.45",",0","31.01",",,,0","11.89",",,,0","",""
"USC00294719","1988-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","271.7","0","166.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","19880726","+,,0","19880731","+,,0","19880731","+,,0","","","19880729",",,0","19880713",",,0","10.0",",0,26,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,29,","37.2",",0,13,","","","0.0","0","0.0",",0","","","52.9",",,,0","0",",,,0","23.70",",0","32.88",",,,0","14.51",",,,0","",""
"USC00294719","1988-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","390.1","0","118.4","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","7","1,0","","","19880815",",1,0","19880831","+,,0","19880831","+,,0","","","19880805",",,0","19880818","+,1,0","10.6","1,0,15,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,05,","33.3","1,0,18,+","","","7.2","0","7.2","1,0","","","86.8",",,,0","0",",,,0","22.04","1,0","28.80","1,,,0","15.27","1,,,0","",""
"USC00294719","1988-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","408.1","0","18.0","1,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","1","1,0","","","19880930",",1,0","19880930","+,,0","19880930","+,,0","","","19880913",",,0","19880908",",1,0","1.1","1,0,30,","0",",,0,30,+","0",",,0,30,+","22.6",",,0,13,","32.2","1,0,08,","","","51.2","0","44.0","1,0","","","59.2",",,,0","0",",,,0","17.43","1,0","26.65","1,,,0","8.22","1,,,0","",""
"USC00294719","1988-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19881031","+,,0","19881031","+,,0","","","19881007",",,0","","","","","0",",,0,31,+","0",",,0,31,+","12.7",",,0,07,","","","","","","","","","","","14.5",",,,0","0",",,,0","","","","","","","",""
"USC00294719","1988-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","4,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","4,0","18","4,0","0","4,0","9","4,0","0","4,0","","","19881128",",4,0","19881125",",,0","19881125",",,0","","","19881117",",,0","19881106",",4,0","-10.0","4,0,28,","0",",T,0,25,","0",",T,0,25,","3.0",",,0,17,","24.4","4,0,06,","","","","","293.9","4,0","","","3.8",",,,0","0",",T,,0","7.03","4,0","15.97","4,,,0","-1.90","4,,,0","",""
"USC00294719","1988-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","4,0","1","1,0","1","1,0","0","1,0","2",",0","2",",0","0","3,0","28","3,0","0","4,0","0","4,0","0","4,0","","","19881228",",3,0","19881208",",,0","19881208",",,0","","","19881208",",1,0","19881225",",4,0","-16.1","3,0,28,","76",",,0,08,","102",",,0,08,","9.9","1,,0,08,","15.6","4,0,25,","","","","","479.3","4,0","","","9.9","1,,,0","153",",,,0","0.51","4,0","9.01","4,,,0","-7.99","3,,,0","",""
"USC00294719","1989-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","2",",0","2",",0","0",",0","30",",0","1",",0","0",",0","0",",0","","","19890109",",,0","19890127",",,0","19890127",",,0","","","19890127",",,0","19890122","+,,0","-15.6",",0,09,","76",",,0,27,","81",",,0,27,","16.0",",,0,27,","15.0",",0,22,+","","","","","560.2",",0","","","20.0",",,,0","106",",,,0","0.26",",0","9.43",",,,0","-8.90",",,,0","",""
"USC00294719","1989-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","3,0","1",",0","1",",0","0",",0","1","1,0","1",",0","1","2,0","21","2,0","1","3,0","4","3,0","0","3,0","","","19890206",",2,0","19890206",",1,0","19890206",",,0","","","19890206",",,0","19890225",",3,0","-19.4","2,0,06,","127","1,,0,06,","127",",,0,06,","8.4",",,0,06,","24.4","3,0,25,","","","","","359.1","3,0","","","8.4",",,,0","127",",,,0","4.02","3,0","13.12","3,,,0","-5.08","2,,,0","",""
"USC00294719","1989-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","3,0","3",",0","1",",0","0",",0","1",",0","1",",0","0","3,0","21","3,0","0","3,0","16","3,0","0","3,0","","","19890322",",3,0","19890321",",,0","19890321",",,0","","","19890321",",,0","19890311",",3,0","-11.1","3,0,22,","76",",,0,21,","76",",,0,21,","8.6",",,0,21,","27.8","3,0,11,","","","","","277.4","3,0","","","11.9",",,,0","76",",,,0","8.43","3,0","19.64","3,,,0","-2.79","3,,,0","",""
"USC00294719","1989-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","4.7","0","4.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","28",",0","0",",0","","","19890413",",,0","19890430","+,,0","19890430","+,,0","","","19890430","+,,0","19890421","+,,0","-5.6",",0,13,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","31.1",",0,21,+","","","","","147.3",",0","","","0.0",",,,0","0",",,,0","13.58",",0","25.85",",,,0","1.31",",,,0","",""
"USC00294719","1989-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","40.5","0","35.8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","9",",0","","","19890501",",,0","19890531","+,,0","19890531","+,,0","","","19890517","+,,0","19890523",",,0","-3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,17,+","33.9",",0,23,","","","","","56.7",",0","","","1.3",",,,0","0",",,,0","17.66",",0","29.10",",,,0","6.22",",,,0","",""
"USC00294719","1989-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","149.4","0","108.9","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","14","1,0","","","19890610","+,1,0","19890630","+,,0","19890630","+,,0","","","19890608",",,0","19890619",",1,0","2.8","1,0,10,+","0",",,0,30,+","0",",,0,30,+","0.3",",,0,08,","38.3","1,0,19,","","","","","3.6","1,0","","","0.3",",,,0","0",",,,0","21.96","1,0","32.20","1,,,0","11.72","1,,,0","",""
"USC00294719","1989-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","9",",0","6",",0","0",",0","0",",0","0",",0","","","","","0",",0","31",",0","21",",0","","","","","19890731","+,,0","19890731","+,,0","","","19890726",",,0","19890703",",,0","","","0",",,0,31,+","0",",,0,31,+","21.3",",,0,26,","38.3",",0,03,","","","","","","","","","53.9",",,,0","0",",,,0","","","32.95",",,,0","","","",""
"USC00294719","1989-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","147.9","1,0","10",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","13","1,0","","","19890826",",1,0","19890831","+,,0","19890831","+,,0","","","19890802",",,0","19890814",",1,0","10.0","1,0,26,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,02,","36.7","1,0,14,","","","","","0.0","1,0","","","14.1",",,,0","0",",,,0","23.26","1,0","31.28","1,,,0","15.25","1,,,0","",""
"USC00294719","1989-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","37.8","1,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0","1,0","29","1,0","1","1,0","","","19890919",",1,0","19890930","+,,0","19890930","+,,0","","","19890904",",,0","19890901",",1,0","-0.6","1,0,19,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,04,","32.2","1,0,01,","","","","","36.0","1,0","","","15.1",",,,0","0",",,,0","18.39","1,0","28.96","1,,,0","7.83","1,,,0","",""
"USC00294719","1989-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.3","2,0","2","2,0","1","2,0","0","2,0","0",",0","0",",0","0","2,0","6","2,0","0","2,0","17","2,0","0","2,0","","","19891031",",2,0","19891031","+,,0","19891031","+,,0","","","19891005",",2,0","19891002",",2,0","-7.2","2,0,31,","0",",,0,31,+","0",",,0,31,+","20.8","2,,0,05,","30.0","2,0,02,","","","","","182.8","2,0","","","30.2",",a,,0","0",",,,0","12.04","2,0","21.70","2,,,0","2.38","2,,,0","",""
"USC00294719","1989-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19891130","+,,0","19891130","+,,0","","","19891130","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","","","0.0",",,,0","0",",,,0","","","","","","","",""
"USC00294719","1989-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","3,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","3,0","24","3,0","0","1,0","0","1,0","0","1,0","","","19891231","+,3,0","19891231","+,,0","19891231","+,,0","","","19891201",",,0","19891205",",1,0","-12.2","3,0,31,+","0",",,0,31,+","0",",,0,31,+","3.0",",,0,01,","18.9","1,0,05,","","","","","438.5","1,0","","","5.3",",,,0","0",",,,0","2.66","3,0","11.24","1,,,0","-5.92","3,,,0","",""
"USC00294719","1990-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","2,0","2","2,0","1","2,0","0","2,0","","","2","1,0","0","2,0","21","2,0","0","2,0","0","2,0","0","2,0","","","19900129","+,2,0","","","19900119",",1,0","","","19900103",",2,0","19900111","+,2,0","-12.8","2,0,29,+","","","241","1,,0,19,","3.0","2,,0,03,","18.9","2,0,11,+","","","","","484.4","2,0","","","19.0",",a,,0","279","1,,,0","1.63","2,0","9.14","2,,,0","-5.88","2,,,0","",""
"USC00294719","1990-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","5",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","1",",0","0",",0","","","19900217",",,0","19900228","+,,0","19900202",",,0","","","19900202",",,0","19900225",",,0","-12.2",",0,17,","0",",T,0,28,+","25",",,0,02,","2.0",",,0,02,","21.1",",0,25,","","","","","404.2",",0","","","4.7",",,,0","25",",,,0","3.90",",0","11.61",",,,0","-3.81",",,,0","",""
"USC00294719","1990-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","1,0","4","2,0","1","2,0","0","2,0","0",",0","0",",0","0","1,0","20","1,0","0","1,0","7","1,0","0","1,0","","","19900315",",1,0","19900331","+,,0","19900331","+,,0","","","19900330",",2,0","19900324","+,1,0","-10.0","1,0,15,","0",",,0,31,+","0",",,0,31,+","8.9","2,,0,30,","24.4","1,0,24,+","","","","","311.1","1,0","","","13.8",",a,,0","0",",,,0","7.96","1,0","17.03","1,,,0","-1.11","1,,,0","",""
"USC00294719","1990-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0","1,0","11",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","16","1,0","0","1,0","","","19900426",",1,0","19900430","+,,0","19900430","+,,0","","","19900418",",,0","19900415","+,1,0","-5.0","1,0,26,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,18,","27.8","1,0,15,+","","","","","198.8","1,0","","","40.9",",,,0","0",",,,0","11.48","1,0","21.00","1,,,0","1.96","1,,,0","",""
"USC00294719","1990-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19900531","+,,0","19900531","+,,0","","","19900502",",,0","","","","","0",",,0,31,+","0",",,0,31,+","17.5",",,0,02,","","","","","","","","","","","24.1",",,,0","0",",,,0","","","","","","","",""
"USC00294719","1990-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","140.6","1,0","1","2,0","0","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","23","1,0","","","19900607",",1,0","19900630","+,,0","19900630","+,,0","","","19900609",",2,0","19900629","+,1,0","4.4","1,0,07,","0",",,0,30,+","0",",,0,30,+","2.0","2,,0,09,","38.9","1,0,29,+","","","","","0.8","1,0","","","13.4",",a,,0","0",",,,0","23.15","1,0","34.87","1,,,0","11.43","1,,,0","",""
"USC00294719","1990-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","115.2","3,0","11","4,0","4","4,0","1","4,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","10","3,0","","","19900716",",3,0","19900731","+,,0","19900731","+,,0","","","19900713",",4,0","19900702",",3,0","6.1","3,0,16,","0",",,0,31,+","0",",,0,31,+","46.2","4,,0,13,","36.1","3,0,02,","","","0.8","0","0.8","3,0","","","91.4",",a,,0","0",",,,0","22.42","3,0","31.17","3,,,0","13.67","3,,,0","",""
"USC00294719","1990-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","118.4",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19900810",",,0","19900831","+,,0","19900831","+,,0","","","19900806",",,0","19900827",",,0","7.2",",0,10,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,06,","33.3",",0,27,","","","1.1","0","0.3",",0","","","66.8",",,,0","0",",,,0","22.14",",0","29.52",",,,0","14.77",",,,0","",""
"USC00294719","1990-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","67.0","4,0","7","3,0","6","3,0","1","3,0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","24","4,0","4","4,0","","","19900923","+,4,0","19900930","+,,0","19900930","+,,0","","","19900920",",3,0","19900913",",4,0","6.7","4,0,23,+","0",",,0,30,+","0",",,0,30,+","39.4","3,,0,20,","33.9","4,0,13,","","","30.6","0","29.5","4,0","","","99.2",",a,,0","0",",,,0","19.78","4,0","27.33","4,,,0","12.22","4,,,0","",""
"USC00294719","1990-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","22",",0","0",",0","","","19901022",",,0","19901031","+,,0","19901031","+,,0","","","19901020",",,0","19901015","+,,0","-4.4",",0,22,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,20,","25.6",",0,15,+","","","238.2","0","207.6",",0","","","6.6",",,,0","0",",,,0","11.64",",0","21.80",",,,0","1.47",",,,0","",""
"USC00294719","1990-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","2,0","5","2,0","4","2,0","0","2,0","0",",0","0",",0","0","2,0","17","2,0","0","2,0","1","2,0","0","2,0","","","19901108",",2,0","19901130","+,,0","19901127",",,0","","","19901107",",2,0","19901115",",2,0","-11.7","2,0,08,","0",",,0,30,+","0",",T,0,27,","9.4","2,,0,07,","21.7","2,0,15,","","","525.1","0","286.9","2,0","","","28.7","2,,,0","0",",T,,0","8.09","2,0","15.19","2,,,0","0.99","2,,,0","",""
"USC00294719","1990-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","2","3,0","1","3,0","1","3,0","2","2,0","2",",0","","","","","","","","","","","","","","","19901228",",2,0","19901228",",,0","","","19901228",",3,0","","","","","51","2,,0,28,","38",",,0,28,","26.2","3,,0,28,","","","","","","","","","","","28.3",",a,,0","63",",,,0","","","","","","","",""
"USC00294719","1991-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","0","4,0","0","4,0","0","4,0","0","4,0","0",",0","","","","","","","","","","","","","","","19910131","+,4,0","19910131","+,,0","","","19910131","+,4,0","","","","","0","4,,0,31,+","0",",,0,31,+","0.0","4,,0,31,+","","","","","","","","","","","5.1",",a,,0","51",",a,,0","","","","","","","",""
"USC00294719","1991-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0","1,0","0","1,0","0","1,0","","","19910201",",,0","19910228","+,,0","19910220","+,,0","","","19910228","+,,0","19910219",",1,0","-11.7",",0,01,","0",",,0,28,+","0",",T,0,20,+","0.0",",T,0,28,+","19.4","1,0,19,","","","","","378.5","1,0","","","0.0",",T,,0","0",",T,,0","4.40","1,0","14.50","1,,,0","-5.70",",,,0","",""
"USC00294719","1991-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","2",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","19910318",",,0","","","","","","","","","2.5",",,0,18,","","","","","","","","","","","4.5",",,,0","","","","","","","","","",""
"USC00294719","1991-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","16",",0","0",",0","","","19910415","+,,0","19910430","+,,0","19910430","+,,0","","","19910430","+,,0","19910422",",,0","-6.1",",0,15,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","27.8",",0,22,","","","","","236.1",",0","","","0.0",",,,0","0",",,,0","10.46",",0","20.74",",,,0","0.18",",,,0","",""
"USC00294719","1991-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","6.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","27",",0","0",",0","","","19910501",",,0","19910531","+,,0","19910531","+,,0","","","19910531","+,,0","19910528","+,,0","-1.7",",0,01,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.0",",0,28,+","","","","","82.8",",0","","","0.0",",,,0","0",",,,0","15.87",",0","25.97",",,,0","5.76",",,,0","",""
"USC00294719","1991-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","74.9",",0","7",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","","","19910603",",,0","19910630","+,,0","19910630","+,,0","","","19910630",",,0","19910627","+,,0","3.3",",0,03,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,30,","36.1",",0,27,+","","","","","19.5",",0","","","30.8",",,,0","0",",,,0","20.18",",0","29.38",",,,0","10.98",",,,0","",""
"USC00294719","1991-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","137.7","2,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","12","2,0","","","19910727",",2,0","19910731","+,,0","19910731","+,,0","","","19910722",",,0","19910708",",2,0","10.0","2,0,27,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,22,","35.6","2,0,08,","","","0.0","0","0.0","2,0","","","28.3",",,,0","0",",,,0","23.08","2,0","31.00","2,,,0","15.17","2,,,0","",""
"USC00294719","1991-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","131.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","19910812",",,0","19910831","+,,0","19910831","+,,0","","","19910812",",,0","19910817","+,,0","11.7",",0,12,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,12,","32.8",",0,17,+","","","0.0","0","0.0",",0","","","62.3",",,,0","0",",,,0","22.56",",0","30.45",",,,0","14.67",",,,0","",""
"USC00294719","1991-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","2","3,0","1","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","19910930","+,,0","19910930","+,,0","","","19910910",",3,0","","","","","0",",,0,30,+","0",",,0,30,+","9.1","3,,0,10,","","","","","","","","","","","29.2",",a,,0","0",",,,0","","","","","","","",""
"USC00294719","1991-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","4.4",",0","1",",0","1",",0","0",",0","1",",0","1",",0","0",",0","3",",0","0",",0","25",",0","0",",0","","","19911031","+,,0","19911031",",,0","19911031",",,0","","","19911031",",,0","19911018","+,,0","-8.3",",0,31,+","76",",,0,31,","89",",,0,31,","14.0",",,0,31,","29.4",",0,18,+","","","","","125.1",",0","","","14.0",",,,0","89",",,,0","14.44",",0","24.05",",,,0","4.83",",,,0","",""
