"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00034635","1937-01","47.7","40.267","118.0","SAHTY, RS","4",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19370117",",,I","","","","","","","0.5",",,I,17,","","","1.8",",,,I","","","",""
"RSM00034635","1937-02","47.7","40.267","118.0","SAHTY, RS","14",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19370208",",,I","","","","","","","16.7",",,I,08,","","","34.8",",,,I","","","",""
"RSM00034635","1937-03","47.7","40.267","118.0","SAHTY, RS","4",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19370318",",,I","","","","","","","4.0",",,I,18,","","","8.5",",,,I","","","",""
"RSM00034635","1937-04","47.7","40.267","118.0","SAHTY, RS","8",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19370411",",,I","","","","","","","3.6",",,I,11,","","","16.0",",,,I","","","",""
"RSM00034635","1937-05","47.7","40.267","118.0","SAHTY, RS","5",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19370531",",,I","","","","","","","4.5",",,I,31,","","","7.3",",,,I","","","",""
"RSM00034635","1937-06","47.7","40.267","118.0","SAHTY, RS","8",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","19370611",",,I","","","","","","","33.2",",,I,11,","","","63.4",",,,I","","","",""
"RSM00034635","1937-07","47.7","40.267","118.0","SAHTY, RS","9",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19370717",",,I","","","","","","","22.0",",,I,17,","","","52.2",",,,I","","","",""
"RSM00034635","1937-08","47.7","40.267","118.0","SAHTY, RS","10",",I","6",",I","2",",I","","","","","","","","","","","","","","","","","19370808",",,I","","","","","","","46.3",",,I,08,","","","124.6",",,,I","","","",""
"RSM00034635","1937-09","47.7","40.267","118.0","SAHTY, RS","5",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19370917",",,I","","","","","","","11.0",",,I,17,","","","16.9",",,,I","","","",""
"RSM00034635","1937-10","47.7","40.267","118.0","SAHTY, RS","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19371008",",,I","","","","","","","16.9",",,I,08,","","","32.3",",,,I","","","",""
