"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00029706","1936-01","54.367","77.283","115.0","KUPINO, RS","","","3",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19360131",",,I","","","","","","","1.5",",,I,31,","","","","","4.2",",,,I","","","","","",""
"RSM00029706","1936-02","54.367","77.283","115.0","KUPINO, RS","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360210",",,I","","","","","","","3.2",",,I,10,","","","","","3.7",",,,I","","","","","",""
"RSM00029706","1936-03","54.367","77.283","115.0","KUPINO, RS","","","6",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19360307",",,I","","","","","","","9.8",",,I,07,","","","","","23.7",",,,I","","","","","",""
"RSM00029706","1936-04","54.367","77.283","115.0","KUPINO, RS","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19360427",",,I","","","","","","","18.2",",,I,27,","","","","","23.3",",,,I","","","","","",""
"RSM00029706","1936-05","54.367","77.283","115.0","KUPINO, RS","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19360527",",,I","","","","","","","3.1",",,I,27,","","","","","12.1",",,,I","","","","","",""
"RSM00029706","1936-06","54.367","77.283","115.0","KUPINO, RS","","","7",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360612",",,I","","","","","","","3.0",",,I,12,","","","","","10.0",",,,I","","","","","",""
"RSM00029706","1936-07","54.367","77.283","115.0","KUPINO, RS","","","14",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19360713",",,I","","","","","","","12.2",",,I,13,","","","","","40.7",",,,I","","","","","",""
"RSM00029706","1936-08","54.367","77.283","115.0","KUPINO, RS","","","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","19360803",",,I","","","","","","","17.3",",,I,03,","","","","","46.5",",,,I","","","","","",""
"RSM00029706","1936-09","54.367","77.283","115.0","KUPINO, RS","","","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19360901",",,I","","","","","","","4.4",",,I,01,","","","","","14.8",",,,I","","","","","",""
"RSM00029706","1936-10","54.367","77.283","115.0","KUPINO, RS","","","5",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19361022",",,I","","","","","","","1.6",",,I,22,","","","","","4.3",",,,I","","","","","",""
"RSM00029706","1936-11","54.367","77.283","115.0","KUPINO, RS","","","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19361107",",,I","","","","","","","4.2",",,I,07,","","","","","18.6",",,,I","","","","","",""
"RSM00029706","1936-12","54.367","77.283","115.0","KUPINO, RS","","","10",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19361214",",,I","","","","","","","1.6",",,I,14,","","","","","7.1",",,,I","","","","","",""
"RSM00029706","1937-01","54.367","77.283","115.0","KUPINO, RS","","","8",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","19370105",",,I","","","","","","","1.5",",,I,05,","","","","","6.2",",,,I","","","","","",""
"RSM00029706","1937-02","54.367","77.283","115.0","KUPINO, RS","","","4",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19370214",",,I","","","","","","","4.4",",,I,14,","","","","","7.1",",,,I","","","","","",""
