"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00024962","1936-01","60.9","131.983","146.0","AMGA, RS","3",",I","0",",I","0",",I","","","","","","","","","","","19360119",",,I","","","","","2.2",",,I,19,","","","3.2",",,,I","",""
"RSM00024962","1936-02","60.9","131.983","146.0","AMGA, RS","3",",I","0",",I","0",",I","","","","","","","","","","","19360226",",,I","","","","","2.0",",,I,26,","","","3.9",",,,I","",""
"RSM00024962","1936-03","60.9","131.983","146.0","AMGA, RS","6",",I","2",",I","0",",I","","","","","","","","","","","19360325",",,I","","","","","3.3",",,I,25,","","","10.7",",,,I","",""
"RSM00024962","1936-04","60.9","131.983","146.0","AMGA, RS","5",",I","0",",I","0",",I","","","","","","","","","","","19360423",",,I","","","","","0.8",",,I,23,","","","2.3",",,,I","",""
"RSM00024962","1936-05","60.9","131.983","146.0","AMGA, RS","2",",I","0",",I","0",",I","","","","","","","","","","","19360512",",,I","","","","","1.0",",,I,12,","","","1.9",",,,I","",""
"RSM00024962","1936-06","60.9","131.983","146.0","AMGA, RS","7",",I","4",",I","0",",I","","","","","","","","","","","19360624",",,I","","","","","18.1",",,I,24,","","","37.0",",,,I","",""
"RSM00024962","1936-07","60.9","131.983","146.0","AMGA, RS","9",",I","3",",I","0",",I","","","","","","","","","","","19360703",",,I","","","","","13.0",",,I,03,","","","31.7",",,,I","",""
"RSM00024962","1936-09","60.9","131.983","146.0","AMGA, RS","8",",I","5",",I","0",",I","","","","","","","","","","","19360926",",,I","","","","","9.9",",,I,26,","","","33.0",",,,I","",""
"RSM00024962","1936-10","60.9","131.983","146.0","AMGA, RS","13",",I","5",",I","0",",I","","","","","","","","","","","19361018",",,I","","","","","3.5",",,I,18,","","","21.8",",,,I","",""
"RSM00024962","1936-11","60.9","131.983","146.0","AMGA, RS","12",",I","0",",I","0",",I","","","","","","","","","","","19361117",",,I","","","","","2.1",",,I,17,","","","14.4",",,,I","",""
"RSM00024962","1936-12","60.9","131.983","146.0","AMGA, RS","13",",I","0",",I","0",",I","","","","","","","","","","","19361229","+,,I","","","","","0.8",",,I,29,+","","","8.0",",,,I","",""
"RSM00024962","1937-01","60.9","131.983","146.0","AMGA, RS","13",",I","0",",I","0",",I","","","","","","","","","","","19370126","+,,I","","","","","1.1",",,I,26,+","","","9.1",",,,I","",""
