"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00364727","1959-06","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","15",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590630","+,,0","19590630","+,,0","","","19590603",",,0","","","","","0",",,0,30,+","0",",,0,30,+","42.7",",,0,03,","","","","","118.0",",,,0","0",",,,0","","","","","",""
"USC00364727","1959-07","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","11",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590731","+,,0","19590731","+,,0","","","19590707",",,0","","","","","0",",,0,31,+","0",",,0,31,+","8.6",",,0,07,","","","","","29.6",",,,0","0",",,,0","","","","","",""
"USC00364727","1959-08","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","14",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590831","+,,0","19590831","+,,0","","","19590809",",,0","","","","","0",",,0,31,+","0",",,0,31,+","61.0",",,0,09,","","","","","152.9",",,,0","0",",,,0","","","","","",""
"USC00364727","1959-09","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19590930","+,,0","19590930","+,,0","","","19590901",",,0","","","","","0",",,0,30,+","0",",,0,30,+","34.0",",,0,01,","","","","","102.0",",,,0","0",",,,0","","","","","",""
"USC00364727","1959-10","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","14",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19591031","+,,0","19591031","+,,0","","","19591002",",,0","","","","","0",",,0,31,+","0",",,0,31,+","61.0",",,0,02,","","","","","180.6",",,,0","0",",,,0","","","","","",""
"USC00364727","1959-11","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","14",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19591107",",,0","19591107","+,,0","","","19591107",",,0","","","","","0",",T,0,07,","0",",T,0,07,+","25.1",",,0,07,","","","","","109.1",",,,0","0",",T,,0","","","","","",""
"USC00364727","1959-12","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","10",",0","9",",0","1",",0","11",",0","1","3,0","","","","","","","","","","","","","","","19591223","+,,0","19591222",",3,0","","","19591213",",,0","","","","","178",",,0,23,+","178","3,,0,22,","34.8",",,0,13,","","","","","105.9",",,,0","178","3,,,0","","","","","",""
"USC00364727","1960-01","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","10",",0","5",",0","2",",0","21",",0","1","1,0","","","","","","","","","","","","","","","19600120","+,,0","19600119",",1,0","","","19600103",",,0","","","","","152",",,0,20,+","51","1,,0,19,","38.4",",,0,03,","","","","","99.7",",,,0","51","1,,,0","","","","","",""
"USC00364727","1960-02","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","10",",0","8",",0","1",",0","26",",0","7",",0","","","","","","","","","","","","","","","19600222","+,,0","19600219",",,0","","","19600211",",,0","","","","","229",",,0,22,+","203",",,0,19,","29.2",",,0,11,","","","","","110.1",",,,0","379",",,,0","","","","","",""
"USC00364727","1960-03","41.21667","-75.05","415.1","LAKE MINISINK, PA US","","","","","7",",0","5",",0","0",",0","30",",0","4",",0","","","","","","","","","","","","","","","19600305","+,,0","19600304",",,0","","","19600304",",,0","","","","","483",",,0,05,+","356",",,0,04,","23.4",",,0,04,","","","","","69.9",",,,0","508",",,,0","","","","","",""
