"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0016A14S","2003-10","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","","","","","","","10",",T","10",",T","0",",T","","","","","","","","","","","","","","","","","20031020",",,T","","","","","","","20.3",",,T,20,","","","","","","","73.6",",,,T","","","","","",""
"USS0016A14S","2003-11","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","0.9",",T","","","0.0",",T","16",",T","16",",T","2",",T","13",",","0",",T","24",",T","8",",T","0",",T","0",",T","20031105",",,T","20031128",",,T","20031128",",,T","20031119",",,T","-10.3",",T,05,","305",",,T,28,","33.0",",,T,28,","10.2",",T,19,","","","565.3",",T","137.0",",,,T","-0.51",",T","2.83",",,,T","-3.85",",,,T"
"USS0016A14S","2003-12","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","0.6",",T","","","0.0",",T","14",",T","14",",T","0",",T","31",",","0",",T","31",",T","6",",T","0",",T","0",",T","20031230",",,T","20031216",",,T","20031205",",,T","20031206",",,T","-10.5",",T,30,","457",",,T,16,","22.9",",,T,05,","9.2",",T,06,","","","584.4",",T","88.9",",,,T","-0.52",",T","3.33",",,,T","-4.36",",,,T"
"USS0016A14S","2004-01","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","0.6",",T","0.0","T","0.0",",T","12",",T","12",",T","0",",T","31",",","3",",T","26",",T","8",",T","0",",T","0",",T","20040106",",,T","20040127",",,T","20040130","+,,T","20040113",",,T","-22.7",",T,06,","610",",,T,27,","12.7",",,T,30,+","10.1",",T,13,","","","620.4",",T","91.4",",,,T","-1.68",",T","1.59",",,,T","-4.95",",,,T"
"USS0016A14S","2004-02","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","0.6",",T","0.0","T","0.0",",T","9",",T","9",",T","0",",T","29",",","0",",T","22",",T","0",",T","0",",T","0",",T","20040202",",,T","20040217",",,T","20040226","+,,T","20040222",",,T","-7.8",",T,02,","533",",,T,17,","5.1",",,T,26,+","12.0",",T,22,","","","469.6",",T","32.9",",,,T","2.14",",T","6.78",",,,T","-2.50",",,,T"
"USS0016A14S","2004-03","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","1.4",",T","0.0","T","0.0",",T","10",",T","10",",T","0",",T","16",",","0",",T","9",",T","0",",T","0",",T","0",",T","20040303",",,T","20040305",",,T","20040305",",,T","20040330",",,T","-4.0",",T,03,","533",",,T,05,","12.7",",,T,05,","19.6",",T,30,","","","397.1",",T","48.1",",,,T","5.52",",T","10.10",",,,T","0.95",",,,T"
"USS0016A14S","2004-04","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","1.3",",T","0.0","T","0.0",",T","11",",T","11",",T","0",",T","0",",","0",",T","0",",T","0",",T","1",",T","0",",T","20040402",",,T","20040430","+,,T","20040408",",,T","20040426",",,T","0.9",",T,02,","0",",,T,30,+","15.2",",,T,08,","21.6",",T,26,","","","284.9",",T","53.1",",,,T","8.84",",T","14.16",",,,T","3.51",",,,T"
"USS0016A14S","2004-05","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","1.5",",T","0.0","T","0.0",",T","13",",T","13",",T","0",",T","0",",","0",",T","0",",T","0",",T","2",",T","0",",T","20040513",",,T","20040531","+,,T","20040522",",,T","20040501",",,T","2.1",",T,13,","0",",,T,31,+","22.9",",,T,22,","23.1",",T,01,","","","229.0",",T","83.7",",,,T","10.95",",T","15.72",",,,T","6.17",",,,T"
"USS0016A14S","2004-06","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","1.4",",T","17.1","T","17.1",",T","12",",T","12",",T","0",",T","0",",","0",",T","0",",T","0",",T","13",",T","0",",T","20040615",",,T","20040630","+,,T","20040605",",,T","20040623",",,T","3.8",",T,15,","0",",,T,30,+","17.8",",,T,05,","28.5",",T,23,","","","111.9",",T","60.7",",,,T","15.17",",T","20.42",",,,T","9.92",",,,T"
"USS0016A14S","2004-07","48.72","-116.46","1072.9","MYRTLE CREEK, ID US","1.5",",T","89.0","T","71.9",",T","7",",T","7",",T","1",",T","0",",","0",",T","0",",T","0",",T","26",",T","0",",T","20040708",",,T","20040731","+,,T","20040704",",,T","20040717",",,T","7.1",",T,08,","0",",,T,31,+","40.6",",,T,04,","32.1",",T,17,","30.3","T","30.3",",T","60.7",",,,T","19.68",",T","25.59",",,,T","13.76",",,,T"
