"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00034936","1936-01","45.433","40.567","106.0","KROPOTKIN, RS","10",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19360112",",,I","","","","","","","10.5",",,I,12,","","","30.5",",,,I","","","",""
"RSM00034936","1936-02","45.433","40.567","106.0","KROPOTKIN, RS","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19360214",",,I","","","","","","","6.2",",,I,14,","","","22.2",",,,I","","","",""
"RSM00034936","1936-03","45.433","40.567","106.0","KROPOTKIN, RS","7",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19360329",",,I","","","","","","","9.8",",,I,29,","","","22.0",",,,I","","","",""
"RSM00034936","1936-04","45.433","40.567","106.0","KROPOTKIN, RS","9",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","19360414",",,I","","","","","","","17.1",",,I,14,","","","80.0",",,,I","","","",""
"RSM00034936","1936-05","45.433","40.567","106.0","KROPOTKIN, RS","8",",I","5",",I","1",",I","","","","","","","","","","","","","","","","","19360531",",,I","","","","","","","33.0",",,I,31,","","","68.0",",,,I","","","",""
"RSM00034936","1936-06","45.433","40.567","106.0","KROPOTKIN, RS","19",",I","11",",I","2",",I","","","","","","","","","","","","","","","","","19360622",",,I","","","","","","","35.3",",,I,22,","","","123.8",",,,I","","","",""
"RSM00034936","1936-07","45.433","40.567","106.0","KROPOTKIN, RS","7",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","19360715",",,I","","","","","","","19.2",",,I,15,","","","43.8",",,,I","","","",""
"RSM00034936","1936-08","45.433","40.567","106.0","KROPOTKIN, RS","8",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19360825",",,I","","","","","","","14.7",",,I,25,","","","45.8",",,,I","","","",""
"RSM00034936","1936-09","45.433","40.567","106.0","KROPOTKIN, RS","5",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19360911",",,I","","","","","","","14.1",",,I,11,","","","22.5",",,,I","","","",""
"RSM00034936","1936-10","45.433","40.567","106.0","KROPOTKIN, RS","17",",I","10",",I","1",",I","","","","","","","","","","","","","","","","","19361022",",,I","","","","","","","26.7",",,I,22,","","","133.6",",,,I","","","",""
"RSM00034936","1936-11","45.433","40.567","106.0","KROPOTKIN, RS","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19361124",",,I","","","","","","","6.2",",,I,24,","","","16.6",",,,I","","","",""
