"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRM00082098","1973-02","0.051","-51.072","17.1","MACAPA, BR","15","4,S","13","4,S","5","4,S","","","","","","","","","","","","","19730213",",4,S","","","","","59.9","4,,S,13,","","","324.3","4,,,S","","","",""
"BRM00082098","1973-08","0.051","-51.072","17.1","MACAPA, BR","8","4,S","6","4,S","0","4,S","","","","","","","","","","","","","19730821",",4,S","","","","","24.9","4,,S,21,","","","68.1","4,,,S","","","",""
"BRM00082098","1973-12","0.051","-51.072","17.1","MACAPA, BR","17","4,S","13","4,S","4","4,S","0","5,S","0","5,S","","","","","","","19731203",",5,S","19731205",",4,S","","","20.0","5,S,03,","80.0","4,,S,05,","","","248.9","4,,,S","","","22.50","5,,,S"
"BRM00082098","1974-01","0.051","-51.072","17.1","MACAPA, BR","17","4,S","16","4,S","4","4,S","","","","","","","","","","","","","19740126",",4,S","","","","","89.9","4,,S,26,","","","323.0","4,,,S","","","",""
"BRM00082098","1974-02","0.051","-51.072","17.1","MACAPA, BR","19","5,S","17","5,S","5","5,S","","","","","","","","","","","","","19740209",",5,S","","","","","80.0","5,,S,09,","","","313.1","5,,,S","","","",""
"BRM00082098","1974-03","0.051","-51.072","17.1","MACAPA, BR","16","5,S","16","5,S","7","5,S","","","","","","","","","","","","","19740305",",5,S","","","","","329.9","5,,S,05,","","","683.8","5,,,S","","","",""
"BRM00082098","1974-05","0.051","-51.072","17.1","MACAPA, BR","14","5,S","12","5,S","5","5,S","","","","","","","","","","","","","19740504",",5,S","","","","","169.9","5,,S,04,","","","449.9","5,,,S","","","",""
"BRM00082098","1974-09","0.051","-51.072","17.1","MACAPA, BR","5","5,S","5","5,S","0","5,S","","","","","","","","","","","","","19740916",",5,S","","","","","15.0","5,,S,16,","","","30.3","5,,,S","","","",""
"BRM00082098","1976-02","0.051","-51.072","17.1","MACAPA, BR","","","","","","","0","4,S","0","4,S","","","","","","","19760209",",4,S","","","","","21.0","4,S,09,","","","","","","","","","22.28","4,,,S"
"BRM00082098","1977-03","0.051","-51.072","17.1","MACAPA, BR","22","3,S","18","3,S","5","3,S","","","","","","","","","","","","","19770329",",3,S","","","","","53.1","3,,S,29,","","","325.0","3,,,S","","","",""
"BRM00082098","1977-08","0.051","-51.072","17.1","MACAPA, BR","6","4,S","6","4,S","1","4,S","","","","","","","","","","","","","19770804",",4,S","","","","","25.9","4,,S,04,","","","104.9","4,,,S","","","",""
"BRM00082098","1978-05","0.051","-51.072","17.1","MACAPA, BR","14","5,S","9","5,S","2","5,S","","","","","","","","","","","","","19780510",",5,S","","","","","70.1","5,,S,10,","","","227.2","5,,,S","","","",""
"BRM00082098","1978-09","0.051","-51.072","17.1","MACAPA, BR","4","5,S","2","5,S","0","5,S","","","","","","","","","","","","","19780919","+,5,S","","","","","5.1","5,,S,19,+","","","12.2","5,,,S","","","",""
