"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094176","1998-11","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.6",",W","","","0.0",",W","19",",W","11",",W","0",",W","0",",W","9",",W","0",",W","0",",W","0",",W","","","","","19981111","+,,W","","","19981120",",,W","19981126","+,,W","-3.3",",W,11,+","17.0",",,W,20,","14.4",",W,26,+","","","391.2",",W","89.7",",,,W","5.29",",W","8.59",",,,W","2.00",",,,W","","","200",",W","190",",W","14.8",",W","19.2",",W"
"USW00094176","1998-12","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.9",",W","","","0.0",",W","13",",W","8",",W","0",",W","2",",W","24",",W","7",",W","0",",W","0",",W","","","","","19981221",",,W","","","19981225",",,W","19981213",",,W","-18.3",",W,21,","15.2",",,W,25,","11.1",",W,13,","","","580.9",",W","72.4",",,,W","-0.40",",W","2.62",",,,W","-3.43",",,,W","","","220",",W","220",",W","14.3",",W","19.2",",W"
"USW00094176","1999-01","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.5",",W","0.0","W","0.0","1,W","14",",W","8",",W","0",",W","0","1,W","18","1,W","4","1,W","0","1,W","0","1,W","","","","","19990124",",1,W","","","19990117",",,W","19990130",",1,W","-10.0","1,W,24,","7.9",",,W,17,","11.7","1,W,30,","","","503.2","1,W","45.4",",,,W","1.56","1,W","4.27","1,,,W","-1.15","1,,,W","","","200","2,W","190",",","13.4","2,W","17.0",",W"
"USW00094176","1999-02","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","3.6",",W","0.0","W","0.0","1,W","15",",W","8",",W","0",",W","0","1,W","18","1,W","1","1,W","0","1,W","0","1,W","","","","","19990211",",1,W","","","19990227",",,W","19990228",",1,W","-7.8","1,W,11,","16.3",",,W,27,","12.2","1,W,28,","","","418.0","1,W","58.7",",,,W","2.85","1,W","6.70","1,,,W","-1.00","1,,,W","","","200","1,W","190",",W","20.1","1,W","23.7",",W"
"USW00094176","1999-03","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.6",",W","0.0","W","0.0",",W","10",",W","5",",W","0",",W","0",",W","22",",W","0",",W","1",",W","0",",W","","","","","19990306",",,W","","","19990315",",,W","19990320",",,W","-6.7",",W,06,","5.6",",,W,15,","22.2",",W,20,","","","415.9",",W","24.3",",,,W","4.92",",W","10.52",",,,W","-0.68",",,,W","","","210",",W","200",",W","16.1",",W","20.1",",W"
"USW00094176","1999-04","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.4",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","0",",W","13",",W","0",",W","4",",W","0",",W","","","","","19990402",",,W","","","19990403",",,W","19990424","+,,W","-3.9",",W,02,","6.1",",,W,03,","23.9",",W,24,+","","","322.0",",W","15.4",",,,W","7.60",",W","14.70",",,,W","0.49",",,,W","","","200",",W","190",",W","12.5",",W","15.2",",W"
"USW00094176","1999-05","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","3.0",",W","2.7","W","2.7",",W","10",",W","3",",W","0",",W","0",",W","7",",W","0",",W","11",",W","1",",W","","","","","19990510","+,,W","","","19990503",",,W","19990524",",,W","-2.2",",W,10,+","4.3",",,W,03,","32.2",",W,24,","","","226.9",",W","18.2",",,,W","11.10",",W","18.25",",,,W","3.95",",,,W","","","220",",W","220",",W","15.2",",W","18.3",",W"
"USW00094176","1999-06","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","3.1",",W","22.7","W","20.0",",W","8",",W","4",",W","0",",W","0",",W","0",",W","0",",W","20",",W","2",",W","","","","","19990611","+,,W","","","19990625",",,W","19990615",",,W","4.4",",W,11,+","19.1",",,W,25,","34.4",",W,15,","","","85.3",",W","33.7",",,,W","16.16",",W","22.89",",,,W","9.42",",,,W","","","180",",W","180",",W","15.2",",W","17.9",",W"
"USW00094176","1999-07","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.6",",W","81.0","W","58.3",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","28",",W","8",",W","","","","","19990704",",,W","","","19990716","+,,W","19990728",",,W","3.9",",W,04,","2.8",",,W,16,+","37.2",",W,28,","31.9","W","31.9",",W","6.4",",,,W","19.18",",W","27.79",",,,W","10.57",",,,W","","","190",",W","180",",W","14.3",",W","17.9",",W"
"USW00094176","1999-08","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.3",",W","198.2","W","117.2",",W","4","5,W","1","5,W","0","5,W","0",",W","0",",W","0",",W","28",",W","11",",W","","","","","19990831",",,W","","","19990830",",5,W","19990828","+,,W","5.6",",W,31,","3.3","5,,W,30,","36.1",",W,28,+","49.1","W","17.2",",W","6.2","5,,,W","21.56",",W","29.68",",,,W","13.44",",,,W","","","210",",W","170",",W","11.6",",W","14.3",",W"
"USW00094176","1999-09","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.0",",W","200.7","W","2.5",",W","1",",W","1",",W","0",",W","0",",W","2",",W","0",",W","21",",W","0",",W","","","","","19990928",",,W","","","19990925",",,W","19990921",",,W","-1.1",",W,28,","2.8",",,W,25,","31.1",",W,21,","153.1","W","104.0",",W","2.8",",,,W","14.95",",W","24.40",",,,W","5.51",",,,W","","","210",",W","230",",W","13.9",",W","16.5",",W"
"USW00094176","1999-10","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.1",",W","200.7","W","0.0",",W","7",",W","2",",W","0",",W","0",",W","11",",W","0",",W","2",",W","0",",W","","","","","19991016",",,W","","","19991027",",,W","19991004",",,W","-5.0",",W,16,","8.4",",,W,27,","22.8",",W,04,","436.3","W","283.2",",W","22.2",",,,W","9.20",",W","16.15",",,,W","2.25",",,,W","","","240",",W","220",",W","14.3",",W","20.1",",W"
"USW00094176","1999-11","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.1",",W","200.7","W","0.0",",W","17",",W","9",",W","0",",W","0",",W","12",",W","0",",W","0",",W","0",",W","","","","","19991105",",,W","","","19991125",",,W","19991112",",,W","-5.0",",W,05,","7.6",",,W,25,","20.6",",W,12,","805.5","W","369.2",",W","53.5",",,,W","6.03",",W","10.43",",,,W","1.62",",,,W","","","200",",W","210",",W","13.0",",W","16.1",",W"
"USW00094176","1999-12","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","2.4",",W","200.7","W","0.0",",W","12",",W","8",",W","0",",W","0",",W","21",",W","6",",W","0",",W","0",",W","","","","","19991226",",,W","","","19991202",",,W","19991216",",,W","-6.7",",W,26,","7.9",",,W,02,","10.6",",W,16,","1337.4","W","531.9",",W","49.6",",,,W","1.17",",W","3.89",",,,W","-1.55",",,,W","","","210",",W","210",",W","13.9",",W","17.4",",W"
"USW00094176","2000-01","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","1.9",",W","0.0","W","0.0",",W","16",",W","9",",W","0",",W","0",",W","29",",W","8",",W","0",",W","0",",W","","","","","20000130",",,W","","","20000116",",,W","20000114",",,W","-10.6",",W,30,","9.9",",,W,16,","8.3",",W,14,","1929.3","W","591.9",",W","50.3",",,,W","-0.76",",W","2.17",",,,W","-3.69",",,,W","","","230",",W","230",",W","17.9",",W","23.7",",W"
"USW00094176","2000-02","47.68575","-117.32141","594.6","SPOKANE FELTS FIELD, WA US","1.5",",W","0.0","W","0.0",",W","15",",W","6",",W","0",",W","0",",W","19",",W","0",",W","0",",W","0",",W","","","","","20000219","+,,W","","","20000201",",,W","20000222","+,,W","-7.2",",W,19,+","15.0",",,W,01,","10.0",",W,22,+","2401.2","W","471.9",",W","49.4",",,,W","2.06",",W","5.84",",,,W","-1.72",",,,W","","","40",",W","50",",W","9.8",",W","13.4",",W"
