"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00310438","1927-05","35.4591","-80.1827","182.9","BADIN, NC US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19270530",",,6","","","","","","","","","8.9",",,6,30,","","","","","","","","","15.8",",,,6","","","","","","","","","",""
"USC00310438","1927-06","35.4591","-80.1827","182.9","BADIN, NC US","","","","","14",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","","","19270611",",,6","","","","","","","","","44.5",",,6,11,","","","","","","","","","167.8",",,,6","","","","","","","","","4637","4,,,6"
"USC00310438","1927-07","35.4591","-80.1827","182.9","BADIN, NC US","","","215.3","4,6","9","1,6","7","1,6","1","1,6","","","","","0","4,6","0","4,6","0","4,6","27","4,6","14","4,6","19270706",",4,6","","","","","19270709",",1,6","19270730",",4,6","17.8","4,6,06,","","","","","44.5","1,,6,09,","35.6","4,6,30,","","","0.0","6","0.0","4,6","133.1","1,,,6","","","26.31","4,6","31.57","4,,,6","21.04","4,,,6","4425","4,,,6"
"USC00310438","1927-08","35.4591","-80.1827","182.9","BADIN, NC US","","","168.6","3,6","16",",6","12",",6","0",",6","","","","","0","1,6","0","1,6","0","2,6","26","2,6","9","2,6","19270829","+,1,6","","","","","19270825",",,6","19270810",",2,6","14.4","1,6,29,+","","","","","24.6",",,6,25,","34.4","2,6,10,","","","4.4","6","4.4","2,6","148.2",",,,6","","","24.11","3,6","28.53","2,,,6","19.70","1,,,6","4299","2,,,6"
"USC00310438","1927-09","35.4591","-80.1827","182.9","BADIN, NC US","","","146.4","3,6","6",",6","5",",6","0",",6","","","","","0","3,6","0","3,6","0",",6","30",",6","9",",6","19270924",",3,6","","","","","19270920",",,6","19270916","+,,6","10.0","3,6,24,","","","","","14.7",",,6,20,","34.4",",6,16,+","","","9.1","6","4.7",",6","37.3",",,,6","","","23.59","3,6","28.96",",,,6","18.23","3,,,6","3636",",,,6"
"USC00310438","1927-10","35.4591","-80.1827","182.9","BADIN, NC US","","","","","8",",6","4",",6","2",",6","","","","","0","1,6","0","1,6","","","","","","","19271022","+,1,6","","","","","19271004",",,6","","","5.6","1,6,22,+","","","","","94.7",",,6,04,","","","","","","","","","155.7",",,,6","","","","","","","11.42","1,,,6","4257",",,,6"
"USC00310438","1927-11","35.4591","-80.1827","182.9","BADIN, NC US","","","0.0","5,6","4",",6","2",",6","0",",6","","","","","0","5,6","5","5,6","0",",6","16",",6","0",",6","19271107",",5,6","","","","","19271118",",,6","19271129","+,,6","-3.3","5,6,07,","","","","","17.8",",,6,18,","25.6",",6,29,+","","","","","141.5",",6","22.6",",,,6","","","12.78","5,6","19.36",",,,6","6.20","5,,,6","4538","1,,,6"
"USC00310438","1927-12","35.4591","-80.1827","182.9","BADIN, NC US","","","","","12",",6","7",",6","3",",6","","","","","","","","","1","4,6","2","4,6","0","4,6","","","","","","","19271204",",,6","19271215",",4,6","","","","","","","47.0",",,6,04,","23.3","4,6,15,","","","","","","","172.7",",,,6","","","","","12.07","4,,,6","","","5916","1,,,6"
"USC00310438","1928-01","35.4591","-80.1827","182.9","BADIN, NC US","","","","","6",",6","5",",6","0",",6","","","","","","","","","5",",6","2",",6","0",",6","","","","","","","19280125",",,6","19280116",",,6","","","","","","","12.7",",,6,25,","23.3",",6,16,","","","","","","","38.1",",,,6","","","","","10.84",",,,6","","","4511","2,,,6"
"USC00310438","1928-02","35.4591","-80.1827","182.9","BADIN, NC US","","","","","10",",6","7",",6","1",",6","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","19280223",",,6","19280205",",,6","","","","","","","29.0",",,6,23,","18.9",",6,05,","","","","","","","92.5",",,,6","","","","","11.11",",,,6","","","4929",",,,6"
"USC00310438","1928-03","35.4591","-80.1827","182.9","BADIN, NC US","","","","","8","4,6","4","4,6","0","4,6","","","","","","","","","","","","","","","","","","","","","19280309",",4,6","","","","","","","","","21.1","4,,6,09,","","","","","","","","","59.5","4,,,6","","","","","","","","","5390","3,,,6"
"USC00310438","1928-04","35.4591","-80.1827","182.9","BADIN, NC US","","","","","11",",6","8",",6","1",",6","","","","","","","","","0","2,6","13","2,6","0","2,6","","","","","","","19280428",",,6","19280423","+,2,6","","","","","","","48.5",",,6,28,","25.6","2,6,23,+","","","","","","","137.9",",,,6","","","","","20.90","2,,,6","","","",""
"USC00310438","1928-05","35.4591","-80.1827","182.9","BADIN, NC US","","","","","7",",6","6",",6","1",",6","","","","","","","","","0","3,6","25","3,6","2","3,6","","","","","","","19280509",",,6","19280505",",3,6","","","","","","","27.9",",,6,09,","33.3","3,6,05,","","","","","","","123.2",",,,6","","","","","25.84","3,,,6","","","5127","4,,,6"
"USC00310438","1928-06","35.4591","-80.1827","182.9","BADIN, NC US","","","144.0","5,6","12",",6","7",",6","0",",6","","","","","0","5,6","0","5,6","0","2,6","28","2,6","6","2,6","19280609",",5,6","","","","","19280605",",,6","19280623","+,2,6","5.6","5,6,09,","","","","","23.1",",,6,05,","35.6","2,6,23,+","","","","","3.9","2,6","103.7",",,,6","","","24.16","5,6","30.04","2,,,6","18.27","5,,,6","4324","5,,,6"
"USC00310438","1928-07","35.4591","-80.1827","182.9","BADIN, NC US","","","","","11","1,6","10","1,6","1","1,6","","","","","0","5,6","0","5,6","0","2,6","29","2,6","20","2,6","19280731","+,5,6","","","","","19280717",",1,6","19280723",",2,6","20.0","5,6,31,+","","","","","28.4","1,,6,17,","36.7","2,6,23,","","","","","","","119.3","1,,,6","","","27.30","6,6","32.56","2,,,6","22.05","5,,,6","3547","3,,,6"
"USC00310438","1928-08","35.4591","-80.1827","182.9","BADIN, NC US","","","","","6","5,6","5","5,6","2","5,6","","","","","","","","","","","","","","","","","","","","","19280811",",5,6","","","","","","","","","53.3","5,,6,11,","","","1768.0","3,,,6","","","","","110.0","5,,,6","","","","","","","","","3831","2,,,6"
"USC00310438","1928-09","35.4591","-80.1827","182.9","BADIN, NC US","","","","","","","","","","","","","","","","","","","0","3,6","26","3,6","11","3,6","","","","","","","","","19280901",",3,6","","","","","","","","","36.7","3,6,01,","","","","","","","","","","","","","29.91","3,,,6","","","3631","5,,,6"
"USC00310438","1928-10","35.4591","-80.1827","182.9","BADIN, NC US","","","126.6","4,6","3","5,6","2","5,6","1","5,6","","","","","0","4,6","0","4,6","0","4,6","25","4,6","11","4,6","19281031","+,4,6","","","","","19281007",",5,6","19281008",",4,6","4.4","4,6,31,+","","","","","36.8","5,,6,07,","35.6","4,6,08,","","","","","22.1","4,6","42.6","5,,,6","","","22.20","4,6","29.30","4,,,6","15.10","4,,,6","4072","5,,,6"
"USC00310438","1928-11","35.4591","-80.1827","182.9","BADIN, NC US","","","","","","","","","","","","","","","","","","","0","4,6","11","4,6","0","4,6","","","","","","","","","19281118","+,4,6","","","","","","","","","27.8","4,6,18,+","","","","","","","","","","","","","19.02","4,,,6","","","3894","5,,,6"
"USC00310438","1928-12","35.4591","-80.1827","182.9","BADIN, NC US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19281220","+,,6","","","","","","","","","9.9",",,6,20,+","","","","","","","","","30.5",",,,6","","","","","","","","","4530","4,,,6"
"USC00310438","1929-01","35.4591","-80.1827","182.9","BADIN, NC US","","","","","","","","","","","","","","","","","","","0","3,6","3","3,6","0","3,6","","","","","","","","","19290120",",3,6","","","","","","","","","24.4","3,6,20,","482.6",",,,6","","","","","","","","","","","13.27","3,,,6","","","5371",",,,6"
"USC00310438","1929-02","35.4591","-80.1827","182.9","BADIN, NC US","","","0.0","4,6","9",",6","7",",6","3",",6","","","","","0","4,6","16","4,6","0",",6","1",",6","0",",6","19290213","+,4,6","","","","","19290228",",,6","19290227",",,6","-5.6","4,6,13,+","","","","","57.2",",,6,28,","22.2",",6,27,","492.4",",,,6","","","321.5",",6","201.0",",,,6","","","5.12","4,6","11.39",",,,6","-1.15","4,,,6","3869","2,,,6"
"USC00310438","1929-03","35.4591","-80.1827","182.9","BADIN, NC US","","","27.8","5,6","14","1,6","12","1,6","2","1,6","","","","","0","4,6","3","4,6","0","1,6","14","1,6","2","1,6","19290311",",4,6","","","","","19290305",",1,6","19290327","+,1,6","-5.6","4,6,11,","","","","","79.5","1,,6,05,","33.3","1,6,27,+","762.2","3,,,6","","","115.1","1,6","201.0","1,,,6","","","14.77","5,6","22.15","1,,,6","7.40","4,,,6","5860","2,,,6"
"USC00310438","1929-04","35.4591","-80.1827","182.9","BADIN, NC US","","","67.1","1,6","10",",6","7",",6","1",",6","","","","","0","1,6","0","1,6","0",",6","25",",6","6",",6","19290418",",1,6","","","","","19290416",",,6","19290408",",,6","1.1","1,6,18,","","","","","45.2",",,6,16,","35.6",",6,08,","1404.3",",,,6","","","43.8",",6","92.3",",,,6","","","19.15","1,6","26.97",",,,6","11.33","1,,,6","5530","1,,,6"
"USC00310438","1929-05","35.4591","-80.1827","182.9","BADIN, NC US","","","","","11",",6","7",",6","1",",6","","","","","","","","","0",",6","30",",6","17",",6","","","","","","","19290520",",,6","19290530","+,,6","","","","","","","30.5",",,6,20,","36.7",",6,30,+","1554.4","4,,,6","","","","","102.1",",,,6","","","","","30.82",",,,6","","","4998",",,,6"
"USC00310438","1929-06","35.4591","-80.1827","182.9","BADIN, NC US","","","268.3",",6","7",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","24",",6","19290606",",,6","","","","","19290604",",,6","19290622",",,6","10.0",",6,06,","","","","","30.2",",,6,04,","41.1",",6,22,","","","","","1.1",",6","98.1",",,,6","","","27.24",",6","34.56",",,,6","19.92",",,,6","4253","1,,,6"
"USC00310438","1929-07","35.4591","-80.1827","182.9","BADIN, NC US","","","327.4","2,6","7",",6","4",",6","0",",6","","","","","0","2,6","0","2,6","0",",6","31",",6","27",",6","19290722",",2,6","","","","","19290712",",,6","19290730","+,,6","15.6","2,6,22,","","","","","22.1",",,6,12,","41.1",",6,30,+","1905.0","1,,,6","0.0","6","0.0",",6","59.1",",,,6","","","29.66","2,6","37.43",",,,6","21.88","2,,,6","4670",",,,6"
"USC00310438","1929-08","35.4591","-80.1827","182.9","BADIN, NC US","","","258.0","1,6","6",",6","5",",6","2",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","22","1,6","19290831",",,6","","","","","19290819",",,6","19290812","+,1,6","13.3",",6,31,","","","","","41.7",",,6,19,","41.1","1,6,12,+","1800.6","1,,,6","0.0","6","0.0","1,6","93.8",",,,6","","","26.85","1,6","35.30","1,,,6","18.40",",,,6","4420",",,,6"
"USC00310438","1929-09","35.4591","-80.1827","182.9","BADIN, NC US","","","","","","","","","","","","","","","","","","","0","1,6","29","1,6","2","1,6","","","","","","","","","19290917",",1,6","","","","","","","","","33.3","1,6,17,","1536.9","1,,,6","","","","","","","","","","","28.20","1,,,6","","","5639",",,,6"
"USC00310438","1929-10","35.4591","-80.1827","182.9","BADIN, NC US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19291022",",,6","","","","","","","","","30.5",",,6,22,","","","1244.4",",,,6","","","","","61.2",",,,6","","","","","","","","","5056",",,,6"
"USC00310438","1929-11","35.4591","-80.1827","182.9","BADIN, NC US","","","","","9",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","19291104",",,6","","","","","","","","","35.1",",,6,04,","","","660.5","4,,,6","","","","","103.6",",,,6","","","","","","","","","4329","2,,,6"
"USC00310438","1929-12","35.4591","-80.1827","182.9","BADIN, NC US","","","0.0","4,6","","","","","","","","","","","0","3,6","13","3,6","0","2,6","1","2,6","0","2,6","19291225","+,3,6","","","","","","","19291212",",2,6","-11.7","3,6,25,+","","","","","","","21.1","2,6,12,","441.7","3,,,6","","","363.5","2,6","","","","","4.61","4,6","11.40","2,,,6","-2.18","3,,,6","4009","3,,,6"
"USC00310438","1930-01","35.4591","-80.1827","182.9","BADIN, NC US","","","","","11",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19300118",",,6","","","","","","","","","16.3",",,6,18,","","","","","","","","","51.8",",,,6","","","","","","","","","",""
"USC00310438","1930-02","35.4591","-80.1827","182.9","BADIN, NC US","","","0.0","5,6","4",",6","3",",6","0",",6","","","","","0","4,6","7","4,6","0","2,6","7","2,6","0","2,6","19300216",",4,6","","","","","19300204",",,6","19300225",",2,6","-5.6","4,6,16,","","","","","18.8",",,6,04,","26.7","2,6,25,","446.7","1,,,6","","","190.4","2,6","33.0",",,,6","","","9.54","5,6","17.94","2,,,6","1.13","4,,,6","3892","2,,,6"
"USC00310438","1930-03","35.4591","-80.1827","182.9","BADIN, NC US","","","0.0","2,6","7",",6","7",",6","0",",6","","","","","0","2,6","10","2,6","0",",6","3",",6","0",",6","19300302",",2,6","","","","","19300306",",,6","19300320",",,6","-11.1","2,6,02,","","","","","15.5",",,6,06,","22.2",",6,20,","667.8",",,,6","","","287.7",",6","57.7",",,,6","","","8.41","2,6","15.92",",,,6","0.90","2,,,6","6176",",,,6"
"USC00310438","1930-04","35.4591","-80.1827","182.9","BADIN, NC US","","","14.9","5,6","4",",6","3",",6","0",",6","","","","","0","4,6","0","4,6","0","1,6","27","1,6","2","1,6","19300409",",4,6","","","","","19300406",",,6","19300414","+,1,6","1.1","4,6,09,","","","","","15.7",",,6,06,","33.3","1,6,14,+","962.9","5,,,6","","","75.6","1,6","33.7",",,,6","","","16.26","5,6","25.66","1,,,6","6.86","4,,,6","4476","3,,,6"
"USC00310438","1930-05","35.4591","-80.1827","182.9","BADIN, NC US","","","91.4","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","31",",6","2",",6","19300527","+,1,6","","","","","","","19300506","+,,6","7.8","1,6,27,+","","","","","","","32.2",",6,06,+","","","","","0.6",",6","","","","","21.36","1,6","29.89",",,,6","12.84","1,,,6","3947","3,,,6"
"USC00310438","1930-06","35.4591","-80.1827","182.9","BADIN, NC US","","","156.8","1,6","10",",6","9",",6","3",",6","","","","","0","1,6","0","1,6","0",",6","30",",6","6",",6","19300610",",1,6","","","","","19300610",",,6","19300625",",,6","12.8","1,6,10,","","","","","53.1",",,6,10,","36.1",",6,25,","1945.4",",,,6","","","0.0",",6","170.7",",,,6","","","23.70","1,6","29.95",",,,6","17.46","1,,,6","3876","1,,,6"
"USC00310438","1930-07","35.4591","-80.1827","182.9","BADIN, NC US","","","229.5","2,6","7",",6","7",",6","2",",6","","","","","0","2,6","0","2,6","0",",6","30",",6","25",",6","19300724","+,2,6","","","","","19300717",",,6","19300708",",,6","16.1","2,6,24,+","","","","","46.5",",,6,17,","37.8",",6,08,","2072.6",",,,6","0.0","6","0.0",",6","119.0",",,,6","","","26.23","2,6","32.67",",,,6","19.80","2,,,6","4143",",,,6"
