"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00173295","2016-11","43.8925","-70.2544","115.2","GRAY, ME US","326.1","7","0.0",",7","12",",7","7",",7","1",",7","1",",7","0",",7","0",",7","17",",7","1",",7","0",",7","0",",7","","","","","20161122",",,7","20161121",",,7","20161120",",,7","","","20161129",",,7","20161108",",,7","-4.4",",7,22,","25",",,7,21,","18",",,7,20,","31.5",",,7,29,","17.2",",7,08,","722.9","7","414.2",",7","109.8",",,,7","34",",,,7","4.53",",7","8.74",",,,7","0.31",",,,7","",""
"USC00173295","2016-12","43.8925","-70.2544","115.2","GRAY, ME US","326.1","7","0.0",",7","14",",7","9",",7","2",",7","26",",7","8",",7","3",",7","28",",7","16",",7","0",",7","0",",7","2","","","","20161216",",,7","20161230",",,7","20161229",",,7","","","20161229",",,7","20161227",",,7","-21.1",",7,16,","533",",,7,30,","257",",,7,29,","31.5",",,7,29,","10.6",",7,27,","1404.8","7","681.9",",7","122.3",",,,7","901",",,,7","-3.66",",7","0.39",",,,7","-7.72",",,,7","",""
"USC00173295","2017-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","13",",7","5",",7","1",",7","31",",7","4",",7","1",",7","28",",7","11",",7","0",",7","0",",7","2","","","","20170109",",,7","20170101",",,7","20170118",",,7","","","20170124",",,7","20170111",",,7","-17.8",",7,09,","508",",,7,01,","79",",,7,18,","36.3",",,7,24,","10.0",",7,11,","2051.9","7","647.1",",7","75.9",",,,7","213",",,,7","-2.54",",7","1.28",",,,7","-6.37",",,,7","",""
"USC00173295","2017-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","11",",7","10",",7","0",",7","28",",7","7",",7","0",",7","25",",7","12",",7","0",",7","0",",7","","","","","20170210",",,7","20170216",",,7","20170215",",,7","","","20170215",",,7","20170219",",,7","-16.7",",7,10,","914",",,7,16,","203",",,7,15,","20.1",",,7,15,","13.9",",7,19,","2633.2","7","581.3",",7","94.0",",,,7","1133",",,,7","-2.43",",7","2.00",",,,7","-6.85",",,,7","",""
"USC00173295","2017-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","9",",7","6",",7","1",",7","31",",7","3",",7","2",",7","27",",7","12",",7","0",",7","0",",7","2","","","","20170311",",,7","20170315",",,7","20170314",",,7","","","20170314",",,7","20170308",",,7","-18.3",",7,11,","584",",,7,15,","422",",,7,14,","32.0",",,7,14,","11.1",",7,08,","3284.1","7","650.9",",7","71.6",",,,7","587",",,,7","-2.66",",7","1.75",",,,7","-7.08",",,,7","",""
"USC00173295","2017-04","43.8925","-70.2544","115.2","GRAY, ME US","0.8","7","0.8",",7","14",",7","9",",7","2",",7","11",",7","1",",7","0",",7","7",",7","1",",7","4",",7","0",",7","1","","","","20170402","+,,7","20170402",",,7","20170401",",,7","","","20170406",",,7","20170416",",,7","-1.7",",7,02,+","457",",,7,02,","259",",,7,01,","33.0",",,7,06,","29.4",",7,16,","3588.8","7","304.7",",7","127.0",",,,7","279",",,,7","8.20",",7","13.33",",,,7","3.08",",,,7","",""
"USC00173295","2017-05","43.8925","-70.2544","115.2","GRAY, ME US","11.1","7","10.3",",7","19",",7","11",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","7",",7","1",",7","3","","","","20170509",",,7","20170531","+,,7","20170531","+,,7","2","","20170526",",,7","20170518",",,7","1.1",",7,09,","0",",,7,31,+","0",",,7,31,+","36.8",",,7,26,","35.0",",7,18,","3801.8","7","213.0",",7","153.6",",,,7","0",",,,7","11.79",",7","16.38",",,,7","7.20",",,,7","",""
"USC00173295","2017-06","43.8925","-70.2544","115.2","GRAY, ME US","66.9","7","55.8",",7","14",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","3",",7","1","","","","20170606","+,,7","20170630","+,,7","20170630","+,,7","1","","20170630",",,7","20170611",",,7","7.8",",7,06,+","0",",,7,30,+","0",",,7,30,+","17.8",",,7,30,","33.3",",7,11,","3846.7","7","44.9",",7","84.7",",,,7","0",",,,7","18.69",",7","24.24",",,,7","13.15",",,,7","",""
"USC00173295","2017-07","43.8925","-70.2544","115.2","GRAY, ME US","159.5","7","92.6",",7","11",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","","","","","20170725","+,,7","20170731","+,,7","20170731","+,,7","2","","20170701",",,7","20170720",",,7","12.2",",7,25,+","0",",,7,31,+","0",",,7,31,+","12.2",",,7,01,","31.7",",7,20,","7.8","7","7.8",",7","36.5",",,,7","0",",,,7","21.07",",7","26.28",",,,7","15.85",",,,7","",""
"USC00173295","2017-08","43.8925","-70.2544","115.2","GRAY, ME US","234.0","7","74.5",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","1",",7","4","","","","20170829","+,,7","20170831","+,,7","20170831","+,,7","1","","20170818",",,7","20170809",",,7","10.0",",7,29,+","0",",,7,31,+","0",",,7,31,+","43.4",",,7,18,","35.0",",7,09,","18.7","7","10.9",",7","66.8",",,,7","0",",,,7","20.39",",7","25.95",",,,7","14.83",",,,7","",""
"USC00173295","2017-09","43.8925","-70.2544","115.2","GRAY, ME US","277.4","7","43.4",",7","8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","4","","","","20170930",",,7","20170930","+,,7","20170930","+,,7","","","20170906",",,7","20170924",",,7","6.7",",7,30,","0",",,7,30,+","0",",,7,30,+","21.8",",,7,06,","31.7",",7,24,","57.8","7","39.1",",7","65.3",",,,7","0",",,,7","18.48",",7","24.06",",,,7","12.89",",,,7","",""
"USC00173295","2017-10","43.8925","-70.2544","115.2","GRAY, ME US","283.0","7","5.6",",7","8",",7","6",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","9",",7","0",",7","","","","","20171017",",,7","20171031","+,,7","20171031","+,,7","1","","20171027",",,7","20171008",",,7","1.1",",7,17,","0",",,7,31,+","0",",,7,31,+","41.1",",,7,27,","25.6",",7,08,","201.8","7","144.0",",7","143.8",",,,7","0",",,,7","13.87",",7","19.18",",,,7","8.55",",,,7","",""
"USC00173295","2017-11","43.8925","-70.2544","115.2","GRAY, ME US","283.0","7","0.0",",7","10",",7","6",",7","0",",7","1",",7","1",",7","0",",7","22",",7","1",",7","0",",7","0",",7","","","","","20171128",",,7","20171114",",,7","20171113",",,7","","","20171116",",,7","20171103",",,7","-10.0",",7,28,","25",",,7,14,","30",",,7,13,","15.2",",,7,16,","20.6",",7,03,","673.1","7","471.3",",7","60.6",",,,7","30",",,,7","2.62",",7","7.36",",,,7","-2.11",",,,7","",""
"USC00173295","2017-12","43.8925","-70.2544","115.2","GRAY, ME US","283.0","7","0.0",",7","13",",7","8",",7","0",",7","22",",7","6",",7","5",",7","30",",7","17",",7","0",",7","0",",7","","","","","20171229","+,,7","20171231","+,,7","20171225",",,7","","","20171212",",,7","20171206",",,7","-23.3",",7,29,+","330",",,7,31,+","168",",,7,25,","16.5",",,7,12,","11.7",",7,06,","1429.2","7","756.1",",7","88.2",",,,7","600",",,,7","-6.06",",7","-2.02",",,,7","-10.09",",,,7","",""
"USC00173295","2018-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","9",",7","6",",7","1",",7","31",",7","2",",7","6",",7","29",",7","18",",7","0",",7","0",",7","3","","","","20180107","+,,7","20180105",",,7","20180104",",,7","","","20180104",",,7","20180113",",,7","-23.3",",7,07,+","559",",,7,05,","305",",,7,04,","25.4",",,7,04,","11.1",",7,13,","2190.0","7","760.8",",7","91.4",",,,7","486",",,,7","-6.21",",7","-1.61",",,,7","-10.81",",,,7","",""
"USC00173295","2018-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0","1,7","13","1,7","10","1,7","0","1,7","27","1,7","7","1,7","1","1,7","25","1,7","9","1,7","0","1,7","0","1,7","3","","","","20180203",",1,7","20180218",",1,7","20180218",",1,7","","","20180207",",1,7","20180228",",1,7","-20.0","1,7,03,","483","1,,7,18,","203","1,,7,18,","21.1","1,,7,07,","13.3","1,7,28,","2732.0","7","542.0","1,7","90.6","1,,,7","661","1,,,7","-1.74","1,7","2.80","1,,,7","-6.28","1,,,7","",""
"USC00173295","2018-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","5",",7","0",",7","31",",7","4",",7","0",",7","26",",7","6",",7","0",",7","0",",7","","","","","20180318",",,7","20180314",",,7","20180308",",,7","","","20180308",",,7","20180330",",,7","-12.2",",7,18,","432",",,7,14,","234",",,7,08,","23.9",",,7,08,","12.8",",7,30,","3284.1","7","552.1",",7","64.2",",,,7","626",",,,7","0.52",",7","4.25",",,,7","-3.21",",,,7","",""
"USC00173295","2018-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","14",",7","9",",7","2",",7","2",",7","1",",7","0",",7","15",",7","1",",7","1",",7","0",",7","2","","","","20180406",",,7","20180401",",,7","20180406",",,7","","","20180416",",,7","20180424",",,7","-6.7",",7,06,","51",",,7,01,","51",",,7,06,","54.9",",,7,16,","21.1",",7,24,","3686.2","7","402.1",",7","129.7",",,,7","62",",,,7","4.93",",7","9.70",",,,7","0.15",",,,7","",""
"USC00173295","2018-05","43.8925","-70.2544","115.2","GRAY, ME US","4.9","7","4.9",",7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","0",",7","","","","","20180501",",,7","20180531","+,,7","20180531","+,,7","","","20180519",",,7","20180525","+,,7","0.6",",7,01,","0",",,7,31,+","0",",,7,31,+","7.1",",,7,19,","31.1",",7,25,+","3819.4","7","133.2",",7","22.9",",,,7","0",",,,7","14.20",",7","20.62",",,,7","7.77",",,,7","",""
"USC00173295","2018-06","43.8925","-70.2544","115.2","GRAY, ME US","34.8","7","29.9",",7","12",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","21",",7","0",",7","","","","","20180605","+,,7","20180630","+,,7","20180630","+,,7","","","20180628",",,7","20180618",",,7","6.1",",7,05,+","0",",,7,30,+","0",",,7,30,+","55.6",",,7,28,","30.6",",7,18,","3880.6","7","61.2",",7","108.4",",,,7","0",",,,7","17.29",",7","23.11",",,,7","11.48",",,,7","",""
"USC00173295","2018-07","43.8925","-70.2544","115.2","GRAY, ME US","132.8","7","98.0",",7","11",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","","","","","20180707",",,7","20180731","+,,7","20180731","+,,7","1","","20180727",",,7","20180704",",,7","11.1",",7,07,","0",",,7,31,+","0",",,7,31,+","43.7",",,7,27,","33.3",",7,04,","3.9","7","3.9",",7","102.8",",,,7","0",",,,7","21.37",",7","26.49",",,,7","16.25",",,,7","",""
"USC00173295","2018-08","43.8925","-70.2544","115.2","GRAY, ME US","241.0","7","108.2",",7","14",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","1",",7","2","","","","20180831",",,7","20180831","+,,7","20180831","+,,7","1","","20180822",",,7","20180807",",,7","11.7",",7,31,","0",",,7,31,+","0",",,7,31,+","22.4",",,7,22,","32.2",",7,07,","6.1","7","2.2",",7","94.1",",,,7","0",",,,7","21.75",",7","26.48",",,,7","17.02",",,,7","",""
"USC00173295","2018-09","43.8925","-70.2544","115.2","GRAY, ME US","278.3","7","37.3",",7","7",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","14",",7","0",",7","","","","","20180925",",,7","20180930","+,,7","20180930","+,,7","","","20180911",",,7","20180906",",,7","3.9",",7,25,","0",",,7,30,+","0",",,7,30,+","52.1",",,7,11,","31.7",",7,06,","87.7","7","81.6",",7","121.2",",,,7","0",",,,7","16.86",",7","21.74",",,,7","11.97",",,,7","",""
"USC00173295","2018-10","43.8925","-70.2544","115.2","GRAY, ME US","279.1","7","0.8",",7","13",",7","9",",7","0",",7","0",",7","0",",7","0",",7","8",",7","0",",7","2",",7","0",",7","","","","","20181026",",,7","20181018",",,7","20181027","+,,7","","","20181002",",,7","20181010",",,7","-2.2",",7,26,","0",",T,7,18,","0",",T,7,27,+","24.1",",,7,02,","28.3",",7,10,","412.3","7","324.6",",7","111.6",",,,7","0",",T,,7","7.89",",7","11.75",",,,7","4.02",",,,7","",""
"USC00173295","2018-11","43.8925","-70.2544","115.2","GRAY, ME US","279.1","7","0.0",",7","15",",7","12",",7","3",",7","15",",7","4",",7","0",",7","22",",7","6",",7","0",",7","0",",7","1","","","","20181122",",,7","20181127","+,,7","20181120",",,7","","","20181127",",,7","20181107",",,7","-16.1",",7,22,","203",",,7,27,+","165",",,7,20,","45.7",",,7,27,","15.0",",7,07,","946.5","7","534.2",",7","220.2",",,,7","528",",,,7","0.53",",7","3.63",",,,7","-2.58",",,,7","",""
"USC00173295","2018-12","43.8925","-70.2544","115.2","GRAY, ME US","279.1","7","0.0",",7","6",",7","5",",7","1",",7","22",",7","2",",7","0",",7","31",",7","14",",7","0",",7","0",",7","3","","","","20181213",",,7","20181202","+,,7","20181228",",,7","","","20181221",",,7","20181221",",,7","-14.4",",7,13,","102",",,7,02,+","48",",,7,28,","41.4",",,7,21,","11.7",",7,21,","1599.3","7","652.8",",7","92.7",",,,7","109",",,,7","-2.73",",7","1.57",",,,7","-7.03",",,,7","",""
"USC00173295","2019-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","11",",7","8",",7","2",",7","31",",7","6",",7","4",",7","30",",7","19",",7","0",",7","0",",7","","","","","20190131",",,7","20190131","+,,7","20190120",",,7","","","20190124",",,7","20190124",",,7","-19.4",",7,31,","279",",,7,31,+","170",",,7,20,","36.3",",,7,24,","9.4",",7,24,","2376.5","7","777.2",",7","126.7",",,,7","538",",,,7","-6.74",",7","-2.26",",,,7","-11.22",",,,7","",""
"USC00173295","2019-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","7",",7","0",",7","28",",7","5",",7","2",",7","28",",7","16",",7","0",",7","0",",7","1","","","","20190201",",,7","20190221","+,,7","20190213",",,7","","","20190213",",,7","20190205",",,7","-18.9",",7,01,","406",",,7,21,+","117",",,7,13,","21.8",",,7,13,","15.0",",7,05,","3024.0","7","647.5",",7","77.0",",,,7","367",",,,7","-4.79",",7","-0.06",",,,7","-9.52",",,,7","",""
"USC00173295","2019-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","10",",7","5",",7","0",",7","31",",7","4",",7","0",",7","27",",7","4",",7","0",",7","0",",7","3","","","","20190307",",,7","20190311",",,7","20190304",",,7","","","20190322",",,7","20190331",",,7","-17.2",",7,07,","508",",,7,11,","132",",,7,04,","24.9",",,7,22,","13.9",",7,31,","3613.7","7","589.7",",7","66.8",",,,7","340",",,,7","-0.69",",7","4.27",",,,7","-5.65",",,,7","",""
"USC00173295","2019-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","19",",7","12",",7","1",",7","9",",7","2",",7","0",",7","10",",7","1",",7","1",",7","0",",7","6","","","","20190405",",,7","20190401",",,7","20190408",",,7","","","20190427",",,7","20190413",",,7","-5.0",",7,05,","127",",,7,01,","81",",,7,08,","29.7",",,7,27,","21.7",",7,13,","3970.8","7","357.1",",7","128.5",",,,7","127",",,,7","6.43",",7","11.13",",,,7","1.73",",,,7","",""
"USC00173295","2019-05","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","18",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","5",",7","0",",7","5","","","","20190514",",,7","20190531","+,,7","20190531","+,,7","","","20190528",",,7","20190526",",,7","2.2",",7,14,","0",",,7,31,+","0",",,7,31,+","23.4",",,7,28,","25.6",",7,26,","4193.6","7","222.8",",7","121.7",",,,7","0",",,,7","11.15",",7","15.81",",,,7","6.48",",,,7","",""
"USC00173295","2019-06","43.8925","-70.2544","115.2","GRAY, ME US","16.3","7","16.3",",7","15",",7","9",",7","2",",7","","","","","0",",7","0",",7","0",",7","19",",7","0",",7","7","","","","20190604",",,7","","","","","1","","20190620",",,7","20190628",",,7","5.6",",7,04,","","","","","38.6",",,7,20,","28.9",",7,28,","4246.8","7","53.2",",7","154.3",",,,7","","","17.10",",7","22.29",",,,7","11.91",",,,7","",""
"USC00173295","2019-07","43.8925","-70.2544","115.2","GRAY, ME US","147.7","7","131.4",",7","8",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","3","","","","20190708",",,7","20190731","+,,7","20190731","+,,7","","","20190712",",,7","20190721","+,,7","13.9",",7,08,","0",",,7,31,+","0",",,7,31,+","42.4",",,7,12,","32.8",",7,21,+","0.6","7","0.6",",7","73.0",",,,7","0",",,,7","22.55",",7","27.94",",,,7","17.17",",,,7","",""
"USC00173295","2019-08","43.8925","-70.2544","115.2","GRAY, ME US","217.7","7","70.0",",7","10",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","10","","","","20190826",",,7","20190831","+,,7","20190831","+,,7","1","","20190828",",,7","20190812",",,7","9.4",",7,26,","0",",,7,31,+","0",",,7,31,+","32.8",",,7,28,","29.4",",7,12,","7.6","7","7.0",",7","107.2",",,,7","0",",,,7","20.37",",7","25.68",",,,7","15.05",",,,7","",""
"USC00173295","2019-09","43.8925","-70.2544","115.2","GRAY, ME US","231.9","7","14.2",",7","10",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","0",",7","2","","","","20190930",",,7","20190930","+,,7","20190930","+,,7","","","20190926",",,7","20190923",",,7","4.4",",7,30,","0",",,7,30,+","0",",,7,30,+","8.6",",,7,26,","29.4",",7,23,","95.4","7","87.8",",7","19.9",",,,7","0",",,,7","15.88",",7","21.25",",,,7","10.50",",,,7","",""
"USC00173295","2019-10","43.8925","-70.2544","115.2","GRAY, ME US","231.9","7","0.0",",7","19",",7","9",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","3","","","","20191020","+,,7","20191031","+,,7","20191031","+,,7","","","20191023",",,7","20191007",",,7","1.1",",7,20,+","0",",,7,31,+","0",",,7,31,+","43.9",",,7,23,","20.6",",7,07,","345.7","7","250.3",",7","175.3",",,,7","0",",,,7","10.26",",7","14.30",",,,7","6.22",",,,7","",""
"USC00173295","2019-11","43.8925","-70.2544","115.2","GRAY, ME US","231.9","7","0.0",",7","11",",7","8",",7","0",",7","1",",7","0",",7","0",",7","23",",7","5",",7","0",",7","0",",7","1","","","","20191113",",,7","20191111",",,7","20191111",",,7","","","20191124",",,7","20191101",",,7","-12.2",",7,13,","25",",,7,11,","15",",,7,11,","21.1",",,7,24,","17.8",",7,01,","866.8","7","521.1",",7","69.5",",,,7","18",",,,7","0.96",",7","4.77",",,,7","-2.85",",,,7","",""
"USC00173295","2019-12","43.8925","-70.2544","115.2","GRAY, ME US","231.9","7","0.0",",7","13",",7","7",",7","2",",7","21",",7","6",",7","0",",7","30",",7","17",",7","0",",7","0",",7","3","","","","20191220","+,,7","20191231",",,7","20191230",",,7","","","20191214",",,7","20191210",",,7","-13.9",",7,20,+","254",",,7,31,","226",",,7,30,","81.0",",,7,14,","12.2",",7,10,","1506.2","7","639.4",",7","171.9",",,,7","566",",,,7","-2.29",",7","1.59",",,,7","-6.17",",,,7","",""
"USC00173295","2020-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","7",",7","1",",7","31",",7","3",",7","1",",7","30",",7","13",",7","0",",7","0",",7","1","","","","20200117",",,7","20200121","+,,7","20200116",",,7","","","20200125",",,7","20200111",",,7","-17.8",",7,17,","381",",,7,21,+","246",",,7,16,","28.2",",,7,25,","15.6",",7,11,","2175.0","7","668.8",",7","83.2",",,,7","444",",,,7","-3.24",",7","0.97",",,,7","-7.45",",,,7","",""
"USC00173295","2020-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","8",",7","6",",7","1",",7","29",",7","4",",7","4",",7","27",",7","10",",7","0",",7","0",",7","2","","","","20200215",",,7","20200220","+,,7","20200218",",,7","","","20200227",",,7","20200224",",,7","-21.1",",7,15,","381",",,7,20,+","137",",,7,18,","38.9",",,7,27,","11.1",",7,24,","2790.1","7","615.1",",7","90.6",",,,7","340",",,,7","-2.88",",7","1.78",",,,7","-7.53",",,,7","",""
"USC00173295","2020-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","11",",7","7",",7","0",",7","12",",7","1",",7","0",",7","24",",7","0",",7","0",",7","0",",7","1","","","","20200302",",,7","20200324","+,,7","20200323",",,7","","","20200313",",,7","20200309",",,7","-11.1",",7,02,","178",",,7,24,+","178",",,7,23,","17.3",",,7,13,","18.9",",7,09,","3284.1","7","494.0",",7","60.8",",,,7","209",",,,7","2.40",",7","7.31",",,,7","-2.51",",,,7","",""
"USC00173295","2020-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","9",",7","6",",7","3",",7","3",",7","1",",7","0",",7","14",",7","0",",7","0",",7","0",",7","","","","","20200423","+,,7","20200410",",,7","20200409",",,7","1","","20200402",",,7","20200419",",,7","-2.8",",7,23,+","127",",,7,10,","173",",,7,09,","35.8",",,7,02,","15.0",",7,19,","3671.1","7","387.0",",7","142.5",",,,7","173",",,,7","5.43",",7","10.04",",,,7","0.83",",,,7","",""
"USC00173295","2020-05","43.8925","-70.2544","115.2","GRAY, ME US","15.8","7","15.8",",7","6",",7","4",",7","1",",7","0",",7","1",",7","0",",7","2",",7","0",",7","7",",7","0",",7","3","","","","20200510","+,,7","20200509",",,7","20200509",",,7","","","20200501",",,7","20200528","+,,7","-0.6",",7,10,+","0",",T,7,09,","28",",,7,09,","31.0",",,7,01,","31.1",",7,28,+","3875.5","7","204.4",",7","64.5",",,,7","28",",,,7","12.25",",7","18.46",",,,7","6.04",",,,7","",""
"USC00173295","2020-06","43.8925","-70.2544","115.2","GRAY, ME US","69.2","7","53.4",",7","8",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","21",",7","2",",7","5","","","","20200601",",,7","20200630","+,,7","20200630","+,,7","2","","20200629",",,7","20200620",",,7","2.8",",7,01,","0",",,7,30,+","0",",,7,30,+","95.8",",,7,29,","33.3",",7,20,","3916.2","7","40.7",",7","136.9",",,,7","0",",,,7","18.76",",7","24.21",",,,7","13.31",",,,7","",""
"USC00173295","2020-07","43.8925","-70.2544","115.2","GRAY, ME US","187.5","7","118.3",",7","12",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","3",",7","10","","","","20200716",",,7","20200731","+,,7","20200731","+,,7","2","","20200714",",,7","20200720","+,,7","12.2",",7,16,","0",",,7,31,+","0",",,7,31,+","38.4",",,7,14,","32.8",",7,20,+","7.8","7","7.8",",7","132.2",",,,7","0",",,,7","21.90",",7","26.61",",,,7","17.18",",,,7","",""
"USC00173295","2020-08","43.8925","-70.2544","115.2","GRAY, ME US","279.5","7","92.0",",7","8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","6","","","","20200827",",,7","20200831","+,,7","20200831","+,,7","2","","20200829",",,7","20200812",",,7","9.4",",7,27,","0",",,7,31,+","0",",,7,31,+","21.8",",,7,29,","31.1",",7,12,","23.4","7","15.6",",7","56.9",",,,7","0",",,,7","20.80",",7","25.89",",,,7","15.71",",,,7","",""
"USC00173295","2020-09","43.8925","-70.2544","115.2","GRAY, ME US","293.6","7","14.1",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","18",",7","0",",7","11","","","","20200921","+,,7","20200930","+,,7","20200930","+,,7","","","20200930",",,7","20200910","+,,7","2.2",",7,21,+","0",",,7,30,+","0",",,7,30,+","22.4",",,7,30,","27.2",",7,10,+","103.0","7","79.6",",7","29.4",",,,7","0",",,,7","16.15",",7","21.54",",,,7","10.76",",,,7","",""
"USC00173295","2020-10","43.8925","-70.2544","115.2","GRAY, ME US","293.6","7","0.0",",7","15",",7","6",",7","2",",7","0",",7","0",",7","0",",7","3",",7","0",",7","2",",7","0",",7","4","","","","20201031",",,7","20201031","+,,7","20201030","+,,7","","","20201013",",,7","20201010",",,7","-4.4",",7,31,","0",",,7,31,+","0",",T,7,30,+","49.0",",,7,13,","24.4",",7,10,","386.1","7","283.1",",7","123.5",",,,7","0",",T,,7","9.20",",7","13.54",",,,7","4.86",",,,7","",""
"USC00173295","2020-11","43.8925","-70.2544","115.2","GRAY, ME US","293.6","7","0.0",",7","12",",7","7",",7","2",",7","0","1,7","0",",7","0",",7","16",",7","2",",7","3",",7","0",",7","8","","","","20201118",",,7","20201126",",1,7","20201125",",,7","","","20201123",",,7","20201110",",,7","-8.3",",7,18,","0","1,T,7,26,","3",",,7,25,","59.7",",,7,23,","23.9",",7,10,","780.2","7","394.1",",7","170.9",",,,7","3",",,,7","5.20",",7","10.13",",,,7","0.26",",,,7","",""
"USC00173295","2020-12","43.8925","-70.2544","115.2","GRAY, ME US","293.6","7","0.0",",7","14",",7","5",",7","2",",7","20",",7","3",",7","0",",7","29",",7","11",",7","0",",7","0",",7","3","","","","20201216",",,7","20201218",",,7","20201217",",,7","","","20201205",",,7","20201201",",,7","-13.9",",7,16,","279",",,7,18,","297",",,7,17,","47.2",",,7,05,","13.9",",7,01,","1380.3","7","600.1",",7","132.6",",,,7","478",",,,7","-1.02",",7","2.60",",,,7","-4.65",",,,7","",""
"USC00173295","2021-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","9",",7","3",",7","1",",7","20",",7","3",",7","0",",7","31",",7","17",",7","0",",7","0",",7","","","","","20210131","+,,7","20210131","+,,7","20210102",",,7","","","20210116",",,7","20210116",",,7","-16.7",",7,31,+","76",",,7,31,+","71",",,7,02,","41.4",",,7,16,","7.8",",7,16,","2055.2","7","674.9",",7","63.7",",,,7","198",",,,7","-3.44",",7","-0.09",",,,7","-6.78",",,,7","",""
