"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KG000038615","1936-01","40.533","72.8","875.0","OSH, KG","","","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19360121",",,I","","","","","","","6.2",",,I,21,","","","","","10.1",",,,I","","","","","",""
"KG000038615","1936-02","40.533","72.8","875.0","OSH, KG","","","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","19360225",",,I","","","","","","","9.1",",,I,25,","","","","","27.1",",,,I","","","","","",""
"KG000038615","1936-03","40.533","72.8","875.0","OSH, KG","","","","","11",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19360315",",,I","","","","","","","9.3",",,I,15,","","","","","32.2",",,,I","","","","","",""
"KG000038615","1936-04","40.533","72.8","875.0","OSH, KG","","","","","11",",I","6",",I","1",",I","","","","","","","","","","","","","","","","","19360424",",,I","","","","","","","28.3",",,I,24,","","","","","90.6",",,,I","","","","","",""
"KG000038615","1936-05","40.533","72.8","875.0","OSH, KG","","","","","15",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","19360505",",,I","","","","","","","10.3",",,I,05,","","","","","44.4",",,,I","","","","","",""
"KG000038615","1936-06","40.533","72.8","875.0","OSH, KG","","","","","4",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360605",",,I","","","","","","","2.5",",,I,05,","","","","","6.2",",,,I","","","","","",""
"KG000038615","1936-07","40.533","72.8","875.0","OSH, KG","","","","","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19360730",",,I","","","","","","","14.3",",,I,30,","","","","","21.0",",,,I","","","","","",""
"KG000038615","1936-08","40.533","72.8","875.0","OSH, KG","","","","","4",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","19360806",",,I","","","","","","","9.8",",,I,06,","","","","","30.3",",,,I","","","","","",""
"KG000038615","1936-09","40.533","72.8","875.0","OSH, KG","","","","","2",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","19360924",",,I","","","","","","","2.7",",,I,24,","","","","","4.9",",,,I","","","","","",""
"KG000038615","1936-10","40.533","72.8","875.0","OSH, KG","","","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","19361031",",,I","","","","","","","13.4",",,I,31,","","","","","18.0",",,,I","","","","","",""
