"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00400137","2019-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1.4","7","1.4",",7","12",",7","9",",7","2",",7","0",",7","0",",7","0",",7","13",",7","0",",7","7",",7","0",",7","","","20190201",",,7","20190228","+,,7","20190228","+,,7","20190212",",,7","20190208","+,,7","-7.8",",7,01,","0",",,7,28,+","0",",,7,28,+","62.7",",,7,12,","23.3",",7,08,+","","","1446.8","7","  15.6","1,,,7,3,1","  15.6",",,,7,3,2","266.5",",7","  17.2","1,,,7,3,1","  18.9","2,,,7,3,2","   4.4","1,,,7,3,1","   4.4",",,,7,3,2","   6.7","1,,,7,3,1","   7.2","2,,,7,3,2","   7.0","1,,,7,3,1","   8.1",",,,7,3,2","  11.7","1,,,7,3,1","  12.6","2,,,7,3,2","194.4",",,,7","0",",,,7","8.86",",7","14.96",",,,7","2.77",",,,7","",""
"USC00400137","2019-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","2.5","7","1.1",",7","13",",7","10",",7","2",",7","0",",7","0",",7","0",",7","11",",7","0",",7","6",",7","0",",7","","","20190305",",,7","20190331","+,,7","20190304",",,7","20190314",",,7","20190329",",,7","-8.3",",7,05,","0",",,7,31,+","0",",T,7,04,","26.2",",,7,14,","25.0",",7,29,","","","1731.6","7","  16.7",",,,7,3,1","  15.0","1,,,7,3,2","284.8",",7","  21.1",",,,7,3,1","  20.0","1,,,7,3,2","   1.7",",,,7,3,1","   3.9","1,,,7,3,2","   7.8",",,,7,3,1","   8.3","1,,,7,3,2","   8.9",",,,7,3,1","  10.1","1,,,7,3,2","  15.7",",,,7,3,1","  15.0","1,,,7,3,2","122.5",",,,7","0",",T,,7","9.18",",7","15.71",",,,7","2.65",",,,7","",""
"USC00400137","2019-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","18.4","7","15.9",",7","11",",7","9",",7","2",",7","0",",7","0",",7","0",",7","3",",7","0",",7","19",",7","0",",7","","","20190403",",,7","20190430","+,,7","20190430","+,,7","20190414",",,7","20190412","+,,7","-1.1",",7,03,","0",",,7,30,+","0",",,7,30,+","53.3",",,7,14,","29.4",",7,12,+","148.2",",,,7","1822.9","7","  18.9","2,,,7,3,1","  20.0","1,,,7,3,2","91.3",",7","  26.7","2,,,7,3,1","  26.1","1,,,7,3,2","   7.2","2,,,7,3,1","  11.1","1,,,7,3,2","  15.6","2,,,7,3,1","  15.6","1,,,7,3,2","  14.4","2,,,7,3,1","  15.9","1,,,7,3,2","  21.4","2,,,7,3,1","  20.4","1,,,7,3,2","175.1",",,,7","0",",,,7","15.82",",7","22.45",",,,7","9.19",",,,7","1394",",,,7"
"USC00400137","2019-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","163.9","7","145.5",",7","10",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","7",",7","","","20190514",",,7","20190531","+,,7","20190531","+,,7","20190510",",,7","20190524",",,7","8.3",",7,14,","0",",,7,31,+","0",",,7,31,+","22.9",",,7,10,","33.3",",7,24,","171.4",",,,7","1835.7","7","  29.4",",,,7,3,1","  30.0","1,,,7,3,2","12.8",",7","  35.0",",,,7,3,1","  34.4","1,,,7,3,2","  15.6",",,,7,3,1","  15.6","1,,,7,3,2","  21.1",",,,7,3,1","  21.1","1,,,7,3,2","  20.6",",,,7,3,1","  21.6","1,,,7,3,2","  29.1",",,,7,3,1","  27.6","1,,,7,3,2","88.8",",,,7","0",",,,7","22.61",",7","28.47",",,,7","16.75",",,,7","1487",",,,7"
"USC00400137","2019-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","340.7","7","176.8",",7","10",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","8",",7","","","20190614",",,7","20190630","+,,7","20190630","+,,7","20190607",",,7","20190623","+,,7","10.6",",7,14,","0",",,7,30,+","0",",,7,30,+","86.4",",,7,07,","32.8",",7,23,+","180.2","1,,,7","1835.7","7","  26.1",",,,7,3,1","  27.2","1,,,7,3,2","0.0",",7","  32.8",",,,7,3,1","  32.8","1,,,7,3,2","  18.3",",,,7,3,1","  21.1","1,,,7,3,2","  23.9",",,,7,3,1","  26.7","1,,,7,3,2","  22.4",",,,7,3,1","  23.4","1,,,7,3,2","  30.9",",,,7,3,1","  30.4","1,,,7,3,2","183.5",",,,7","0",",,,7","24.23",",7","29.71",",,,7","18.75",",,,7","1274",",,,7"
"USC00400137","2019-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","591.3","7","250.6",",7","12",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","21",",7","","","20190725",",,7","20190731","+,,7","20190731","+,,7","20190715",",,7","20190710","+,,7","12.8",",7,25,","0",",,7,31,+","0",",,7,31,+","48.3",",,7,15,","35.0",",7,10,+","173.1",",,,7","0.0","7","  27.2",",,,7,3,1","  27.2",",,,7,3,2","0.0",",7","  33.9",",,,7,3,1","  33.3",",,,7,3,2","  21.7",",,,7,3,1","  21.1",",,,7,3,2","  27.8",",,,7,3,1","  28.3",",,,7,3,2","  23.8",",,,7,3,1","  24.0",",,,7,3,2","  31.9",",,,7,3,1","  31.4",",,,7,3,2","157.0",",,,7","0",",,,7","26.42",",7","31.82",",,,7","21.01",",,,7","722",",,,7"
"USC00400137","2019-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","854.7","7","263.4",",7","11",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","28",",7","","","20190831","+,,7","20190831","+,,7","20190831","+,,7","20190826",",,7","20190814",",,7","13.3",",7,31,+","0",",,7,31,+","0",",,7,31,+","28.4",",,7,26,","36.7",",7,14,","152.7",",,,7","0.0","7","  29.4",",,,7,3,1","  30.0",",,,7,3,2","0.0",",7","  36.1",",,,7,3,1","  34.4",",,,7,3,2","  21.7",",,,7,3,1","  21.1",",,,7,3,2","  27.2",",,,7,3,1","  28.3",",,,7,3,2","  26.0",",,,7,3,1","  27.0",",,,7,3,2","  32.5",",,,7,3,1","  32.0",",,,7,3,2","82.4",",,,7","0",",,,7","26.83",",7","33.41",",,,7","20.25",",,,7","806",",,,7"
"USC00400137","2019-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1090.7","7","236.0",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","30",",7","","","20190911",",,7","20190930","+,,7","20190930","+,,7","20190924",",,7","20190922","+,,7","15.0",",7,11,","0",",,7,30,+","0",",,7,30,+","2.0",",,7,24,","37.2",",7,22,+","160.4",",,,7","0.0","7","  32.2",",,,7,3,1","  28.9",",,,7,3,2","0.0",",7","  36.1",",,,7,3,1","  35.0",",,,7,3,2","  23.9",",,,7,3,1","  24.4",",,,7,3,2","  28.3",",,,7,3,1","  28.9",",,,7,3,2","  26.6",",,,7,3,1","  27.5",",,,7,3,2","  33.7",",,,7,3,1","  32.9",",,,7,3,2","2.0",",,,7","0",",,,7","26.20",",7","35.10",",,,7","17.29",",,,7","942",",,,7"
"USC00400137","2019-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1146.0","7","55.3",",7","9",",7","9",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","5",",7","","","20191013",",,7","20191031","+,,7","20191031","+,,7","20191007",",,7","20191004","+,,7","2.2",",7,13,","0",",,7,31,+","0",",,7,31,+","56.4",",,7,07,","36.7",",7,04,+","73.1",",,,7","95.5","7","  30.0",",,,7,3,2","","","95.5",",7","  34.4",",,,7,3,2","","","  13.3",",,,7,3,2","","","  17.8",",,,7,3,2","","","  19.3",",,,7,3,2","","","  24.1",",,,7,3,2","","","250.9",",,,7","0",",,,7","17.04",",7","25.26",",,,7","8.81",",,,7","1485",",,,7"
"USC00400137","2019-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1146.0","7","0.0",",7","5",",7","5",",7","1",",7","0",",7","0",",7","0",",7","17",",7","0",",7","3",",7","0",",7","","","20191114","+,,7","20191130","+,,7","20191130","+,,7","20191127",",,7","20191107",",,7","-11.1",",7,14,+","0",",,7,30,+","0",",,7,30,+","36.3",",,7,27,","22.2",",7,07,","","","395.7","7","  10.0",",,,7,3,1","  12.2",",,,7,3,2","300.2",",7","  17.8",",,,7,3,1","  16.7",",,,7,3,2","   2.8",",,,7,3,1","   5.6",",,,7,3,2","   5.0",",,,7,3,1","   7.2",",,,7,3,2","   6.4",",,,7,3,1","   9.0",",,,7,3,2","  13.0",",,,7,3,1","  13.1",",,,7,3,2","90.9",",,,7","0",",,,7","8.33",",7","16.64",",,,7","0.02",",,,7","",""
"USC00400137","2019-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1146.3","7","0.3","1,7","11",",7","11",",7","2",",7","0",",7","0",",7","0","1,7","11","1,7","0",",7","3",",7","0",",7","","","20191218","+,1,7","20191231","+,,7","20191231","+,,7","20191229",",,7","20191226",",,7","-5.6","1,7,18,+","0",",,7,31,+","0",",,7,31,+","36.6",",,7,29,","22.8",",7,26,","","","688.4","7","  14.4",",,,7,3,1","  14.4",",,,7,3,2","292.7",",7","  19.4",",,,7,3,1","  16.7",",,,7,3,2","   0.6",",,,7,3,1","   1.1",",,,7,3,2","   5.6",",,,7,3,1","   7.8",",,,7,3,2","   6.3",",,,7,3,1","   8.6",",,,7,3,2","  11.7",",,,7,3,1","  11.5",",,,7,3,2","151.8",",,,7","0",",,,7","8.62","1,7","15.40",",,,7","1.83","1,,,7","",""
"USC00400137","2020-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","7","0.0",",7","14",",7","11",",7","3",",7","0",",7","0",",7","0",",7","12",",7","1",",7","0",",7","0",",7","","","20200120",",,7","20200131","+,,7","20200131","+,,7","20200111",",,7","20200116","+,,7","-6.7",",7,20,","0",",,7,31,+","0",",,7,31,+","48.3",",,7,11,","20.0",",7,16,+","","","1037.5","7","  13.3",",,,7,3,1","  15.0",",,,7,3,2","349.1",",7","  16.7",",,,7,3,1","  16.7",",,,7,3,2","   1.7",",,,7,3,1","   4.4",",,,7,3,2","   5.0",",,,7,3,1","   7.2",",,,7,3,2","   6.3",",,,7,3,1","   8.5",",,,7,3,2","  11.8",",,,7,3,1","  11.6",",,,7,3,2","194.5",",,,7","0",",,,7","7.07",",7","12.75",",,,7","1.39",",,,7","",""
"USC00400137","2020-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","7","0.0",",7","13",",7","11",",7","1",",7","0",",7","0",",7","0",",7","9",",7","0",",7","2",",7","0",",7","","","20200222","+,,7","20200229","+,,7","20200207",",,7","20200205",",,7","20200204",",,7","-7.2",",7,22,+","0",",,7,29,+","0",",T,7,07,","43.2",",,7,05,","22.8",",7,04,","","","1359.0","7","  11.7",",,,7,3,1","  13.9",",,,7,3,2","321.5",",7","  16.1",",,,7,3,1","  15.0",",,,7,3,2","   2.2",",,,7,3,1","   5.0",",,,7,3,2","   7.2",",,,7,3,1","   8.9",",,,7,3,2","   6.3",",,,7,3,1","   8.3",",,,7,3,2","  11.7",",,,7,3,1","  11.5",",,,7,3,2","169.4",",,,7","0",",T,,7","7.25",",7","12.45",",,,7","2.04",",,,7","",""
"USC00400137","2020-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","19.7","7","19.7",",7","17",",7","16",",7","3",",7","0",",7","0",",7","0",",7","2",",7","0",",7","13",",7","0",",7","","","20200307",",,7","20200331","+,,7","20200331","+,,7","20200315",",,7","20200327",",,7","-1.1",",7,07,","0",",,7,31,+","0",",,7,31,+","56.9",",,7,15,","30.6",",7,27,","","","1512.5","7","  22.2",",,,7,3,1","  18.9","1,,,7,3,2","153.5",",7","  24.4",",,,7,3,1","  24.4","1,,,7,3,2","   5.6",",,,7,3,1","   7.8","1,,,7,3,2","  12.2",",,,7,3,1","  13.3","1,,,7,3,2","  12.3",",,,7,3,1","  13.6","1,,,7,3,2","  18.6",",,,7,3,1","  17.7","1,,,7,3,2","280.0",",,,7","0",",,,7","14.02",",7","19.50",",,,7","8.54",",,,7","",""
"USC00400137","2020-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","28.0","7","8.3",",7","13",",7","10",",7","2",",7","0",",7","0",",7","0",",7","2",",7","0",",7","17",",7","0",",7","","","20200415",",,7","20200430","+,,7","20200430","+,,7","20200413",",,7","20200409",",,7","-1.7",",7,15,","0",",,7,30,+","0",",,7,30,+","90.7",",,7,13,","28.9",",7,09,","97.1","1,,,7","1645.5","7","  18.9","1,,,7,3,1","  21.1","1,,,7,3,2","133.0",",7","  27.2","1,,,7,3,1","  26.1","1,,,7,3,2","   8.3","1,,,7,3,1","  12.2","1,,,7,3,2","  16.7","1,,,7,3,1","  16.1","1,,,7,3,2","  14.0","1,,,7,3,1","  16.3","1,,,7,3,2","  23.7","1,,,7,3,1","  21.9","1,,,7,3,2","206.0",",,,7","0",",,,7","14.18",",7","21.25",",,,7","7.11",",,,7","1747","1,,,7"
"USC00400137","2020-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","105.7","7","77.7",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","2",",7","","","20200509",",,7","20200531","+,,7","20200531","+,,7","20200518",",,7","20200526","+,,7","2.2",",7,09,","0",",,7,31,+","0",",,7,31,+","21.6",",,7,18,","32.2",",7,26,+","136.7",",,,7","1700.8","7","  22.8",",,,7,3,1","  25.0","1,,,7,3,2","55.3",",7","  30.0",",,,7,3,1","  27.8",",,,7,3,2","  12.8",",,,7,3,1","  15.0","1,,,7,3,2","  16.7",",,,7,3,1","  20.0",",,,7,3,2","  18.0",",,,7,3,1","  20.8","1,,,7,3,2","  26.1",",,,7,3,1","  24.8",",,,7,3,2","71.9",",,,7","0",",,,7","19.05",",7","25.31",",,,7","12.80",",,,7","1483",",,,7"
"USC00400137","2020-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","284.7","7","179.0",",7","9",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","9",",7","","","20200601",",,7","20200630","+,,7","20200630","+,,7","20200610","+,,7","20200608",",,7","12.8",",7,01,","0",",,7,30,+","0",",,7,30,+","64.3",",,7,10,+","33.9",",7,08,","167.3",",,,7","1700.8","7","  25.6",",,,7,3,1","  27.8",",,,7,3,2","0.0",",7","  31.1",",,,7,3,1","  31.1",",,,7,3,2","  18.9",",,,7,3,1","  22.8",",,,7,3,2","  25.0",",,,7,3,1","  24.4",",,,7,3,2","  22.5",",,,7,3,1","  25.3",",,,7,3,2","  28.6",",,,7,3,1","  27.5",",,,7,3,2","200.0",",,,7","0",",,,7","24.30",",7","30.51",",,,7","18.09",",,,7","1368",",,,7"
"USC00400137","2020-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","573.6","7","288.9",",7","7",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","26",",7","","","20200714","+,,7","20200731","+,,7","20200731","+,,7","20200702",",,7","20200716",",,7","20.0",",7,14,+","0",",,7,31,+","0",",,7,31,+","31.2",",,7,02,","35.6",",7,16,","184.5",",,,7","0.0","7","  26.7","1,,,7,3,1","  29.4",",,,7,3,2","0.0",",7","  32.8","1,,,7,3,1","  33.3",",,,7,3,2","  24.4","1,,,7,3,1","  26.1",",,,7,3,2","  28.9","1,,,7,3,1","  28.3",",,,7,3,2","  26.1","1,,,7,3,1","  28.6",",,,7,3,2","  31.3","1,,,7,3,1","  31.4",",,,7,3,2","88.4",",,,7","0",",,,7","27.65",",7","33.31",",,,7","22.00",",,,7","885",",,,7"
"USC00400137","2020-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","797.9","7","224.3",",7","8",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","15",",7","","","20200807","+,,7","20200831","+,,7","20200831","+,,7","20200829",",,7","20200812","+,,7","15.6",",7,07,+","0",",,7,31,+","0",",,7,31,+","32.3",",,7,29,","36.1",",7,12,+","164.6",",,,7","0.0","7","  26.7",",,,7,3,1","  28.9",",,,7,3,2","0.0",",7","  35.0",",,,7,3,1","  33.9",",,,7,3,2","  21.7",",,,7,3,1","  23.3",",,,7,3,2","  26.7",",,,7,3,1","  27.2",",,,7,3,2","  24.1",",,,7,3,1","  26.8",",,,7,3,2","  30.7",",,,7,3,1","  30.6",",,,7,3,2","99.0",",,,7","0",",,,7","25.57",",7","31.53",",,,7","19.61",",,,7","1108",",,,7"
"USC00400137","2020-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","930.9","7","133.0",",7","9",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","8",",7","","","20200930","+,,7","20200930","+,,7","20200930","+,,7","20200913",",,7","20200912",",,7","8.3",",7,30,+","0",",,7,30,+","0",",,7,30,+","52.3",",,7,13,","33.9",",7,12,","113.0",",,,7","10.4","7","  26.1","1,,,7,3,1","  28.3","1,,,7,3,2","10.4",",7","  31.1","1,,,7,3,1","  30.6","1,,,7,3,2","  16.1","1,,,7,3,1","  19.4","1,,,7,3,2","  20.0","1,,,7,3,1","  22.2","1,,,7,3,2","  21.6","1,,,7,3,1","  24.2","1,,,7,3,2","  26.6","1,,,7,3,1","  27.0","1,,,7,3,2","105.6",",,,7","0",",,,7","22.42",",7","27.98",",,,7","16.86",",,,7","1125",",,,7"
"USC00400137","2020-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","958.5","7","27.6","1,7","9",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0","1,7","21","1,7","0","1,7","","","20201018","+,,7","20201031","+,,7","20201031","+,,7","20201029",",,7","20201023",",1,7","2.8",",7,18,+","0",",,7,31,+","0",",,7,31,+","60.2",",,7,29,","30.0","1,7,23,","79.0",",,,7","101.3","7","  20.0",",,,7,3,1","  21.1","2,,,7,3,2","90.9","1,7","  23.9",",,,7,3,1","  23.9","2,,,7,3,2","  11.7",",,,7,3,1","  15.0","2,,,7,3,2","  16.1",",,,7,3,1","  17.8","2,,,7,3,2","  15.6",",,,7,3,1","  18.4","2,,,7,3,2","  20.7",",,,7,3,1","  21.2","2,,,7,3,2","120.7",",,,7","0",",,,7","16.24","1,7","23.03","1,,,7","9.45",",,,7","1170",",,,7"
"USC00400137","2020-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","965.7","7","7.2",",7","5",",7","4",",7","0",",7","0",",7","0",",7","0",",7","6",",7","0",",7","15",",7","0",",7","","","20201103","+,,7","20201130","+,,7","20201130","+,,7","20201130",",,7","20201109",",,7","-1.7",",7,03,+","0",",,7,30,+","0",",,7,30,+","12.7",",,7,30,","27.8",",7,09,","","","280.7","7","  17.2",",,,7,3,1","  18.3",",,,7,3,2","179.4",",7","  20.0",",,,7,3,1","  20.0",",,,7,3,2","   8.3",",,,7,3,1","  11.1",",,,7,3,2","  10.6",",,,7,3,1","  11.7",",,,7,3,2","  11.3",",,,7,3,1","  13.8",",,,7,3,2","  15.5",",,,7,3,1","  15.8",",,,7,3,2","38.6",",,,7","0",",,,7","12.59",",7","20.19",",,,7","5.00",",,,7","",""
"USC00400137","2020-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","965.7","7","0.0",",7","7",",7","6",",7","3",",7","0",",7","0",",7","0",",7","22",",7","0",",7","1",",7","0",",7","","","20201225",",,7","20201231","+,,7","20201231","+,,7","20201231",",,7","20201211",",,7","-8.3",",7,25,","0",",,7,31,+","0",",,7,31,+","59.7",",,7,31,","24.4",",7,11,","","","678.0","7","   8.3",",,,7,3,1","  10.6","1,,,7,3,2","397.3",",7","  13.9",",,,7,3,1","  13.9","1,,,7,3,2","   2.8",",,,7,3,1","   4.4","1,,,7,3,2","   6.7",",,,7,3,1","   6.1","1,,,7,3,2","   5.7",",,,7,3,1","   7.7","1,,,7,3,2","   9.4",",,,7,3,1","   9.8","1,,,7,3,2","152.4",",,,7","0",",,,7","5.52",",7","11.99",",,,7","-0.96",",,,7","",""
"USC00400137","2021-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","7","0.0",",7","9",",7","7",",7","1",",7","0",",7","0",",7","0",",7","19",",7","0",",7","1",",7","0",",7","","","20210112",",,7","20210112",",,7","20210112",",,7","20210101",",,7","20210126",",,7","-7.8",",7,12,","0",",T,7,12,","18",",,7,12,","38.1",",,7,01,","21.7",",7,26,","","","1083.2","7","  10.0","1,,,7,3,1","  11.1","1,,,7,3,2","405.2",",7","  14.4","1,,,7,3,1","  14.4","1,,,7,3,2","   2.2","1,,,7,3,1","   3.9","1,,,7,3,2","   5.0","1,,,7,3,1","   6.1","1,,,7,3,2","   5.5","1,,,7,3,1","   7.3","1,,,7,3,2","   9.0","1,,,7,3,1","   9.2","1,,,7,3,2","108.8",",,,7","18",",,,7","5.26",",7","10.76",",,,7","-0.24",",,,7","",""
"USC00400137","2021-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","7","0.0",",7","8","3,7","8","3,7","1","3,7","6",",7","2",",7","0",",7","19",",7","7",",7","3",",7","0",",7","","","20210216",",,7","20210219","+,,7","20210218",",,7","20210226",",3,7","20210228","+,,7","-17.2",",7,16,","102",",,7,19,+","89",",,7,18,","26.7","3,,7,26,","22.2",",7,28,+","","","1534.2","7","  11.1",",,,7,3,1","  10.6",",,,7,3,2","451.0",",7","  14.4",",,,7,3,1","  13.9",",,,7,3,2","   1.1",",,,7,3,1","   1.1",",,,7,3,2","   1.1",",,,7,3,1","   2.8",",,,7,3,2","   3.6",",,,7,3,1","   5.5",",,,7,3,2","   7.0",",,,7,3,1","   7.6",",,,7,3,2","78.8","3,,,7","140",",,,7","2.23",",7","7.73",",,,7","-3.28",",,,7","",""
"USC00400137","2021-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","5.1","7","5.1",",7","12",",7","11",",7","4",",7","0",",7","0",",7","0",",7","5",",7","0",",7","18",",7","0",",7","","","20210304",",,7","20210331","+,,7","20210331","+,,7","20210331",",,7","20210317",",,7","-2.8",",7,04,","0",",,7,31,+","0",",,7,31,+","61.0",",,7,31,","27.2",",7,17,","","","1696.5","7","  15.6",",,,7,3,1","  17.2",",,,7,3,2","162.3",",7","  20.0",",,,7,3,1","  19.4",",,,7,3,2","   6.1",",,,7,3,1","   5.6",",,,7,3,2","  10.0",",,,7,3,1","  11.1",",,,7,3,2","  11.3",",,,7,3,1","  13.0",",,,7,3,2","  15.9",",,,7,3,1","  16.0",",,,7,3,2","271.3",",,,7","0",",,,7","13.26",",7","20.39",",,,7","6.14",",,,7","",""
"USC00400137","2021-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","21.2","7","16.1",",7","6",",7","5",",7","1",",7","0",",7","0",",7","0",",7","4",",7","0",",7","17",",7","0",",7","","","20210402",",,7","20210430","+,,7","20210430","+,,7","20210430",",,7","20210410",",,7","-1.7",",7,02,","0",",,7,30,+","0",",,7,30,+","28.4",",,7,30,","30.0",",7,10,","108.8","1,,,7","1825.6","7","  20.0",",,,7,3,1","  21.1",",,,7,3,2","129.1",",7","  25.6",",,,7,3,1","  23.9",",,,7,3,2","   9.4",",,,7,3,1","  12.2",",,,7,3,2","  15.0",",,,7,3,1","  14.4",",,,7,3,2","  13.4",",,,7,3,1","  15.6",",,,7,3,2","  20.2",",,,7,3,1","  19.7",",,,7,3,2","78.3",",,,7","0",",,,7","14.57",",7","21.84",",,,7","7.30",",,,7","1296","1,,,7"
"USC00400137","2021-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","89.6","7","68.4",",7","11",",7","9",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","1",",7","","","20210514",",,7","20210531","+,,7","20210531","+,,7","20210503",",,7","20210525",",,7","5.6",",7,14,","0",",,7,31,+","0",",,7,31,+","27.4",",,7,03,","32.2",",7,25,","161.6",",,,7","1865.6","7","  21.7",",,,7,3,1","  23.3",",,,7,3,2","40.0",",7","  28.3",",,,7,3,1","  27.8",",,,7,3,2","  15.0",",,,7,3,1","  17.8",",,,7,3,2","  20.0",",,,7,3,1","  19.4",",,,7,3,2","  18.5",",,,7,3,1","  20.3",",,,7,3,2","  25.0",",,,7,3,1","  24.1",",,,7,3,2","88.7",",,,7","0",",,,7","19.25",",7","25.74",",,,7","12.76",",,,7","1411",",,,7"
"USC00400137","2021-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","276.5","7","186.9",",7","8",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","13",",7","","","20210623",",,7","20210630","+,,7","20210630","+,,7","20210609",",,7","20210629","+,,7","11.7",",7,23,","0",",,7,30,+","0",",,7,30,+","64.0",",,7,09,","35.0",",7,29,+","124.0",",,,7","1865.6","7","  24.4",",,,7,3,1","  26.1",",,,7,3,2","0.0",",7","  27.8",",,,7,3,1","  27.8",",,,7,3,2","  17.8",",,,7,3,1","  18.3",",,,7,3,2","  22.2",",,,7,3,1","  23.3",",,,7,3,2","  22.1",",,,7,3,1","  23.4",",,,7,3,2","  25.6",",,,7,3,1","  25.6",",,,7,3,2","109.6",",,,7","0",",,,7","24.56",",7","30.27",",,,7","18.86",",,,7","865",",,,7"
