"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0006P10S","1980-10","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","8",",T","8",",T","0",",T","","","","","","","","","","","","","","","","","19801027","+,,T","","","","","","","15.2",",,T,27,+","","","","","","","78.7",",,,T","","","","","",""
"USS0006P10S","1980-11","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","6",",T","6",",T","0",",T","","","","","","","","","","","","","","","","","19801123",",,T","","","","","","","10.2",",,T,23,","","","","","","","27.9",",,,T","","","","","",""
"USS0006P10S","1980-12","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","6",",T","6",",T","0",",T","","","","","","","","","","","","","","","","","19801211","+,,T","","","","","","","5.1",",,T,11,+","","","","","","","22.8",",,,T","","","","","",""
"USS0006P10S","1981-01","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","2",",T","2",",T","0",",T","","","","","","","","","","","","","","","","","19810117",",,T","","","","","","","5.1",",,T,17,","","","","","","","7.6",",,,T","","","","","",""
"USS0006P10S","1981-02","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","7",",T","7",",T","0",",T","","","","","","","","","","","","","","","","","19810208",",,T","","","","","","","12.7",",,T,08,","","","","","","","43.1",",,,T","","","","","",""
"USS0006P10S","1981-03","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","17",",T","17",",T","2",",T","","","","","","","","","","","","","","","","","19810326",",,T","","","","","","","27.9",",,T,26,","","","","","","","136.7",",,,T","","","","","",""
"USS0006P10S","1981-04","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","12",",T","12",",T","0",",T","","","","","","","","","","","","","","","","","19810411","+,,T","","","","","","","10.2",",,T,11,+","","","","","","","53.2",",,,T","","","","","",""
"USS0006P10S","1981-05","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","13",",T","13",",T","0",",T","","","","","","","","","","","","","","","","","19810514",",,T","","","","","","","20.3",",,T,14,","","","","","","","70.9",",,,T","","","","","",""
"USS0006P10S","1981-06","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","12",",T","12",",T","0",",T","","","","","","","","","","","","","","","","","19810630","+,,T","","","","","","","12.7",",,T,30,+","","","","","","","76.0",",,,T","","","","","",""
"USS0006P10S","1981-07","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","8",",T","8",",T","1",",T","","","","","","","","","","","","","","","","","19810731",",,T","","","","","","","43.2",",,T,31,","","","","","","","96.5",",,,T","","","","","",""
"USS0006P10S","1981-08","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","14",",T","14",",T","0",",T","","","","","","","","","","","","","","","","","19810807",",,T","","","","","","","22.9",",,T,07,","","","","","","","81.0",",,,T","","","","","",""
"USS0006P10S","1981-09","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","13",",T","13",",T","0",",T","","","","","","","","","","","","","","","","","19810922",",,T","","","","","","","17.8",",,T,22,","","","","","","","63.2",",,,T","","","","","",""
"USS0006P10S","1981-10","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","4",",T","4",",T","0",",T","","","","","","","","","","","","","","","","","19811002",",,T","","","","","","","22.9",",,T,02,","","","","","","","38.1",",,,T","","","","","",""
"USS0006P10S","1981-11","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","5",",T","5",",T","0",",T","","","","","","","","","","","","","","","","","19811129",",,T","","","","","","","17.8",",,T,29,","","","","","","","32.9",",,,T","","","","","",""
"USS0006P10S","1981-12","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","5",",T","5",",T","0",",T","","","","","","","","","","","","","","","","","19811231",",,T","","","","","","","17.8",",,T,31,","","","","","","","33.0",",,,T","","","","","",""
"USS0006P10S","1982-01","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","13",",T","13",",T","1",",T","","","","","","","","","","","","","","","","","19820101",",,T","","","","","","","30.5",",,T,01,","","","","","","","96.3",",,,T","","","","","",""
"USS0006P10S","1982-02","36.0","-106.83","2621.3","SENORITA DIVIDE NUMBER 2, NM US","","","","","","","11",",T","11",",T","1",",T","","","","","","","","","","","","","","","","","19820208",",,T","","","","","","","30.5",",,T,08,","","","","","","","106.7",",,,T","","","","","",""
