"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00230177","1939-03","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6",",6","5",",6","2",",6","0",",6","19390317",",,6","","","19390310",",,6","0",",T,6,17,","41.9",",,6,10,","104.7",",,,6","0",",T,,6"
"USC00230177","1939-04","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","6",",6","2",",6","0",",6","19390430","+,,6","","","19390416",",,6","0",",,6,30,+","79.0",",,6,16,","175.6",",,,6","0",",,,6"
"USC00230177","1939-05","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","8",",6","1",",6","0",",6","19390531","+,,6","","","19390508",",,6","0",",,6,31,+","29.0",",,6,08,","64.6",",,,6","0",",,,6"
"USC00230177","1939-06","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","12",",6","8",",6","1",",6","0",",6","19390630","+,,6","","","19390627",",,6","0",",,6,30,+","67.3",",,6,27,","166.1",",,,6","0",",,,6"
"USC00230177","1939-07","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","7",",6","6",",6","0",",6","0",",6","19390731","+,,6","","","19390709",",,6","0",",,6,31,+","20.6",",,6,09,","56.2",",,,6","0",",,,6"
"USC00230177","1939-08","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","7",",6","2",",6","0",",6","19390831","+,,6","","","19390823",",,6","0",",,6,31,+","49.3",",,6,23,","108.5",",,,6","0",",,,6"
"USC00230177","1939-09","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","3",",6","3",",6","0",",6","0",",6","19390930","+,,6","","","19390929",",,6","0",",,6,30,+","21.6",",,6,29,","32.0",",,,6","0",",,,6"
"USC00230177","1939-10","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","5",",6","2",",6","0",",6","19391031","+,,6","","","19391007",",,6","0",",,6,31,+","51.8",",,6,07,","112.2",",,,6","0",",,,6"
"USC00230177","1939-11","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","4",",6","1",",6","0",",6","19391130","+,,6","","","19391119",",,6","0",",,6,30,+","27.7",",,6,19,","57.7",",,,6","0",",,,6"
"USC00230177","1939-12","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","5",",6","5",",6","0",",6","3",",6","19391226",",,6","","","19391223",",,6","127",",,6,26,","20.3",",,6,23,","51.5",",,,6","190",",,,6"
"USC00230177","1940-01","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","6",",6","0",",6","4",",6","19400104",",,6","","","19400114",",,6","89",",,6,04,","15.0",",,6,14,","47.5",",,,6","288",",,,6"
"USC00230177","1940-02","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","5",",6","3",",6","0",",6","0",",6","19400224","+,,6","","","19400218",",,6","0",",T,6,24,+","15.2",",,6,18,","29.5",",,,6","0",",T,,6"
"USC00230177","1940-03","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","6",",6","1",",6","2",",6","19400324",",,6","","","19400311",",,6","102",",,6,24,","45.0",",,6,11,","104.6",",,,6","178",",,,6"
"USC00230177","1940-04","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","11",",6","8",",6","3",",6","0",",6","19400430","+,,6","","","19400411",",,6","0",",,6,30,+","42.4",",,6,11,","157.6",",,,6","0",",,,6"
"USC00230177","1940-05","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","5",",6","5",",6","0",",6","0",",6","19400531","+,,6","","","19400519",",,6","0",",,6,31,+","19.3",",,6,19,","41.1",",,,6","0",",,,6"
"USC00230177","1940-06","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","4",",6","1",",6","0",",6","19400630","+,,6","","","19400628",",,6","0",",,6,30,+","45.2",",,6,28,","63.7",",,,6","0",",,,6"
"USC00230177","1940-07","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","3",",6","3",",6","0",",6","0",",6","19400731","+,,6","","","19400721",",,6","0",",,6,31,+","10.9",",,6,21,","22.8",",,,6","0",",,,6"
"USC00230177","1940-08","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","11",",6","9",",6","2",",6","0",",6","19400831","+,,6","","","19400809",",,6","0",",,6,31,+","52.1",",,6,09,","190.0",",,,6","0",",,,6"
"USC00230177","1940-09","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","2",",6","1",",6","0",",6","0",",6","19400930","+,,6","","","19400924",",,6","0",",,6,30,+","14.2",",,6,24,","16.2",",,,6","0",",,,6"
"USC00230177","1940-10","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","4",",6","0",",6","0",",6","19401031","+,,6","","","19401007",",,6","0",",,6,31,+","13.5",",,6,07,","28.9",",,,6","0",",,,6"
"USC00230177","1940-11","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","7",",6","2",",6","0",",6","19401130","+,,6","","","19401111",",,6","0",",,6,30,+","41.4",",,6,11,","131.2",",,,6","0",",,,6"
"USC00230177","1940-12","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","9",",6","2",",6","0",",6","19401203",",,6","","","19401231",",,6","0",",T,6,03,","40.1",",,6,31,","123.2",",,,6","0",",T,,6"
"USC00230177","1941-01","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","7",",6","0",",6","0",",6","19410118",",,6","","","19410101",",,6","0",",T,6,18,","21.8",",,6,01,","71.8",",,,6","0",",T,,6"
"USC00230177","1941-02","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","2",",6","0",",6","0",",6","19410226",",,6","","","19410213",",,6","13",",,6,26,","11.4",",,6,13,","16.2",",,,6","13",",,,6"
"USC00230177","1941-03","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","7",",6","3",",6","0",",6","1",",6","19410313",",,6","","","19410310",",,6","38",",,6,13,","6.4",",,6,10,","17.7",",,,6","38",",,,6"
"USC00230177","1941-04","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","7",",6","1",",6","0",",6","19410430","+,,6","","","19410403",",,6","0",",,6,30,+","31.5",",,6,03,","87.3",",,,6","0",",,,6"
"USC00230177","1941-05","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","5",",6","3",",6","0",",6","","","","","","","19410506",",,6","","","19.8",",,6,06,","31.0",",,,6","",""
"USC00230177","1941-06","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","7",",6","1",",6","0",",6","19410630","+,,6","","","19410609",",,6","0",",,6,30,+","33.0",",,6,09,","100.1",",,,6","0",",,,6"
"USC00230177","1941-07","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","7",",6","5",",6","0",",6","0",",6","19410731","+,,6","","","19410701",",,6","0",",,6,31,+","20.3",",,6,01,","42.8",",,,6","0",",,,6"
"USC00230177","1941-08","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","7",",6","1",",6","0",",6","19410831","+,,6","","","19410818",",,6","0",",,6,31,+","54.6",",,6,18,","108.3",",,,6","0",",,,6"
"USC00230177","1941-09","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6",",6","5",",6","1",",6","0",",6","19410930","+,,6","","","19410925",",,6","0",",,6,30,+","40.6",",,6,25,","94.4",",,,6","0",",,,6"
"USC00230177","1941-10","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","15",",6","14",",6","5",",6","0",",6","19411031","+,,6","","","19411031",",,6","0",",,6,31,+","59.9",",,6,31,","327.1",",,,6","0",",,,6"
"USC00230177","1941-11","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","6",",6","0",",6","0",",6","19411130","+,,6","","","19411122","+,,6","0",",,6,30,+","13.2",",,6,22,+","59.2",",,,6","0",",,,6"
"USC00230177","1941-12","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","7",",6","5",",6","0",",6","0",",6","19411211",",,6","","","19411222",",,6","0",",T,6,11,","23.4",",,6,22,","58.4",",,,6","0",",T,,6"
"USC00230177","1942-01","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","6",",6","0",",6","1",",6","19420103",",,6","","","19420130",",,6","69",",,6,03,","24.9",",,6,30,","91.6",",,,6","82",",,,6"
"USC00230177","1942-02","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","7",",6","6",",6","1",",6","1",",6","19420218",",,6","","","19420223",",,6","76",",,6,18,","29.2",",,6,23,","100.4",",,,6","76",",,,6"
"USC00230177","1942-03","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6",",6","5",",6","1",",6","0",",6","19420330","+,,6","","","19420307",",,6","0",",T,6,30,+","41.4",",,6,07,","75.4",",,,6","0",",T,,6"
"USC00230177","1942-04","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","4",",6","1",",6","0",",6","19420430","+,,6","","","19420408",",,6","0",",,6,30,+","52.8",",,6,08,","80.3",",,,6","0",",,,6"
"USC00230177","1942-05","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","7",",6","2",",6","0",",6","19420531","+,,6","","","19420526",",,6","0",",,6,31,+","43.2",",,6,26,","157.4",",,,6","0",",,,6"
"USC00230177","1942-06","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","15",",6","11",",6","1",",6","0",",6","19420630","+,,6","","","19420613",",,6","0",",,6,30,+","32.8",",,6,13,","133.0",",,,6","0",",,,6"
"USC00230177","1942-07","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","5",",6","1",",6","0",",6","19420731","+,,6","","","19420707",",,6","0",",,6,31,+","25.9",",,6,07,","68.7",",,,6","0",",,,6"
"USC00230177","1942-08","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","5",",6","5",",6","1",",6","0",",6","19420831","+,,6","","","19420808",",,6","0",",,6,31,+","25.9",",,6,08,","72.6",",,,6","0",",,,6"
"USC00230177","1942-09","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6",",6","5",",6","1",",6","0",",6","19420930","+,,6","","","19420907",",,6","0",",,6,30,+","40.1",",,6,07,","87.1",",,,6","0",",,,6"
"USC00230177","1942-10","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6",",6","4",",6","1",",6","0",",6","19421031","+,,6","","","19421030",",,6","0",",,6,31,+","58.2",",,6,30,","79.3",",,,6","0",",,,6"
"USC00230177","1942-11","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","13",",6","9",",6","3",",6","0",",6","19421130","+,,6","","","19421121",",,6","0",",,6,30,+","36.6",",,6,21,","163.1",",,,6","0",",,,6"
"USC00230177","1942-12","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","12",",6","10",",6","1",",6","2",",6","19421205",",,6","","","19421227",",,6","127",",,6,05,","54.1",",,6,27,","126.8",",,,6","198",",,,6"
"USC00230177","1943-01","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","1",",6","0",",6","0",",6","19430108","+,,6","","","19430131",",,6","0",",T,6,08,+","3.6",",,6,31,","6.2",",,,6","0",",T,,6"
"USC00230177","1943-02","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","3",",6","0",",6","1",",6","19430213",",,6","","","19430203",",,6","25",",,6,13,","20.1",",,6,03,","32.5",",,,6","25",",,,6"
"USC00230177","1943-03","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","9",",6","2",",6","2",",6","19430305",",,6","","","19430310",",,6","64",",,6,05,","33.5",",,6,10,","90.0",",,,6","110",",,,6"
"USC00230177","1943-04","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","7",",6","6",",6","1",",6","0",",6","19430430","+,,6","","","19430422",",,6","0",",,6,30,+","59.9",",,6,22,","103.4",",,,6","0",",,,6"
"USC00230177","1943-05","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","10",",6","3",",6","0",",6","19430531","+,,6","","","19430510",",,6","0",",,6,31,+","72.1",",,6,10,","223.1",",,,6","0",",,,6"
"USC00230177","1943-06","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","10",",6","8",",6","2",",6","0",",6","19430630","+,,6","","","19430622",",,6","0",",,6,30,+","38.1",",,6,22,","112.1",",,,6","0",",,,6"
"USC00230177","1943-07","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","3",",6","0",",6","0",",6","19430731","+,,6","","","19430717",",,6","0",",,6,31,+","12.7",",,6,17,","26.9",",,,6","0",",,,6"
"USC00230177","1943-08","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","5",",6","5",",6","2",",6","0",",6","19430831","+,,6","","","19430808",",,6","0",",,6,31,+","44.2",",,6,08,","111.8",",,,6","0",",,,6"
"USC00230177","1943-09","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","3",",6","1",",6","0",",6","19430930","+,,6","","","19430912",",,6","0",",,6,30,+","54.1",",,6,12,","65.8",",,,6","0",",,,6"
"USC00230177","1943-10","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6",",6","6",",6","1",",6","0",",6","19431031","+,,6","","","19431024",",,6","0",",,6,31,+","25.4",",,6,24,","67.8",",,,6","0",",,,6"
"USC00230177","1943-11","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","2",",6","2",",6","0",",6","0",",6","19431130","+,,6","","","19431107",",,6","0",",,6,30,+","17.8",",,6,07,","27.7",",,,6","0",",,,6"
"USC00230177","1943-12","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","3",",6","0",",6","1",",6","19431214",",,6","","","19431228",",,6","38",",,6,14,","21.6",",,6,28,","51.6",",,,6","38",",,,6"
"USC00230177","1944-01","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","3",",6","3",",6","0",",6","1",",6","19440108",",,6","","","19440127",",,6","33",",,6,08,","12.7",",,6,27,","17.7",",,,6","33",",,,6"
"USC00230177","1944-02","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","6","1,6","6","1,6","1","1,6","1",",6","19440214",",,6","","","19440229",",1,6","127",",,6,14,","35.6","1,,6,29,","82.6","1,,,6","127",",,,6"
"USC00230177","1944-03","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","8",",6","0",",6","0",",6","19440319",",,6","","","19440318",",,6","0",",T,6,19,","17.8",",,6,18,","76.3",",,,6","0",",T,,6"
"USC00230177","1944-04","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","9",",6","8",",6","2",",6","0",",6","19440430","+,,6","","","19440423",",,6","0",",,6,30,+","48.3",",,6,23,","108.1",",,,6","0",",,,6"
"USC00230177","1944-05","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","11",",6","8",",6","0",",6","0",",6","19440531","+,,6","","","19440503",",,6","0",",,6,31,+","20.3",",,6,03,","77.8",",,,6","0",",,,6"
"USC00230177","1944-06","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","4",",6","3",",6","0",",6","0",",6","19440630","+,,6","","","19440615",",,6","0",",,6,30,+","20.8",",,6,15,","34.8",",,,6","0",",,,6"
"USC00230177","1944-07","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","2",",6","2",",6","2",",6","0",",6","19440731","+,,6","","","19440717",",,6","0",",,6,31,+","27.9",",,6,17,","54.8",",,,6","0",",,,6"
"USC00230177","1944-08","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","3",",6","3",",6","3",",6","0",",6","19440831","+,,6","1","","19440825",",,6","0",",,6,31,+","27.9",",,6,25,","80.5",",,,6","0",",,,6"
"USC00230177","1944-09","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","2",",6","2",",6","2",",6","0",",6","19440930","+,,6","","","19440911",",,6","0",",,6,30,+","28.2",",,6,11,","55.6",",,,6","0",",,,6"
"USC00230177","1944-10","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","2",",6","2",",6","0",",6","0",",6","19441031","+,,6","","","19441003",",,6","0",",,6,31,+","12.7",",,6,03,","15.2",",,,6","0",",,,6"
"USC00230177","1944-11","37.360327","-90.69762","199.0","ANNAPOLIS, MO US","8",",6","7",",6","0",",6","0",",6","19441130","+,,6","","","19441115",",,6","0",",,6,30,+","10.7",",,6,15,","47.9",",,,6","0",",,,6"
