"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00003822","1966-12","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1134.2","0","2.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","7",",0","0",",0","17","","3","","19661225",",,0","19661231","+,,0","19661231","+,,0","","","19661218",",,0","19661209",",,0","-5.6",",0,25,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,18,","26.1",",0,09,","63.2",",,,0","446.4","0","","","270.9",",0","","","","","","","","","6.79",",,,0","","","16.00",",,,0","49.2",",,,0","54.8",",X","","","","","","","0",",,,0","9.68",",0","16.65",",,,0","2.72",",,,0","10332",",X","","","","","","","225",",X","315",",X","3624",",,,0","","","","","","","16.4",",X","11.2",",X"
"USW00003822","1967-01","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","10",",0","0",",0","19","","9","","19670106",",,0","19670131","+,,0","19670131","+,,0","1","","19670101",",,0","19670126",",,0","-3.3",",0,06,","0",",,0,31,+","0",",,0,31,+","70.4",",,0,01,","25.0",",0,26,","65.3","4,,,0","681.5","0","","","235.1",",0","","","","","","","","","7.84",",,,0","","","17.75",",,,0","182.5",",,,0","58.0",",X","","","","","","","0",",,,0","10.75",",0","17.80",",,,0","3.70",",,,0","11184",",X","","","","","","","270",",X","270",",X","2932","3,,,0","","","","","","","19.0",",X","10.7",",X"
"USW00003822","1967-02","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1.1","0","1.1",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","6",",0","0",",0","9","","1","","19670226",",,0","19670228","+,,0","19670228","+,,0","","","19670209",",,0","19670217",",,0","-8.9",",0,26,","0",",,0,28,+","0",",,0,28,+","18.3",",,0,09,","26.7",",0,17,","74.0","1,,,0","922.9","0","","","241.4",",0","","","","","","","","","6.76",",,,0","","","16.93",",,,0","71.0",",,,0","46.2",",X","","","","","","","0",",,,0","9.75",",0","16.21",",,,0","3.29",",,,0","8628",",X","","","","","","","270",",X","315",",X","4165",",,,0","","","","","","","17.5",",X","12.1",",X"
"USW00003822","1967-03","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","33.9","0","32.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","26",",0","1",",0","16","","5","","19670302",",,0","19670331","+,,0","19670331","+,,0","1","","19670307",",,0","19670312",",,0","-1.7",",0,02,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,07,","32.2",",0,12,","159.5","1,,,0","1013.3","0","","","90.4",",0","","","","","","","","","11.33",",,,0","","","24.85",",,,0","12.8",",,,0","71.7",",X","","","","","","","0",",,,0","16.47",",0","24.25",",,,0","8.69",",,,0","15960",",X","","","","","","","225",",X","360","1,X","4744",",,,0","","","","","","","19.0",",X","13.0","1,X"
"USW00003822","1967-04","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","116.1","0","82.2",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","10","","1","","19670429",",,0","19670430","+,,0","19670430","+,,0","3","","19670423",",,0","19670417",",,0","3.9",",0,29,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,23,","35.0",",0,17,","192.0","5,,,0","1029.2","0","","","15.9",",0","","","","","","","","","15.09","1,,,0","","","29.37","1,,,0","35.2",",,,0","79.6",",X","","","","","","","0",",,,0","20.55",",0","27.70",",,,0","13.39",",,,0","18576",",X","","","","","","","315",",X","360",",X","4384","2,,,0","","","","","","","17.0",",X","13.0",",X"
"USW00003822","1967-05","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","265.2","0","149.1",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","9","","1","","19670510",",,0","19670531","+,,0","19670531","+,,0","5","","19670522",",,0","19670514",",,0","7.8",",0,10,","0",",,0,31,+","0",",,0,31,+","53.3",",,0,22,","36.7",",0,14,","246.3",",,,0","1036.4","0","","","7.2",",0","","","","","","","","","17.50","1,,,0","","","31.72","1,,,0","74.7",",,,0","71.1",",X","","","","","","","0",",,,0","22.91",",0","29.75",",,,0","16.07",",,,0","18288",",X","","","","","","","225",",X","225",",X","4201",",,,0","","","","","","","18.5",",X","13.9",",X"
"USW00003822","1967-06","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","469.1","0","203.9",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","21","","5","","19670602",",,0","19670630","+,,0","19670630","+,,0","10","","19670625",",,0","19670625",",,0","15.0",",0,02,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,25,","35.0",",0,25,","170.2","2,,,0","1037.2","0","","","0.8",",0","","","","","","","","","21.01",",,,0","","","32.43",",,,0","111.4",",,,0","38.6",",X","","","","","","","0",",,,0","25.10",",0","29.96",",,,0","20.25",",,,0","9894",",X","","","","","","","315",",X","90","1,X","3996",",,,0","","","","","","","17.5",",X","13.0","1,X"
"USW00003822","1967-07","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","725.5","0","256.4",",0","18",",0","13",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","12","","1","","19670716",",,0","19670731","+,,0","19670731","+,,0","15","","19670707",",,0","19670729","+,,0","16.7",",0,16,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,07,","34.4",",0,29,+","177.0","4,,,0","0.0","0","","","0.0",",0","","","","","","","","","21.97",",,,0","","","35.38",",,,0","158.3",",,,0","59.0",",X","","","","","","","0",",,,0","26.60",",0","32.13",",,,0","21.07",",,,0","15372",",X","","","","","","","270","1,X","315",",X","3039",",,,0","","","","","","","19.0","1,X","11.2",",X"
"USW00003822","1967-08","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","973.7","0","248.2",",0","18",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","25","","4","","19670815","+,,0","19670831","+,,0","19670831","+,,0","13","","19670811",",,0","19670808",",,0","16.7",",0,15,+","0",",,0,31,+","0",",,0,31,+","33.5",",,0,11,","34.4",",0,08,","","","0.0","0","","","0.0",",0","","","","","","","","","22.28",",,,0","","","34.07",",,,0","217.7",",,,0","54.3",",X","","","","","","","0",",,,0","26.34",",0","31.40",",,,0","21.28",",,,0","13458",",X","","","","","","","90",",X","90",",X","2936","1,,,0","","","","","","","21.6",",X","11.6",",X"
"USW00003822","1967-09","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1089.6","0","115.9",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","11","","3","","19670930",",,0","19670930","+,,0","19670930","+,,0","2","","19670927",",,0","19670922","+,,0","6.1",",0,30,","0",",,0,30,+","0",",,0,30,+","28.2",",,0,27,","32.2",",0,22,+","166.4",",,,0","6.9","0","","","6.9",",0","","","","","","","","","17.54",",,,0","","","29.73",",,,0","53.9",",,,0","61.8",",X","","","","","","","0",",,,0","21.96",",0","27.98",",,,0","15.94",",,,0","13650",",X","","","","","","","270",",X","90",",X","4055",",,,0","","","","","","","14.9",",X","9.8",",X"
"USW00003822","1967-10","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1127.4","0","37.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","19","","4","","19671029",",,0","19671031","+,,0","19671031","+,,0","2","","19671009",",,0","19671006",",,0","2.8",",0,29,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,09,","31.1",",0,06,","130.4",",,,0","54.6","0","","","47.7",",0","","","","","","","","","13.77",",,,0","","","26.35",",,,0","34.5",",,,0","75.3",",X","","","","","","","0",",,,0","18.01",",0","25.36",",,,0","10.67",",,,0","16014",",X","","","","","","","315",",X","315",",X","3123",",,,0","","","","","","","15.9",",X","9.8",",X"
"USW00003822","1967-11","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1136.3","0","8.9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","18",",0","0",",0","9","","2","","19671108",",,0","19671130","+,,0","19671130","+,,0","2","","19671102",",,0","19671124",",,0","-2.8",",0,08,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,02,","28.3",",0,24,","99.1",",,,0","208.0","0","","","153.4",",0","","","","","","","","","9.59",",,,0","","","20.54",",,,0","21.4",",,,0","74.6",",X","","","","","","","0",",,,0","13.52",",0","21.15",",,,0","5.89",",,,0","14196",",X","","","","","","","270",",X","360",",X","2994",",,,0","","","","","","","17.0",",X","13.9",",X"
"USW00003822","1967-12","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1141.9","0","5.6",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","16","","6","","19671224",",,0","19671231","+,,0","19671231","+,,0","1","","19671228",",,0","19671220",",,0","-3.9",",0,24,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,28,","28.3",",0,20,","70.6",",,,0","380.6","0","","","172.6",",0","","","","","","","","","9.58",",,,0","","","18.91",",,,0","75.5",",,,0","61.7",",X","","","","","","","0",",,,0","12.95",",0","19.89",",,,0","6.00",",,,0","11568",",X","","","","","","","180",",X","315",",X","3105",",,,0","","","","","","","20.6",",X","13.4",",X"
"USW00003822","1968-01","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","9",",0","0",",0","17","","7","","19680117",",,0","19680131","+,,0","19680112",",,0","","","19680101",",,0","19680130","+,,0","-5.6",",0,17,","0",",,0,31,+","0",",T,0,12,","15.7",",,0,01,","24.4",",0,30,+","61.1",",,,0","714.0","0","","","333.4",",0","","","","","","","","","5.38",",,,0","","","14.34",",,,0","45.5",",,,0","54.2",",X","","","","","","","0",",T,,0","7.58",",0","14.03",",,,0","1.12",",,,0","10446",",X","","","","","","","225",",X","315",",X","3761",",,,0","","","","","","","15.4",",X","11.2",",X"
"USW00003822","1968-02","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","1",",0","1",",0","0",",0","18",",0","0",",0","1",",0","0",",0","8","","1","","19680214","+,,0","19680208",",,0","19680208",",,0","","","19680229",",,0","19680202",",,0","-5.6",",0,14,+","102",",,0,08,","91",",,0,08,","8.4",",,0,29,","25.0",",0,02,","88.9","2,,,0","1042.2","0","","","328.2",",0","","","","","","","","","4.00",",,,0","","","15.53",",,,0","29.5",",,,0","62.5",",X","","","","","","","91",",,,0","7.02",",0","13.97",",,,0","0.07",",,,0","12006",",X","","","","","","","270",",X","315",",X","4385",",,,0","","","","","","","21.6",",X","15.6",",X"
"USW00003822","1968-03","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","15.1","0","15.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","17",",0","0",",0","13","","3","","19680304","+,,0","19680331","+,,0","19680323",",,0","1","","19680310",",,0","19680321",",,0","-2.2",",0,04,+","0",",,0,31,+","0",",T,0,23,","10.2",",,0,10,","31.1",",0,21,","160.5",",,,0","1196.1","0","","","153.9",",0","","","","","","","","","8.51",",,,0","","","22.64",",,,0","22.6",",,,0","69.3",",X","","","","","","","0",",T,,0","13.85",",0","21.91",",,,0","5.80",",,,0","15474",",X","","","","","","","225",",X","315",",X","4694",",,,0","","","","","","","20.6",",X","14.3",",X"
"USW00003822","1968-04","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","84.7","0","69.6",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","18","","2","","19680412",",,0","19680430","+,,0","19680430","+,,0","3","","19680429",",,0","19680420",",,0","3.9",",0,12,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,29,","33.9",",0,20,","","","1215.5","0","","","19.4",",0","","","","","","","","","","","","","","","53.1",",,,0","61.6",",X","","","","","","","0",",,,0","20.01",",0","26.85",",,,0","13.16",",,,0","14430",",X","","","","","","","315",",X","315",",X","","","","","","","","","17.0",",X","13.4",",X"
"USW00003822","1968-05","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","215.1","0","130.4",",0","11",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","16","","4","","19680506",",,0","19680531","+,,0","19680531","+,,0","9","","19680526",",,0","19680513",",,0","8.9",",0,06,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,26,","33.9",",0,13,","201.2","1,,,0","1217.5","0","","","2.0",",0","","","","","","","","","17.47",",,,0","","","31.12",",,,0","122.0",",,,0","62.4",",X","","","","","","","0",",,,0","22.48",",0","28.67",",,,0","16.28",",,,0","16008",",X","","","","","","","315",",X","90",",X","3845","1,,,0","","","","","","","18.5",",X","9.4",",X"
"USW00003822","1968-06","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","450.3","0","235.2",",0","9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","21","","5","","19680601",",,0","19680630","+,,0","19680630","+,,0","9","","19680606",",,0","19680626","+,,0","15.0",",0,01,","0",",,0,30,+","0",",,0,30,+","65.5",",,0,06,","35.0",",0,26,+","197.6","2,,,0","1217.5","0","","","0.0",",0","","","","","","","","","20.99",",,,0","","","34.24",",,,0","148.8",",,,0","67.1",",X","","","","","","","0",",,,0","26.17",",0","31.63",",,,0","20.71",",,,0","17172",",X","","","","","","","270",",X","225",",X","3809",",,,0","","","","","","","21.6",",X","15.2",",X"
"USW00003822","1968-07","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","735.8","0","285.5",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","19","","4","","19680701",",,0","19680731","+,,0","19680731","+,,0","13","","19680730",",,0","19680729","+,,0","20.0",",0,01,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,30,","37.2",",0,29,+","204.9","1,,,0","0.0","0","","","0.0",",0","","","","","","","","","22.65",",,,0","","","35.70",",,,0","161.2",",,,0","69.6",",X","","","","","","","0",",,,0","27.54",",0","32.86",",,,0","22.23",",,,0","18156",",X","","","","","","","270",",X","270",",X","3151",",,,0","","","","","","","24.2",",X","16.1",",X"
"USW00003822","1968-08","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1031.2","0","295.4",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","17","","2","","19680829","+,,0","19680831","+,,0","19680831","+,,0","12","","19680812",",,0","19680824",",,0","17.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","36.8",",,0,12,","37.8",",0,24,","199.0",",,,0","0.0","0","","","0.0",",0","","","","","","","","","22.91",",,,0","","","35.84",",,,0","97.3",",,,0","63.8",",X","","","","","","","0",",,,0","27.86",",0","33.19",",,,0","22.53",",,,0","15852",",X","","","","","","","315",",X","360",",X","3135",",,,0","","","","","","","20.6",",X","11.2",",X"
"USW00003822","1968-09","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1222.3","0","191.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","21","","7","","19680914",",,0","19680930","+,,0","19680930","+,,0","6","","19680901",",,0","19680906",",,0","12.8",",0,14,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,01,","33.9",",0,06,","164.5",",,,0","0.0","0","","","0.0",",0","","","","","","","","","19.67",",,,0","","","31.20",",,,0","12.2",",,,0","74.0",",X","","","","","","","0",",,,0","24.70",",0","30.63",",,,0","18.78",",,,0","16482",",X","","","","","","","90",",X","135",",X","3283",",,,0","","","","","","","11.8",",X","8.9",",X"
"USW00003822","1968-10","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1327.2","0","104.9",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","10","","3","","19681030","+,,0","19681031","+,,0","19681031","+,,0","4","","19681008",",,0","19681003",",,0","1.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,08,","32.2",",0,03,","132.8",",,,0","41.3","0","","","41.3",",0","","","","","","","","","15.60",",,,0","","","26.20",",,,0","89.7",",,,0","69.9",",X","","","","","","","0",",,,0","20.39",",0","26.65",",,,0","14.13",",,,0","14796",",X","","","","","","","135",",X","270",",X","3624",",,,0","","","","","","","20.0",",X","12.1",",X"
"USW00003822","1968-11","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1331.9","0","4.7",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","17",",0","0",",0","14","","2","","19681121",",,0","19681130","+,,0","19681130","+,,0","","","19681111",",,0","19681128","+,,0","-3.9",",0,21,","0",",,0,30,+","0",",,0,30,+","29.5",",,0,11,","26.7",",0,28,+","81.5",",,,0","216.7","0","","","175.4",",0","","","","","","","","","8.77",",,,0","","","19.39",",,,0","65.9",",,,0","67.8",",X","","","","","","","0",",,,0","12.65",",0","19.80",",,,0","5.49",",,,0","12852",",X","","","","","","","270",",X","270",",X","2918",",,,0","","","","","","","18.0",",X","13.0",",X"
"USW00003822","1968-12","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","1331.9","0","0.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","7",",0","0",",0","7","","1","","19681216",",,0","19681231","+,,0","19681231","+,,0","1","","19681203",",,0","19681219",",,0","-7.2",",0,16,","0",",,0,31,+","0",",,0,31,+","46.2",",,0,03,","25.6",",0,19,","","","517.0","0","","","300.3",",0","","","","","","","","","","","","","","","100.8",",,,0","68.4",",X","","","","","","","0",",,,0","8.65",",0","15.95",",,,0","1.35",",,,0","12864",",X","","","","","","","315",",X","315",",X","","","","","","","","","19.0",",X","13.4",",X"
"USW00003822","1969-01","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","0.0","X","0.0",",X","6",",X","3",",X","1",",X","0",",X","0",",X","0",",X","13",",X","0",",X","5",",X","0",",X","13","","5","","19690115",",,X","19690131","+,,X","19690131","+,,X","2","","19690120",",,X","19690131",",,X","-6.1",",X,15,","0",",,X,31,+","0",",,X,31,+","29.0",",,X,20,","25.0",",X,31,","","","821.2","X","","","304.2",",X","","","","","","","","","","","","","","","45.0",",,,X","62.4",",X","","","","","","","0",",,,X","8.52",",X","15.04",",,,X","2.00",",,,X","12006",",X","","","","","","","315",",X","270",",X","","","","","","","","","15.9",",X","11.2",",X"
"USW00003822","1969-02","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","2.0","X","2.0",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","3",",X","0",",X","9","","1","","19690220","+,,X","19690228","+,,X","19690214",",,X","","","19690215",",,X","19690201",",,X","-2.8",",X,20,+","0",",,X,28,+","0",",T,X,14,","22.1",",,X,15,","26.1",",X,01,","","","1101.4","X","","","280.2",",X","","","","","","","","","","","","","","","40.4",",,,X","60.4",",X","","","","","","","0",",T,,X","8.40",",X","14.74",",,,X","2.06",",,,X","11238",",X","","","","","","","45",",X","45",",X","","","","","","","","","19.0",",X","14.8",",X"
"USW00003822","1969-03","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","6.5","X","4.5",",X","7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","8",",X","0",",X","8",",X","0",",X","11","","","","19690312",",,X","19690331","+,,X","19690331","+,,X","2","","19690318",",,X","19690324",",,X","-3.3",",X,12,","0",",,X,31,+","0",",,X,31,+","42.9",",,X,18,","28.9",",X,24,","","","1324.1","X","","","222.7",",X","","","","","","","","","","","","","","","129.7",",,,X","75.8",",X","","","","","","","0",",,,X","11.29",",X","18.21",",,,X","4.37",",,,X","16968",",X","","","","","","","270",",X","315",",X","","","","","","","","","19.5",",X","15.2",",X"
"USW00003822","1969-04","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","51.7","X","45.2",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","12","","3","","19690425","+,,X","19690430","+,,X","19690430","+,,X","2","","19690418",",,X","19690403",",,X","6.1",",X,25,+","0",",,X,30,+","0",",,X,30,+","15.5",",,X,18,","31.1",",X,03,","","","1351.7","X","","","27.6",",X","","","","","","","","","","","","","","","18.2",",,,X","76.4",",X","","","","","","","0",",,,X","18.92",",X","26.02",",,,X","11.82",",,,X","17856",",X","","","","","","","90",",X","360",",X","","","","","","","","","15.4",",X","11.6",",X"
"USW00003822","1969-05","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","156.1","X","104.4",",X","10",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","22","","6","","19690512",",,X","19690531","+,,X","19690531","+,,X","7","","19690519",",,X","19690531","+,,X","6.7",",X,12,","0",",,X,31,+","0",",,X,31,+","106.7",",,X,19,","31.7",",X,31,+","","","1353.9","X","","","2.2",",X","","","","","","","","","","","","","","","222.1",",,,X","61.1","1,X","","","","","","","0",",,,X","21.63",",X","27.73",",,,X","15.54",",,,X","15972",",X","","","","","","","180",",X","135",",X","","","","","","","","","14.4",",X","10.7",",X"
"USW00003822","1969-06","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","401.6","X","245.5",",X","10",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","15",",X","26","","4","","19690608","+,,X","19690630","+,,X","19690630","+,,X","12","","19690614",",,X","19690625","+,,X","16.7",",X,08,+","0",",,X,30,+","0",",,X,30,+","86.9",",,X,14,","35.0",",X,25,+","","","1353.9","X","","","0.0",",X","","","","","","","","","","","","","","","253.8",",,,X","77.6",",X","","","","","","","0",",,,X","26.52",",X","31.85",",,,X","21.18",",,,X","19824",",X","","","","","","","90",",X","360",",X","","","","","","","","","17.5",",X","11.2",",X"
"USW00003822","1969-07","32.13133","-81.2023","8.7","SAVANNAH HILTON HEAD INTERNATIONAL AIRPORT, GA US","","","","","","","","","","","697.0","X","295.4",",X","19",",X","13",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","18",",X","13","","","","19690702",",,X","19690731","+,,X","19690731","+,,X","20","","19690715",",,X","19690707",",,X","21.1",",X,02,","0",",,X,31,+","0",",,X,31,+","32.0",",,X,15,","36.7",",X,07,","","","0.0","X","","","0.0",",X","","","","","","","","","","","","","","","192.4",",,,X","52.9",",X","","","","","","","0",",,,X","27.86",",X","32.82",",,,X","22.91",",,,X","13644",",X","","","","","","","135",",X","90",",X","","","","","","","","","24.7",",X","16.1",",X"
